osmid,highway,oneway,reversed,length,name,geometry,ref,maxspeed,lanes
53740678,living_street,False,True,12.091,,"LINESTRING (12.0855085 49.2210283, 12.0854015 49.2211116)",,,
"[29202875, 210442149]",residential,False,False,231.48000000000002,"['Schützenstraße', 'Am Raiffeisenplatz']","LINESTRING (12.0855085 49.2210283, 12.0855978 49.2209512, 12.0857851 49.2209217, 12.0858836 49.2209102, 12.0860561 49.22089, 12.0864289 49.2208723, 12.0866761 49.2208819, 12.0870231 49.2208946, 12.0872169 49.2208905, 12.0876533 49.2208814, 12.0886243 49.220856)",,,
"[972180569, 372815756]",secondary,False,True,31.423000000000002,Regensburger Straße,"LINESTRING (12.0855085 49.2210283, 12.0856843 49.2211423, 12.0858023 49.2212353)",St 2397,50,2
"[972180570, 550248119]",secondary,False,False,42.32,Regensburger Straße,"LINESTRING (12.0855085 49.2210283, 12.0852896 49.2208995, 12.0850518 49.2207933)",St 2397,50,
972180569,secondary,False,False,5.793,Regensburger Straße,"LINESTRING (12.0858471 49.2212784, 12.0858023 49.2212353)",St 2397,50,2
4051837,tertiary,False,False,240.27100000000002,Fischbacher Straße,"LINESTRING (12.0858471 49.2212784, 12.0859921 49.2212122, 12.0861909 49.2211984, 12.0873428 49.2215286, 12.0883355 49.2217976, 12.0888886 49.2219475)",SAD 1,,
"[972180568, 42276290]",secondary,False,True,124.029,Regensburger Straße,"LINESTRING (12.0858471 49.2212784, 12.0859853 49.2214675, 12.0863018 49.2221627, 12.0863806 49.2223358)",St 2397,50,2
71729206,residential,True,False,202.143,Parkstraße,"LINESTRING (12.0831104 49.2242671, 12.083041 49.2241802, 12.0829893 49.2241248, 12.082719 49.2239223, 12.0822536 49.2237744, 12.0819598 49.2237303, 12.0816186 49.2237174, 12.0813373 49.2237068, 12.0811721 49.2236789, 12.0810125 49.223633, 12.080912 49.223598, 12.0807031 49.2235504)",,,
155223654,residential,True,False,176.66899999999998,Erlenstraße,"LINESTRING (12.0831104 49.2242671, 12.0817545 49.2244436, 12.080943 49.2245432, 12.0807384 49.2246035)",,,
11776529,residential,False,False,109.455,Premberger Straße,"LINESTRING (12.0837401 49.2249138, 12.0828886 49.2251951, 12.0824156 49.2253822)",,30,
42381252,residential,False,False,86.754,Münchshofener Straße,"LINESTRING (12.0837401 49.2249138, 12.0837037 49.2249972, 12.0837283 49.2251453, 12.083797 49.225366, 12.0838928 49.2256791)",,50,
42381252,residential,False,True,167.615,Münchshofener Straße,"LINESTRING (12.0837401 49.2249138, 12.0837929 49.2248267, 12.0838578 49.2247603, 12.0840124 49.2246577, 12.0843386 49.2244671, 12.0848535 49.2241308, 12.08533 49.2238347)",,50,
71729206,residential,True,False,85.35,Parkstraße,"LINESTRING (12.0837401 49.2249138, 12.0834375 49.2246424, 12.0831104 49.2242671)",,,
11776529,residential,False,False,67.2,Premberger Straße,"LINESTRING (12.0824156 49.2253822, 12.0815529 49.2251636)",,30,
11776529,residential,False,True,109.455,Premberger Straße,"LINESTRING (12.0824156 49.2253822, 12.0828886 49.2251951, 12.0837401 49.2249138)",,30,
281425338,residential,False,False,113.672,Premberger Straße,"LINESTRING (12.0824156 49.2253822, 12.0831261 49.2255813, 12.0836267 49.2256864, 12.0836841 49.2256846, 12.0838928 49.2256791)",,,
11776529,residential,False,True,67.2,Premberger Straße,"LINESTRING (12.0815529 49.2251636, 12.0824156 49.2253822)",,30,
11689207,residential,False,False,158.925,Am Sportplatz,"LINESTRING (12.0815529 49.2251636, 12.0812737 49.2255936, 12.080567 49.2254015, 12.0799759 49.2251472)",,30,
11776529,residential,False,False,87.578,Premberger Straße,"LINESTRING (12.0815529 49.2251636, 12.0814738 49.2251244, 12.0812671 49.2250436, 12.0810816 49.2249465, 12.0809288 49.2248107, 12.0807384 49.2246035)",,30,
11776529,residential,False,True,87.578,Premberger Straße,"LINESTRING (12.0807384 49.2246035, 12.0809288 49.2248107, 12.0810816 49.2249465, 12.0812671 49.2250436, 12.0814738 49.2251244, 12.0815529 49.2251636)",,30,
155223654,residential,True,False,82.78399999999999,Erlenstraße,"LINESTRING (12.0807384 49.2246035, 12.0803644 49.2247948, 12.0799759 49.2251472)",,,
11689207,residential,False,True,158.925,Am Sportplatz,"LINESTRING (12.0799759 49.2251472, 12.080567 49.2254015, 12.0812737 49.2255936, 12.0815529 49.2251636)",,30,
550248119,secondary,False,True,14.479,Regensburger Straße,"LINESTRING (12.0848711 49.2207383, 12.0850518 49.2207933)",St 2397,50,
108142880,tertiary,False,True,47.28,Maxhütter Straße,"LINESTRING (12.0848711 49.2207383, 12.0848071 49.2204661, 12.0847564 49.22032)",SAD 5,50,2
156670119,secondary,False,False,79.161,Regensburger Straße,"LINESTRING (12.0848711 49.2207383, 12.0847109 49.2207096, 12.0845435 49.2207028, 12.0837878 49.2206863)",St 2397,50,2
30852132,residential,False,False,171.138,Angerstraße,"LINESTRING (12.08533 49.2238347, 12.0854914 49.2239978, 12.0856953 49.2242056, 12.0859208 49.2243674, 12.0861521 49.2245538, 12.0861895 49.224584, 12.0864124 49.2247637, 12.0866937 49.225084)",,30,
42381252,residential,False,False,167.615,Münchshofener Straße,"LINESTRING (12.08533 49.2238347, 12.0848535 49.2241308, 12.0843386 49.2244671, 12.0840124 49.2246577, 12.0838578 49.2247603, 12.0837929 49.2248267, 12.0837401 49.2249138)",,50,
"[59663297, 30318465]",residential,False,True,192.293,Münchshofener Straße,"LINESTRING (12.08533 49.2238347, 12.0855068 49.2236613, 12.0855216 49.2236241, 12.0855967 49.2232158, 12.0856343 49.2230154, 12.0857507 49.2228405, 12.0859273 49.2226092, 12.0860896 49.2224346, 12.0862278 49.222372, 12.0863806 49.2223358)",,50,
30852132,residential,False,True,171.138,Angerstraße,"LINESTRING (12.0866937 49.225084, 12.0864124 49.2247637, 12.0861895 49.224584, 12.0861521 49.2245538, 12.0859208 49.2243674, 12.0856953 49.2242056, 12.0854914 49.2239978, 12.08533 49.2238347)",,30,
30852191,residential,False,False,132.752,Sandstraße,"LINESTRING (12.0866937 49.225084, 12.0870431 49.224822, 12.0874034 49.2245741, 12.0875344 49.224484, 12.0876485 49.2243902, 12.0879568 49.2242248)",,30,
372814634,residential,False,False,23.628,Schützenstraße,"LINESTRING (12.0894563 49.2202208, 12.0897513 49.2201312)",,,
30252821,residential,False,False,105.574,Frankengraben,"LINESTRING (12.0894563 49.2202208, 12.0894233 49.2201259, 12.0895052 49.2197857, 12.0895805 49.2196562, 12.0899109 49.2193566)",,,
210442149,residential,False,True,92.953,Schützenstraße,"LINESTRING (12.0894563 49.2202208, 12.0890183 49.2205581, 12.0886243 49.220856)",,,
372814634,residential,False,True,23.628,Schützenstraße,"LINESTRING (12.0897513 49.2201312, 12.0894563 49.2202208)",,,
30303459,residential,False,False,100.26899999999999,Wiesenstraße,"LINESTRING (12.0897513 49.2201312, 12.0899657 49.220246, 12.0904401 49.2205735, 12.0907557 49.2207476)",,,
372814634,residential,False,False,290.093,Schützenstraße,"LINESTRING (12.0897513 49.2201312, 12.0905044 49.2195284, 12.0906453 49.2194869, 12.0909138 49.2197761, 12.0911763 49.2199967, 12.0915171 49.2202194, 12.0918469 49.220431, 12.0919296 49.2205541, 12.0920186 49.2209104)",,,
30303459,residential,False,True,94.088,Wiesenstraße,"LINESTRING (12.0920186 49.2209104, 12.0915093 49.2208922, 12.0907557 49.2207476)",,,
372814634,residential,False,True,290.093,Schützenstraße,"LINESTRING (12.0920186 49.2209104, 12.0919296 49.2205541, 12.0918469 49.220431, 12.0915171 49.2202194, 12.0911763 49.2199967, 12.0909138 49.2197761, 12.0906453 49.2194869, 12.0905044 49.2195284, 12.0897513 49.2201312)",,,
29545138,residential,False,False,169.334,Hans-Böckler-Straße,"LINESTRING (12.0812519 49.2204603, 12.0812653 49.2204335, 12.0813163 49.2203318, 12.0814095 49.2202536, 12.0830015 49.2194926)",,30,
"[550248120, 156670123]",secondary,False,False,66.033,Hauptstraße,"LINESTRING (12.0812519 49.2204603, 12.0809503 49.2204266, 12.0803537 49.2203684)",St 2397,50,2
"[550248120, 550248121]",secondary,False,True,53.113,Hauptstraße,"LINESTRING (12.0812519 49.2204603, 12.0815541 49.2205021, 12.0817898 49.220546, 12.0819613 49.2205754)",St 2397,50,2
29691699,residential,False,False,150.835,Weiherstraße,"LINESTRING (12.0895074 49.2182072, 12.0880053 49.2172705)",,,
29691740,residential,False,True,43.656,Dollingerstraße,"LINESTRING (12.0895074 49.2182072, 12.0901059 49.2181709)",,,
108142881,residential,False,False,386.1239999999999,Dollingerstraße,"LINESTRING (12.0895074 49.2182072, 12.0892934 49.2182394, 12.0892504 49.2182512, 12.0890563 49.2183045, 12.0883092 49.2185763, 12.0872978 49.2190024, 12.0870985 49.219077, 12.0870807 49.2190837, 12.0867791 49.2191966, 12.0867113 49.2192197, 12.086229 49.2193841, 12.0857884 49.2195363, 12.0856025 49.2196184, 12.0853896 49.2197124, 12.0848632 49.2198756)",,,
29691699,residential,False,True,150.835,Weiherstraße,"LINESTRING (12.0880053 49.2172705, 12.0895074 49.2182072)",,,
108142878,tertiary,False,False,309.544,Verauer Straße,"LINESTRING (12.0880053 49.2172705, 12.0874077 49.21764, 12.0854297 49.2184323, 12.0845564 49.2187856, 12.0844772 49.2188155)",,30,
29691740,residential,False,False,43.656,Dollingerstraße,"LINESTRING (12.0901059 49.2181709, 12.0895074 49.2182072)",,,
210446550,residential,False,True,88.629,Trattweg,"LINESTRING (12.0901059 49.2181709, 12.0903979 49.217397)",,,
29691740,residential,False,True,115.49300000000001,Dollingerstraße,"LINESTRING (12.0901059 49.2181709, 12.0910612 49.2181339, 12.0913829 49.2181225, 12.0916921 49.2181442)",,,
108142880,tertiary,False,False,50.02,Maxhütter Straße,"LINESTRING (12.0848632 49.2198756, 12.0847564 49.22032)",SAD 5,50,2
108142880,tertiary,False,True,121.228,Maxhütter Straße,"LINESTRING (12.0848632 49.2198756, 12.0846345 49.2192863, 12.0845558 49.2190837, 12.0845027 49.2189297, 12.0844772 49.2188155)",SAD 5,50,2
108142881,residential,False,True,386.12399999999997,Dollingerstraße,"LINESTRING (12.0848632 49.2198756, 12.0853896 49.2197124, 12.0856025 49.2196184, 12.0857884 49.2195363, 12.086229 49.2193841, 12.0867113 49.2192197, 12.0867791 49.2191966, 12.0870807 49.2190837, 12.0870985 49.219077, 12.0872978 49.2190024, 12.0883092 49.2185763, 12.0890563 49.2183045, 12.0892504 49.2182512, 12.0892934 49.2182394, 12.0895074 49.2182072)",,,
210446550,residential,False,False,88.629,Trattweg,"LINESTRING (12.0903979 49.217397, 12.0901059 49.2181709)",,,
210446550,residential,False,True,16.255,Trattweg,"LINESTRING (12.0903979 49.217397, 12.0904947 49.2172652)",,,
77526862,residential,False,False,100.64500000000001,Triftweg,"LINESTRING (12.0903979 49.217397, 12.0898841 49.2172231, 12.0891993 49.2169442)",,,
92351811,residential,False,False,136.762,Teichstraße,"LINESTRING (12.0886243 49.220856, 12.0892091 49.2209629, 12.0898898 49.2211552, 12.0903844 49.221287)",,,
210442149,residential,False,False,92.953,Schützenstraße,"LINESTRING (12.0886243 49.220856, 12.0890183 49.2205581, 12.0894563 49.2202208)",,,
"[29202875, 210442149]",residential,False,True,231.48000000000002,"['Schützenstraße', 'Am Raiffeisenplatz']","LINESTRING (12.0886243 49.220856, 12.0876533 49.2208814, 12.0872169 49.2208905, 12.0870231 49.2208946, 12.0866761 49.2208819, 12.0864289 49.2208723, 12.0860561 49.22089, 12.0858836 49.2209102, 12.0857851 49.2209217, 12.0855978 49.2209512, 12.0855085 49.2210283)",,,
29691740,residential,False,False,115.493,Dollingerstraße,"LINESTRING (12.0916921 49.2181442, 12.0913829 49.2181225, 12.0910612 49.2181339, 12.0901059 49.2181709)",,,
29691740,residential,False,True,39.932,Dollingerstraße,"LINESTRING (12.0916921 49.2181442, 12.091906 49.2182465, 12.0921112 49.2183754)",,,
77526861,residential,False,False,219.98700000000002,Eichenstraße,"LINESTRING (12.0916921 49.2181442, 12.091925 49.2175226, 12.0919408 49.2173043, 12.0918989 49.2171157, 12.0904947 49.2172652)",,,
29691740,residential,False,False,39.932,Dollingerstraße,"LINESTRING (12.0921112 49.2183754, 12.091906 49.2182465, 12.0916921 49.2181442)",,,
30252821,residential,False,True,194.492,Frankengraben,"LINESTRING (12.0921112 49.2183754, 12.0914198 49.2186454, 12.0907562 49.2189101, 12.0905085 49.2190044, 12.0902048 49.2191521, 12.0899109 49.2193566)",,,
156670133,residential,False,True,126.663,Sandstraße,"LINESTRING (12.0894732 49.223662, 12.0879568 49.2242248)",,30,
30303467,residential,False,False,75.06800000000001,Blumenstraße,"LINESTRING (12.0894732 49.223662, 12.0898311 49.2239335, 12.0902125 49.2241293)",,30,
30303467,residential,False,True,191.65699999999998,Blumenstraße,"LINESTRING (12.0894732 49.223662, 12.0883463 49.222678, 12.0887807 49.2222726)",,30,
156670133,residential,False,False,126.663,Sandstraße,"LINESTRING (12.0879568 49.2242248, 12.0894732 49.223662)",,30,
30852191,residential,False,True,132.752,Sandstraße,"LINESTRING (12.0879568 49.2242248, 12.0876485 49.2243902, 12.0875344 49.224484, 12.0874034 49.2245741, 12.0870431 49.224822, 12.0866937 49.225084)",,30,
42276290,secondary,False,False,239.35199999999998,Regensburger Straße,"LINESTRING (12.0879568 49.2242248, 12.0872034 49.2233545, 12.0870127 49.2231342, 12.0869036 49.2230087, 12.0867992 49.2228885, 12.0866379 49.2226979, 12.0864841 49.2224975, 12.0863806 49.2223358)",St 2397,50,2
42276290,secondary,False,True,85.05799999999999,Regensburger Straße,"LINESTRING (12.0879568 49.2242248, 12.0883489 49.2246774, 12.0885388 49.2248886)",St 2397,50,2
30303653,residential,False,False,121.288,Ostenstraße,"LINESTRING (12.0916578 49.2246803, 12.0921365 49.2236353)",,30,
30303653,residential,False,True,84.924,Ostenstraße,"LINESTRING (12.0916578 49.2246803, 12.0913455 49.2254163)",,30,
30303465,residential,False,False,121.589,Fichtenstraße,"LINESTRING (12.0916578 49.2246803, 12.0906774 49.2243245, 12.0902125 49.2241293)",,30,
30303465,residential,False,True,121.589,Fichtenstraße,"LINESTRING (12.0902125 49.2241293, 12.0906774 49.2243245, 12.0916578 49.2246803)",,30,
30303467,residential,False,True,75.06800000000001,Blumenstraße,"LINESTRING (12.0902125 49.2241293, 12.0898311 49.2239335, 12.0894732 49.223662)",,30,
101726285,residential,False,False,51.513,Waldstraße,"LINESTRING (12.0902125 49.2241293, 12.0898924 49.224364, 12.0897135 49.2244564)",,30,
101726300,residential,False,True,240.82099999999997,Gartenstraße,"LINESTRING (12.0902125 49.2241293, 12.0903135 49.2239019, 12.0902765 49.2238032, 12.0893046 49.2226714, 12.089012 49.222399, 12.0887807 49.2222726)",,30,
30303653,residential,False,False,84.924,Ostenstraße,"LINESTRING (12.0913455 49.2254163, 12.0916578 49.2246803)",,30,
101726293,residential,False,True,165.776,Flurstraße,"LINESTRING (12.0913455 49.2254163, 12.0909082 49.2253194, 12.0906038 49.2252113, 12.0903192 49.2250643, 12.0900906 49.2248633, 12.0897135 49.2244564)",,30,
42373519,residential,False,True,161.845,Dr.-Friedrich-Flick-Straße,"LINESTRING (12.0807031 49.2235504, 12.0807386 49.2229865, 12.0807362 49.222161, 12.0806962 49.2221008)",,,
42373519,residential,False,False,157.99,Dr.-Friedrich-Flick-Straße,"LINESTRING (12.0803537 49.2203684, 12.0802401 49.2217873)",,,
"[550248120, 156670123]",secondary,False,True,66.033,Hauptstraße,"LINESTRING (12.0803537 49.2203684, 12.0809503 49.2204266, 12.0812519 49.2204603)",St 2397,50,2
"[30318465, 59663297]",residential,False,False,192.293,Münchshofener Straße,"LINESTRING (12.0863806 49.2223358, 12.0862278 49.222372, 12.0860896 49.2224346, 12.0859273 49.2226092, 12.0857507 49.2228405, 12.0856343 49.2230154, 12.0855967 49.2232158, 12.0855216 49.2236241, 12.0855068 49.2236613, 12.08533 49.2238347)",,50,
"[972180568, 42276290]",secondary,False,False,124.029,Regensburger Straße,"LINESTRING (12.0863806 49.2223358, 12.0863018 49.2221627, 12.0859853 49.2214675, 12.0858471 49.2212784)",St 2397,50,2
42276290,secondary,False,True,239.35199999999998,Regensburger Straße,"LINESTRING (12.0863806 49.2223358, 12.0864841 49.2224975, 12.0866379 49.2226979, 12.0867992 49.2228885, 12.0869036 49.2230087, 12.0870127 49.2231342, 12.0872034 49.2233545, 12.0879568 49.2242248)",St 2397,50,2
30303653,residential,False,True,121.288,Ostenstraße,"LINESTRING (12.0921365 49.2236353, 12.0916578 49.2246803)",,30,
30318608,residential,False,False,100.127,Forststraße,"LINESTRING (12.0921365 49.2236353, 12.0917712 49.223555, 12.0914282 49.2234453, 12.0910646 49.223251, 12.0909536 49.2231936)",,30,
4051837,tertiary,False,True,25.385,Fischbacher Straße,"LINESTRING (12.0899548 49.2220909, 12.0896088 49.2220585)",SAD 1,,
30318608,residential,False,True,142.464,Forststraße,"LINESTRING (12.0899548 49.2220909, 12.0909536 49.2231936)",,30,
30318613,residential,False,False,56.341,Frankenstraße,"LINESTRING (12.0901805 49.221716, 12.0896088 49.2220585)",,,
92351812,residential,False,True,49.948,Peter-Ludwig-Straße,"LINESTRING (12.0901805 49.221716, 12.0903844 49.221287)",,,
4051837,tertiary,False,False,25.385,Fischbacher Straße,"LINESTRING (12.0896088 49.2220585, 12.0899548 49.2220909)",SAD 1,,
4051837,tertiary,False,True,53.741,Fischbacher Straße,"LINESTRING (12.0896088 49.2220585, 12.0888886 49.2219475)",SAD 1,,
30318613,residential,False,True,56.341,Frankenstraße,"LINESTRING (12.0896088 49.2220585, 12.0901805 49.221716)",,,
42276290,secondary,False,False,63.934,Regensburger Straße,"LINESTRING (12.0890298 49.2253643, 12.0887739 49.2251507, 12.0885388 49.2248886)",St 2397,50,2
41753228,residential,False,False,35.829,Bahnhofstraße,"LINESTRING (12.0827649 49.2188837, 12.0827853 49.2189307, 12.08283 49.2192025)",,,
41753229,residential,False,False,65.481,Bahnhofstraße,"LINESTRING (12.0838655 49.2204105, 12.0847564 49.22032)",,30,
"[41753229, 41753230]",residential,False,True,121.876,Bahnhofstraße,"LINESTRING (12.0838655 49.2204105, 12.0836929 49.2203315, 12.0835557 49.2202393, 12.0833483 49.2199624, 12.0831514 49.2196926, 12.0830015 49.2194926)",,30,
41753229,residential,False,True,65.481,Bahnhofstraße,"LINESTRING (12.0847564 49.22032, 12.0838655 49.2204105)",,30,
108142880,tertiary,False,True,50.02,Maxhütter Straße,"LINESTRING (12.0847564 49.22032, 12.0848632 49.2198756)",SAD 5,50,2
108142880,tertiary,False,False,47.28,Maxhütter Straße,"LINESTRING (12.0847564 49.22032, 12.0848071 49.2204661, 12.0848711 49.2207383)",SAD 5,50,2
41753228,residential,False,True,34.579,Bahnhofstraße,"LINESTRING (12.0830015 49.2194926, 12.08283 49.2192025)",,,
29545138,residential,False,False,131.06900000000002,Hans-Böckler-Straße,"LINESTRING (12.0830015 49.2194926, 12.0839052 49.2190577, 12.0839456 49.2190422, 12.084102 49.2189674, 12.0844772 49.2188155)",,30,
29545138,residential,False,True,169.334,Hans-Böckler-Straße,"LINESTRING (12.0830015 49.2194926, 12.0814095 49.2202536, 12.0813163 49.2203318, 12.0812653 49.2204335, 12.0812519 49.2204603)",,30,
"[41753229, 41753230]",residential,False,False,121.876,Bahnhofstraße,"LINESTRING (12.0830015 49.2194926, 12.0831514 49.2196926, 12.0833483 49.2199624, 12.0835557 49.2202393, 12.0836929 49.2203315, 12.0838655 49.2204105)",,30,
41753231,residential,True,False,31.182,Bahnhofstraße,"LINESTRING (12.0837878 49.2206863, 12.0838655 49.2204105)",,,
156670119,secondary,False,False,133.695,Regensburger Straße,"LINESTRING (12.0837878 49.2206863, 12.0828741 49.2206789, 12.0828596 49.2206788, 12.0825207 49.2206489, 12.0819613 49.2205754)",St 2397,50,2
156670119,secondary,False,True,79.161,Regensburger Straße,"LINESTRING (12.0837878 49.2206863, 12.0845435 49.2207028, 12.0847109 49.2207096, 12.0848711 49.2207383)",St 2397,50,2
41753228,residential,False,False,34.579,Bahnhofstraße,"LINESTRING (12.08283 49.2192025, 12.0830015 49.2194926)",,,
41753228,residential,False,True,35.829,Bahnhofstraße,"LINESTRING (12.08283 49.2192025, 12.0827853 49.2189307, 12.0827649 49.2188837)",,,
41753232,residential,False,False,79.66900000000001,Dr.-Wilhelm-Hoegner-Straße,"LINESTRING (12.08283 49.2192025, 12.0820373 49.2193159, 12.0817874 49.219406)",,,
