osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,ref,width,bridge
856050094,Pestalozzistraße,residential,30,False,True,14.761,,"LINESTRING (13.6747201 51.101029, 13.6745202 51.1010722)",,,
856050096,Schildenstraße,tertiary,50,False,True,14.515,2,"LINESTRING (13.6747201 51.101029, 13.6746966 51.1011587)",,,
"[4068228, 300081663]",Schildenstraße,tertiary,30,False,False,18.541,,"LINESTRING (13.6747201 51.101029, 13.6747549 51.1008929, 13.6747555 51.100864)",,,
4068271,Pestalozzistraße,residential,30,False,False,305.26399999999995,,"LINESTRING (13.6747201 51.101029, 13.6750445 51.1009575, 13.675955 51.1007662, 13.6765057 51.1005669, 13.6767035 51.1004964, 13.6768508 51.1004458, 13.6774047 51.1002543, 13.6774225 51.1002483, 13.6779192 51.1000818, 13.6784488 51.0999043, 13.6786431 51.0998381)",,,
"[4275297, 1204587721]",Meißner Straße,secondary,50,False,False,197.901,"['2', '3']","LINESTRING (13.6741322 51.1037952, 13.6743917 51.1037422, 13.6752657 51.1035603, 13.6760965 51.1033896, 13.6766916 51.1032673, 13.6768251 51.1032399)",S 82,,
30745723,Maxim-Gorki-Straße,residential,,True,False,27.496000000000002,,"LINESTRING (13.6741322 51.1037952, 13.6741462 51.1038066, 13.6742879 51.1039115, 13.6743959 51.1039785)",,,
"[219017995, 777125707, 338883541]",Meißner Straße,secondary,50,False,True,196.946,4,"LINESTRING (13.6741322 51.1037952, 13.6740168 51.1038133, 13.6738973 51.103826, 13.6737352 51.1038323, 13.6735722 51.1038314, 13.6728456 51.1038221, 13.6726891 51.1038201, 13.6726335 51.1038188, 13.6722251 51.1038074, 13.6721245 51.1038045, 13.6713185 51.1037826)",S 82,,
856050095,Schildenstraße,tertiary,50,False,False,142.465,2,"LINESTRING (13.6741322 51.1037952, 13.6741354 51.1037819, 13.67442 51.1025268)",,,
31116557,Sidonienstraße,residential,30,False,False,116.48,,"LINESTRING (13.6804063 51.0992034, 13.6818327 51.0986603)",,,
171602163,Sidonienstraße,unclassified,30,False,True,20.703,,"LINESTRING (13.6804063 51.0992034, 13.6801479 51.0992947)",,10.5,
4934011,Zinzendorfstraße,unclassified,50,False,False,153.753,2,"LINESTRING (13.6804063 51.0992034, 13.6809989 51.0994031, 13.6823368 51.0998684)",,,
4068271,Pestalozzistraße,residential,30,False,True,305.264,,"LINESTRING (13.6786431 51.0998381, 13.6784488 51.0999043, 13.6779192 51.1000818, 13.6774225 51.1002483, 13.6774047 51.1002543, 13.6768508 51.1004458, 13.6767035 51.1004964, 13.6765057 51.1005669, 13.675955 51.1007662, 13.6750445 51.1009575, 13.6747201 51.101029)",,,
"[171602163, 4933957]",Sidonienstraße,unclassified,30,False,False,121.217,,"LINESTRING (13.6786431 51.0998381, 13.6788139 51.099778, 13.6792498 51.0996246, 13.6793427 51.099592, 13.6797472 51.0994411, 13.6799257 51.0993759, 13.6801479 51.0992947)",,10.5,
"[30189913, 4934019, 4934021]",Hauptstraße,unclassified,"['50', '30']",False,True,202.139,,"LINESTRING (13.6786431 51.0998381, 13.6784885 51.0997217, 13.6780191 51.0993685, 13.6779468 51.0993141, 13.6779249 51.0992972, 13.6774969 51.0990101, 13.6767216 51.0984792)",,8.5,yes
114931459,Hauptstraße,residential,30,True,False,35.801,,"LINESTRING (13.6786431 51.0998381, 13.6788419 51.1000085, 13.678952 51.100095)",,8.5,
31552514,Robert-Werner-Platz,unclassified,30,False,True,38.612,,"LINESTRING (13.6767216 51.0984792, 13.6769679 51.0981683)",,,
