osmid,oneway,lanes,ref,name,highway,reversed,length,bridge,geometry,maxspeed
"[567592418, 149886811, 687748237, 567592419]",True,1,L 214,"['Römerstraße', 'Marktplatz']",secondary,False,249.41299999999998,yes,"LINESTRING (7.7757501 49.9444306, 7.7756412 49.944466, 7.7753953 49.9446326, 7.7752867 49.9446815, 7.7751846 49.9447151, 7.7750593 49.9447207, 7.7749363 49.9446993, 7.7739141 49.9443554, 7.7735631 49.944202, 7.773369 49.9441124, 7.7732804 49.9440658, 7.7732201 49.9440261, 7.7731795 49.9439977, 7.7731571 49.9439821, 7.7731088 49.9439441, 7.7730672 49.9438975, 7.7730243 49.9438535, 7.7729921 49.9438069, 7.7729599 49.9437625)",
355284621,False,2,L 214,Binger Straße,secondary,True,63.484,,"LINESTRING (7.7757501 49.9444306, 7.7761274 49.9444636, 7.7766291 49.9445079)",
826617118,False,2,L 214,Staatsstraße,secondary,False,13.679,,"LINESTRING (7.7729599 49.9437625, 7.7727752 49.9437308)",50
149886790,True,1,L 214,Talstraße,secondary,False,34.735,,"LINESTRING (7.7729599 49.9437625, 7.7733151 49.9437678, 7.7733267 49.9437664, 7.7734429 49.9437521)",30
108009436,False,,,Rathausstraße,residential,False,242.09499999999997,,"LINESTRING (7.7716059 49.943383, 7.7718398 49.9431544, 7.7720228 49.9429771, 7.7720529 49.9429452, 7.772237 49.9427561, 7.7722649 49.9426455, 7.7722494 49.942504, 7.7722773 49.9423714, 7.7723682 49.9421871, 7.7725384 49.9420609, 7.7727947 49.9419545, 7.7730761 49.9418604, 7.7734733 49.9417422)",
567740823,False,2,L 214,Staatsstraße,secondary,False,45.469,,"LINESTRING (7.7716059 49.943383, 7.7714802 49.9434269, 7.7713769 49.9434948, 7.771136 49.9436535)",50
"[567740824, 30611565, 567740823]",False,2,L 214,Staatsstraße,secondary,True,51.516999999999996,yes,"LINESTRING (7.7716059 49.943383, 7.7717468 49.943417, 7.7718846 49.9434844, 7.7720223 49.9435587, 7.7722118 49.9436263)",50
567740823,False,2,L 214,Staatsstraße,secondary,True,45.688,,"LINESTRING (7.7708224 49.9440114, 7.771136 49.9436535)",50
207348378,False,2,L 242,Von-Gauvain-Straße,secondary,True,45.873000000000005,,"LINESTRING (7.7708224 49.9440114, 7.7707704 49.9440073, 7.7701862 49.9439607)",
61881367,False,,,August-Gerlach-Straße,residential,False,101.89399999999999,,"LINESTRING (7.7701862 49.9439607, 7.7701933 49.9439321, 7.7702086 49.9438788, 7.7704024 49.9435746, 7.7705003 49.9433626, 7.7705878 49.943085)",
207348378,False,2,L 242,Von-Gauvain-Straße,secondary,False,45.873000000000005,,"LINESTRING (7.7701862 49.9439607, 7.7707704 49.9440073, 7.7708224 49.9440114)",
61881367,False,,,August-Gerlach-Straße,residential,True,101.89399999999999,,"LINESTRING (7.7705878 49.943085, 7.7705003 49.9433626, 7.7704024 49.9435746, 7.7702086 49.9438788, 7.7701933 49.9439321, 7.7701862 49.9439607)",
"[516483833, 149886799]",False,,,Neupfälzer Straße,residential,False,76.28399999999999,,"LINESTRING (7.7705878 49.943085, 7.7704576 49.9430477, 7.7698712 49.9428794, 7.7697702 49.9428491, 7.7696644 49.9428457, 7.7696031 49.9428337)",
268869561,False,,,Schloßstraße,residential,True,17.255,,"LINESTRING (7.7734429 49.9437521, 7.7734573 49.9435972)",
149886790,True,1,L 214,Talstraße,secondary,False,183.46500000000003,,"LINESTRING (7.7734429 49.9437521, 7.7736003 49.9437691, 7.7738909 49.9438962, 7.7739872 49.9439364, 7.7741973 49.9440241, 7.7745161 49.9441476, 7.7746227 49.9441899, 7.7749794 49.9442892, 7.7750902 49.9443062, 7.7751919 49.9443219, 7.7757501 49.9444306)",30
40462979,False,,,Michael-Prätorius-Straße,residential,True,31.402,,"LINESTRING (7.7816466 49.9450233, 7.7820824 49.9449901)",
26245945,False,,,Schulstraße,residential,False,87.261,,"LINESTRING (7.7816466 49.9450233, 7.7816248 49.9449409, 7.7817934 49.9446182, 7.7819475 49.9443971, 7.782065 49.944306)",
40462979,False,,,Michael-Prätorius-Straße,residential,False,35.443,,"LINESTRING (7.7816466 49.9450233, 7.7814457 49.945024, 7.7814244 49.945024, 7.7811514 49.945029)",
108009427,False,,,Römerberg,residential,False,118.834,,"LINESTRING (7.7745717 49.9462541, 7.7746028 49.9461128, 7.7746438 49.9460254, 7.7747572 49.9459481, 7.7748595 49.945903, 7.7750191 49.9458692, 7.7757925 49.9458225, 7.7758479 49.9458031)",
108009427,False,,,Römerberg,residential,True,118.83400000000002,,"LINESTRING (7.7758479 49.9458031, 7.7757925 49.9458225, 7.7750191 49.9458692, 7.7748595 49.945903, 7.7747572 49.9459481, 7.7746438 49.9460254, 7.7746028 49.9461128, 7.7745717 49.9462541)",
108009428,False,,,Friedrich-Wandesleben-Straße,residential,False,128.319,,"LINESTRING (7.7758479 49.9458031, 7.7763147 49.9461143, 7.7765656 49.9463386, 7.7768483 49.9466002, 7.7769108 49.9467201)",
108009440,False,,,Römerberg,residential,False,396.014,,"LINESTRING (7.7758479 49.9458031, 7.7758104 49.9457373, 7.7756851 49.9456606, 7.7749676 49.945398, 7.7746656 49.945287, 7.7743291 49.9452166, 7.7740661 49.9451775, 7.7737825 49.945174, 7.7733266 49.9452771, 7.7724621 49.9456906, 7.7723552 49.945711, 7.7722555 49.945688, 7.7722492 49.9456295, 7.7723168 49.9455868, 7.7725589 49.9454991, 7.7725884 49.9454535, 7.7725546 49.9454118, 7.7724833 49.9453995, 7.7720948 49.9454965, 7.771984 49.9455242, 7.7718984 49.9455001, 7.7718981 49.9454501)",
826617118,False,2,L 214,Staatsstraße,secondary,True,13.679,,"LINESTRING (7.7727752 49.9437308, 7.7729599 49.9437625)",50
"[108009425, 108009421]",False,,,"['Marktstraße', 'Marktplatz']",residential,True,71.213,,"LINESTRING (7.7727752 49.9437308, 7.7727446 49.9437849, 7.772721 49.9439959, 7.7726943 49.9442516, 7.7727182 49.9443656)",
149886783,False,2,L 214,Staatsstraße,secondary,False,42.098,,"LINESTRING (7.7727752 49.9437308, 7.772733 49.9437205, 7.7725745 49.943682, 7.7723467 49.9436389, 7.7722118 49.9436263)",30
39428691,False,,,Warmsrother Grund,living_street,False,394.88,,"LINESTRING (7.7780532 49.947226, 7.7785336 49.9468668, 7.7786808 49.9467659, 7.7787753 49.9466862, 7.7788803 49.9465666, 7.7789113 49.9464066, 7.7789025 49.9462398, 7.7788629 49.9460086, 7.7787857 49.945898, 7.7787083 49.9458218, 7.7779582 49.9454617, 7.7775201 49.9452646, 7.7773859 49.9452002, 7.7772031 49.9451088, 7.7770751 49.9450313, 7.7768484 49.9448408, 7.7766434 49.9446379, 7.7766291 49.9445079)",
39428691,False,,,Warmsrother Grund,living_street,True,394.88,,"LINESTRING (7.7766291 49.9445079, 7.7766434 49.9446379, 7.7768484 49.9448408, 7.7770751 49.9450313, 7.7772031 49.9451088, 7.7773859 49.9452002, 7.7775201 49.9452646, 7.7779582 49.9454617, 7.7787083 49.9458218, 7.7787857 49.945898, 7.7788629 49.9460086, 7.7789025 49.9462398, 7.7789113 49.9464066, 7.7788803 49.9465666, 7.7787753 49.9466862, 7.7786808 49.9467659, 7.7785336 49.9468668, 7.7780532 49.947226)",
222520105,False,,,Alte Steige,residential,False,492.597,,"LINESTRING (7.7766291 49.9445079, 7.776809 49.9445108, 7.7775214 49.9445744, 7.7778526 49.9446062, 7.7781396 49.9446338, 7.7789317 49.9448626, 7.7796333 49.945148, 7.7798205 49.945261, 7.7805854 49.94569, 7.7812797 49.9460545, 7.7813935 49.9461098, 7.7820421 49.9462217, 7.7827053 49.9463188)",
355284621,False,2,L 214,Binger Straße,secondary,False,63.484,,"LINESTRING (7.7766291 49.9445079, 7.7761274 49.9444636, 7.7757501 49.9444306)",
