osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge,junction
77260837,2,L 594,Meßplatzstraße,secondary,50,False,True,72.595,"LINESTRING (8.7021764 49.2905131, 8.7020005 49.2911558)",,,
26071303,,,Zum Keitelberg,residential,30,False,True,51.019,"LINESTRING (8.7021764 49.2905131, 8.7021009 49.2905211, 8.701482 49.2905866)",,,
238779536,,,Zum Keitelberg,residential,30,False,False,146.922,"LINESTRING (8.7021764 49.2905131, 8.7022697 49.2905025, 8.7023001 49.2904991, 8.703186 49.2903734, 8.7036031 49.2902956, 8.7040123 49.2900464)",,,
722355502,,,Zur Tuchbleiche,residential,30,False,True,4.311,"LINESTRING (8.7002962 49.2916541, 8.700245 49.2916344)",,,
5059254,,,Mertzgarten,living_street,,False,False,125.042,"LINESTRING (8.7002962 49.2916541, 8.7004884 49.291283, 8.7005423 49.2911789, 8.7005778 49.2910428, 8.7006991 49.2905644)",,,
722355502,,,Zur Tuchbleiche,residential,30,False,False,46.72,"LINESTRING (8.7002962 49.2916541, 8.7003308 49.2916686, 8.7004541 49.2917143, 8.7005741 49.2917441, 8.7007267 49.2917671, 8.7008935 49.2918042)",,,
26071303,,,Zum Keitelberg,residential,30,False,False,8.39,"LINESTRING (8.7013683 49.2906005, 8.701482 49.2905866)",,,
5059256,,,Helfrichsgärten,living_street,7,False,True,50.668000000000006,"LINESTRING (8.7013683 49.2906005, 8.7012403 49.2906414, 8.7010947 49.2906351, 8.7006991 49.2905644)",,,
238779535,,,Münchäckerweg,residential,30,False,True,66.45,"LINESTRING (8.7013683 49.2906005, 8.7013295 49.2905922, 8.7012965 49.2905794, 8.7012825 49.2905615, 8.7012705 49.2905405, 8.7012705 49.2905217, 8.7012751 49.2904962, 8.7014103 49.2900458)",,,
5059232,,,Schulwiesenweg,residential,30,False,False,48.154,"LINESTRING (8.7040123 49.2900464, 8.7045166 49.2903281)",,,
238779536,,,Zum Keitelberg,residential,30,False,False,7.982,"LINESTRING (8.7040123 49.2900464, 8.7041077 49.2900106)",,,
238779536,,,Zum Keitelberg,residential,30,False,True,146.922,"LINESTRING (8.7040123 49.2900464, 8.7036031 49.2902956, 8.703186 49.2903734, 8.7023001 49.2904991, 8.7022697 49.2905025, 8.7021764 49.2905131)",,,
238779536,,,Zum Keitelberg,residential,30,False,True,7.982,"LINESTRING (8.7041077 49.2900106, 8.7040123 49.2900464)",,,
5059232,,,Schulwiesenweg,residential,30,False,False,48.639,"LINESTRING (8.7045166 49.2903281, 8.7050959 49.2905485)",,,
5059232,,,Schulwiesenweg,residential,30,False,True,48.154,"LINESTRING (8.7045166 49.2903281, 8.7040123 49.2900464)",,,
5059240,,,Stückeläckerweg,residential,30,False,True,221.907,"LINESTRING (8.7045166 49.2903281, 8.7042189 49.2906648, 8.7039547 49.2908435, 8.7036444 49.2909881, 8.7031356 49.2911353, 8.7024789 49.2911952, 8.7021205 49.2911657, 8.7020005 49.2911558)",,,
5059232,,,Schulwiesenweg,residential,30,False,True,48.639,"LINESTRING (8.7050959 49.2905485, 8.7045166 49.2903281)",,,
5059239,,,Zur Helde,residential,30,False,True,70.395,"LINESTRING (8.7050959 49.2905485, 8.7046426 49.2911083)",,,
189063542,,,Merianstraße,residential,30,False,True,95.769,"LINESTRING (8.7048784 49.2936141, 8.7036421 49.2939169)",,,
5059237,,,Schafäckerweg,residential,30,False,True,251.713,"LINESTRING (8.7048784 49.2936141, 8.7037726 49.2927614, 8.7027109 49.2918471)",,,
189063542,,,Merianstraße,residential,30,False,False,95.769,"LINESTRING (8.7036421 49.2939169, 8.7048784 49.2936141)",,,
5059238,,,Bahnweg,residential,30,True,False,225.23,"LINESTRING (8.7036421 49.2939169, 8.7024572 49.2931907, 8.7017504 49.2925319, 8.7015871 49.2924111)",6,,
"[5059235, 5059243, 189063542]",,,"['Merianstraße', 'Amalienstraße']",residential,30,False,True,126.80799999999999,"LINESTRING (8.7036421 49.2939169, 8.7035466 49.2939394, 8.7029697 49.2940723, 8.7027667 49.2941715, 8.7021982 49.2938217)",6,,
5059239,,,Zur Helde,residential,30,False,False,70.395,"LINESTRING (8.7046426 49.2911083, 8.7050959 49.2905485)",,,
5059239,,,Zur Helde,residential,30,False,True,82.62899999999999,"LINESTRING (8.7046426 49.2911083, 8.7042779 49.2913322, 8.7037736 49.2915876)",,,
5059239,,,Zur Helde,residential,30,False,True,82.294,"LINESTRING (8.7037736 49.2915876, 8.7027109 49.2918471)",,,
5059239,,,Zur Helde,residential,30,False,False,82.62899999999999,"LINESTRING (8.7037736 49.2915876, 8.7042779 49.2913322, 8.7046426 49.2911083)",,,
5059239,,,Zur Helde,residential,30,False,False,82.294,"LINESTRING (8.7027109 49.2918471, 8.7037736 49.2915876)",,,
5059237,,,Schafäckerweg,residential,30,False,False,251.713,"LINESTRING (8.7027109 49.2918471, 8.7037726 49.2927614, 8.7048784 49.2936141)",,,
5059239,,,Zur Helde,residential,30,False,True,61.830999999999996,"LINESTRING (8.7027109 49.2918471, 8.7021309 49.2919611, 8.701954 49.2919922, 8.7018906 49.2919955)",,,
77260837,2,L 594,Meßplatzstraße,secondary,50,False,False,72.595,"LINESTRING (8.7020005 49.2911558, 8.7021764 49.2905131)",,,
5059240,,,Stückeläckerweg,residential,30,False,False,221.90699999999998,"LINESTRING (8.7020005 49.2911558, 8.7021205 49.2911657, 8.7024789 49.2911952, 8.7031356 49.2911353, 8.7036444 49.2909881, 8.7039547 49.2908435, 8.7042189 49.2906648, 8.7045166 49.2903281)",,,
"[77260837, 382411135]","['2', '3']",L 594,Meßplatzstraße,secondary,50,False,True,82.249,"LINESTRING (8.7020005 49.2911558, 8.7018563 49.2916931, 8.7018076 49.2918847)",,,
197410723,1,L 594,Meßplatzstraße,secondary,30,True,False,40.308,"LINESTRING (8.7014133 49.2927838, 8.7014438 49.2926414, 8.7014992 49.2925132, 8.7015732 49.2924426)",,,
