osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,junction
189057574,True,2,D1;D3,Prilaz Većeslava Holjevca,trunk,False,14.323,"LINESTRING (15.5485221 45.489285, 15.5486121 45.4891727)",,
162496525,True,2,,Trg hrvatskih branitelja,residential,False,271.26700000000005,"LINESTRING (15.5485221 45.489285, 15.5475453 45.4887245, 15.5470034 45.4884135, 15.5460412 45.4878379, 15.5458559 45.4877178)",,
39667506,False,2,D3;D6,Ulica Tadije Smičiklasa,primary,False,10.599,"LINESTRING (15.5508293 45.4870671, 15.5507163 45.4870141)",,
31002454,False,3,,Ulica Tadije Smičiklasa,residential,True,25.367,"LINESTRING (15.5508293 45.4870671, 15.550919 45.4871123, 15.5509742 45.4871392, 15.5510955 45.4871983)",,
63974928,True,2,D1;D3,Prilaz Većeslava Holjevca,trunk,False,38.667,"LINESTRING (15.5508293 45.4870671, 15.5507408 45.4871637, 15.5505635 45.4873607)",50,
679315082,False,2,D3,Senjska ulica,primary,True,22.071,"LINESTRING (15.5475235 45.4848992, 15.5475756 45.4850943)",,
679315086,False,3,D6,Ulica Ivana Meštrovića,primary,True,58.627,"LINESTRING (15.5472572 45.4859116, 15.5467786 45.4863183)",,
1242420283,True,1,D6,,primary,False,35.74,"LINESTRING (15.5472572 45.4859116, 15.5473754 45.4857396, 15.5474631 45.4856245)",,
679315078,False,4,D6,Ulica Ivana Meštrovića,primary,True,35.001,"LINESTRING (15.5464047 45.4866293, 15.5461147 45.4868696)",,
40783216,False,,,Ulica Marina Držića,residential,True,53.772999999999996,"LINESTRING (15.5464047 45.4866293, 15.5463306 45.4865844, 15.5458828 45.4863131)",,
679315078,False,4,D6,Ulica Ivana Meštrovića,primary,False,45.228,"LINESTRING (15.5464047 45.4866293, 15.5464876 45.4865615, 15.5467786 45.4863183)",,
40462680,False,,,Ulica Đuke Bencetića,residential,False,55.173,"LINESTRING (15.5532741 45.4920022, 15.5532368 45.4920328, 15.5528337 45.4923906)",,
198453061,False,,,Ulica kralja Tomislava,residential,False,120.51599999999999,"LINESTRING (15.5532741 45.4920022, 15.5527356 45.4916765, 15.5520968 45.4912997)",,
