osmid,lanes,highway,junction,oneway,reversed,length,geometry,ref,name,width,maxspeed,bridge
646093835,2,tertiary,,False,False,231.32999999999998,"LINESTRING (7.5469681 50.9498188, 7.5472183 50.9501127, 7.5473014 50.9502765, 7.5473352 50.950424, 7.5473942 50.9511487, 7.5474343 50.9516855, 7.5474272 50.9518483)",K 48,Wülfringhausener Straße,,50,
58974144,2,secondary,,False,True,5.59,"LINESTRING (7.5491159 50.9445075, 7.5491835 50.9444808)",L 320,Homburger Straße,,,
144215476,1,secondary,,True,False,27.112000000000002,"LINESTRING (7.5491159 50.9445075, 7.5490116 50.9445556, 7.5488971 50.9445876, 7.5487745 50.9446192)",L 320,Homburger Straße,,,
58974144,2,secondary,,False,False,5.59,"LINESTRING (7.5491835 50.9444808, 7.5491159 50.9445075)",L 320,Homburger Straße,,,
55467279,,tertiary,,False,True,86.742,"LINESTRING (7.5491835 50.9444808, 7.5492544 50.9445145, 7.5493784 50.9445806, 7.5495377 50.9446424, 7.5497455 50.9446985, 7.5500059 50.9447793, 7.5502126 50.9449015)",,Homburger Straße,,100,
"[55465824, 759385143]",2,secondary,,False,True,103.25299999999999,"LINESTRING (7.5491835 50.9444808, 7.5493031 50.9443536, 7.549355 50.9442169, 7.5493532 50.9440324, 7.5493419 50.943922, 7.5493169 50.9437538, 7.5492655 50.9435807)",L 320,Homburger Straße,,100,
85283768,,residential,,False,False,88.202,"LINESTRING (7.5492655 50.9435807, 7.5505242 50.9435665)",,Birkenstraße,4,30,
"[55465824, 759385143]",2,secondary,,False,False,103.253,"LINESTRING (7.5492655 50.9435807, 7.5493169 50.9437538, 7.5493419 50.943922, 7.5493532 50.9440324, 7.549355 50.9442169, 7.5493031 50.9443536, 7.5491835 50.9444808)",L 320,Homburger Straße,,100,
30166981,,residential,,False,True,171.957,"LINESTRING (7.5591388 50.9480774, 7.5591573 50.9481241, 7.5592399 50.9482703, 7.5592184 50.9483692, 7.5592111 50.94838, 7.5591215 50.9485126, 7.5590772 50.9486446, 7.5590681 50.9487693, 7.5591039 50.9491843, 7.5591165 50.9493711, 7.5590842 50.9495953)",,Puhler Straße,,,
"[231080169, 529069804, 766661625, 132506541]",,tertiary,,False,True,428.712,"LINESTRING (7.5591388 50.9480774, 7.5582953 50.9483459, 7.5577501 50.9485291, 7.557596 50.9485674, 7.5572975 50.9486211, 7.5567609 50.9486914, 7.5563156 50.9487269, 7.5559194 50.9487328, 7.5557371 50.9487307, 7.5553086 50.9487181, 7.5551603 50.94871, 7.554868 50.9486956, 7.5545528 50.9487041, 7.5542806 50.9487379, 7.5540652 50.948793, 7.5538632 50.9488651, 7.5533925 50.9490748)",,Hauptstraße,,50,
"[132506538, 30166982]",,residential,,False,False,466.8689999999999,"LINESTRING (7.5533925 50.9490748, 7.5537551 50.9494083, 7.5538446 50.949457, 7.5538957 50.9494673, 7.5539516 50.9494785, 7.5548199 50.9494909, 7.5549319 50.9495107, 7.554982 50.94956, 7.5549953 50.949636, 7.555016 50.9499167, 7.5550559 50.9499492, 7.5562124 50.9499195, 7.5566244 50.9498949, 7.5568204 50.9498796, 7.5581495 50.9497491, 7.5586206 50.9496914, 7.5590842 50.9495953)",,Ennenfeldstraße,,,
"[766661625, 231080169, 529069804, 132506541]",,tertiary,,False,False,428.712,"LINESTRING (7.5533925 50.9490748, 7.5538632 50.9488651, 7.5540652 50.948793, 7.5542806 50.9487379, 7.5545528 50.9487041, 7.554868 50.9486956, 7.5551603 50.94871, 7.5553086 50.9487181, 7.5557371 50.9487307, 7.5559194 50.9487328, 7.5563156 50.9487269, 7.5567609 50.9486914, 7.5572975 50.9486211, 7.557596 50.9485674, 7.5577501 50.9485291, 7.5582953 50.9483459, 7.5591388 50.9480774)",,Hauptstraße,,50,
132506542,,tertiary,,False,True,49.967,"LINESTRING (7.5533925 50.9490748, 7.553141 50.949129, 7.5529267 50.9491445, 7.5526963 50.9491288)",,Hauptstraße,,50,
132506542,,tertiary,,False,True,107.43,"LINESTRING (7.5526963 50.9491288, 7.5511855 50.9489631)",,Hauptstraße,,50,
26657281,,residential,,False,False,81.924,"LINESTRING (7.5526963 50.9491288, 7.5526197 50.9494406, 7.5525563 50.9495469, 7.5524814 50.9496308, 7.5523437 50.9497109, 7.552213 50.9497549)",,Bitzenweg,,,
132506542,,tertiary,,False,False,49.967,"LINESTRING (7.5526963 50.9491288, 7.5529267 50.9491445, 7.553141 50.949129, 7.5533925 50.9490748)",,Hauptstraße,,50,
26104677,,tertiary,,False,False,22.802,"LINESTRING (7.5508642 50.9489786, 7.5510065 50.9489573, 7.5511855 50.9489631)",,Hauptstraße,,50,
26104677,,tertiary,,False,True,171.031,"LINESTRING (7.5508642 50.9489786, 7.5501195 50.9491251, 7.5499165 50.9491516, 7.5494654 50.9491994, 7.5493249 50.9492465, 7.5492519 50.9492786, 7.5490481 50.9493305, 7.5488572 50.9493737, 7.5485421 50.9494256)",,Hauptstraße,,50,
26657271,,residential,,True,False,118.64599999999999,"LINESTRING (7.5508642 50.9489786, 7.5509058 50.9490996, 7.5508747 50.9491865, 7.5505906 50.9493791, 7.5505051 50.9494397, 7.5502227 50.949455, 7.5500564 50.9494939, 7.5499451 50.9495404, 7.5498605 50.9495983, 7.5498018 50.9496416)",,Berta-Schulz-Straße,,,
10713013,1,secondary,roundabout,True,False,17.978,"LINESTRING (7.5484964 50.9446528, 7.548468 50.9446258, 7.548454 50.9445947, 7.5484558 50.9445624, 7.548473 50.944532, 7.5485042 50.9445063)",,,,,
399488124,,residential,,False,True,30.929,"LINESTRING (7.5484964 50.9446528, 7.5483663 50.9447528, 7.548323 50.9447882, 7.5482221 50.9448707)",,Dörner Straße,,,
10713013,1,secondary,roundabout,True,False,13.036,"LINESTRING (7.5485042 50.9445063, 7.548542 50.9444893, 7.5485859 50.9444794, 7.5486323 50.9444777, 7.5486777 50.9444841)",,,,,
24530510,1,secondary,,True,False,27.451999999999998,"LINESTRING (7.5485042 50.9445063, 7.5485046 50.9443892, 7.548524 50.94426)",L 350,Marienberghausener Straße,,,
10713013,1,secondary,roundabout,True,False,6.6850000000000005,"LINESTRING (7.5486777 50.9444841, 7.5487195 50.9444986, 7.548753 50.94452)",,,,,
10713013,1,secondary,roundabout,True,False,11.617,"LINESTRING (7.5487179 50.9446663, 7.5486686 50.944682, 7.5486138 50.9446867, 7.5485596 50.9446799)",,,,,
48225075,1,secondary,,True,False,67.533,"LINESTRING (7.5487179 50.9446663, 7.5487133 50.9447349, 7.5487159 50.9447808, 7.54874 50.9449141, 7.5487803 50.9450544, 7.5488115 50.9451838, 7.5488581 50.9452637)",L 350,,,,
10713026,1,primary,roundabout,True,False,17.787,"LINESTRING (7.5486222 50.9452833, 7.5486742 50.9452604, 7.548735 50.9452489, 7.5487985 50.94525, 7.5488581 50.9452637)",L 336,,,,
10713060,1,secondary,,True,False,32.522,"LINESTRING (7.5486222 50.9452833, 7.5486768 50.9451189, 7.5486516 50.9449954)",L 350,,,,
10713026,1,primary,roundabout,True,False,4.846,"LINESTRING (7.5489157 50.9454524, 7.5488635 50.945481)",L 336,,,,
402344644,,residential,,True,False,28.323999999999998,"LINESTRING (7.5481223 50.9471966, 7.5483303 50.9471515, 7.548426 50.9471338, 7.5485029 50.9471116)",,Brucher Straße,,,
"[24534819, 901086917, 402344647, 41376490, 41376491, 55563535]",2,tertiary,,True,False,247.19500000000005,"LINESTRING (7.5485624 50.9472427, 7.5485074 50.9473134, 7.5484919 50.9473512, 7.5484426 50.9475956, 7.5483357 50.9480903, 7.548306 50.9483346, 7.5482843 50.9484361, 7.5482458 50.9486159, 7.5482337 50.9486824, 7.5481804 50.9489366, 7.5481617 50.9490303, 7.5481516 50.949083, 7.5481311 50.9491763, 7.5481063 50.9493178, 7.548037 50.9494332)",,Bahnhofstraße,4.8,"['50', '30']",yes
402344648,,tertiary,roundabout,True,False,7.945,"LINESTRING (7.5485624 50.9472427, 7.5485277 50.9472273, 7.5485014 50.9472064, 7.5484895 50.94719)",,,,,
26657276,,residential,,False,False,58.069,"LINESTRING (7.5498018 50.9496416, 7.5496597 50.9496396, 7.5493085 50.9497078, 7.5491678 50.9497324, 7.5490883 50.9497433, 7.5489968 50.9497379)",,Schulstraße,,30,
26657276,,residential,,False,True,35.061,"LINESTRING (7.5498018 50.9496416, 7.5500401 50.9497075, 7.5502733 50.9497439)",,Schulstraße,,30,
85283716,,residential,,False,False,72.666,"LINESTRING (7.5498018 50.9496416, 7.5497599 50.9496913, 7.5496572 50.9499036, 7.5494589 50.9499877, 7.5493518 50.9500962, 7.5493002 50.9501875)",,Zur Dorfkrone,4,,
26104677,,tertiary,,False,False,171.03099999999998,"LINESTRING (7.5485421 50.9494256, 7.5488572 50.9493737, 7.5490481 50.9493305, 7.5492519 50.9492786, 7.5493249 50.9492465, 7.5494654 50.9491994, 7.5499165 50.9491516, 7.5501195 50.9491251, 7.5508642 50.9489786)",,Hauptstraße,,50,
26657276,,residential,,False,True,18.166,"LINESTRING (7.5485421 50.9494256, 7.5486216 50.9495521, 7.5486513 50.949572)",,Schulstraße,,30,
"[901086916, 1075776551]",,tertiary,,False,True,36.099999999999994,"LINESTRING (7.5485421 50.9494256, 7.5483349 50.9494505, 7.5482337 50.949459, 7.5481398 50.9494542, 7.548037 50.9494332)",,Hauptstraße,,50,
26657276,,residential,,False,False,35.061,"LINESTRING (7.5502733 50.9497439, 7.5500401 50.9497075, 7.5498018 50.9496416)",,Schulstraße,,30,
26657278,,residential,,False,False,131.823,"LINESTRING (7.5502733 50.9497439, 7.5503509 50.9497134, 7.5505318 50.9496674, 7.550955 50.9496135, 7.5514413 50.9496213, 7.5519799 50.9496732, 7.5520771 50.9497296)",,Warthstraße,,,
335749688,,residential,,False,False,193.565,"LINESTRING (7.5502733 50.9497439, 7.5503102 50.9497849, 7.5504114 50.9499462, 7.5504351 50.9500159, 7.5504595 50.9501499, 7.5504749 50.9503035, 7.55049 50.9504545, 7.5505072 50.9507778, 7.5505417 50.9509896, 7.5505768 50.9511983, 7.5506359 50.9514582)",,Schulstraße,,50,
26657278,,residential,,False,True,131.82299999999998,"LINESTRING (7.5520771 50.9497296, 7.5519799 50.9496732, 7.5514413 50.9496213, 7.550955 50.9496135, 7.5505318 50.9496674, 7.5503509 50.9497134, 7.5502733 50.9497439)",,Warthstraße,,,
1075776556,,residential,roundabout,True,False,4.529,"LINESTRING (7.5520771 50.9497296, 7.5521025 50.9497203, 7.5521374 50.9497171)",,,,,
132506582,,residential,,False,True,65.805,"LINESTRING (7.5521799 50.9498146, 7.5524575 50.9500388, 7.5526228 50.9501124, 7.5527946 50.9501203, 7.552884 50.9500764)",,Warthstraße,,,
1075776553,,residential,roundabout,True,False,7.0489999999999995,"LINESTRING (7.5521799 50.9498146, 7.552153 50.9498223, 7.5521337 50.949824, 7.5521046 50.9498211, 7.5520847 50.949815)",,,,,
684997594,,residential,,False,True,299.886,"LINESTRING (7.5520847 50.949815, 7.552031 50.9498898, 7.5519903 50.9500273, 7.5519572 50.9500959, 7.5518552 50.9502143, 7.5518065 50.9503172, 7.5517873 50.9504073, 7.5517594 50.9505429, 7.5517743 50.9505811, 7.5517814 50.9505994, 7.5518749 50.9507058, 7.5520783 50.9508502, 7.5522717 50.9509708, 7.5523715 50.9510681, 7.5526999 50.9513335, 7.552736 50.951396, 7.552796 50.9515101, 7.5528519 50.9516675, 7.5528657 50.9518524, 7.5528838 50.9521228, 7.5529031 50.9522554)",,Bitzenweg,,30,
1075776552,,residential,roundabout,True,False,10.968,"LINESTRING (7.5520847 50.949815, 7.5520634 50.9498021, 7.5520503 50.9497855, 7.5520472 50.9497746, 7.5520501 50.9497561, 7.5520628 50.9497394, 7.5520771 50.9497296)",,,,,
30043081,,residential,,False,True,184.37499999999997,"LINESTRING (7.5506359 50.9514582, 7.5508136 50.951504, 7.5510814 50.9515967, 7.5512658 50.9516844, 7.5513779 50.9517508, 7.5515088 50.9518464, 7.5516524 50.951929, 7.551931 50.952011, 7.5520239 50.9520383, 7.5523542 50.9521231, 7.5526185 50.9521931, 7.5529031 50.9522554)",,Am Stichelberg,,50,
335749688,,residential,,False,True,193.565,"LINESTRING (7.5506359 50.9514582, 7.5505768 50.9511983, 7.5505417 50.9509896, 7.5505072 50.9507778, 7.55049 50.9504545, 7.5504749 50.9503035, 7.5504595 50.9501499, 7.5504351 50.9500159, 7.5504114 50.9499462, 7.5503102 50.9497849, 7.5502733 50.9497439)",,Schulstraße,,50,
30043081,,residential,,False,False,184.37500000000003,"LINESTRING (7.5529031 50.9522554, 7.5526185 50.9521931, 7.5523542 50.9521231, 7.5520239 50.9520383, 7.551931 50.952011, 7.5516524 50.951929, 7.5515088 50.9518464, 7.5513779 50.9517508, 7.5512658 50.9516844, 7.5510814 50.9515967, 7.5508136 50.951504, 7.5506359 50.9514582)",,Am Stichelberg,,50,
684997594,,residential,,False,False,299.8860000000001,"LINESTRING (7.5529031 50.9522554, 7.5528838 50.9521228, 7.5528657 50.9518524, 7.5528519 50.9516675, 7.552796 50.9515101, 7.552736 50.951396, 7.5526999 50.9513335, 7.5523715 50.9510681, 7.5522717 50.9509708, 7.5520783 50.9508502, 7.5518749 50.9507058, 7.5517814 50.9505994, 7.5517743 50.9505811, 7.5517594 50.9505429, 7.5517873 50.9504073, 7.5518065 50.9503172, 7.5518552 50.9502143, 7.5519572 50.9500959, 7.5519903 50.9500273, 7.552031 50.9498898, 7.5520847 50.949815)",,Bitzenweg,,30,
85524264,,residential,,False,False,49.370000000000005,"LINESTRING (7.5521374 50.9497171, 7.5521626 50.9496401, 7.5521049 50.9494581, 7.5520606 50.9492805)",,Am Lindenstock,2,,
"[1075776554, 1075776555]",,residential,roundabout,True,False,7.131,"LINESTRING (7.5521374 50.9497171, 7.552166 50.9497216, 7.5521996 50.9497384, 7.552213 50.9497549)",,,,,
399488124,,residential,,False,False,30.929,"LINESTRING (7.5482221 50.9448707, 7.548323 50.9447882, 7.5483663 50.9447528, 7.5484964 50.9446528)",,Dörner Straße,,,
399488122,,residential,,False,False,51.968,"LINESTRING (7.55783 50.9451056, 7.5582409 50.9447165)",,Neuwiehler Straße,,,
399488122,,residential,,False,True,154.265,"LINESTRING (7.55783 50.9451056, 7.5575962 50.94524, 7.5572934 50.945414, 7.5567956 50.9456358, 7.5563517 50.9457699, 7.5559994 50.9458483)",,Neuwiehler Straße,,,
26770654,,residential,,False,False,127.511,"LINESTRING (7.5519899 50.9460281, 7.5521436 50.9460143, 7.5526156 50.9459819, 7.5535654 50.9459212, 7.5537987 50.9459017)",,Neuwiehler Straße,,50,
55467275,,tertiary,,False,False,197.24700000000004,"LINESTRING (7.5519899 50.9460281, 7.5519625 50.9459719, 7.5518703 50.9458521, 7.5517827 50.9457757, 7.5515886 50.9456502, 7.5512503 50.9455674, 7.5509462 50.9455164, 7.5506651 50.9454826, 7.5504495 50.9454238, 7.5503345 50.9453425, 7.5503155 50.9452703, 7.5502994 50.9451743, 7.5502597 50.9450143, 7.5502126 50.9449015)",,Homburger Straße,,50,
"[55467275, 36000477]",,"['residential', 'tertiary']",,False,"[False, True]",186.34,"LINESTRING (7.5519899 50.9460281, 7.552064 50.9464005, 7.5521097 50.9466509, 7.5521619 50.9466692, 7.5528107 50.9466329, 7.5534105 50.9465938, 7.5537343 50.9465822, 7.5537599 50.9465812)",,"['Homburger Straße', 'Zur Zäuner Hardt']",,50,
"[26770750, 55467280, 685472827, 36000478, 36000479]",,residential,,False,False,217.909,"LINESTRING (7.5523375 50.9489315, 7.5523819 50.9488798, 7.5523793 50.9488079, 7.5523697 50.9487187, 7.5523395 50.9485261, 7.5523294 50.9484814, 7.5523067 50.948226, 7.552238 50.9477772, 7.5522036 50.9475123, 7.5521752 50.9472932, 7.5521596 50.9471781, 7.5521409 50.9470395, 7.5521245 50.9469865)",,Mühlenstraße,,20,yes
26657269,,tertiary,,True,False,83.04,"LINESTRING (7.5521245 50.9469865, 7.5519893 50.9469941, 7.5509427 50.9470439)",,Homburger Straße,,20,
"[36000478, 55467280, 685472827, 26770750, 36000479]",,residential,,False,True,217.909,"LINESTRING (7.5521245 50.9469865, 7.5521409 50.9470395, 7.5521596 50.9471781, 7.5521752 50.9472932, 7.5522036 50.9475123, 7.552238 50.9477772, 7.5523067 50.948226, 7.5523294 50.9484814, 7.5523395 50.9485261, 7.5523697 50.9487187, 7.5523793 50.9488079, 7.5523819 50.9488798, 7.5523375 50.9489315)",,Mühlenstraße,,20,yes
132506542,,tertiary,,False,False,107.43,"LINESTRING (7.5511855 50.9489631, 7.5526963 50.9491288)",,Hauptstraße,,50,
26104677,,tertiary,,False,True,22.802,"LINESTRING (7.5511855 50.9489631, 7.5510065 50.9489573, 7.5508642 50.9489786)",,Hauptstraße,,50,
26770745,,residential,,True,False,84.342,"LINESTRING (7.5511855 50.9489631, 7.5512368 50.948922, 7.5513257 50.9489062, 7.5521007 50.9489651, 7.5522558 50.9489589, 7.5523375 50.9489315)",,Mühlenstraße,,,
399488122,,residential,,False,True,51.968,"LINESTRING (7.5582409 50.9447165, 7.55783 50.9451056)",,Neuwiehler Straße,,,
27320497,,primary_link,,True,False,115.068,"LINESTRING (7.5582409 50.9447165, 7.5589508 50.9448204, 7.5595366 50.9448917, 7.5598424 50.9449443)",L 336,Oberwiehler Straße,,,
399488122,,residential,,False,False,70.056,"LINESTRING (7.5582409 50.9447165, 7.5582813 50.9445674, 7.5583091 50.9443706, 7.5583344 50.944185, 7.5583105 50.9440913)",,Neuwiehler Straße,,,
"[26770661, 26770666, 143972245, 26730938, 26730940]",2,primary,,False,True,631.7680000000001,"LINESTRING (7.5598424 50.9449443, 7.5585975 50.944949, 7.5582978 50.9449549, 7.5576476 50.9449962, 7.5565023 50.945118, 7.5545959 50.9453722, 7.5522107 50.945689, 7.5519467 50.9457035, 7.5516027 50.9457104, 7.5514596 50.9457072, 7.550945 50.9456639)",L 336,Oberwiehler Straße,,,yes
27777528,,residential,,False,False,83.662,"LINESTRING (7.5488368 50.9461913, 7.5487785 50.9463491, 7.5486991 50.9465476, 7.5486645 50.9467599, 7.5486455 50.9468509, 7.5486451 50.9469035, 7.5486421 50.9469313)",,Bahnhofstraße,,50,
1227461578,,residential,,True,False,42.514,"LINESTRING (7.5488368 50.9461913, 7.5488172 50.9460774, 7.5488083 50.945958, 7.5487779 50.945811)",,Bahnhofstraße,,50,
30166980,,residential,,False,False,75.261,"LINESTRING (7.5564587 50.951181, 7.5556122 50.9507642)",,Warthstraße,,,
30166980,,residential,,False,True,75.261,"LINESTRING (7.5556122 50.9507642, 7.5564587 50.951181)",,Warthstraße,,,
30166974,,residential,,False,False,334.248,"LINESTRING (7.5556122 50.9507642, 7.5560659 50.950676, 7.5564822 50.9506415, 7.5569867 50.9506043, 7.5570803 50.9505983, 7.5575014 50.9505711, 7.5577991 50.950571, 7.5580342 50.9505987, 7.558403 50.9506185, 7.5585289 50.9506139, 7.5586433 50.950586, 7.5587983 50.9505167, 7.5589137 50.9503726, 7.5590286 50.9500637, 7.5590535 50.9499169, 7.5590842 50.9495953)",,Dahlienstraße,,,
"[30166980, 132506582]",,residential,,False,False,112.494,"LINESTRING (7.5556122 50.9507642, 7.5554421 50.95071, 7.5552515 50.9506544, 7.5549622 50.9505894, 7.5546263 50.9505118, 7.5544524 50.9504799, 7.554273 50.9504733, 7.5540943 50.950463)",,Warthstraße,,,
30166974,,residential,,False,True,334.24800000000005,"LINESTRING (7.5590842 50.9495953, 7.5590535 50.9499169, 7.5590286 50.9500637, 7.5589137 50.9503726, 7.5587983 50.9505167, 7.5586433 50.950586, 7.5585289 50.9506139, 7.558403 50.9506185, 7.5580342 50.9505987, 7.5577991 50.950571, 7.5575014 50.9505711, 7.5570803 50.9505983, 7.5569867 50.9506043, 7.5564822 50.9506415, 7.5560659 50.950676, 7.5556122 50.9507642)",,Dahlienstraße,,,
30166981,,residential,,False,False,171.957,"LINESTRING (7.5590842 50.9495953, 7.5591165 50.9493711, 7.5591039 50.9491843, 7.5590681 50.9487693, 7.5590772 50.9486446, 7.5591215 50.9485126, 7.5592111 50.94838, 7.5592184 50.9483692, 7.5592399 50.9482703, 7.5591573 50.9481241, 7.5591388 50.9480774)",,Puhler Straße,,,
"[132506538, 30166982]",,residential,,False,True,466.8690000000001,"LINESTRING (7.5590842 50.9495953, 7.5586206 50.9496914, 7.5581495 50.9497491, 7.5568204 50.9498796, 7.5566244 50.9498949, 7.5562124 50.9499195, 7.5550559 50.9499492, 7.555016 50.9499167, 7.5549953 50.949636, 7.554982 50.94956, 7.5549319 50.9495107, 7.5548199 50.9494909, 7.5539516 50.9494785, 7.5538957 50.9494673, 7.5538446 50.949457, 7.5537551 50.9494083, 7.5533925 50.9490748)",,Ennenfeldstraße,,,
85524263,,residential,,False,True,163.22799999999998,"LINESTRING (7.5540943 50.950463, 7.5539947 50.9503868, 7.5538991 50.9502733, 7.5538059 50.9500008, 7.5537638 50.9497728, 7.5537096 50.9497585, 7.553656 50.9497443, 7.5535095 50.9497511, 7.5532173 50.9497915, 7.5530853 50.9498335, 7.5529906 50.9498868, 7.5529441 50.9499641, 7.5529296 50.9500355, 7.552884 50.9500764)",,Am Birnbäumchen,2,,
132506582,,residential,,False,False,96.60600000000001,"LINESTRING (7.5540943 50.950463, 7.5538635 50.9504485, 7.5536308 50.9503866, 7.5531422 50.9501849, 7.552884 50.9500764)",,Warthstraße,,,
"[30166980, 132506582]",,residential,,False,True,112.49399999999999,"LINESTRING (7.5540943 50.950463, 7.554273 50.9504733, 7.5544524 50.9504799, 7.5546263 50.9505118, 7.5549622 50.9505894, 7.5552515 50.9506544, 7.5554421 50.95071, 7.5556122 50.9507642)",,Warthstraße,,,
335875577,,residential,,False,True,75.606,"LINESTRING (7.5537987 50.9459017, 7.5537599 50.9465812)",,Neuwiehler Straße,,,
26770654,,residential,,False,False,154.329,"LINESTRING (7.5537987 50.9459017, 7.5542586 50.9458807, 7.5549406 50.945862, 7.555606 50.9458573, 7.5559994 50.9458483)",,Neuwiehler Straße,,50,
26770654,,residential,,False,True,127.51099999999998,"LINESTRING (7.5537987 50.9459017, 7.5535654 50.9459212, 7.5526156 50.9459819, 7.5521436 50.9460143, 7.5519899 50.9460281)",,Neuwiehler Straße,,50,
26770654,,residential,,False,True,154.329,"LINESTRING (7.5559994 50.9458483, 7.555606 50.9458573, 7.5549406 50.945862, 7.5542586 50.9458807, 7.5537987 50.9459017)",,Neuwiehler Straße,,50,
36000477,,residential,,False,True,223.859,"LINESTRING (7.5559994 50.9458483, 7.5560173 50.9459448, 7.5560108 50.9462632, 7.5559098 50.9464278, 7.5558545 50.9465156, 7.5557143 50.9465454, 7.5555566 50.9465621, 7.5553515 50.946564, 7.5548721 50.9465559, 7.5541901 50.9465645, 7.5537599 50.9465812)",,Zur Zäuner Hardt,,,
399488122,,residential,,False,False,154.265,"LINESTRING (7.5559994 50.9458483, 7.5563517 50.9457699, 7.5567956 50.9456358, 7.5572934 50.945414, 7.5575962 50.94524, 7.55783 50.9451056)",,Neuwiehler Straße,,,
41935258,,residential,,False,True,81.908,"LINESTRING (7.5474272 50.9518483, 7.5475898 50.9518407, 7.5476892 50.9518123, 7.5477614 50.9517621, 7.5478134 50.9516701, 7.5479807 50.9512845)",,Weiherplatz,,,
646093835,2,tertiary,,False,True,231.33,"LINESTRING (7.5474272 50.9518483, 7.5474343 50.9516855, 7.5473942 50.9511487, 7.5473352 50.950424, 7.5473014 50.9502765, 7.5472183 50.9501127, 7.5469681 50.9498188)",K 48,Wülfringhausener Straße,,50,
41935258,,residential,,False,False,81.90800000000002,"LINESTRING (7.5479807 50.9512845, 7.5478134 50.9516701, 7.5477614 50.9517621, 7.5476892 50.9518123, 7.5475898 50.9518407, 7.5474272 50.9518483)",,Weiherplatz,,,
221011659,,residential,,False,True,49.5,"LINESTRING (7.5479807 50.9512845, 7.5480076 50.951173, 7.5480335 50.9509512, 7.5480849 50.9509096, 7.5481046 50.9508537)",,Weiherplatz,,,
"[41453765, 1074517902]",,residential,,True,False,60.368,"LINESTRING (7.5488301 50.9512582, 7.5487756 50.9512792, 7.5487147 50.9512912, 7.5479807 50.9512845)",,Weiherplatz,,,
"[1074518610, 221011659]",,residential,,False,False,95.406,"LINESTRING (7.5488301 50.9512582, 7.5488568 50.951219, 7.5488615 50.9511202, 7.5488663 50.9509706, 7.5488681 50.9509054, 7.5488405 50.950875, 7.548795 50.9508616, 7.5481046 50.9508537)",,Weiherplatz,,,
220457186,,residential,,False,True,64.644,"LINESTRING (7.5481046 50.9508537, 7.5480889 50.9507297, 7.5481147 50.9503971, 7.5481249 50.9502733)",,Im Weiher,4,walk,
221011659,,residential,,False,False,49.5,"LINESTRING (7.5481046 50.9508537, 7.5480849 50.9509096, 7.5480335 50.9509512, 7.5480076 50.951173, 7.5479807 50.9512845)",,Weiherplatz,,,
