osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,width,access
"[316096032, 7952189]","['2', '3']",Reriker Straße,tertiary,50,False,False,86.037,"LINESTRING (11.6754984 54.0340568, 11.675366 54.0341102, 11.6750355 54.0342435, 11.6744682 54.0345369)",,,,
"[8040576, 316096029]","['2', '3']",Burchardstraße,secondary,,False,False,85.196,"LINESTRING (11.6754984 54.0340568, 11.675704 54.0339598, 11.6759034 54.0338131, 11.6759928 54.0337094, 11.676257 54.0334441)",L 104,,,
"[143379630, 316096030]","['2', '3']",Kröpeliner Straße,primary,50,False,True,69.641,"LINESTRING (11.6754984 54.0340568, 11.6753197 54.0339217, 11.6751349 54.0337821, 11.6748661 54.0335528)",B 105,,,
1216570513,2,Wismarsche Straße,primary,50,False,True,21.869,"LINESTRING (11.6664673 54.0284479, 11.6667119 54.0285822)",B 105,,,
28876774,,Wismarsche Straße,primary,50,False,False,55.19,"LINESTRING (11.6721333 54.031353, 11.6719834 54.0312705, 11.6715167 54.0310136)",B 105,,,
96706005,,Am Markt,primary,50,False,True,38.33,"LINESTRING (11.6721333 54.031353, 11.6723579 54.0314896, 11.6725395 54.0316018)",B 105,,,
125219318,,Am Markt,residential,,False,True,37.547,"LINESTRING (11.6721333 54.031353, 11.6720848 54.0313725, 11.6719335 54.0314358, 11.6716419 54.031527)",,,,
7949480,,Buschmühler Chaussee,secondary,,False,False,11.563,"LINESTRING (11.6661908 54.0313341, 11.6661099 54.0314266)",L 12,,,
59606577,,Schliemannstraße,secondary,50,False,True,170.50199999999998,"LINESTRING (11.6661908 54.0313341, 11.666228 54.0312803, 11.6662656 54.0311954, 11.6662832 54.0310826, 11.6662943 54.0310309, 11.6663373 54.0309175, 11.6664935 54.0306309, 11.6666709 54.0303501, 11.6668818 54.0300221, 11.6669105 54.0299457, 11.6669072 54.029869)",L 12,,,
"[1216561673, 7945746]",,Mühlenstraße,residential,30,False,False,152.636,"LINESTRING (11.6661908 54.0313341, 11.666277 54.0313665, 11.6663144 54.03138, 11.6665024 54.0314477, 11.6665543 54.031471, 11.6666111 54.0314964, 11.6667428 54.0315714, 11.6669127 54.0317092, 11.6670376 54.0318345, 11.6671853 54.031952, 11.6675092 54.032104, 11.6675495 54.0321182, 11.6676094 54.0321394, 11.667902 54.032233)",,,,
"[1216561673, 7945746]",,Mühlenstraße,residential,30,False,True,152.636,"LINESTRING (11.667902 54.032233, 11.6676094 54.0321394, 11.6675495 54.0321182, 11.6675092 54.032104, 11.6671853 54.031952, 11.6670376 54.0318345, 11.6669127 54.0317092, 11.6667428 54.0315714, 11.6666111 54.0314964, 11.6665543 54.031471, 11.6665024 54.0314477, 11.6663144 54.03138, 11.666277 54.0313665, 11.6661908 54.0313341)",,,,
"[1216595367, 90962380, 90962382, 96706001, 96706007, 382634940]",,Mühlentor,residential,30,False,"[False, True]",278.663,"LINESTRING (11.667902 54.032233, 11.6675518 54.0324684, 11.6675384 54.0324782, 11.6674611 54.0325352, 11.6673496 54.0326173, 11.6672473 54.0327543, 11.6671922 54.0328823, 11.6672496 54.0336233, 11.6672848 54.0337215, 11.6672953 54.0338215, 11.6672985 54.0338517, 11.6673203 54.0339727, 11.6673263 54.0339892, 11.6673336 54.0340097, 11.6673511 54.0340252, 11.6673717 54.0340375, 11.6674449 54.0340727, 11.6678014 54.0342012, 11.6679772 54.034315, 11.6680839 54.0343911)",,yes,,
"[1155100674, 37032697, 37032698, 1216608701, 1216608702]",,"['Mühlenstraße', 'Mühlentor']",residential,30,False,False,107.79500000000002,"LINESTRING (11.667902 54.032233, 11.6680355 54.0321607, 11.6681718 54.0320869, 11.6683772 54.0319835, 11.6685943 54.0319003, 11.668706 54.0318651, 11.6687463 54.0318533, 11.6688042 54.0318395, 11.6688773 54.0318217, 11.6692977 54.0317446)",,yes,,
"[7945745, 1216612722]",,Brandstraße,residential,30,True,False,74.377,"LINESTRING (11.6705409 54.0314103, 11.6707898 54.0314771, 11.6710509 54.0315236, 11.6711884 54.0315323, 11.6713223 54.0315362, 11.6714624 54.0315322, 11.6716419 54.031527)",,,,
125219319,,Mühlenstraße,residential,30,False,True,90.744,"LINESTRING (11.6705409 54.0314103, 11.6703326 54.0315053, 11.6701016 54.0316038, 11.6697693 54.0316475, 11.6692977 54.0317446)",,,,
72665620,,Am Markt,residential,,False,True,10.367,"LINESTRING (11.6716419 54.031527, 11.6717417 54.0315995)",,,,
125219318,,Am Markt,residential,,False,False,37.547,"LINESTRING (11.6716419 54.031527, 11.6719335 54.0314358, 11.6720848 54.0313725, 11.6721333 54.031353)",,,,
59606577,,Schliemannstraße,secondary,50,False,False,170.502,"LINESTRING (11.6669072 54.029869, 11.6669105 54.0299457, 11.6668818 54.0300221, 11.6666709 54.0303501, 11.6664935 54.0306309, 11.6663373 54.0309175, 11.6662943 54.0310309, 11.6662832 54.0310826, 11.6662656 54.0311954, 11.666228 54.0312803, 11.6661908 54.0313341)",L 12,,,
"[1216570514, 73907364]",,Birkenweg,residential,,False,False,95.855,"LINESTRING (11.6669072 54.029869, 11.6670524 54.0298398, 11.6670945 54.0298143, 11.6678704 54.0293196, 11.6679439 54.0292727)",,,3.5,
1216570515,,Schliemannstraße,secondary,50,False,True,147.86700000000002,"LINESTRING (11.6669072 54.029869, 11.66689 54.0298312, 11.6668518 54.0297384, 11.6667885 54.0296366, 11.6661243 54.0288552, 11.6660936 54.028806, 11.6660877 54.0287681, 11.6660817 54.0286951, 11.6661154 54.0286493)",L 12,,,
"[1216625125, 1216596486, 1216596487, 28746509, 316096029]",2,"['Bahnhofsplatz', 'Burchardstraße']",secondary,50,False,True,398.084,"LINESTRING (11.676735 54.0303711, 11.6767484 54.0304314, 11.676773 54.0304783, 11.6768082 54.030517, 11.6768695 54.0305655, 11.6770818 54.0306977, 11.6771375 54.0307328, 11.6772222 54.0307861, 11.6772674 54.0308146, 11.6773543 54.0308844, 11.6779281 54.0313043, 11.6779925 54.0313673, 11.6780063 54.0314148, 11.677987 54.031481, 11.6768923 54.0326977, 11.6764411 54.0332278, 11.676257 54.0334441)",L 104,,,
"[1216625120, 96706003, 46891262]",,Keneser Tor,secondary,,False,False,72.493,"LINESTRING (11.676735 54.0303711, 11.6767749 54.0303232, 11.6768445 54.0302814, 11.6769508 54.0302471, 11.6772143 54.0301788, 11.6776812 54.0300578)",L 104,,,
28831023,,Amtsgarten,residential,,False,False,79.995,"LINESTRING (11.671614 54.032984, 11.6717802 54.0330408, 11.6721449 54.0332961, 11.6724797 54.0334858)",,,,
28831158,,Wollenweberstraße,residential,,True,False,98.412,"LINESTRING (11.671614 54.032984, 11.6713806 54.0329263, 11.6706222 54.0327389, 11.670225 54.0326408)",,,,
8040574,,Schliemannstraße,secondary,,True,False,32.09,"LINESTRING (11.6661154 54.0286493, 11.6664673 54.0284479)",L 12,,,
1216561671,,Neue Straße,residential,,False,True,105.67,"LINESTRING (11.6661154 54.0286493, 11.6658957 54.0286059, 11.6654348 54.0285435, 11.6646542 54.0284764, 11.6645308 54.0284846)",,,,
1216570515,,Schliemannstraße,secondary,50,False,False,147.86699999999996,"LINESTRING (11.6661154 54.0286493, 11.6660817 54.0286951, 11.6660877 54.0287681, 11.6660936 54.028806, 11.6661243 54.0288552, 11.6667885 54.0296366, 11.6668518 54.0297384, 11.66689 54.0298312, 11.6669072 54.029869)",L 12,,,
143379623,,Amtsstraße,residential,,True,False,42.641,"LINESTRING (11.6731835 54.0321348, 11.6726302 54.0323384)",,,,
143379630,2,Kröpeliner Straße,primary,50,False,False,4.152,"LINESTRING (11.6731835 54.0321348, 11.6732192 54.0321657)",B 105,,,
"[393603457, 240048052, 143379630]",2,"['Am Markt', 'Kröpeliner Straße']",primary,50,False,"[False, True]",72.74900000000001,"LINESTRING (11.6731835 54.0321348, 11.6730577 54.0320214, 11.6729056 54.0318928, 11.6726861 54.031703, 11.6725395 54.0316018)",B 105,,,
28746762,,Malpendorfer Weg,residential,30,False,False,141.85,"LINESTRING (11.6680839 54.0343911, 11.6683634 54.0344499, 11.6686864 54.0345951, 11.6693734 54.0349177, 11.6698336 54.0351335)",,,,
30038554,,Mühlentor,residential,30,False,False,143.305,"LINESTRING (11.6680839 54.0343911, 11.6680833 54.0344189, 11.6680878 54.034509, 11.6677549 54.0356634)",,,,
"[1216595367, 90962380, 90962382, 96706001, 96706007, 382634940]",,Mühlentor,residential,30,False,"[False, True]",278.663,"LINESTRING (11.6680839 54.0343911, 11.6679772 54.034315, 11.6678014 54.0342012, 11.6674449 54.0340727, 11.6673717 54.0340375, 11.6673511 54.0340252, 11.6673336 54.0340097, 11.6673263 54.0339892, 11.6673203 54.0339727, 11.6672985 54.0338517, 11.6672953 54.0338215, 11.6672848 54.0337215, 11.6672496 54.0336233, 11.6671922 54.0328823, 11.6672473 54.0327543, 11.6673496 54.0326173, 11.6674611 54.0325352, 11.6675384 54.0324782, 11.6675518 54.0324684, 11.667902 54.032233)",,yes,,
"[28746433, 1216519810, 1216519811, 1216499942]",,Panzower Weg,residential,"['50', '30']",False,False,201.79899999999998,"LINESTRING (11.6683877 54.0295216, 11.6684688 54.02945, 11.66855 54.02941, 11.6686513 54.0293819, 11.6691503 54.0292918, 11.6693722 54.0292575, 11.6694718 54.0292264, 11.6695254 54.0291857, 11.6695774 54.0291369, 11.6696931 54.028933, 11.6699133 54.0285451, 11.6700038 54.0283856, 11.6700689 54.028271, 11.6700707 54.0281997)",,,,
"[37032699, 37032700, 28876774]",,Wismarsche Straße,primary,50,False,True,258.178,"LINESTRING (11.6683877 54.0295216, 11.6687493 54.029723, 11.6688235 54.0297608, 11.6689514 54.0298295, 11.6694024 54.0300768, 11.6695679 54.0301694, 11.6696227 54.030192, 11.6698266 54.0302761, 11.6709152 54.0307248, 11.6714054 54.0309527, 11.671454 54.0309793)",B 105,yes,,
125219320,2,Wismarsche Straße,primary,50,False,False,40.082,"LINESTRING (11.6683877 54.0295216, 11.6683257 54.0294869, 11.6680381 54.0293224, 11.6679439 54.0292727)",B 105,,,
1110603059,,Panzower Landweg,residential,,False,False,81.591,"LINESTRING (11.6702592 54.0275526, 11.6690315 54.0274171)",,,,
1216499942,,Panzower Weg,residential,30,False,True,73.584,"LINESTRING (11.6702592 54.0275526, 11.6700505 54.0280796, 11.6700707 54.0281997)",,,,
1110603059,,Panzower Landweg,residential,,False,True,81.591,"LINESTRING (11.6690315 54.0274171, 11.6702592 54.0275526)",,,,
58951143,,Stiller Winkel,residential,,False,False,157.225,"LINESTRING (11.6690315 54.0274171, 11.6691625 54.0280092, 11.6692844 54.0282447, 11.6683793 54.0284523)",,,,
"[1216625120, 96706003, 46891262]",,Keneser Tor,secondary,,False,True,72.493,"LINESTRING (11.6776812 54.0300578, 11.6772143 54.0301788, 11.6769508 54.0302471, 11.6768445 54.0302814, 11.6767749 54.0303232, 11.676735 54.0303711)",L 104,,,
46891263,,Keneser Tor,secondary,,False,False,142.507,"LINESTRING (11.6776812 54.0300578, 11.6792152 54.0295452, 11.6795253 54.0293814)",L 104,,,
28746762,,Malpendorfer Weg,residential,30,False,True,141.85,"LINESTRING (11.6698336 54.0351335, 11.6693734 54.0349177, 11.6686864 54.0345951, 11.6683634 54.0344499, 11.6680839 54.0343911)",,,,
39525455,,Reriker Straße,tertiary,30,False,True,54.312,"LINESTRING (11.672471 54.035428, 11.6731336 54.0351328)",,,,
28746763,,Senator-Schröder-Straße,residential,30,True,False,182.577,"LINESTRING (11.672471 54.035428, 11.6721868 54.035289, 11.6718313 54.0352008, 11.6713032 54.0351259, 11.6707862 54.0350715, 11.6703087 54.0350579, 11.6700926 54.0350817, 11.6698336 54.0351335)",,,,
"[1155100674, 37032697, 37032698, 1216608701, 1216608702]",,"['Mühlenstraße', 'Mühlentor']",residential,30,False,True,107.795,"LINESTRING (11.6692977 54.0317446, 11.6688773 54.0318217, 11.6688042 54.0318395, 11.6687463 54.0318533, 11.668706 54.0318651, 11.6685943 54.0319003, 11.6683772 54.0319835, 11.6681718 54.0320869, 11.6680355 54.0321607, 11.667902 54.032233)",,yes,,
125219319,,Mühlenstraße,residential,30,False,False,90.744,"LINESTRING (11.6692977 54.0317446, 11.6697693 54.0316475, 11.6701016 54.0316038, 11.6703326 54.0315053, 11.6705409 54.0314103)",,,,
