osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,junction,name,width,access
876507653,1,,tertiary,50,True,False,126.494,"LINESTRING (7.6086383 52.091836, 7.6089088 52.0918307, 7.6097728 52.0919313, 7.610187 52.0919727, 7.6104455 52.0920418)",,Rathausstraße,,
699870432,3,,tertiary,50,False,True,34.922,"LINESTRING (7.6109541 52.0920733, 7.6104455 52.0920418)",,Rathausstraße,,
"[32496991, 699870431]","['2', '3']",,tertiary,50,False,False,64.018,"LINESTRING (7.6109541 52.0920733, 7.6110765 52.092082, 7.6118146 52.0921334, 7.6118841 52.0921424)",,Rathausstraße,,
"[874143796, 561947775]",2,,tertiary,50,False,True,237.77099999999996,"LINESTRING (7.6135829 52.0926868, 7.6137118 52.0927182, 7.6138651 52.0927556, 7.6140859 52.0928095, 7.6146192 52.0929093, 7.6152473 52.0929959, 7.6157444 52.0930345, 7.6163729 52.0930506, 7.6169808 52.0930551)",,Königstraße,,
874653895,1,,tertiary,50,True,False,13.713000000000001,"LINESTRING (7.6135829 52.0926868, 7.6135411 52.0927189, 7.6134837 52.09274, 7.6134179 52.0927475)",roundabout,,,
25669605,1,,tertiary,50,True,False,12.667,"LINESTRING (7.6132899 52.0927171, 7.613255 52.0926907, 7.6132341 52.0926592, 7.613229 52.0926253, 7.6132329 52.0926137)",roundabout,,,
"[561341064, 26177449]",2,,tertiary,50,False,False,50.108000000000004,"LINESTRING (7.612926 52.0942764, 7.6130038 52.094054, 7.6130305 52.0939486, 7.6130496 52.0938327)",,An der Martinischule,,
26177449,2,,tertiary,50,False,True,216.98500000000004,"LINESTRING (7.612926 52.0942764, 7.6128776 52.0943836, 7.6127824 52.0945369, 7.6126805 52.0946728, 7.6125089 52.0948679, 7.6116262 52.0957841, 7.6115512 52.0958596, 7.6115196 52.0959034, 7.6114544 52.095999)",,An der Martinischule,,
"[881222478, 881222479, 51112402, 351430107, 881222494]",,,living_street,,False,False,76.853,"LINESTRING (7.612926 52.0942764, 7.613092 52.0943177, 7.6131756 52.09434, 7.6134213 52.0944117, 7.6137871 52.0945245, 7.6139423 52.0945721)",,Barkenstraße,,destination
"[561341064, 26177449]",2,,tertiary,50,False,True,50.108000000000004,"LINESTRING (7.6130496 52.0938327, 7.6130305 52.0939486, 7.6130038 52.094054, 7.612926 52.0942764)",,An der Martinischule,,
"[77706162, 699870429, 699870430]","['2', '1']",,tertiary,50,True,False,125.964,"LINESTRING (7.6130496 52.0938327, 7.6130469 52.0937922, 7.6130337 52.093668, 7.6130462 52.0934998, 7.6130494 52.0934563, 7.6130643 52.0933565, 7.6130886 52.0932482, 7.613122 52.0930991, 7.6131767 52.0929524, 7.6132471 52.0928083, 7.6132899 52.0927171)",,An der Martinischule,,
"[350684808, 27521220]",,,"['living_street', 'residential']",,False,False,230.438,"LINESTRING (7.6079737 52.0972064, 7.6078015 52.0970004, 7.6073537 52.0963869, 7.6069999 52.0960048, 7.6068841 52.0958785, 7.606847 52.0957549, 7.6068193 52.095586, 7.6068278 52.0952976)",,Friedrich-Ebert-Straße,,
26212162,,,residential,50,False,False,92.52000000000001,"LINESTRING (7.6079801 52.093562, 7.6081414 52.0933057, 7.6082823 52.0929304, 7.6083453 52.0927627)",,Hinter der Lake,,
26212163,,,living_street,10,True,False,176.85000000000002,"LINESTRING (7.6079801 52.093562, 7.6080284 52.0935773, 7.608116 52.093605, 7.6083215 52.093614, 7.6083947 52.0936161, 7.6084659 52.0936172, 7.6085379 52.0936185, 7.6086116 52.0936197, 7.6086838 52.0936208, 7.6090809 52.0936352, 7.6092108 52.0936377, 7.6093542 52.0936445, 7.609645 52.0935629, 7.6096712 52.0935244, 7.6099409 52.0934451, 7.6099714 52.0934504, 7.6101538 52.0933694, 7.610194 52.0933499, 7.6102779 52.0932845, 7.6102985 52.0932462)",,Martinistraße,,
699773892,3,L 587,secondary,50,False,False,21.358,"LINESTRING (7.6053825 52.0934307, 7.6051718 52.0935726)",,,,
"[32496992, 828775068]",4,L 587,secondary,50,False,True,165.138,"LINESTRING (7.6053825 52.0934307, 7.605627 52.0932293, 7.6059624 52.0928448, 7.606134 52.0925343, 7.606357 52.092085)",,,,
25669604,2,,tertiary,50,False,True,57.806000000000004,"LINESTRING (7.6076544 52.0916944, 7.6069815 52.0915719, 7.6068442 52.0915446)",,Rathausstraße,,
26281810,1,,secondary_link,50,True,False,113.754,"LINESTRING (7.6076544 52.0916944, 7.6073023 52.0916818, 7.6070553 52.0916599, 7.6069571 52.0916595, 7.6068767 52.0916658, 7.6068103 52.0916779, 7.60671 52.0917191, 7.6066483 52.0917652, 7.6065634 52.0918589, 7.6064833 52.0919481, 7.606357 52.092085)",,,,
"[551188684, 32496990]",3,,tertiary,50,False,False,69.038,"LINESTRING (7.6076544 52.0916944, 7.6078498 52.0917239, 7.6084156 52.0918043, 7.6086383 52.091836)",,Rathausstraße,,
6972986,2,L 587,secondary,50,False,True,51.152,"LINESTRING (7.606357 52.092085, 7.606517 52.0917381, 7.6065611 52.0916424)",,,,
"[32496992, 828775068]",4,L 587,secondary,50,False,False,165.138,"LINESTRING (7.606357 52.092085, 7.606134 52.0925343, 7.6059624 52.0928448, 7.605627 52.0932293, 7.6053825 52.0934307)",,,,
881222494,,,living_street,,False,True,17.216,"LINESTRING (7.6141683 52.0946406, 7.6139423 52.0945721)",,Barkenstraße,,destination
27349235,,,residential,30,False,False,139.608,"LINESTRING (7.6141683 52.0946406, 7.6141192 52.0947118, 7.6141915 52.0947995, 7.6145115 52.0951607, 7.6149199 52.0956251, 7.6149729 52.0957621)",,Bernhardstraße,,
"[351429034, 881222494]",,,"['living_street', 'residential']",30,False,False,59.102000000000004,"LINESTRING (7.6141683 52.0946406, 7.6142293 52.0946583, 7.6149512 52.0948668)",,Barkenstraße,,destination
25669379,2,,tertiary,50,False,True,44.246,"LINESTRING (7.6114012 52.0963951, 7.6114172 52.0961748, 7.6114256 52.0961117, 7.6114544 52.095999)",,Saerbecker Straße,,
26437975,,,residential,30,False,False,66.49,"LINESTRING (7.6114012 52.0963951, 7.611503 52.0963931, 7.6123065 52.0966004)",,Kolpingstraße,,
26437975,,,residential,30,False,True,66.49,"LINESTRING (7.6123065 52.0966004, 7.611503 52.0963931, 7.6114012 52.0963951)",,Kolpingstraße,,
27355132,,,residential,30,False,True,75.407,"LINESTRING (7.6123065 52.0966004, 7.6126328 52.0961907, 7.6128471 52.0960119)",,Riekestraße,,yes
26793693,,,residential,30,False,True,53.739999999999995,"LINESTRING (7.6186295 52.088764, 7.6186042 52.0888861, 7.6185268 52.0890003, 7.6184282 52.0891008, 7.618328 52.0892028)",,Albachtstraße,,
26212163,,,living_street,10,True,False,141.36599999999999,"LINESTRING (7.6102985 52.0932462, 7.6104798 52.092887, 7.6105015 52.0928598, 7.6106967 52.0926151, 7.6107078 52.0925671, 7.6108308 52.092442, 7.6110005 52.0922472, 7.6109894 52.0921586, 7.610979 52.0921336, 7.6109541 52.0920733)",,Martinistraße,,
26793397,,,living_street,,False,False,72.20300000000002,"LINESTRING (7.6102985 52.0932462, 7.6108741 52.0933291, 7.6112937 52.0933883, 7.611328 52.0933931)",,Bergstraße,,
351429034,,,residential,30,False,True,126.983,"LINESTRING (7.6191632 52.095941, 7.6187583 52.0958902, 7.6182361 52.0957916, 7.6180469 52.0957508, 7.6174096 52.0955747)",,Barkenstraße,,
26532720,,,tertiary,50,False,True,108.55199999999999,"LINESTRING (7.6169808 52.0930551, 7.6171868 52.0930581, 7.6172282 52.0930587, 7.6175393 52.0930587, 7.6185697 52.0930603)",,Königstraße,,
26793604,,,residential,30,False,False,131.452,"LINESTRING (7.6169808 52.0930551, 7.6169764 52.0931025, 7.6169432 52.0934621, 7.6167497 52.0937893, 7.6164267 52.0941667)",,Röntgenstraße,,
26793693,,,residential,30,False,False,83.384,"LINESTRING (7.6169808 52.0930551, 7.6169898 52.0929899, 7.6169936 52.0929688, 7.6171123 52.0923096)",,Albachtstraße,,
"[874143796, 561947775]",2,,tertiary,50,False,False,237.771,"LINESTRING (7.6169808 52.0930551, 7.6163729 52.0930506, 7.6157444 52.0930345, 7.6152473 52.0929959, 7.6146192 52.0929093, 7.6140859 52.0928095, 7.6138651 52.0927556, 7.6137118 52.0927182, 7.6135829 52.0926868)",,Königstraße,,
26793753,,,residential,30,False,False,58.126,"LINESTRING (7.6164267 52.0941667, 7.615656 52.0939452)",,Scharnhorststraße,,
26793753,,,residential,30,False,True,19.787,"LINESTRING (7.6164267 52.0941667, 7.6166779 52.0942553)",,Scharnhorststraße,,
26793604,,,residential,30,False,True,131.452,"LINESTRING (7.6164267 52.0941667, 7.6167497 52.0937893, 7.6169432 52.0934621, 7.6169764 52.0931025, 7.6169808 52.0930551)",,Röntgenstraße,,
26793693,,,residential,30,False,True,69.402,"LINESTRING (7.618328 52.0892028, 7.617981 52.0897894)",,Albachtstraße,,
26793693,,,residential,30,False,False,53.739999999999995,"LINESTRING (7.618328 52.0892028, 7.6184282 52.0891008, 7.6185268 52.0890003, 7.6186042 52.0888861, 7.6186295 52.088764)",,Albachtstraße,,
5122091,2,,residential,50,False,True,182.269,"LINESTRING (7.6136731 52.0909055, 7.613719 52.0911239, 7.6137575 52.0915463, 7.6137578 52.0915902, 7.6137551 52.0916748, 7.6137425 52.0918061, 7.6137242 52.0919148, 7.6136888 52.0920458, 7.6136412 52.0921656, 7.6135043 52.0924403, 7.6134629 52.0925195)",,Münsterstraße,,
"[27136625, 860090267, 874140892]",,,residential,"['30', '10']",False,False,102.398,"LINESTRING (7.6136731 52.0909055, 7.6136322 52.0909145, 7.6135997 52.0909217, 7.6135567 52.0909312, 7.6133874 52.0909235, 7.6132001 52.0909123, 7.6131254 52.0909013, 7.6128324 52.0908535, 7.6122211 52.090743)",,Pfarrer-Mersmann-Stiege,,
760575636,,,residential,30,False,False,65.027,"LINESTRING (7.6136731 52.0909055, 7.6136456 52.0908413, 7.613575 52.0906766, 7.6134892 52.0904599, 7.6134443 52.0903379)",,Münsterstraße,,
819616901,,,residential,30,False,True,40.601,"LINESTRING (7.6136731 52.0909055, 7.6136971 52.0909061, 7.6137677 52.0909078, 7.6142669 52.0909202)",,Frankenstraße,,
77706769,,,residential,30,False,False,86.256,"LINESTRING (7.6142669 52.0909202, 7.6142729 52.0907692, 7.6142786 52.0907143, 7.6142892 52.0904461, 7.6143021 52.0902623, 7.6143104 52.090145)",,Johannesstraße,,
819616901,,,residential,30,False,False,40.601,"LINESTRING (7.6142669 52.0909202, 7.6137677 52.0909078, 7.6136971 52.0909061, 7.6136731 52.0909055)",,Frankenstraße,,
819616901,,,residential,30,False,True,169.085,"LINESTRING (7.6142669 52.0909202, 7.6149878 52.0910294, 7.61518 52.0910585, 7.6156532 52.0911285, 7.6161528 52.091204, 7.6166725 52.0912775)",,Frankenstraße,,
819628824,,,residential,30,False,True,105.213,"LINESTRING (7.6142669 52.0909202, 7.614215 52.0912413, 7.6141093 52.0912985, 7.6140732 52.0913841, 7.6140641 52.0916319, 7.6140742 52.0916708, 7.6141441 52.0917397, 7.6142491 52.0917872)",,Sachsenstraße,,
26793693,,,residential,30,False,False,76.731,"LINESTRING (7.6173344 52.0913479, 7.6174395 52.0909995, 7.6175667 52.090673)",,Albachtstraße,,
26793693,,,residential,30,False,True,108.026,"LINESTRING (7.6173344 52.0913479, 7.6172529 52.0916474, 7.6172469 52.0916729, 7.6172406 52.0916977, 7.6172351 52.0917212, 7.6171776 52.0919819, 7.6171123 52.0923096)",,Albachtstraße,,
819616899,,,residential,30,False,True,92.473,"LINESTRING (7.6173344 52.0913479, 7.6173999 52.0913519, 7.617978 52.0913814, 7.6180677 52.0913855, 7.6186841 52.0914101)",,Frankenstraße,,
819616900,1,,residential,30,True,False,45.913000000000004,"LINESTRING (7.6173344 52.0913479, 7.6171756 52.091334, 7.6170126 52.0913198, 7.61671 52.0912822, 7.6166725 52.0912775)",,Frankenstraße,,
27136627,,,residential,,False,False,230.21899999999997,"LINESTRING (7.6143104 52.090145, 7.6143601 52.0901509, 7.6149556 52.090222, 7.6154355 52.0902985, 7.6159188 52.0903821, 7.615944 52.0903865, 7.6164429 52.090472, 7.6169345 52.0905599, 7.6174321 52.0906489, 7.6175667 52.090673)",,Bruktererstraße,,
77706769,,,residential,30,False,False,102.972,"LINESTRING (7.6143104 52.090145, 7.614418 52.0896755, 7.6145926 52.0892365)",,Johannesstraße,,
77706769,,,residential,30,False,True,86.256,"LINESTRING (7.6143104 52.090145, 7.6143021 52.0902623, 7.6142892 52.0904461, 7.6142786 52.0907143, 7.6142729 52.0907692, 7.6142669 52.0909202)",,Johannesstraße,,
26793693,,,residential,30,False,False,70.77600000000001,"LINESTRING (7.6175667 52.090673, 7.6176997 52.0903673, 7.6178287 52.0900572)",,Albachtstraße,,
26793693,,,residential,30,False,True,76.731,"LINESTRING (7.6175667 52.090673, 7.6174395 52.0909995, 7.6173344 52.0913479)",,Albachtstraße,,
27136627,,,residential,,False,True,230.219,"LINESTRING (7.6175667 52.090673, 7.6174321 52.0906489, 7.6169345 52.0905599, 7.6164429 52.090472, 7.615944 52.0903865, 7.6159188 52.0903821, 7.6154355 52.0902985, 7.6149556 52.090222, 7.6143601 52.0901509, 7.6143104 52.090145)",,Bruktererstraße,,
77706769,,,residential,30,False,False,86.336,"LINESTRING (7.6145926 52.0892365, 7.6149917 52.0884998)",,Johannesstraße,,
27136628,,,residential,30,False,False,239.18800000000005,"LINESTRING (7.6145926 52.0892365, 7.614644 52.0892495, 7.6162848 52.0896656, 7.6165248 52.0897265, 7.61718 52.0898927, 7.6177144 52.0900282, 7.6178287 52.0900572)",,Schweringstraße,,
77706769,,,residential,30,False,True,102.972,"LINESTRING (7.6145926 52.0892365, 7.614418 52.0896755, 7.6143104 52.090145)",,Johannesstraße,,
26793693,,,residential,30,False,False,31.544,"LINESTRING (7.6178287 52.0900572, 7.617981 52.0897894)",,Albachtstraße,,
26793693,,,residential,30,False,True,70.77600000000001,"LINESTRING (7.6178287 52.0900572, 7.6176997 52.0903673, 7.6175667 52.090673)",,Albachtstraße,,
27136628,,,residential,30,False,True,239.188,"LINESTRING (7.6178287 52.0900572, 7.6177144 52.0900282, 7.61718 52.0898927, 7.6165248 52.0897265, 7.6162848 52.0896656, 7.614644 52.0892495, 7.6145926 52.0892365)",,Schweringstraße,,
77706769,,,residential,30,False,True,86.336,"LINESTRING (7.6149917 52.0884998, 7.6145926 52.0892365)",,Johannesstraße,,
819616899,,,residential,30,False,False,41.539,"LINESTRING (7.6192921 52.0914068, 7.6186841 52.0914101)",,Frankenstraße,,
26793693,,,residential,30,False,False,108.026,"LINESTRING (7.6171123 52.0923096, 7.6171776 52.0919819, 7.6172351 52.0917212, 7.6172406 52.0916977, 7.6172469 52.0916729, 7.6172529 52.0916474, 7.6173344 52.0913479)",,Albachtstraße,,
26793693,,,residential,30,False,True,83.384,"LINESTRING (7.6171123 52.0923096, 7.6169936 52.0929688, 7.6169898 52.0929899, 7.6169808 52.0930551)",,Albachtstraße,,
819628822,,,residential,30,False,False,179.06200000000004,"LINESTRING (7.6171123 52.0923096, 7.6169493 52.092291, 7.6164472 52.0922314, 7.615888 52.0921511, 7.6153908 52.0920451, 7.6148418 52.0919211, 7.6146949 52.0918879, 7.6145993 52.0918663)",,Sachsenstraße,,
819628822,,,residential,30,False,True,83.20599999999999,"LINESTRING (7.6171123 52.0923096, 7.6171733 52.0923121, 7.6177182 52.0923345, 7.6183279 52.0923557)",,Sachsenstraße,,
27136635,,,residential,30,False,False,88.543,"LINESTRING (7.6184306 52.0938805, 7.6182058 52.0943079, 7.6180513 52.0946418)",,Ostring,,
27136635,,,residential,30,False,True,92.07900000000001,"LINESTRING (7.6184306 52.0938805, 7.6184975 52.0937291, 7.6185287 52.0936076, 7.6185464 52.0935212, 7.618567 52.0931145, 7.6185697 52.0930603)",,Ostring,,
26793753,,,residential,30,False,False,103.197,"LINESTRING (7.6180513 52.0946418, 7.6166779 52.0942553)",,Scharnhorststraße,,
27136635,,,residential,30,False,False,112.61600000000001,"LINESTRING (7.6180513 52.0946418, 7.6179355 52.0948101, 7.6174096 52.0955747)",,Ostring,,
27136635,,,residential,30,False,True,88.543,"LINESTRING (7.6180513 52.0946418, 7.6182058 52.0943079, 7.6184306 52.0938805)",,Ostring,,
27136636,,,residential,30,False,False,110.771,"LINESTRING (7.6159612 52.0951489, 7.6166779 52.0942553)",,Gneisenaustraße,,
351429034,,,residential,30,False,False,109.689,"LINESTRING (7.6159612 52.0951489, 7.6174096 52.0955747)",,Barkenstraße,,
351429034,,,residential,30,False,True,75.792,"LINESTRING (7.6159612 52.0951489, 7.6149512 52.0948668)",,Barkenstraße,,
26793753,,,residential,30,False,False,19.787,"LINESTRING (7.6166779 52.0942553, 7.6164267 52.0941667)",,Scharnhorststraße,,
26793753,,,residential,30,False,True,103.197,"LINESTRING (7.6166779 52.0942553, 7.6180513 52.0946418)",,Scharnhorststraße,,
27136636,,,residential,30,False,True,110.771,"LINESTRING (7.6166779 52.0942553, 7.6159612 52.0951489)",,Gneisenaustraße,,
26793753,,,residential,30,False,False,78.8,"LINESTRING (7.615656 52.0939452, 7.6146087 52.0936482)",,Scharnhorststraße,,
26793753,,,residential,30,False,True,58.126,"LINESTRING (7.615656 52.0939452, 7.6164267 52.0941667)",,Scharnhorststraße,,
27136637,,,living_street,,False,False,113.226,"LINESTRING (7.615656 52.0939452, 7.6151792 52.094569, 7.6151526 52.0946047, 7.6149512 52.0948668)",,Blücherstraße,,
351429034,,,residential,30,False,False,75.792,"LINESTRING (7.6149512 52.0948668, 7.6159612 52.0951489)",,Barkenstraße,,
27136637,,,living_street,,False,True,113.226,"LINESTRING (7.6149512 52.0948668, 7.6151526 52.0946047, 7.6151792 52.094569, 7.615656 52.0939452)",,Blücherstraße,,
"[351429034, 881222494]",,,"['residential', 'living_street']",30,False,True,59.102000000000004,"LINESTRING (7.6149512 52.0948668, 7.6142293 52.0946583, 7.6141683 52.0946406)",,Barkenstraße,,destination
27138978,,,living_street,,False,False,47.108999999999995,"LINESTRING (7.6134443 52.0903379, 7.6132897 52.0903317, 7.6132062 52.0903231, 7.6131429 52.0903081, 7.6128318 52.0901718)",,Friedenstraße,,
760575636,,,residential,30,False,False,107.28,"LINESTRING (7.6134443 52.0903379, 7.6133834 52.0901197, 7.6133781 52.0894525, 7.6133775 52.0893763)",,Münsterstraße,,
760575636,,,residential,30,False,True,65.027,"LINESTRING (7.6134443 52.0903379, 7.6134892 52.0904599, 7.613575 52.0906766, 7.6136456 52.0908413, 7.6136731 52.0909055)",,Münsterstraße,,
27138978,,,living_street,,False,True,122.08699999999999,"LINESTRING (7.61178 52.0893334, 7.6118141 52.0894728, 7.6119473 52.0896259, 7.6120987 52.0898062, 7.6125144 52.0900266, 7.6128318 52.0901718)",,Friedenstraße,,
27293966,,,living_street,,False,False,84.122,"LINESTRING (7.61178 52.0893334, 7.6114567 52.0897156, 7.6112406 52.0900131)",,Naendorfstraße,,
27293968,,,living_street,,False,False,61.230999999999995,"LINESTRING (7.61178 52.0893334, 7.6118141 52.0892635, 7.6121466 52.0888317)",,Friedenstraße,,
"[956337217, 561341062]",,,living_street,,True,False,96.375,"LINESTRING (7.61178 52.0893334, 7.6116881 52.0892503, 7.6107278 52.0889569, 7.6106153 52.0889268, 7.6105677 52.0889141)",,Friedenstraße,,
27138979,,,residential,30,False,True,49.87,"LINESTRING (7.6101261 52.0892712, 7.6105677 52.0889141)",,Lindenstraße,4,
27138979,,,residential,30,False,False,34.589999999999996,"LINESTRING (7.6101261 52.0892712, 7.6099697 52.0894131, 7.6098682 52.0895057, 7.6098448 52.0895298)",,Lindenstraße,4,
27434260,,,residential,30,False,False,79.11099999999999,"LINESTRING (7.6101261 52.0892712, 7.6100749 52.0892528, 7.6091599 52.0888792)",,An der Bleiche,,
"[27136625, 860090267, 874140892]",,,residential,"['30', '10']",False,True,102.39800000000001,"LINESTRING (7.6122211 52.090743, 7.6128324 52.0908535, 7.6131254 52.0909013, 7.6132001 52.0909123, 7.6133874 52.0909235, 7.6135567 52.0909312, 7.6135997 52.0909217, 7.6136322 52.0909145, 7.6136731 52.0909055)",,Pfarrer-Mersmann-Stiege,,
699870432,3,,tertiary,50,False,False,34.922,"LINESTRING (7.6104455 52.0920418, 7.6109541 52.0920733)",,Rathausstraße,,
"[699870433, 807281820]",3,,residential,30,False,True,85.162,"LINESTRING (7.6104455 52.0920418, 7.6104663 52.0919737, 7.6104718 52.0919515, 7.6105026 52.0918259, 7.6105807 52.0916858, 7.6106546 52.0915563, 7.6107317 52.0914242, 7.6107658 52.0913702, 7.6108061 52.0913494, 7.6108548 52.0913406)",,Fredenstiege,,
"[1100555048, 699870434, 860022253, 561341063]","['2', '1']",,tertiary,50,True,False,126.311,"LINESTRING (7.6104455 52.0920418, 7.6103928 52.0920421, 7.6101717 52.0920431, 7.6099947 52.0920275, 7.6097567 52.092002, 7.6093946 52.0919592, 7.6088859 52.0918987, 7.6086383 52.091836)",,Rathausstraße,,
27293966,,,living_street,,False,True,177.023,"LINESTRING (7.6108548 52.0913406, 7.6107386 52.0912954, 7.6104477 52.0912395, 7.6106597 52.0908663, 7.6106696 52.0908489, 7.6110787 52.0902359, 7.6112406 52.0900131)",,Naendorfstraße,,
"[93122321, 986013713]",,,residential,30,False,False,104.533,"LINESTRING (7.6108548 52.0913406, 7.6109035 52.0913334, 7.6109728 52.091343, 7.6109967 52.0913478, 7.6110773 52.091364, 7.6112625 52.0914011, 7.6113073 52.0914104, 7.6115025 52.0914508, 7.6119871 52.0915501, 7.6122064 52.0916361, 7.6122754 52.0916609)",,Fredenstiege,,
"[699870433, 807281820]",3,,residential,30,False,False,85.16199999999999,"LINESTRING (7.6108548 52.0913406, 7.6108061 52.0913494, 7.6107658 52.0913702, 7.6107317 52.0914242, 7.6106546 52.0915563, 7.6105807 52.0916858, 7.6105026 52.0918259, 7.6104718 52.0919515, 7.6104663 52.0919737, 7.6104455 52.0920418)",,Fredenstiege,,
27521219,,,residential,30,False,False,73.342,"LINESTRING (7.6079216 52.0948129, 7.6069909 52.0944841)",,Kardinal-von-Galen-Straße,,
27521219,,,residential,30,False,True,46.02,"LINESTRING (7.6079216 52.0948129, 7.6084991 52.095026)",,Kardinal-von-Galen-Straße,,
27521219,,,residential,30,False,False,46.02,"LINESTRING (7.6084991 52.095026, 7.6079216 52.0948129)",,Kardinal-von-Galen-Straße,,
"[988849729, 27227363, 93257886, 808481911]",,,"['residential', 'living_street']",,True,False,92.10199999999999,"LINESTRING (7.6084991 52.095026, 7.6085698 52.0949535, 7.6088074 52.0947099, 7.6088442 52.0946754, 7.6089298 52.0945598, 7.6089569 52.0945121, 7.6089241 52.0944732, 7.6089014 52.0944411, 7.6087963 52.0942923)",,Am Wilhelmplatz,,
"[562151328, 562151327]",,,residential,30,False,True,151.36200000000002,"LINESTRING (7.6084991 52.095026, 7.6093279 52.0953312, 7.6094521 52.095376, 7.6095221 52.0953999, 7.6096778 52.0954531, 7.6104183 52.0957059)",,Kardinal-von-Galen-Straße,,
26532720,,,tertiary,50,False,False,108.55199999999999,"LINESTRING (7.6185697 52.0930603, 7.6175393 52.0930587, 7.6172282 52.0930587, 7.6171868 52.0930581, 7.6169808 52.0930551)",,Königstraße,,
27136635,,,residential,30,False,False,92.079,"LINESTRING (7.6185697 52.0930603, 7.618567 52.0931145, 7.6185464 52.0935212, 7.6185287 52.0936076, 7.6184975 52.0937291, 7.6184306 52.0938805)",,Ostring,,
26793753,,,residential,30,False,True,78.8,"LINESTRING (7.6146087 52.0936482, 7.615656 52.0939452)",,Scharnhorststraße,,
78254638,,,residential,,False,False,41.72,"LINESTRING (7.6146087 52.0936482, 7.6145715 52.0940227)",,Windthorststraße,,
