osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,width,est_width,access
481267706,3,B 192,Mozartstraße,primary,50,False,True,9.541,"LINESTRING (12.67921 53.5199899, 12.6790672 53.5200023)",,,,,
"[446324524, 435527181, 435527182]",4,B 192,Mozartstraße,primary,50,False,False,93.372,"LINESTRING (12.67921 53.5199899, 12.6793938 53.5199738, 12.6794728 53.5199669, 12.6798219 53.5199402, 12.6801248 53.5199182, 12.6806103 53.5198806)",,,,,
586658648,,,Goethestraße,residential,,False,True,37.666,"LINESTRING (12.6785516 53.5195279, 12.6789772 53.5197531)",,,,,
20310486,,,Rabengasse,residential,,False,False,132.42600000000002,"LINESTRING (12.6785516 53.5195279, 12.6790173 53.5192052, 12.6791281 53.5191523, 12.6792384 53.5191037, 12.6793701 53.5190552, 12.6795596 53.5190077, 12.67972 53.5189803, 12.6799368 53.5189579, 12.680193 53.5189283)",,,,,
23607979,,,Goethestraße,residential,,False,False,80.105,"LINESTRING (12.6785516 53.5195279, 12.6782899 53.5193915, 12.6781402 53.5193133, 12.677931 53.5192089, 12.6776314 53.5190593)",,,,,
20310491,,,Zum Amtsbrink,residential,30,False,False,10.62,"LINESTRING (12.680193 53.5189283, 12.6801665 53.5188341)",,,,,
20310486,,,Rabengasse,residential,,False,True,132.426,"LINESTRING (12.680193 53.5189283, 12.6799368 53.5189579, 12.67972 53.5189803, 12.6795596 53.5190077, 12.6793701 53.5190552, 12.6792384 53.5191037, 12.6791281 53.5191523, 12.6790173 53.5192052, 12.6785516 53.5195279)",,,,,
20310489,,,Zum Amtsbrink,living_street,,False,False,57.17099999999999,"LINESTRING (12.680193 53.5189283, 12.6802308 53.519052, 12.6802925 53.5191668, 12.680448 53.5192673, 12.6805318 53.5193155, 12.6806234 53.5193452)",,,,,
23612498,,,Herrenseebrücke,residential,,True,False,23.785,"LINESTRING (12.6825276 53.5161997, 12.6823732 53.5161933, 12.6822868 53.5161811, 12.6822262 53.5161726, 12.6821726 53.516176)",,,,,
"[23685961, 23612516, 23612476]",2,,Herrenseebrücke,residential,,False,True,427.243,"LINESTRING (12.6825276 53.5161997, 12.6826899 53.516237, 12.6828651 53.5162839, 12.6830869 53.516351, 12.6833094 53.516432, 12.6835556 53.5165417, 12.6837918 53.5166585, 12.6839655 53.5167558, 12.684095 53.5168404, 12.6842247 53.5169391, 12.6843792 53.5170621, 12.6844802 53.517152, 12.6845784 53.5172521, 12.684679 53.5173682, 12.6847569 53.5174703, 12.6848521 53.51763, 12.6849207 53.517769, 12.6849822 53.5179405, 12.685017 53.5181076, 12.6850349 53.518267, 12.6850295 53.5184695, 12.6850108 53.5186227, 12.6849869 53.5187535, 12.6849054 53.519101, 12.6848609 53.5193976)",yes,,,,
23685892,,,Bahnhofstraße,residential,30,False,True,117.084,"LINESTRING (12.6847278 53.5195265, 12.6846494 53.5195337, 12.6840741 53.5195917, 12.6839931 53.5195981, 12.6836347 53.5196275, 12.6831997 53.519662, 12.6829765 53.5196824)",,,,,
216649863,,,Bahnhofstraße,residential,,True,False,20.453999999999997,"LINESTRING (12.6847278 53.5195265, 12.6847133 53.5195052, 12.6847087 53.5194823, 12.6847145 53.5194596, 12.6847301 53.5194386, 12.6847546 53.5194208, 12.6847861 53.5194074, 12.6848224 53.5193995, 12.6848609 53.5193976)",,roundabout,,,
