osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,lanes,width
24536784,Obere Bergstraße,residential,30,True,False,44.867000000000004,,"LINESTRING (9.0636506 48.7983606, 9.0631868 48.7982281, 9.0630886 48.7982001)",,
23621679,Leimengrubenstraße,residential,30,False,False,59.435,,"LINESTRING (9.0571763 48.7971382, 9.0576416 48.7967003)",,
23621679,Leimengrubenstraße,residential,30,False,True,42.628,,"LINESTRING (9.0571763 48.7971382, 9.057053 48.797257, 9.0568998 48.7973738, 9.0568194 48.7974404)",,
105551309,Leimengrubenstraße,residential,,False,False,65.668,,"LINESTRING (9.0571763 48.7971382, 9.0566057 48.7968559, 9.0567142 48.7967589)",,
105551309,Leimengrubenstraße,residential,,False,True,65.668,,"LINESTRING (9.0567142 48.7967589, 9.0566057 48.7968559, 9.0571763 48.7971382)",,
23621680,Römerweg,residential,30,False,True,118.65299999999999,,"LINESTRING (9.0570541 48.7954845, 9.0571372 48.7954997, 9.057368 48.7956433, 9.0576297 48.7958396, 9.0579654 48.7960989, 9.0581593 48.7962516)",,
"[413076940, 413076941, 413076942]",Mittlere Ringstraße,residential,30,False,False,152.338,,"LINESTRING (9.0570541 48.7954845, 9.0571218 48.7952471, 9.0571436 48.7950805, 9.0571465 48.7950109, 9.0571523 48.7948981, 9.0571566 48.7948465, 9.0571632 48.7947972, 9.0571714 48.7947624, 9.0571813 48.794733, 9.0571996 48.7946916, 9.0572229 48.7946484, 9.0572483 48.7946089, 9.0572768 48.7945691, 9.057307 48.7945333, 9.0573403 48.7945029, 9.0574195 48.7944437, 9.0574981 48.794387, 9.0575518 48.7943493, 9.0576141 48.7943167, 9.0576478 48.7942952, 9.0576796 48.7942693, 9.0576983 48.7942377)",,6
"[15015774, 413076942]",Mittlere Ringstraße,residential,30,False,True,76.62899999999999,,"LINESTRING (9.0570541 48.7954845, 9.0569445 48.7956881, 9.0567466 48.7959334, 9.0566547 48.7960382, 9.0565982 48.7961025)",,6
"[413076940, 413076941, 413076942]",Mittlere Ringstraße,residential,30,False,True,152.338,,"LINESTRING (9.0576983 48.7942377, 9.0576796 48.7942693, 9.0576478 48.7942952, 9.0576141 48.7943167, 9.0575518 48.7943493, 9.0574981 48.794387, 9.0574195 48.7944437, 9.0573403 48.7945029, 9.057307 48.7945333, 9.0572768 48.7945691, 9.0572483 48.7946089, 9.0572229 48.7946484, 9.0571996 48.7946916, 9.0571813 48.794733, 9.0571714 48.7947624, 9.0571632 48.7947972, 9.0571566 48.7948465, 9.0571523 48.7948981, 9.0571465 48.7950109, 9.0571436 48.7950805, 9.0571218 48.7952471, 9.0570541 48.7954845)",,6
413080414,Richthofenstraße,residential,30,False,False,156.166,,"LINESTRING (9.0576983 48.7942377, 9.0578581 48.7943314, 9.0580735 48.7944624, 9.0582856 48.7946084, 9.0586872 48.7948821, 9.0588822 48.7949992, 9.0589935 48.7950691, 9.0592383 48.7952075)",,
1233482268,Obere Ringstraße,residential,30,True,False,19.839,,"LINESTRING (9.0576983 48.7942377, 9.0576646 48.7942188, 9.0576409 48.794197, 9.0576305 48.7941582, 9.0576287 48.7941304, 9.0576285 48.7941029, 9.0576324 48.7940753)",,
149673780,Hasenbergstraße,residential,30,False,True,80.394,,"LINESTRING (9.0633875 48.7956679, 9.0638538 48.7950134)",,
24538508,Ludwigstraße,residential,30,False,False,104.27100000000002,,"LINESTRING (9.0633875 48.7956679, 9.0629783 48.795483, 9.0622181 48.7951332)",,
107340033,Ludwigstraße,residential,30,False,False,63.911,,"LINESTRING (9.0633875 48.7956679, 9.0634243 48.7956826, 9.0637565 48.7958083, 9.0639593 48.7958856, 9.0641155 48.7959801)",,
110989227,Hasenbergstraße,residential,30,False,False,71.542,,"LINESTRING (9.0633875 48.7956679, 9.0630933 48.7960485, 9.0629445 48.7962413)",,
112409327,Hasenbergstraße,residential,30,False,True,46.378,,"LINESTRING (9.0641188 48.7946346, 9.0638538 48.7950134)",,
1041167039,Panoramastraße,secondary,50,False,True,46.732,L 1141,"LINESTRING (9.0641188 48.7946346, 9.0644922 48.794785, 9.0645175 48.7948018, 9.0645767 48.794841, 9.06463 48.7948807)",,
1042426107,Obere Bergstraße,residential,30,False,True,29.279,,"LINESTRING (9.0640282 48.798447, 9.0636506 48.7983606)",,
125106700,Gartenstraße,living_street,,False,True,91.245,,"LINESTRING (9.0656107 48.7966205, 9.0656566 48.7966268, 9.0656924 48.7966263, 9.0657509 48.7966115, 9.0657938 48.7965855, 9.0658304 48.7965438, 9.0659339 48.7964019, 9.0660518 48.7962353, 9.0662459 48.7959672)",,
"[136652392, 24471849]",Gartenstraße,residential,30,False,True,75.362,,"LINESTRING (9.0656107 48.7966205, 9.0654158 48.7965596, 9.0649413 48.7964115, 9.0647073 48.7963384, 9.064681 48.7963302)",,
1124393338,Brennerstraße,residential,30,False,True,125.72500000000001,,"LINESTRING (9.0656107 48.7966205, 9.0655105 48.7967688, 9.0655081 48.7968036, 9.0655233 48.7968361, 9.0655648 48.7968831, 9.0656276 48.7969138, 9.0660872 48.7970301, 9.0662281 48.7970657, 9.0666498 48.7971723, 9.0667572 48.7971874)",,
24533166,Richthofenstraße,residential,30,False,True,74.206,,"LINESTRING (9.0638173 48.79658, 9.062988 48.796256, 9.062973 48.7962509, 9.0629445 48.7962413)",,
136652394,Richthofenstraße,residential,30,True,False,41.66,,"LINESTRING (9.0638173 48.79658, 9.0642489 48.7967385, 9.0643141 48.7967624)",,
149673759,Boelckestraße,residential,30,False,False,74.418,,"LINESTRING (9.061661 48.7956328, 9.0611198 48.7961992)",,
149673759,Boelckestraße,residential,30,False,True,68.93,,"LINESTRING (9.061661 48.7956328, 9.0622181 48.7951332)",,
149673836,Otto-Weddigen-Straße,residential,30,False,False,188.83800000000002,,"LINESTRING (9.061661 48.7956328, 9.0609934 48.7953884, 9.0607087 48.795208, 9.0604218 48.7950101, 9.0600148 48.7947733, 9.0599778 48.7947518, 9.059671 48.7945712)",,
149673792,Karlsbader Straße,residential,30,False,False,39.16,,"LINESTRING (9.0662485 48.7990568, 9.0667739 48.799122)",,
"[38570504, 368769393, 1124394187]",Friedhofweg,"['residential', 'living_street']",30,False,False,211.329,,"LINESTRING (9.0662485 48.7990568, 9.0664592 48.798427, 9.0664573 48.7984031, 9.066507 48.7982023, 9.0665884 48.7978577, 9.0665909 48.797847, 9.066632 48.7976696, 9.0667572 48.7971874)",,
149673767,Friedhofweg,residential,30,False,True,154.855,,"LINESTRING (9.0662485 48.7990568, 9.0661245 48.7994895, 9.0661218 48.7995195, 9.0660984 48.7997753, 9.0660844 48.7999276, 9.0660722 48.8000609, 9.0660476 48.800155, 9.0660122 48.8002752, 9.0659305 48.8003689, 9.0658869 48.8004145)",,
38570505,Mathildenstraße,residential,30,False,False,63.186,,"LINESTRING (9.0672251 48.8000507, 9.0680671 48.8001744)",,
149673873,Schubartstraße,residential,30,False,False,92.746,,"LINESTRING (9.0672251 48.8000507, 9.0674916 48.7992353)",,
"[38570505, 39119718]","['Mathildenstraße', 'Christian-Wagner-Straße']",residential,30,False,"[False, True]",143.761,,"LINESTRING (9.0672251 48.8000507, 9.0665954 48.799953, 9.0665516 48.7999462, 9.0667739 48.799122)",,
149673757,Bettäckerstraße,residential,30,False,False,66.902,,"LINESTRING (9.0668651 48.7978814, 9.0669018 48.7978867, 9.067759 48.798005)",,
149673813,Mühlstraße,residential,30,False,False,7.875,,"LINESTRING (9.0592584 48.8019392, 9.0593081 48.802002)",,
149673813,Mühlstraße,residential,30,False,True,151.878,,"LINESTRING (9.0592584 48.8019392, 9.0588172 48.8013822, 9.0585387 48.8011052, 9.0582569 48.8007448)",,
461562295,Mühlstraße,residential,30,False,False,87.215,,"LINESTRING (9.0592584 48.8019392, 9.0600236 48.8015898, 9.0602634 48.8015241)",,
461562295,Mühlstraße,residential,30,False,True,87.215,,"LINESTRING (9.0602634 48.8015241, 9.0600236 48.8015898, 9.0592584 48.8019392)",,
21402237,Gerteisenstraße,residential,30,False,False,37.265,,"LINESTRING (9.0584034 48.8023357, 9.0582634 48.8020135)",,
21402237,Gerteisenstraße,residential,30,False,True,51.031,,"LINESTRING (9.0584034 48.8023357, 9.0585952 48.8027769)",,
592408646,Mühlstraße,residential,20,False,False,75.942,,"LINESTRING (9.0584034 48.8023357, 9.0593081 48.802002)",1,
149673813,Mühlstraße,residential,30,False,False,52.614,,"LINESTRING (9.0593081 48.802002, 9.0596404 48.8024215)",,
149673813,Mühlstraße,residential,30,False,True,7.875,,"LINESTRING (9.0593081 48.802002, 9.0592584 48.8019392)",,
592408646,Mühlstraße,residential,20,False,True,75.942,,"LINESTRING (9.0593081 48.802002, 9.0584034 48.8023357)",1,
21402240,Christophstraße,residential,30,False,False,2.329,,"LINESTRING (9.0638868 48.8015146, 9.0638674 48.8015312)",,7.5
21402240,Christophstraße,residential,30,False,True,77.551,,"LINESTRING (9.0638868 48.8015146, 9.0641348 48.801302, 9.064532 48.8009616)",,7.5
"[53875059, 29104269]",Bachstraße,living_street,,False,True,187.281,,"LINESTRING (9.0638868 48.8015146, 9.0635763 48.8013514, 9.0634384 48.8013075, 9.0631296 48.8012189, 9.0630611 48.8011992, 9.0629451 48.8011659, 9.0628624 48.8011176, 9.062802 48.8010584, 9.0626118 48.8008696, 9.0623625 48.8007163, 9.0621429 48.8006052, 9.061893 48.8005112)",,
149673783,Hauptstraße,secondary,30,False,False,2.758,,"LINESTRING (9.061893 48.8005112, 9.0619098 48.800489)",,
"[53875059, 29104269]",Bachstraße,living_street,,False,False,187.281,,"LINESTRING (9.061893 48.8005112, 9.0621429 48.8006052, 9.0623625 48.8007163, 9.0626118 48.8008696, 9.062802 48.8010584, 9.0628624 48.8011176, 9.0629451 48.8011659, 9.0630611 48.8011992, 9.0631296 48.8012189, 9.0634384 48.8013075, 9.0635763 48.8013514, 9.0638868 48.8015146)",,
149673783,Hauptstraße,secondary,30,False,True,84.222,,"LINESTRING (9.061893 48.8005112, 9.0618739 48.8005286, 9.0616811 48.8006945, 9.0615371 48.8008183, 9.0614686 48.8008794, 9.0613831 48.8009508, 9.0613097 48.8010214, 9.061235 48.8011293)",,
111402827,Obere Ringstraße,living_street,,False,True,7.308,,"LINESTRING (9.0577321 48.7940729, 9.0576324 48.7940753)",,
1233482269,Obere Ringstraße,residential,30,True,False,19.751,,"LINESTRING (9.0577321 48.7940729, 9.057727 48.7941071, 9.0577349 48.7941416, 9.0577496 48.7941848, 9.0577369 48.7942097, 9.0576983 48.7942377)",,
