osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,access,tunnel
10517597,Brandstätterstraße,unclassified,False,False,54.959,"LINESTRING (10.8561144 49.4586941, 10.8561887 49.4586355, 10.8562267 49.4585583, 10.8562418 49.4584124, 10.8562615 49.4582218)",,,,,
36055044,Hindenburgstraße,secondary,False,True,39.623000000000005,"LINESTRING (10.8561144 49.4586941, 10.8562719 49.458832, 10.8564086 49.4589938)",2,St 2409,50,,
144377333,Hindenburgstraße,secondary,False,False,261.944,"LINESTRING (10.8561144 49.4586941, 10.8560139 49.4586231, 10.8559323 49.4585711, 10.8558445 49.458522, 10.85575 49.4584772, 10.8551895 49.4582514, 10.8550435 49.4581917, 10.8548225 49.4581035, 10.8542948 49.4578909, 10.8539114 49.4577365, 10.8533931 49.4575261, 10.8530725 49.4574278)",2,St 2409,30,,
27628366,Am Höhbuck,residential,False,True,32.975,"LINESTRING (10.8533158 49.4606754, 10.8537083 49.4605242)",,,,yes,
"[27628369, 27628366]",Am Höhbuck,residential,False,False,145.771,"LINESTRING (10.8533158 49.4606754, 10.8532309 49.4606189, 10.8529716 49.4605355, 10.8527105 49.4605367, 10.8525801 49.4605737, 10.8524214 49.4606298, 10.8521734 49.4607309, 10.8520917 49.460764, 10.8520455 49.460783, 10.8519947 49.460811, 10.8518713 49.4608385, 10.8516164 49.460905, 10.8515174 49.4609308)",,,,yes,
208912863,Am Höhbuck,residential,False,True,35.196,"LINESTRING (10.8533158 49.4606754, 10.8530527 49.4608209, 10.85307 49.4609122)",,,,,
10517563,Kraftsteinstraße,residential,False,True,29.687,"LINESTRING (10.8537083 49.4605242, 10.8540004 49.4607119)",,,,,
27628366,Am Höhbuck,residential,False,False,32.975,"LINESTRING (10.8537083 49.4605242, 10.8533158 49.4606754)",,,,yes,
10517563,Kraftsteinstraße,residential,False,False,158.233,"LINESTRING (10.8537083 49.4605242, 10.8531867 49.4599976, 10.8530633 49.459924, 10.8525465 49.4595412, 10.8523744 49.459402)",,,,,
10517562,Brunnenstraße,residential,False,True,38.578,"LINESTRING (10.8563865 49.4597385, 10.8568233 49.4595391)",,,,,
85255369,Am Kuhwasen,residential,False,False,143.099,"LINESTRING (10.8563865 49.4597385, 10.8572755 49.4608884)",,,,,
10517562,Brunnenstraße,residential,False,False,120.253,"LINESTRING (10.8563865 49.4597385, 10.855353 49.4601842, 10.8550461 49.4602955, 10.8549831 49.4603183)",,,,,
10517562,Brunnenstraße,residential,False,False,38.578,"LINESTRING (10.8568233 49.4595391, 10.8563865 49.4597385)",,,,,
144377338,Nürnberger Straße,secondary,False,False,26.942999999999998,"LINESTRING (10.8568233 49.4595391, 10.8567389 49.4594199, 10.8567224 49.4593966, 10.8566674 49.459319)",2,St 2409,30,,
144377338,Nürnberger Straße,secondary,False,True,159.73499999999999,"LINESTRING (10.8568233 49.4595391, 10.8569229 49.459668, 10.8572951 49.460145, 10.8574109 49.4602933, 10.8578223 49.4608205)",2,St 2409,30,,
144377338,Nürnberger Straße,secondary,False,False,88.5,"LINESTRING (10.8583903 49.4615256, 10.8578223 49.4608205)",2,St 2409,30,,
1239897343,Nürnberger Straße,secondary,False,True,14.027,"LINESTRING (10.8583903 49.4615256, 10.8584872 49.4616349)",2,St 2409,30,,
10517563,Kraftsteinstraße,residential,False,False,228.69900000000004,"LINESTRING (10.8583903 49.4615256, 10.8583367 49.4615463, 10.8577961 49.4614997, 10.8571883 49.4614296, 10.8565799 49.4612749, 10.8564187 49.4612231, 10.8560108 49.4610969, 10.8554984 49.4610764, 10.8553573 49.4610734)",,,,,
10517563,Kraftsteinstraße,residential,False,False,106.35600000000001,"LINESTRING (10.8553573 49.4610734, 10.8550294 49.4610098, 10.8548317 49.4609692, 10.8548023 49.4609635, 10.8546254 49.460918, 10.8542516 49.460802, 10.8540004 49.4607119)",,,,,
10517563,Kraftsteinstraße,residential,False,True,228.69899999999998,"LINESTRING (10.8553573 49.4610734, 10.8554984 49.4610764, 10.8560108 49.4610969, 10.8564187 49.4612231, 10.8565799 49.4612749, 10.8571883 49.4614296, 10.8577961 49.4614997, 10.8583367 49.4615463, 10.8583903 49.4615256)",,,,,
10517636,Bauhofstraße,residential,False,False,88.919,"LINESTRING (10.8553573 49.4610734, 10.8551836 49.4610934, 10.8549941 49.4611144, 10.854894 49.4611334, 10.8548191 49.4611519, 10.8545812 49.4612446, 10.854401 49.4613217, 10.8542485 49.4613888)",,,,,
25032006,Marktplatz,residential,False,False,18.855,"LINESTRING (10.8530725 49.4574278, 10.8528229 49.4574771)",,,,,
144377333,Hindenburgstraße,secondary,False,False,23.18,"LINESTRING (10.8530725 49.4574278, 10.8527883 49.4573312)",2,St 2409,30,,
24249070,Haffnersgartenstraße,residential,False,False,237.22899999999998,"LINESTRING (10.8530725 49.4574278, 10.853366 49.4572977, 10.853667 49.4571784, 10.8539766 49.4570558, 10.8557621 49.4563853, 10.8558865 49.4563311)",,,,,
