osmid,name,highway,oneway,reversed,length,lanes,ref,geometry,bridge,maxspeed
261103047,Markt,residential,False,False,41.215,,,"LINESTRING (12.7112341 53.9683969, 12.7117416 53.9686166)",,
30245190,Friedenstraße,primary,False,False,72.673,2,B 110,"LINESTRING (12.7112341 53.9683969, 12.7115215 53.9680971, 12.7117798 53.9678276)",,
30245190,Friedenstraße,primary,False,True,58.17,2,B 110,"LINESTRING (12.7112341 53.9683969, 12.7108901 53.96867, 12.7107046 53.9688172)",,
34030596,Friedenstraße,primary,False,False,159.225,2,B 110,"LINESTRING (12.7033832 53.9743953, 12.7036919 53.9743166, 12.7040405 53.9741852, 12.7042428 53.9740596, 12.7044332 53.9738923, 12.7048109 53.9735868, 12.7050443 53.9733918)",,
309301042,Rostocker Straße,primary,False,True,209.34000000000003,2,B 110,"LINESTRING (12.7033832 53.9743953, 12.7028279 53.9744907, 12.702307 53.9745368, 12.7017469 53.974566, 12.701527 53.9745774, 12.7002187 53.9746402)",,
25956164,Burgstraße,residential,True,False,55.013,,,"LINESTRING (12.7093692 53.9696535, 12.7100604 53.9699354)",,
1119669482,Friedenstraße,primary,False,True,75.669,2,B 110,"LINESTRING (12.7093692 53.9696535, 12.7085793 53.9701507)",,
30245190,Friedenstraße,primary,False,False,127.669,2,B 110,"LINESTRING (12.7093692 53.9696535, 12.7106324 53.9688778, 12.7107046 53.9688172)",,
25956164,Burgstraße,residential,True,False,75.106,,,"LINESTRING (12.7100604 53.9699354, 12.7109608 53.9703546)",,
"[32454612, 392458324]","['Töpferstraße', 'Markt']",residential,True,False,131.291,,,"LINESTRING (12.7100604 53.9699354, 12.7106431 53.9695336, 12.7111399 53.9690975, 12.7112685 53.9689947)",,
32454614,Marstallstraße,residential,False,False,78.771,,,"LINESTRING (12.7112685 53.9689947, 12.712288 53.9693718)",,
39124101,Markt,residential,False,True,52.203,,,"LINESTRING (12.7112685 53.9689947, 12.7117416 53.9686166)",,
32454614,Marstallstraße,residential,False,True,78.771,,,"LINESTRING (12.712288 53.9693718, 12.7112685 53.9689947)",,
39121298,Münzstraße,residential,False,False,47.236,,,"LINESTRING (12.712288 53.9693718, 12.712723 53.9690327)",,
39121298,Münzstraße,residential,False,True,139.566,,,"LINESTRING (12.712288 53.9693718, 12.7115048 53.9699562, 12.7109608 53.9703546)",,
30245190,Friedenstraße,primary,False,False,55.546,2,B 110,"LINESTRING (12.7117798 53.9678276, 12.7121985 53.967393)",,
372770917,Jungfernstraße,residential,True,False,88.173,,,"LINESTRING (12.7117798 53.9678276, 12.7129172 53.9682532)",,
30245190,Friedenstraße,primary,False,True,72.673,2,B 110,"LINESTRING (12.7117798 53.9678276, 12.7115215 53.9680971, 12.7112341 53.9683969)",,
1119669482,Friedenstraße,primary,False,False,38.638,2,B 110,"LINESTRING (12.7081976 53.9704159, 12.7085793 53.9701507)",,
27069854,Vogelsang,secondary,True,False,76.694,,L 23,"LINESTRING (12.7081976 53.9704159, 12.7081255 53.9703866, 12.7072334 53.9700234)",,
"[40110640, 1119669483]",Friedenstraße,primary,False,True,109.51700000000001,2,B 110,"LINESTRING (12.7081976 53.9704159, 12.7075536 53.9710451, 12.7073421 53.9712625)",,
27069857,Teichstraße,secondary,True,False,97.159,,L 23,"LINESTRING (12.7052941 53.9692157, 12.705592 53.9687136, 12.7057911 53.9683923)",,
"[1119669480, 1119669481, 34161693]",Parkstraße,residential,False,False,182.669,,,"LINESTRING (12.7052941 53.9692157, 12.7051862 53.9691742, 12.7050694 53.9691675, 12.7045898 53.9694241, 12.7044685 53.9694975, 12.7038085 53.9696906, 12.7029218 53.9699457)",,
27069855,Teterower Straße,secondary,True,False,74.592,,L 23,"LINESTRING (12.7057911 53.9683923, 12.7068082 53.9686957)",,
"[34161696, 26288255, 34161695]",Teterower Straße,secondary,False,False,117.62,,L 23,"LINESTRING (12.7057911 53.9683923, 12.7051888 53.9682679, 12.704881 53.9682112, 12.7040838 53.9680605)",yes,
26288255,Teterower Straße,secondary,False,False,148.24200000000002,,L 23,"LINESTRING (12.7040838 53.9680605, 12.7021609 53.967669, 12.7019409 53.9676265)",,
"[34161696, 34161695, 26288255]",Teterower Straße,secondary,False,True,117.62,,L 23,"LINESTRING (12.7040838 53.9680605, 12.704881 53.9682112, 12.7051888 53.9682679, 12.7057911 53.9683923)",yes,
"[264718290, 265508238]",Wettringer Straße,residential,False,False,212.492,,,"LINESTRING (12.7040838 53.9680605, 12.7042859 53.9677439, 12.7044635 53.9674805, 12.7048554 53.9670261, 12.7054553 53.9663306)",,30
26288255,Teterower Straße,secondary,False,True,34.485,,L 23,"LINESTRING (12.6996275 53.9666946, 12.6999436 53.9669428)",,
30245190,Friedenstraße,primary,False,True,55.546,2,B 110,"LINESTRING (12.7121985 53.967393, 12.7117798 53.9678276)",,
32454607,Teichstraße,residential,True,False,43.146,,,"LINESTRING (12.7121985 53.967393, 12.7116978 53.9671404)",,
