osmid,oneway,name,highway,maxspeed,reversed,length,lanes,ref,geometry,width,access,junction
25464889,False,Burgweg,residential,30,True,15.071,,,"LINESTRING (9.6488728 48.7045961, 9.648984 48.7046723, 9.6490153 48.7046937)",,destination,
25464890,False,Kronengasse,residential,30,True,30.225,,,"LINESTRING (9.6488728 48.7045961, 9.6487798 48.7044503, 9.6487886 48.7044052, 9.6488018 48.7043376)",,,
129540806,False,Hauptstraße,residential,20,False,66.535,,,"LINESTRING (9.6488728 48.7045961, 9.649413 48.7044863, 9.6497368 48.7044148)",,,
"[1126962281, 129540806]",False,Hauptstraße,residential,20,True,34.953,,,"LINESTRING (9.6488728 48.7045961, 9.6485071 48.7046599, 9.6484123 48.7046764)",,,
"[9722986, 168199806]",False,Friedrichstraße,residential,,False,104.628,,,"LINESTRING (9.6550503 48.7044649, 9.6552055 48.7044147, 9.6556219 48.7042927, 9.655793 48.7042425, 9.656055 48.7041782, 9.6560939 48.7041675, 9.6561331 48.7041593, 9.6563689 48.7041101)",,,
71588463,False,Marktstraße,residential,30,True,88.848,,,"LINESTRING (9.6550503 48.7044649, 9.6550095 48.7045222, 9.6550096 48.7045416, 9.6550286 48.7045769, 9.6551124 48.7047052, 9.6551422 48.7047457, 9.6554461 48.7051973)",9.5,,
47059930,True,Schützenstraße,residential,20,False,75.902,,,"LINESTRING (9.6558088 48.7027169, 9.6557525 48.7026197, 9.6557397 48.7025873, 9.6556577 48.7023794, 9.6556315 48.7023079, 9.6555454 48.7020576)",7.5,,
302276104,False,Poststraße,residential,30,True,121.269,,,"LINESTRING (9.6558088 48.7027169, 9.6559355 48.7027076, 9.6563806 48.7026554, 9.6574305 48.7025094)",,,
302276105,True,Schützenstraße,residential,20,False,142.298,,,"LINESTRING (9.6558088 48.7027169, 9.6559868 48.7031582, 9.6561297 48.7035143, 9.6562231 48.703747, 9.6562388 48.703786, 9.6563062 48.7039538)",,,
"[1159594253, 814241117, 15259157]",True,"['Pfarrstraße', 'Marktstraße']","['residential', 'living_street']","['20', '10']",False,67.99300000000001,,,"LINESTRING (9.6538877 48.7042304, 9.6545704 48.7040316, 9.6546851 48.7039998, 9.6547366 48.7039854)",3,,
168199806,False,Friedrichstraße,residential,,False,110.89699999999999,,,"LINESTRING (9.6563689 48.7041101, 9.6570556 48.7040134, 9.6570795 48.70401, 9.6573364 48.7039738, 9.6578468 48.7039019)",,,
"[9722986, 168199806]",False,Friedrichstraße,residential,,True,104.62800000000001,,,"LINESTRING (9.6563689 48.7041101, 9.6561331 48.7041593, 9.6560939 48.7041675, 9.656055 48.7041782, 9.655793 48.7042425, 9.6556219 48.7042927, 9.6552055 48.7044147, 9.6550503 48.7044649)",,,
1193574628,False,Schützenstraße,residential,20,True,17.978,,,"LINESTRING (9.6563689 48.7041101, 9.6563381 48.7040334, 9.6563218 48.7039927, 9.6563062 48.7039538)",,,
488700253,False,Burgstraße,residential,30,False,98.10000000000001,2,,"LINESTRING (9.6528551 48.7059535, 9.6528978 48.7059396, 9.6529339 48.7059292, 9.6532473 48.705836, 9.653794 48.7056733, 9.6539653 48.7056223, 9.6540729 48.7055896)",,,
488700253,False,Burgstraße,residential,30,True,75.344,2,,"LINESTRING (9.6528551 48.7059535, 9.6524237 48.7060793, 9.6519159 48.7062273)",,,
10672428,True,Marstallstraße,residential,30,False,70.504,,,"LINESTRING (9.6534769 48.7069016, 9.653096 48.7063195)",5.5,,
10672417,True,Ziegelstraße,residential,30,False,68.195,,,"LINESTRING (9.6534769 48.7069016, 9.6531279 48.7070229, 9.6528932 48.7071046, 9.6526547 48.7071875)",,,
10672417,True,Ziegelstraße,residential,30,False,99.99199999999999,,,"LINESTRING (9.6546984 48.706503, 9.654017 48.7067254, 9.6534769 48.7069016)",,,
25464799,True,Freihofstraße,residential,30,False,91.607,,,"LINESTRING (9.6546984 48.706503, 9.6549602 48.7069165, 9.655018 48.7070099, 9.6551755 48.7072643)",,,
8108104,False,Betzstraße,residential,30,True,65.208,,,"LINESTRING (9.6573581 48.7007377, 9.6571783 48.7001634)",,,
434902777,True,Vordere Karlstraße,residential,50,False,67.149,1,,"LINESTRING (9.6573581 48.7007377, 9.6575384 48.7007238, 9.6582545 48.7006191)",,,
8108104,False,Betzstraße,residential,30,False,65.208,,,"LINESTRING (9.6571783 48.7001634, 9.6573581 48.7007377)",,,
8108104,False,Betzstraße,residential,30,True,58.608,,,"LINESTRING (9.6571783 48.7001634, 9.6570781 48.6998501, 9.6570133 48.6996477)",,,
22818291,False,Gartenstraße,residential,30,False,165.687,,,"LINESTRING (9.6571783 48.7001634, 9.6576142 48.7001068, 9.657767 48.7000869, 9.6580224 48.7000538, 9.6585351 48.6999872, 9.6585439 48.699986, 9.6587834 48.6999549, 9.6590242 48.6999237, 9.6593935 48.6998757)",,,
22818291,False,Gartenstraße,residential,30,True,172.461,,,"LINESTRING (9.6571783 48.7001634, 9.6559579 48.7003329, 9.6557624 48.7003564, 9.6554267 48.7003968, 9.6548729 48.7004633)",,,
23250008,True,Schillerstraße,residential,20,False,16.804,,,"LINESTRING (9.6501323 48.7051526, 9.6500519 48.7050111)",,,
4057264,False,Schillerstraße,residential,20,False,161.59699999999998,,,"LINESTRING (9.6501323 48.7051526, 9.6504068 48.7056267, 9.6504862 48.7057658, 9.6508675 48.7064405, 9.6509085 48.7065126)",7,,
488700258,False,Pfarrstraße,residential,20,False,115.97099999999999,,,"LINESTRING (9.6501323 48.7051526, 9.6497302 48.7052524, 9.6495892 48.7052898, 9.6494011 48.7053397, 9.6487277 48.7055183, 9.6487137 48.705522, 9.6486624 48.7055356)",,,
488700258,False,Pfarrstraße,residential,20,True,71.551,,,"LINESTRING (9.6501323 48.7051526, 9.6503953 48.7050945, 9.6508601 48.7049919, 9.6510567 48.7049479)",,,
53864578,True,Hauptstraße,residential,20,False,48.6,,,"LINESTRING (9.6514801 48.7038864, 9.6520935 48.7037216)",,,
58819367,True,Marstallstraße,residential,30,False,101.221,,,"LINESTRING (9.6514801 48.7038864, 9.6511388 48.7034155, 9.6509299 48.7030525)",,,
4057264,False,Schillerstraße,residential,20,True,161.597,,,"LINESTRING (9.6509085 48.7065126, 9.6508675 48.7064405, 9.6504862 48.7057658, 9.6504068 48.7056267, 9.6501323 48.7051526)",7,,
4057519,False,Burgstraße,residential,30,True,103.177,2,,"LINESTRING (9.6509085 48.7065126, 9.6507785 48.7065398, 9.6503436 48.7066066, 9.6500322 48.7066506, 9.6498668 48.7066733, 9.6498081 48.7066815, 9.6496949 48.7067024, 9.6495942 48.706721, 9.6495425 48.7067305)",,,
488700257,False,Burgstraße,residential,30,False,80.44299999999998,2,,"LINESTRING (9.6509085 48.7065126, 9.6515428 48.7063329, 9.6516647 48.7062984, 9.6517211 48.7062824, 9.6519159 48.7062273)",,,
22818286,True,Mörikestraße,residential,50,False,23.811,1,,"LINESTRING (9.6582545 48.7006191, 9.6583124 48.7008298)",,,
23745962,True,Vordere Karlstraße,residential,30,False,97.121,1,,"LINESTRING (9.6582545 48.7006191, 9.6584208 48.700595, 9.6590555 48.7005204, 9.6595547 48.7004567)",,,
129540806,False,Hauptstraße,residential,20,True,66.535,,,"LINESTRING (9.6497368 48.7044148, 9.649413 48.7044863, 9.6488728 48.7045961)",,,
"[814241118, 764462727]",True,Hauptstraße,"['living_street', 'residential']","['20', '10']",False,89.791,,,"LINESTRING (9.6497368 48.7044148, 9.6498875 48.704366, 9.6500042 48.7043308, 9.6500354 48.7043205, 9.6503368 48.7042292, 9.6508479 48.7040767)",,,
25372604,True,Schillerstraße,residential,30,False,49.941,,,"LINESTRING (9.6513647 48.7073075, 9.6511272 48.7068866)",7.5,,
9958715,True,Ziegelstraße,residential,30,False,127.70100000000001,,,"LINESTRING (9.6513647 48.7073075, 9.6510557 48.707299, 9.6506242 48.7072872, 9.6503615 48.70728, 9.6497172 48.7072623, 9.6497096 48.7072621, 9.6496259 48.7072598)",,,
9958711,True,Rosenplatz,residential,30,False,17.36,,,"LINESTRING (9.6524939 48.7073011, 9.6524633 48.7072646, 9.6524642 48.7072263, 9.6524945 48.7071917, 9.6525411 48.7071727)",12,,roundabout
9958715,True,Ziegelstraße,residential,30,False,82.862,,,"LINESTRING (9.6524939 48.7073011, 9.651965 48.7073041, 9.6513647 48.7073075)",,,
9958711,True,Rosenplatz,residential,30,False,11.815,,,"LINESTRING (9.652643 48.7073115, 9.6525987 48.7073232, 9.65254 48.7073202, 9.6524939 48.7073011)",12,,roundabout
9958711,True,Rosenplatz,residential,30,False,15.857,,,"LINESTRING (9.6526547 48.7071875, 9.6526862 48.7072155, 9.6526953 48.7072547, 9.652674 48.7072918, 9.652643 48.7073115)",12,,roundabout
9958711,True,Rosenplatz,residential,30,False,8.776,,,"LINESTRING (9.6525411 48.7071727, 9.6526098 48.7071717, 9.6526547 48.7071875)",12,,roundabout
4057084,False,Marktstraße,residential,30,False,107.322,,,"LINESTRING (9.6560349 48.7060808, 9.6558949 48.7058708, 9.6557503 48.7056538, 9.6554461 48.7051973)",7,,
4057084,False,Marktstraße,residential,30,True,96.419,,,"LINESTRING (9.6560349 48.7060808, 9.6562997 48.7064849, 9.6564291 48.7066824, 9.6565564 48.7068767)",7,,
10672415,False,Ziegelstraße,living_street,,True,110.29499999999999,,,"LINESTRING (9.6560349 48.7060808, 9.6563438 48.7059998, 9.6565083 48.7059566, 9.6565707 48.7059403, 9.656957 48.705839, 9.6574317 48.7057145)",6,,
10672417,True,Ziegelstraße,residential,30,False,108.73799999999999,,,"LINESTRING (9.6560349 48.7060808, 9.6554662 48.7062575, 9.65516 48.7063527, 9.6550289 48.7063934, 9.6549412 48.7064207, 9.6546984 48.706503)",,,
4057318,False,Mörikestraße,residential,50,True,115.05100000000002,,,"LINESTRING (9.6598461 48.7060348, 9.6597885 48.705815, 9.65969 48.7054761, 9.6597127 48.7051339, 9.6597576 48.705076, 9.6597942 48.7050222)",,,
"[1192910905, 1192910907, 291734981]",False,Mörikestraße,residential,30,"[False, True]",133.956,,,"LINESTRING (9.6598461 48.7060348, 9.659878 48.7061412, 9.6599585 48.7064096, 9.6600327 48.7066569, 9.6601147 48.7069307, 9.660204 48.7072161)",,,
803424298,False,Kantstraße,residential,30,False,36.893,,,"LINESTRING (9.660204 48.7072161, 9.6597107 48.7072802)",7,,
"[1192910905, 1192910907, 291734981]",False,Mörikestraße,residential,30,"[False, True]",133.95600000000002,,,"LINESTRING (9.660204 48.7072161, 9.6601147 48.7069307, 9.6600327 48.7066569, 9.6599585 48.7064096, 9.659878 48.7061412, 9.6598461 48.7060348)",,,
10591177,False,Poststraße,residential,30,True,92.244,,,"LINESTRING (9.6574305 48.7025094, 9.657853 48.7024463, 9.6584542 48.7023565, 9.6585074 48.7023507, 9.6586576 48.7023299)",,,
302276104,False,Poststraße,residential,30,False,121.269,,,"LINESTRING (9.6574305 48.7025094, 9.6563806 48.7026554, 9.6559355 48.7027076, 9.6558088 48.7027169)",,,
9958731,False,Oberhofenstraße,residential,,True,105.801,,,"LINESTRING (9.6578468 48.7039019, 9.6579259 48.704135, 9.6579682 48.7042948, 9.6581116 48.704837)",,,
22818289,True,Oberhofenstraße,residential,30,False,72.13600000000001,,,"LINESTRING (9.6578468 48.7039019, 9.6576752 48.7032791, 9.6576712 48.7032636)",,,
168199806,False,Friedrichstraße,residential,,False,99.154,,,"LINESTRING (9.6578468 48.7039019, 9.6584364 48.7038251, 9.6584796 48.703819, 9.6585794 48.7038065, 9.6588087 48.7037758, 9.6591718 48.7037273)",,,
168199806,False,Friedrichstraße,residential,,True,110.89699999999999,,,"LINESTRING (9.6578468 48.7039019, 9.6573364 48.7039738, 9.6570795 48.70401, 9.6570556 48.7040134, 9.6563689 48.7041101)",,,
4057467,False,Friedrich-Ebert-Straße,residential,30,False,97.155,,,"LINESTRING (9.6581116 48.704837, 9.6585431 48.7047853, 9.6592651 48.7047014, 9.6594158 48.7046869)",,,
4057467,False,Friedrich-Ebert-Straße,residential,30,True,121.42099999999999,,,"LINESTRING (9.6581116 48.704837, 9.6573954 48.7049381, 9.6570538 48.7049716, 9.6567076 48.7050057, 9.6564832 48.7050277)",,,
9958731,False,Oberhofenstraße,residential,,False,105.801,,,"LINESTRING (9.6581116 48.704837, 9.6579682 48.7042948, 9.6579259 48.704135, 9.6578468 48.7039019)",,,
10591175,True,,residential,50,False,20.412000000000003,,,"LINESTRING (9.658745 48.7022116, 9.6587908 48.7022069, 9.6588364 48.7022124, 9.6588768 48.7022274, 9.6589075 48.7022503, 9.658925 48.7022786, 9.6589276 48.7023092)",,,roundabout
10591176,False,Mörikestraße,residential,50,False,96.41799999999999,,,"LINESTRING (9.658745 48.7022116, 9.6587151 48.7021362, 9.65867 48.7020226, 9.6585743 48.7017814, 9.6585372 48.7016467, 9.658509 48.7015441, 9.6584599 48.7013658)",,,
4057470,False,Poststraße,residential,50,False,126.61399999999999,3,,"LINESTRING (9.6589276 48.7023092, 9.6590618 48.7023049, 9.6593071 48.7022971, 9.6594337 48.7022931, 9.6595353 48.7022922, 9.6598457 48.7022905, 9.6600267 48.7022896, 9.6601171 48.7022891, 9.6602359 48.70229, 9.6603176 48.7022902, 9.6605515 48.7022906, 9.6606523 48.7022908)",,,
10591175,True,,residential,50,False,13.814,,,"LINESTRING (9.6589276 48.7023092, 9.6589146 48.702339, 9.6588873 48.7023643, 9.6588487 48.7023822, 9.6588034 48.7023905)",,,roundabout
10591175,True,,residential,50,False,13.572,,,"LINESTRING (9.6588034 48.7023905, 9.6587573 48.7023886, 9.6587146 48.7023769, 9.6586801 48.7023566, 9.6586576 48.7023299)",,,roundabout
513068794,False,Mörikestraße,residential,30,True,78.635,,,"LINESTRING (9.6588034 48.7023905, 9.6588232 48.7024642, 9.6588709 48.7026427, 9.6588916 48.7027198, 9.6589897 48.7030869)",,,
10591178,False,Wilhelmstraße,residential,,False,98.732,,,"LINESTRING (9.6589897 48.7030869, 9.6585128 48.7031508, 9.6582123 48.7031911, 9.6576712 48.7032636)",,,
513068794,False,Mörikestraße,residential,30,False,78.63500000000002,,,"LINESTRING (9.6589897 48.7030869, 9.6588916 48.7027198, 9.6588709 48.7026427, 9.6588232 48.7024642, 9.6588034 48.7023905)",,,
513068794,False,Mörikestraße,residential,30,True,72.452,,,"LINESTRING (9.6589897 48.7030869, 9.6591056 48.7034946, 9.6591313 48.703585, 9.6591718 48.7037273)",,,
10591178,False,Wilhelmstraße,residential,,True,98.732,,,"LINESTRING (9.6576712 48.7032636, 9.6582123 48.7031911, 9.6585128 48.7031508, 9.6589897 48.7030869)",,,
22818289,True,Oberhofenstraße,residential,30,False,85.703,,,"LINESTRING (9.6576712 48.7032636, 9.6575455 48.7028696, 9.6575316 48.7028261, 9.6574305 48.7025094)",,,
10672416,True,Christophstraße,residential,30,False,110.114,,,"LINESTRING (9.6551755 48.7072643, 9.6555759 48.7071519, 9.6565564 48.7068767)",7.4,,
10591182,True,Vordere Karlstraße,residential,30,False,64.94,,,"LINESTRING (9.6604909 48.70058, 9.6603462 48.7005968, 9.6600484 48.7006314, 9.6596194 48.7006812)",,,
72156018,True,,unclassified,30,False,48.988,,,"LINESTRING (9.6604909 48.70058, 9.6605514 48.7008245, 9.6605985 48.7010148)",,,
72156020,True,,unclassified,30,False,55.582,,,"LINESTRING (9.6591083 48.7007496, 9.6592495 48.7012407)",,,
10591182,True,Vordere Karlstraße,residential,30,False,59.104,,,"LINESTRING (9.6591083 48.7007496, 9.6588374 48.7007775, 9.6584679 48.7008155, 9.6583857 48.7008259, 9.6583124 48.7008298)",,,
"[10591176, 243523993]",False,Mörikestraße,residential,50,"[False, True]",60.57599999999999,3,,"LINESTRING (9.6584599 48.7013658, 9.6584497 48.7013285, 9.6584121 48.701192, 9.658377 48.7010644, 9.6583124 48.7008298)",,,
10591176,False,Mörikestraße,residential,50,True,96.418,,,"LINESTRING (9.6584599 48.7013658, 9.658509 48.7015441, 9.6585372 48.7016467, 9.6585743 48.7017814, 9.65867 48.7020226, 9.6587151 48.7021362, 9.658745 48.7022116)",,,
10591183,False,Mittlere Karlstraße,residential,30,False,60.05,,,"LINESTRING (9.6584599 48.7013658, 9.6591437 48.7012817, 9.6592495 48.7012407)",,,
10591183,False,Mittlere Karlstraße,residential,30,False,47.162,,,"LINESTRING (9.6592495 48.7012407, 9.6593637 48.7012274, 9.6595585 48.7012048, 9.6597559 48.7011818, 9.6598817 48.7011647)",,,
10591183,False,Mittlere Karlstraße,residential,30,True,60.05,,,"LINESTRING (9.6592495 48.7012407, 9.6591437 48.7012817, 9.6584599 48.7013658)",,,
10591185,False,,unclassified,,False,7.355,,,"LINESTRING (9.6598817 48.7011647, 9.6598977 48.70123)",,,
10591183,False,Mittlere Karlstraße,residential,30,True,47.162,,,"LINESTRING (9.6598817 48.7011647, 9.6597559 48.7011818, 9.6595585 48.7012048, 9.6593637 48.7012274, 9.6592495 48.7012407)",,,
10591187,True,Mittlere Karlstraße,living_street,,False,59.891000000000005,,,"LINESTRING (9.6598817 48.7011647, 9.6599001 48.701095, 9.6601499 48.7010663, 9.6603442 48.701044, 9.6605985 48.7010148)",,,
23745961,False,Mittlere Karlstraße,living_street,,True,13.903,,,"LINESTRING (9.6605985 48.7010148, 9.6606308 48.701138)",,,
10591186,False,,unclassified,,True,19.475,,,"LINESTRING (9.6606308 48.701138, 9.6606722 48.701311)",,,
23745961,False,Mittlere Karlstraße,living_street,,False,13.903,,,"LINESTRING (9.6606308 48.701138, 9.6605985 48.7010148)",,,
23745960,True,Mittlere Karlstraße,living_street,,False,54.765,,,"LINESTRING (9.6606308 48.701138, 9.6603965 48.7011674, 9.6603167 48.7011774, 9.6601376 48.7011999, 9.6598977 48.70123)",,,
10591185,False,,unclassified,,True,18.909,,,"LINESTRING (9.6599395 48.7013978, 9.6598977 48.70123)",,,
22818284,True,Hintere Karlstraße,residential,30,False,54.63699999999999,,,"LINESTRING (9.6599395 48.7013978, 9.6602121 48.7013694, 9.6606483 48.701314, 9.6606722 48.701311)",,,
10591186,False,,unclassified,,False,19.475,,,"LINESTRING (9.6606722 48.701311, 9.6606308 48.701138)",,,
10591185,False,,unclassified,,False,18.909,,,"LINESTRING (9.6598977 48.70123, 9.6599395 48.7013978)",,,
10591185,False,,unclassified,,True,7.355,,,"LINESTRING (9.6598977 48.70123, 9.6598817 48.7011647)",,,
10661385,True,Schützenstraße,residential,50,False,47.338,2,,"LINESTRING (9.6548729 48.7004633, 9.6550226 48.7008774)",,,
"[22970818, 10661386]",False,"['Schützenstraße', 'Davidstraße']","['residential', 'unclassified']",50,False,164.132,2,,"LINESTRING (9.6548729 48.7004633, 9.654779 48.7002215, 9.6546545 48.6999008, 9.6545916 48.6997389, 9.6547504 48.6997244, 9.6551541 48.6996876, 9.6555288 48.6996534, 9.6556842 48.6996373)",8,,
22818291,False,Gartenstraße,residential,30,False,172.461,,,"LINESTRING (9.6548729 48.7004633, 9.6554267 48.7003968, 9.6557624 48.7003564, 9.6559579 48.7003329, 9.6571783 48.7001634)",,,
27100909,False,Obere Gartenstraße,residential,30,False,14.594,,,"LINESTRING (9.6593935 48.6998757, 9.6593577 48.6997466)",,,
10591193,True,Obere Gartenstraße,living_street,10,False,65.679,,,"LINESTRING (9.6593935 48.6998757, 9.6594633 48.7001273, 9.6595547 48.7004567)",,,
22818291,False,Gartenstraße,residential,30,True,165.687,,,"LINESTRING (9.6593935 48.6998757, 9.6590242 48.6999237, 9.6587834 48.6999549, 9.6585439 48.699986, 9.6585351 48.6999872, 9.6580224 48.7000538, 9.657767 48.7000869, 9.6576142 48.7001068, 9.6571783 48.7001634)",,,
8108104,False,Betzstraße,residential,30,False,58.608,,,"LINESTRING (9.6570133 48.6996477, 9.6570781 48.6998501, 9.6571783 48.7001634)",,,
10591194,False,Davidstraße,residential,30,False,103.111,,,"LINESTRING (9.6570133 48.6996477, 9.656605 48.6996852, 9.6564476 48.6996996, 9.6560198 48.6997388, 9.655752 48.6997634, 9.6556212 48.6997727)",,,
"[10591194, 27100909]",False,"['Davidstraße', 'Obere Gartenstraße']",residential,30,True,200.8,,,"LINESTRING (9.6570133 48.6996477, 9.6570601 48.6996438, 9.6576198 48.6995974, 9.6577544 48.6995863, 9.6581425 48.6995541, 9.6582468 48.6995455, 9.6585966 48.6995165, 9.6588768 48.6994933, 9.6591253 48.6994727, 9.6592906 48.699459, 9.6593577 48.6997466)",,,
8108106,False,Geislinger Straße,residential,50,True,113.014,2,,"LINESTRING (9.6550226 48.7008774, 9.655467 48.7008361, 9.655558 48.7008276, 9.6556719 48.700822, 9.6562462 48.7007937, 9.6564883 48.7007818, 9.6565545 48.7007785)",,,
"[243578769, 22818292, 8108108]",True,"['Geislinger Straße', 'Gerberstraße']",residential,,False,218.51000000000002,"['2', '1']",,"LINESTRING (9.6550226 48.7008774, 9.6548069 48.7009012, 9.6546894 48.7009142, 9.6545751 48.700943, 9.6545341 48.7009533, 9.6542875 48.7010155, 9.6542662 48.7010217, 9.6539618 48.7011109, 9.6538973 48.7011298, 9.6536004 48.7012211, 9.6534712 48.7012468, 9.6533842 48.7012626, 9.6531953 48.701293, 9.6528856 48.7013529, 9.6524319 48.7014361, 9.6522032 48.7014879)",,,
48390296,False,Lorcher Straße,primary,50,True,20.717,2,B 297,"LINESTRING (9.6496259 48.7072598, 9.6495937 48.7070747)",,,
10672412,True,Rosenstraße,residential,30,False,43.686,,,"LINESTRING (9.6519159 48.7062273, 9.652144 48.7065902)",7.5,,
