osmid,highway,junction,oneway,reversed,length,geometry,name,ref,maxspeed,tunnel,lanes,bridge
860568897,residential,,False,True,123.543,"LINESTRING (7.6818262 52.5191631, 7.6815884 52.5192345, 7.6813441 52.5193653, 7.6804576 52.5198888)",Schorfteichstraße,,,,,
23685712,residential,,False,True,108.985,"LINESTRING (7.6785073 52.5202462, 7.678536 52.5201728, 7.6789357 52.5194346, 7.6790325 52.5193216)",Brunnenstraße,,,,,
26384080,residential,,False,True,201.982,"LINESTRING (7.6785073 52.5202462, 7.6775639 52.5200463, 7.6768822 52.5199131, 7.6756651 52.5196918)",Schorfteichstraße,,,,,
576376236,residential,,False,True,53.32,"LINESTRING (7.6785073 52.5202462, 7.6783493 52.5206388, 7.6783398 52.5207139)",Bürgerschützenstraße,,30,,,
860568897,residential,,False,False,133.533,"LINESTRING (7.6785073 52.5202462, 7.6787032 52.5202551, 7.678955 52.5202394, 7.6797575 52.5201204, 7.6800912 52.5200419, 7.6803825 52.5199349)",Schorfteichstraße,,,,,
23685717,residential,,True,False,72.738,"LINESTRING (7.6782905 52.5175534, 7.6782728 52.517594, 7.6779111 52.5181652)",An den Schanzen,,20,,,
"[584186480, 584186479, 23685719]",residential,,False,False,123.537,"LINESTRING (7.6782905 52.5175534, 7.6784611 52.5175864, 7.6785383 52.5176026, 7.678659 52.5176245, 7.6789409 52.5176716, 7.6794848 52.5177358, 7.6799475 52.5177838, 7.6800669 52.5178027)",Buten Porten,,20,building_passage,1,
23685713,residential,,True,False,131.123,"LINESTRING (7.6749247 52.516751, 7.6759951 52.5170036, 7.6767328 52.5171752)",Große Straße,,20,,,
23685715,residential,,False,True,76.549,"LINESTRING (7.6749247 52.516751, 7.6749585 52.5166766, 7.675094 52.5164157, 7.6752889 52.5160996)",Burgstraße,,,,,
23685720,residential,,False,False,78.93199999999999,"LINESTRING (7.6749247 52.516751, 7.6749028 52.5167936, 7.6746373 52.5174389)",Bahnhofstraße,,,,,
39392970,residential,,True,False,81.178,"LINESTRING (7.6779111 52.5181652, 7.6767839 52.5179152)",Sankt Georg Straße,,20,,,
309248344,residential,,False,False,52.734,"LINESTRING (7.6779111 52.5181652, 7.6779644 52.5182283, 7.6781367 52.5182656, 7.6781727 52.5183941, 7.6784218 52.5184503)",Sankt Georg Straße,,,,,
23685723,residential,,False,False,46.277,"LINESTRING (7.6767839 52.5179152, 7.6765519 52.5183067)",Kirchstraße,,,,,
39392970,residential,,True,False,154.611,"LINESTRING (7.6767839 52.5179152, 7.6767336 52.5179018, 7.6760204 52.517747, 7.6746373 52.5174389)",Sankt Georg Straße,,20,,,
23685720,residential,,False,False,75.084,"LINESTRING (7.6746373 52.5174389, 7.6745333 52.5175963, 7.6744596 52.51765, 7.6743434 52.5177161, 7.6742256 52.5177513, 7.674079 52.5177723, 7.6738058 52.5177913)",Bahnhofstraße,,,,,
23685720,residential,,False,True,78.93199999999999,"LINESTRING (7.6746373 52.5174389, 7.6749028 52.5167936, 7.6749247 52.516751)",Bahnhofstraße,,,,,
23685720,residential,,False,True,59.235,"LINESTRING (7.672977 52.5179303, 7.6730549 52.5178917, 7.6731807 52.5178551, 7.6733545 52.5178244, 7.6738058 52.5177913)",Bahnhofstraße,,,,,
23685724,residential,,False,False,155.095,"LINESTRING (7.672977 52.5179303, 7.6728422 52.5180407, 7.6726986 52.5182007, 7.6718655 52.5191486)",Konrad-Adenauer-Straße,,,,,
26384080,residential,,False,False,91.738,"LINESTRING (7.672977 52.5179303, 7.673048 52.5179904, 7.6734188 52.5183752, 7.6735442 52.5184644, 7.6736916 52.5185453, 7.6737608 52.5185971)",Schorfteichstraße,,,,,
"[23685725, 574668479]",residential,,False,False,147.981,"LINESTRING (7.672977 52.5179303, 7.6728933 52.5178657, 7.6728067 52.5178288, 7.6726695 52.5177851, 7.6725095 52.5177523, 7.6718687 52.5176528, 7.671356 52.5175729, 7.6711641 52.5175553, 7.6709265 52.5175498)",Bahnhofstraße,,,,,
23685715,residential,,False,False,76.54899999999999,"LINESTRING (7.6752889 52.5160996, 7.675094 52.5164157, 7.6749585 52.5166766, 7.6749247 52.516751)",Burgstraße,,,,,
23685715,residential,,False,True,66.601,"LINESTRING (7.6752889 52.5160996, 7.6753404 52.5159725, 7.6753635 52.5158331, 7.6753492 52.5156593, 7.6753448 52.5155054)",Burgstraße,,,,,
23685716,residential,,True,False,130.04399999999998,"LINESTRING (7.6752889 52.5160996, 7.6753826 52.5161122, 7.6760853 52.5162847, 7.6770759 52.5165279)",Schwedenstraße,,,,,
33180300,residential,,False,False,46.108,"LINESTRING (7.6785136 52.5168687, 7.6787646 52.5164832)",An den Schanzen,,,,,
23685717,residential,,True,False,77.694,"LINESTRING (7.6785136 52.5168687, 7.678423 52.517215, 7.6783685 52.5173737, 7.678323 52.5174876, 7.6782905 52.5175534)",An den Schanzen,,20,,,
23685718,residential,,False,False,217.196,"LINESTRING (7.6789876 52.5162576, 7.6760266 52.5155036)",An der Bleiche,,,,,
33180300,residential,,False,False,32.876,"LINESTRING (7.6789876 52.5162576, 7.6792174 52.5159971)",An den Schanzen,,,,,
33180300,residential,,False,True,29.274,"LINESTRING (7.6789876 52.5162576, 7.6787646 52.5164832)",An den Schanzen,,,,,
23685931,residential,,False,False,148.404,"LINESTRING (7.6795368 52.5156799, 7.6797014 52.515729, 7.6811526 52.5160702, 7.6812457 52.5160755, 7.6815825 52.5161539)",Koppelstraße,,,,,
23685931,residential,,False,True,89.247,"LINESTRING (7.6795368 52.5156799, 7.6793862 52.5156546, 7.6783011 52.5154005)",Koppelstraße,,,,,
33180300,residential,,False,False,197.34799999999998,"LINESTRING (7.6795368 52.5156799, 7.6796288 52.5156002, 7.6802787 52.5148824, 7.6803925 52.5147684, 7.6804389 52.5147186, 7.6805078 52.5146406, 7.6809194 52.5141872, 7.6809702 52.514135)",An den Schanzen,,,,,
33180300,residential,,False,True,41.455,"LINESTRING (7.6795368 52.5156799, 7.6794483 52.5157481, 7.6792174 52.5159971)",An den Schanzen,,,,,
33180300,residential,,False,True,197.34799999999998,"LINESTRING (7.6809702 52.514135, 7.6809194 52.5141872, 7.6805078 52.5146406, 7.6804389 52.5147186, 7.6803925 52.5147684, 7.6802787 52.5148824, 7.6796288 52.5156002, 7.6795368 52.5156799)",An den Schanzen,,,,,
175542675,residential,,False,True,108.422,"LINESTRING (7.6809702 52.514135, 7.6810143 52.5140818, 7.6810636 52.5139762, 7.6813354 52.5133068, 7.6813803 52.5131939)",Robert-Bosch-Ring,,,,,
"[421273698, 421273695]",primary,,False,False,351.06399999999996,"LINESTRING (7.6809702 52.514135, 7.6801448 52.514001, 7.6789449 52.5137926, 7.6788467 52.5137755, 7.6787139 52.5137526, 7.6781927 52.5136559, 7.677869 52.513585, 7.67773 52.5135652, 7.6774424 52.5135242, 7.6773611 52.5135127, 7.6771394 52.5134906, 7.676769 52.5134538, 7.6766791 52.5134495, 7.6764446 52.5134384, 7.6761556 52.5134327, 7.6759784 52.5134277, 7.6759352 52.513429)",Fröhlkingstraße,B 214,,,3,
23685718,residential,,False,True,217.196,"LINESTRING (7.6760266 52.5155036, 7.6789876 52.5162576)",An der Bleiche,,,,,
33180300,residential,,False,False,29.274,"LINESTRING (7.6787646 52.5164832, 7.6789876 52.5162576)",An den Schanzen,,,,,
33180300,residential,,False,True,46.108,"LINESTRING (7.6787646 52.5164832, 7.6785136 52.5168687)",An den Schanzen,,,,,
23685721,residential,,False,False,48.269999999999996,"LINESTRING (7.6787646 52.5164832, 7.6791801 52.516593, 7.6794265 52.5166442)",An der Kemnade,,,,,
860568897,residential,,False,False,7.218,"LINESTRING (7.6803825 52.5199349, 7.6804576 52.5198888)",Schorfteichstraße,,,,,
26384073,residential,,False,False,30.900000000000002,"LINESTRING (7.6803825 52.5199349, 7.6804184 52.5199752, 7.6805482 52.5201934)",Veilchenstraße,,,,,
860568897,residential,,False,True,133.53300000000002,"LINESTRING (7.6803825 52.5199349, 7.6800912 52.5200419, 7.6797575 52.5201204, 7.678955 52.5202394, 7.6787032 52.5202551, 7.6785073 52.5202462)",Schorfteichstraße,,,,,
23685723,residential,,False,True,104.417,"LINESTRING (7.6756651 52.5196918, 7.6759962 52.5192622, 7.6761975 52.5188141)",Kirchstraße,,,,,
23685726,residential,,False,False,113.80099999999999,"LINESTRING (7.6756651 52.5196918, 7.6756041 52.5197627, 7.6752163 52.5200906, 7.6751233 52.5201545, 7.6750102 52.5202022, 7.6748586 52.520232, 7.6747185 52.5202354, 7.6745615 52.5202273, 7.6744146 52.5202047)",Kirchstraße,,,,,
26384080,residential,,False,False,201.982,"LINESTRING (7.6756651 52.5196918, 7.6768822 52.5199131, 7.6775639 52.5200463, 7.6785073 52.5202462)",Schorfteichstraße,,,,,
26384080,residential,,False,True,193.87599999999998,"LINESTRING (7.6756651 52.5196918, 7.6749032 52.5195577, 7.6744265 52.5193975, 7.674068 52.5191607, 7.6738778 52.5189883, 7.6738517 52.5187801, 7.6737608 52.5185971)",Schorfteichstraße,,,,,
23685727,residential,,False,True,21.819,"LINESTRING (7.6737608 52.5185971, 7.6740327 52.5184916)",Deichstraße,,,,,
26384080,residential,,False,False,193.87599999999998,"LINESTRING (7.6737608 52.5185971, 7.6738517 52.5187801, 7.6738778 52.5189883, 7.674068 52.5191607, 7.6744265 52.5193975, 7.6749032 52.5195577, 7.6756651 52.5196918)",Schorfteichstraße,,,,,
26384080,residential,,False,True,91.738,"LINESTRING (7.6737608 52.5185971, 7.6736916 52.5185453, 7.6735442 52.5184644, 7.6734188 52.5183752, 7.673048 52.5179904, 7.672977 52.5179303)",Schorfteichstraße,,,,,
23685723,residential,,False,True,61.305,"LINESTRING (7.6761975 52.5188141, 7.6765519 52.5183067)",Kirchstraße,,,,,
23685727,residential,,False,True,199.95,"LINESTRING (7.6761975 52.5188141, 7.6790325 52.5193216)",Deichstraße,,,,,
23685723,residential,,False,False,104.417,"LINESTRING (7.6761975 52.5188141, 7.6759962 52.5192622, 7.6756651 52.5196918)",Kirchstraße,,,,,
23685727,residential,,False,False,151.977,"LINESTRING (7.6761975 52.5188141, 7.6745644 52.5185268, 7.6743561 52.5184975, 7.6741575 52.5184714, 7.6740327 52.5184916)",Deichstraße,,,,,
23685724,residential,,False,False,57.274,"LINESTRING (7.6718655 52.5191486, 7.6714798 52.5196071)",Konrad-Adenauer-Straße,,,,,
23685724,residential,,False,True,155.095,"LINESTRING (7.6718655 52.5191486, 7.6726986 52.5182007, 7.6728422 52.5180407, 7.672977 52.5179303)",Konrad-Adenauer-Straße,,,,,
23685726,residential,,False,True,89.51299999999999,"LINESTRING (7.6718655 52.5191486, 7.6719773 52.5191849, 7.6729408 52.5196163)",Kirchstraße,,,,,
23685727,residential,,False,False,199.95,"LINESTRING (7.6790325 52.5193216, 7.6761975 52.5188141)",Deichstraße,,,,,
23685712,residential,,False,False,108.985,"LINESTRING (7.6790325 52.5193216, 7.6789357 52.5194346, 7.678536 52.5201728, 7.6785073 52.5202462)",Brunnenstraße,,,,,
23685712,residential,,False,True,162.807,"LINESTRING (7.6790325 52.5193216, 7.6798237 52.5184021, 7.6800362 52.5181114, 7.6800981 52.5180589, 7.6801526 52.5180308)",Brunnenstraße,,,,,
23685727,residential,,False,False,21.819,"LINESTRING (7.6740327 52.5184916, 7.6737608 52.5185971)",Deichstraße,,,,,
23685728,residential,,False,False,79.369,"LINESTRING (7.6740327 52.5184916, 7.6738058 52.5177913)",Am Höner Tor,,,,,
23685727,residential,,False,True,151.977,"LINESTRING (7.6740327 52.5184916, 7.6741575 52.5184714, 7.6743561 52.5184975, 7.6745644 52.5185268, 7.6761975 52.5188141)",Deichstraße,,,,,
23685728,residential,,False,True,79.369,"LINESTRING (7.6738058 52.5177913, 7.6740327 52.5184916)",Am Höner Tor,,,,,
23685720,residential,,False,False,59.235,"LINESTRING (7.6738058 52.5177913, 7.6733545 52.5178244, 7.6731807 52.5178551, 7.6730549 52.5178917, 7.672977 52.5179303)",Bahnhofstraße,,,,,
23685720,residential,,False,True,75.084,"LINESTRING (7.6738058 52.5177913, 7.674079 52.5177723, 7.6742256 52.5177513, 7.6743434 52.5177161, 7.6744596 52.51765, 7.6745333 52.5175963, 7.6746373 52.5174389)",Bahnhofstraße,,,,,
23685726,residential,,False,False,120.02600000000001,"LINESTRING (7.6744146 52.5202047, 7.6741966 52.5201604, 7.6739502 52.5200788, 7.6729408 52.5196163)",Kirchstraße,,,,,
23685729,residential,,False,False,245.279,"LINESTRING (7.6744146 52.5202047, 7.6743754 52.5202729, 7.6739085 52.5206624, 7.6738245 52.520686, 7.6737134 52.5206809, 7.673619 52.5206491, 7.6725469 52.5201295, 7.6724558 52.5200635, 7.6724762 52.5199985, 7.6729408 52.5196163)",Von-Ketteler-Straße,,,,,
23685726,residential,,False,True,113.801,"LINESTRING (7.6744146 52.5202047, 7.6745615 52.5202273, 7.6747185 52.5202354, 7.6748586 52.520232, 7.6750102 52.5202022, 7.6751233 52.5201545, 7.6752163 52.5200906, 7.6756041 52.5197627, 7.6756651 52.5196918)",Kirchstraße,,,,,
23685726,residential,,False,False,89.51299999999999,"LINESTRING (7.6729408 52.5196163, 7.6719773 52.5191849, 7.6718655 52.5191486)",Kirchstraße,,,,,
23685726,residential,,False,True,120.026,"LINESTRING (7.6729408 52.5196163, 7.6739502 52.5200788, 7.6741966 52.5201604, 7.6744146 52.5202047)",Kirchstraße,,,,,
23685729,residential,,False,True,245.27899999999997,"LINESTRING (7.6729408 52.5196163, 7.6724762 52.5199985, 7.6724558 52.5200635, 7.6725469 52.5201295, 7.673619 52.5206491, 7.6737134 52.5206809, 7.6738245 52.520686, 7.6739085 52.5206624, 7.6743754 52.5202729, 7.6744146 52.5202047)",Von-Ketteler-Straße,,,,,
23685715,residential,,False,False,66.601,"LINESTRING (7.6753448 52.5155054, 7.6753492 52.5156593, 7.6753635 52.5158331, 7.6753404 52.5159725, 7.6752889 52.5160996)",Burgstraße,,,,,
23685715,residential,,False,True,77.765,"LINESTRING (7.6753448 52.5155054, 7.6753284 52.5152551, 7.675312 52.5149952, 7.6753218 52.5148657, 7.6753304 52.5148068)",Burgstraße,,,,,
"[26284960, 475582069]",residential,,False,False,176.676,"LINESTRING (7.6753448 52.5155054, 7.6752943 52.5155032, 7.674941 52.5154538, 7.6749223 52.5154582, 7.6748985 52.5155862, 7.6748858 52.5156593, 7.67458 52.5162473, 7.6743312 52.5166622, 7.6742461 52.5167007)",Schloßplatz,,,,,
"[26284960, 475582069]",residential,,False,True,176.676,"LINESTRING (7.6742461 52.5167007, 7.6743312 52.5166622, 7.67458 52.5162473, 7.6748858 52.5156593, 7.6748985 52.5155862, 7.6749223 52.5154582, 7.674941 52.5154538, 7.6752943 52.5155032, 7.6753448 52.5155054)",Schloßplatz,,,,,
23685734,tertiary,,False,True,88.239,"LINESTRING (7.6821894 52.5199245, 7.6820062 52.5195588, 7.6818443 52.5192365, 7.6818262 52.5191631)",Dalumer Straße,K 117,50,,,
26384090,residential,,False,True,115.026,"LINESTRING (7.6821894 52.5199245, 7.6820908 52.5199427, 7.6806496 52.520182, 7.6805482 52.5201934)",Rosenstraße,,,,,
26384073,residential,,False,True,15.979,"LINESTRING (7.6808306 52.520828, 7.6807339 52.5206969)",Veilchenstraße,,,,,
26384078,residential,,False,False,79.643,"LINESTRING (7.6808306 52.520828, 7.6817608 52.5206858, 7.6819102 52.5207824)",Veilchenstraße,,,,,
26384073,residential,,False,False,15.979,"LINESTRING (7.6807339 52.5206969, 7.6808306 52.520828)",Veilchenstraße,,,,,
26384073,residential,,False,True,57.379,"LINESTRING (7.6807339 52.5206969, 7.6805482 52.5201934)",Veilchenstraße,,,,,
26384077,residential,,False,False,37.288,"LINESTRING (7.6807339 52.5206969, 7.6803703 52.5207524, 7.6802033 52.5207181)",Veilchenstraße,,,,,
26384073,residential,,False,False,57.379,"LINESTRING (7.6805482 52.5201934, 7.6807339 52.5206969)",Veilchenstraße,,,,,
26384073,residential,,False,True,30.900000000000002,"LINESTRING (7.6805482 52.5201934, 7.6804184 52.5199752, 7.6803825 52.5199349)",Veilchenstraße,,,,,
26384090,residential,,False,False,115.026,"LINESTRING (7.6805482 52.5201934, 7.6806496 52.520182, 7.6820908 52.5199427, 7.6821894 52.5199245)",Rosenstraße,,,,,
26384077,residential,,False,True,37.288,"LINESTRING (7.6802033 52.5207181, 7.6803703 52.5207524, 7.6807339 52.5206969)",Veilchenstraße,,,,,
26384078,residential,,False,True,79.643,"LINESTRING (7.6819102 52.5207824, 7.6817608 52.5206858, 7.6808306 52.520828)",Veilchenstraße,,,,,
"[586563835, 23685732]",tertiary,,False,True,78.963,"LINESTRING (7.6810859 52.5174739, 7.680744 52.5175753, 7.6804841 52.5176458, 7.6803424 52.5176827, 7.6801316 52.5177469, 7.6800669 52.5178027)",Osnabrücker Straße,K 117,30,,,
23685931,residential,,False,False,89.247,"LINESTRING (7.6783011 52.5154005, 7.6793862 52.5156546, 7.6795368 52.5156799)",Koppelstraße,,,,,
23685931,residential,,False,True,76.235,"LINESTRING (7.6783011 52.5154005, 7.6781584 52.5153624, 7.6780766 52.5153255, 7.677266 52.515135)",Koppelstraße,,,,,
26390925,residential,,False,False,64.28,"LINESTRING (7.6783011 52.5154005, 7.6783282 52.515354, 7.6787659 52.5149331, 7.6787238 52.5149163)",Koppelwiese,,,,,
26390925,residential,,False,True,64.28,"LINESTRING (7.6787238 52.5149163, 7.6787659 52.5149331, 7.6783282 52.515354, 7.6783011 52.5154005)",Koppelwiese,,,,,
23685931,residential,,False,False,76.235,"LINESTRING (7.677266 52.515135, 7.6780766 52.5153255, 7.6781584 52.5153624, 7.6783011 52.5154005)",Koppelstraße,,,,,
23685931,residential,,False,True,136.052,"LINESTRING (7.677266 52.515135, 7.6767481 52.5150313, 7.6754331 52.5148172, 7.6753304 52.5148068)",Koppelstraße,,,,,
26390924,residential,,False,False,119.917,"LINESTRING (7.677266 52.515135, 7.6773169 52.5150715, 7.6777136 52.5147455, 7.6777433 52.5146516, 7.6774696 52.5145214, 7.6775999 52.5143673, 7.6776716 52.5142536)",Koppelweg,,,,,
26390924,residential,,False,True,119.91699999999999,"LINESTRING (7.6776716 52.5142536, 7.6775999 52.5143673, 7.6774696 52.5145214, 7.6777433 52.5146516, 7.6777136 52.5147455, 7.6773169 52.5150715, 7.677266 52.515135)",Koppelweg,,,,,
23685931,residential,,False,True,148.404,"LINESTRING (7.6815825 52.5161539, 7.6812457 52.5160755, 7.6811526 52.5160702, 7.6797014 52.515729, 7.6795368 52.5156799)",Koppelstraße,,,,,
25856309,secondary,,False,False,118.054,"LINESTRING (7.6717945 52.5139625, 7.6717462 52.513904, 7.6716784 52.5138427, 7.6714982 52.513692, 7.6709609 52.5131836, 7.6708983 52.5131378, 7.6708139 52.5130875)",,L 72,,,,
178933055,primary,,False,False,163.01,"LINESTRING (7.6717945 52.5139625, 7.6715822 52.514032, 7.671404 52.5141118, 7.6712506 52.5141993, 7.671115 52.5142884, 7.6709557 52.514418, 7.6705215 52.514886, 7.6703599 52.5150494, 7.6703255 52.5150895)",Parkstraße,B 214,,,,
"[586564098, 421273371, 584738303]",primary,,False,True,182.925,"LINESTRING (7.6717945 52.5139625, 7.671993 52.5139035, 7.6723426 52.5138323, 7.6726449 52.5137798, 7.6730456 52.5137184, 7.6737271 52.5136181, 7.6738731 52.5135966, 7.6741269 52.51356, 7.6743949 52.5135257)",Parkstraße,B 214,,,3,
199027816,residential,,False,True,43.839,"LINESTRING (7.6705466 52.5209091, 7.6708029 52.520547)",Konrad-Adenauer-Straße,,,,,
172914785,unclassified,,False,False,18.966,"LINESTRING (7.6705466 52.5209091, 7.670426 52.5208823, 7.6702775 52.5208628)",Lengericher Weg,,,,,
29330567,residential,,False,True,59.19,"LINESTRING (7.6703255 52.5150895, 7.6695615 52.5148303)",Mühlenbrink,,,,,
"[272679847, 475582060, 272679846, 178933055]",primary,,False,False,310.0469999999999,"LINESTRING (7.6703255 52.5150895, 7.6702497 52.5151616, 7.6702057 52.5152058, 7.6700602 52.515347, 7.670002 52.5154025, 7.6692422 52.5161964, 7.6689919 52.5164767, 7.6689373 52.5165378, 7.6684938 52.5170842, 7.6684387 52.5171524, 7.6682992 52.517325, 7.6682456 52.5174031, 7.6682046 52.5174736, 7.6681545 52.5175411)",Parkstraße,B 214,,,,yes
178933055,primary,,False,True,163.01,"LINESTRING (7.6703255 52.5150895, 7.6703599 52.5150494, 7.6705215 52.514886, 7.6709557 52.514418, 7.671115 52.5142884, 7.6712506 52.5141993, 7.671404 52.5141118, 7.6715822 52.514032, 7.6717945 52.5139625)",Parkstraße,B 214,,,,
29330567,residential,,False,False,59.19,"LINESTRING (7.6695615 52.5148303, 7.6703255 52.5150895)",Mühlenbrink,,,,,
29330567,residential,,False,True,8.558,"LINESTRING (7.6695615 52.5148303, 7.6694595 52.5147848)",Mühlenbrink,,,,,
"[29330577, 272679886, 272679887]",residential,,False,False,78.57,"LINESTRING (7.6695615 52.5148303, 7.6695207 52.5148702, 7.6694654 52.5149288, 7.6689876 52.5154445)",Wagnerstraße,,,,,yes
29330567,residential,,False,False,109.93199999999999,"LINESTRING (7.6682531 52.5141234, 7.6687497 52.5143885, 7.668896 52.5144659, 7.6692434 52.5146498, 7.6693649 52.5147257, 7.6694595 52.5147848)",Mühlenbrink,,,,,
30323896,residential,,False,True,198.324,"LINESTRING (7.6682531 52.5141234, 7.6687168 52.513666, 7.6690584 52.5132498, 7.6690287 52.5132087, 7.6689635 52.5131186, 7.6679707 52.5129151)",Dorfmüllerstraße,,,,,
"[29330577, 272679886, 272679887]",residential,,False,True,78.57,"LINESTRING (7.6689876 52.5154445, 7.6694654 52.5149288, 7.6695207 52.5148702, 7.6695615 52.5148303)",Wagnerstraße,,,,,yes
29330567,residential,,False,False,8.558,"LINESTRING (7.6694595 52.5147848, 7.6695615 52.5148303)",Mühlenbrink,,,,,
29330567,residential,,False,True,109.93199999999999,"LINESTRING (7.6694595 52.5147848, 7.6693649 52.5147257, 7.6692434 52.5146498, 7.668896 52.5144659, 7.6687497 52.5143885, 7.6682531 52.5141234)",Mühlenbrink,,,,,
260790489,residential,,False,False,205.78600000000003,"LINESTRING (7.6694595 52.5147848, 7.6701125 52.5141294, 7.6702461 52.5139594, 7.6705001 52.5134989, 7.6706444 52.5132362, 7.6707023 52.5131534, 7.6707538 52.5131239)",An der Hofmühle,,,,,
30323896,residential,,False,False,198.32399999999998,"LINESTRING (7.6679707 52.5129151, 7.6689635 52.5131186, 7.6690287 52.5132087, 7.6690584 52.5132498, 7.6687168 52.513666, 7.6682531 52.5141234)",Dorfmüllerstraße,,,,,
39394163,residential,,True,False,5.738,"LINESTRING (7.6707538 52.5131239, 7.6708139 52.5130875)",An der Hofmühle,,,,,
260790489,residential,,False,True,205.786,"LINESTRING (7.6707538 52.5131239, 7.6707023 52.5131534, 7.6706444 52.5132362, 7.6705001 52.5134989, 7.6702461 52.5139594, 7.6701125 52.5141294, 7.6694595 52.5147848)",An der Hofmühle,,,,,
25856309,secondary,,False,True,118.054,"LINESTRING (7.6708139 52.5130875, 7.6708983 52.5131378, 7.6709609 52.5131836, 7.6714982 52.513692, 7.6716784 52.5138427, 7.6717462 52.513904, 7.6717945 52.5139625)",,L 72,,,,
23685725,residential,,False,False,179.36100000000002,"LINESTRING (7.6709265 52.5175498, 7.6692462 52.5176054, 7.6691709 52.5176089, 7.6688317 52.5176251, 7.6686361 52.517653, 7.6684565 52.5176653, 7.6683554 52.517666, 7.668287 52.5176734)",Bahnhofstraße,,,,,
"[23685725, 574668479]",residential,,False,True,147.981,"LINESTRING (7.6709265 52.5175498, 7.6711641 52.5175553, 7.671356 52.5175729, 7.6718687 52.5176528, 7.6725095 52.5177523, 7.6726695 52.5177851, 7.6728067 52.5178288, 7.6728933 52.5178657, 7.672977 52.5179303)",Bahnhofstraße,,,,,
30853956,residential,,False,False,344.49999999999994,"LINESTRING (7.6709265 52.5175498, 7.6709189 52.5176047, 7.6708919 52.5176595, 7.6701671 52.518494, 7.6697431 52.5189239, 7.6695221 52.519148, 7.6696963 52.5192106, 7.6698617 52.5192492, 7.6709806 52.5194775, 7.6714798 52.5196071)",Gartenstraße,,,,,
23685724,residential,,False,False,78.387,"LINESTRING (7.6714798 52.5196071, 7.671006 52.5202504)",Konrad-Adenauer-Straße,,,,,
