osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,tunnel
206293853,3,Seilgraben,secondary,30,False,False,127.671,"LINESTRING (6.0864831 50.7783494, 6.0866459 50.7783376, 6.0867075 50.7783332, 6.0872866 50.7782913, 6.0875176 50.7782485, 6.0876957 50.778193, 6.0878679 50.7781158, 6.0880324 50.7780286, 6.0881353 50.7779667)",,
"[413104170, 8027254]",3,Seilgraben,secondary,30,False,True,116.333,"LINESTRING (6.0864831 50.7783494, 6.0863525 50.7783678, 6.086306 50.7783743, 6.0861021 50.7784029, 6.0857779 50.7784485, 6.0855813 50.778472, 6.0854319 50.7784904, 6.0848634 50.7785626)",,
5046739,,Eilfschornsteinstraße,residential,30,False,True,209.11799999999997,"LINESTRING (6.0793662 50.7782156, 6.0793983 50.7781217, 6.079436 50.778088, 6.0796296 50.777912, 6.0797504 50.7778003, 6.0797955 50.777753, 6.0798311 50.777705, 6.079903 50.7775795, 6.080067 50.7772952, 6.0801211 50.7772241, 6.0801626 50.7771764, 6.0802305 50.7771169, 6.0803038 50.7770679, 6.0803902 50.7770101, 6.0808044 50.7767441, 6.0808452 50.7766874, 6.0808338 50.7766279)",,
"[1163724429, 27489046]",1,Templergraben,tertiary,30,True,False,92.45400000000001,"LINESTRING (6.0793662 50.7782156, 6.0795432 50.7782517, 6.0796946 50.7783186, 6.0801883 50.7785353, 6.0802933 50.7785881, 6.080369 50.7786359, 6.0804357 50.7786848)",4,
73076803,,Couvenstraße,residential,30,False,True,76.078,"LINESTRING (6.0900597 50.7785288, 6.0903459 50.7781669, 6.0904078 50.77804, 6.0904992 50.7779051)",,
4553663,,Alexanderstraße,residential,30,True,False,96.74,"LINESTRING (6.0887032 50.7783834, 6.088887 50.7784015, 6.0890041 50.7784132, 6.0890734 50.7784202, 6.0891567 50.7784289, 6.0900597 50.7785288)",,
"[436581184, 206293851, 13871627]","['2', '3']",Alexanderstraße,tertiary,30,False,False,65.893,"LINESTRING (6.0887032 50.7783834, 6.0887212 50.7782974, 6.0887104 50.7782726, 6.0886683 50.7782373, 6.0885475 50.7781559, 6.0883646 50.7780486, 6.0881353 50.7779667)",,
79078038,3,Sandkaulstraße,tertiary,30,False,True,17.605,"LINESTRING (6.0887032 50.7783834, 6.08869 50.7784301, 6.0886701 50.7784923, 6.088657 50.778539)",,
"[30148050, 4969254]",,Blondelstraße,residential,30,False,"[False, True]",126.61000000000001,"LINESTRING (6.0897632 50.7764649, 6.0899033 50.7763685, 6.0899785 50.7763193, 6.0904076 50.7761124, 6.0906741 50.7759926, 6.0909043 50.7759358, 6.0908432 50.7758633, 6.0907294 50.7757284)",7,
206293852,4,Peterstraße,unclassified,30,False,True,63.048,"LINESTRING (6.0897632 50.7764649, 6.0896425 50.7763853, 6.0896062 50.7763612, 6.0895636 50.7763343, 6.0891322 50.7760621)",,
"[414512202, 414512668]","['2', '1']",Kurhausstraße,secondary,30,True,False,67.99,"LINESTRING (6.0897632 50.7764649, 6.0897178 50.7765778, 6.0895668 50.7767589, 6.089479 50.7768448, 6.0894325 50.7768774, 6.08928 50.7769844)",,
4964449,,Kleinmarschierstraße,residential,30,False,False,88.113,"LINESTRING (6.0846387 50.7720377, 6.0846179 50.77214, 6.0846114 50.7721788, 6.0845874 50.7723056, 6.0845623 50.772582, 6.0845333 50.7727444, 6.0845065 50.7728249)",,
206293099,5,Alexianergraben,secondary,30,False,True,86.435,"LINESTRING (6.0846387 50.7720377, 6.0844013 50.7720433, 6.0842738 50.7720535, 6.0842176 50.7720583, 6.0839717 50.7720883, 6.0838927 50.7720981, 6.0834272 50.7721592)",,
"[411094912, 414498697]",2,Kapuzinergraben,secondary,30,True,False,126.52999999999999,"LINESTRING (6.0846387 50.7720377, 6.0848917 50.7720231, 6.0851443 50.7720765, 6.0854092 50.7721455, 6.0855701 50.7722133, 6.0857112 50.7722951, 6.0858218 50.7723868, 6.0859825 50.7725255, 6.0860276 50.772566, 6.0860266 50.7726135)",,
4444706,,Neupforte,residential,30,False,False,101.47200000000001,"LINESTRING (6.0836754 50.7779145, 6.0838819 50.778025, 6.0840219 50.7780939, 6.0842877 50.7782317, 6.0843278 50.7782688, 6.084366 50.778316, 6.0843935 50.778369, 6.0844186 50.7784386, 6.0844573 50.7785448, 6.0844734 50.778622)",,
4444709,,Mostardstraße,residential,30,False,False,99.459,"LINESTRING (6.0836754 50.7779145, 6.0838951 50.7776867, 6.0840692 50.7775454, 6.0842943 50.7773673, 6.0843962 50.7772624, 6.0844329 50.7772266, 6.0844801 50.7771807)",,
"[4964401, 4964399]",,"['Pontstraße', 'Neupforte']",residential,30,True,False,202.76500000000001,"LINESTRING (6.0836754 50.7779145, 6.0836162 50.7779005, 6.083411 50.777853, 6.082753 50.7777046, 6.0826186 50.777686, 6.0826188 50.7777265, 6.0826052 50.7777616, 6.0825279 50.7779121, 6.0825057 50.7779399, 6.0824768 50.7779626, 6.0823257 50.7780595, 6.0821834 50.778154, 6.0819878 50.7782844, 6.0817686 50.7784315, 6.0815837 50.7785591)",,
110417545,,Büchel,living_street,,False,True,18.317,"LINESTRING (6.0849152 50.7762786, 6.0851037 50.7763923)",,
80629291,2,Hirschgraben,secondary,30,False,True,11.905,"LINESTRING (6.0844734 50.778622, 6.0843101 50.7786503)",,
4444706,,Neupforte,residential,30,False,True,101.47200000000001,"LINESTRING (6.0844734 50.778622, 6.0844573 50.7785448, 6.0844186 50.7784386, 6.0843935 50.778369, 6.084366 50.778316, 6.0843278 50.7782688, 6.0842877 50.7782317, 6.0840219 50.7780939, 6.0838819 50.778025, 6.0836754 50.7779145)",,
8027254,3,Seilgraben,secondary,30,False,False,28.208,"LINESTRING (6.0844734 50.778622, 6.0845971 50.7786027, 6.084694 50.7785866, 6.0848634 50.7785626)",,
4444705,,Bergdriesch,residential,30,False,False,154.216,"LINESTRING (6.0834969 50.7798468, 6.0837766 50.7796844, 6.0838863 50.7796207, 6.0840108 50.7795014, 6.0841468 50.7793431, 6.0841953 50.7792867, 6.0843123 50.7791337, 6.0843935 50.7789241, 6.0843917 50.7788895, 6.084367 50.7787931, 6.0843518 50.778748, 6.0843101 50.7786503)",,
"[18161610, 4969226]",,"['Pontdriesch', 'Bergdriesch']",residential,30,False,True,170.12900000000002,"LINESTRING (6.0834969 50.7798468, 6.0833581 50.7798245, 6.0823002 50.7797882, 6.0822141 50.7797922, 6.0820903 50.7798079, 6.0820555 50.7798162, 6.0818379 50.7798607, 6.0816375 50.7799016, 6.0815298 50.7799265, 6.0814448 50.7799544, 6.0814061 50.7799607, 6.0813663 50.7799614, 6.0813001 50.7799508, 6.0812438 50.7799303, 6.0811585 50.7798921)",,
35872863,,Bergdriesch,residential,30,False,False,94.337,"LINESTRING (6.0834969 50.7798468, 6.0838191 50.7798627, 6.0840757 50.7798417, 6.0845852 50.7797999, 6.0848302 50.7797855)",,
123240453,2,Templergraben,unclassified,30,False,True,57.355000000000004,"LINESTRING (6.0775955 50.7771154, 6.0773904 50.7769826, 6.0771958 50.7768503, 6.0770294 50.7767441)",,
"[206121410, 5078963, 422024564]","['4', '2', '3']",Löhergraben,secondary,30,False,False,81.358,"LINESTRING (6.0772244 50.7727858, 6.07738 50.7727436, 6.0774596 50.7727316, 6.0775148 50.7727233, 6.0777487 50.7726896, 6.0779359 50.7726633, 6.0781579 50.7726338, 6.0783449 50.7726105)",,
10162010,,Jakobstraße,residential,30,False,False,87.142,"LINESTRING (6.0772244 50.7727858, 6.0772631 50.7728718, 6.0772818 50.7729017, 6.07748 50.7731524, 6.0776812 50.7733349, 6.0778568 50.7734492)",5,
80629291,2,Hirschgraben,secondary,30,False,False,11.905,"LINESTRING (6.0843101 50.7786503, 6.0844734 50.778622)",,
4444705,,Bergdriesch,residential,30,False,True,154.21599999999998,"LINESTRING (6.0843101 50.7786503, 6.0843518 50.778748, 6.084367 50.7787931, 6.0843917 50.7788895, 6.0843935 50.7789241, 6.0843123 50.7791337, 6.0841953 50.7792867, 6.0841468 50.7793431, 6.0840108 50.7795014, 6.0838863 50.7796207, 6.0837766 50.7796844, 6.0834969 50.7798468)",,
"[85754430, 699087325, 699087326]","['2', '3']",Hirschgraben,secondary,30,False,True,158.131,"LINESTRING (6.0843101 50.7786503, 6.0841718 50.7786814, 6.0841033 50.7786986, 6.0837138 50.7787963, 6.0834587 50.7788711, 6.0833674 50.7789003, 6.0832596 50.7789327, 6.0831152 50.7789761, 6.0825857 50.7791333, 6.0822821 50.7792141, 6.082252 50.7792217)",,
32702147,,Malteserstraße,residential,30,True,False,75.8,"LINESTRING (6.0779686 50.7804425, 6.0779859 50.7797609)",4,
4964449,,Kleinmarschierstraße,residential,30,False,True,11.584,"LINESTRING (6.0844577 50.7729244, 6.0845065 50.7728249)",,
13727576,,Prinzenhofstraße,living_street,,True,False,10.346,"LINESTRING (6.0844577 50.7729244, 6.0843168 50.7728976)",2.7,
"[8069840, 4964449]",,"['Jesuitenstraße', 'Kleinmarschierstraße']",residential,30,False,False,143.07000000000002,"LINESTRING (6.0844577 50.7729244, 6.0843975 50.7730232, 6.0841935 50.7732986, 6.0838838 50.7737085, 6.0836138 50.7736084, 6.083516 50.773561, 6.0834131 50.7735008, 6.0833542 50.7734565)",,
35872863,,Bergdriesch,residential,30,False,True,94.33700000000002,"LINESTRING (6.0848302 50.7797855, 6.0845852 50.7797999, 6.0840757 50.7798417, 6.0838191 50.7798627, 6.0834969 50.7798468)",,
"[18161610, 4969226]",,"['Pontdriesch', 'Bergdriesch']",residential,30,False,False,170.129,"LINESTRING (6.0811585 50.7798921, 6.0812438 50.7799303, 6.0813001 50.7799508, 6.0813663 50.7799614, 6.0814061 50.7799607, 6.0814448 50.7799544, 6.0815298 50.7799265, 6.0816375 50.7799016, 6.0818379 50.7798607, 6.0820555 50.7798162, 6.0820903 50.7798079, 6.0822141 50.7797922, 6.0823002 50.7797882, 6.0833581 50.7798245, 6.0834969 50.7798468)",,
34147629,,Pontdriesch,tertiary,30,True,False,59.158,"LINESTRING (6.0811585 50.7798921, 6.0810741 50.7799669, 6.0809675 50.7800521, 6.0808515 50.7801098, 6.0805263 50.78023)",5,
"[414320736, 1202822339]",2,Pontdriesch,tertiary,30,False,True,69.77,"LINESTRING (6.0811585 50.7798921, 6.0813768 50.779694, 6.0815306 50.7795643, 6.0816272 50.7794831, 6.0817146 50.7794131, 6.0817472 50.7793872)",,
4969227,,Rochusstraße,residential,30,True,False,95.325,"LINESTRING (6.0861536 50.7797861, 6.0858 50.7797215, 6.0855528 50.7796973, 6.0852708 50.7797162, 6.0848302 50.7797855)",,
8027258,,Martinstraße,residential,30,True,False,129.687,"LINESTRING (6.0861536 50.7797861, 6.0862108 50.7795764, 6.0862757 50.779344, 6.0863227 50.7791734, 6.0864654 50.7786366)",,
4969228,,Rochusstraße,residential,30,True,False,145.415,"LINESTRING (6.088142 50.7801455, 6.0863413 50.7798254, 6.0861536 50.7797861)",,
4969229,,Rochusstraße,residential,30,False,False,169.06199999999998,"LINESTRING (6.088142 50.7801455, 6.0886487 50.7802244, 6.0895467 50.7803912, 6.0896033 50.7804017, 6.0902424 50.7805197, 6.090367 50.7805758, 6.090414 50.7806078)",,
"[37138338, 259921927]","['2', '3']",Sandkaulstraße,tertiary,30,False,False,182.39,"LINESTRING (6.088142 50.7801455, 6.0881575 50.7800891, 6.0881711 50.7800548, 6.0881834 50.7800239, 6.0882053 50.7799722, 6.0882546 50.7798509, 6.0884403 50.779355, 6.0884984 50.779148, 6.0886323 50.77864, 6.088657 50.778539)",,
4969229,,Rochusstraße,residential,30,False,True,169.062,"LINESTRING (6.090414 50.7806078, 6.090367 50.7805758, 6.0902424 50.7805197, 6.0896033 50.7804017, 6.0895467 50.7803912, 6.0886487 50.7802244, 6.088142 50.7801455)",,
2896894,3,Komphausbadstraße,secondary,30,False,False,43.388,"LINESTRING (6.0881353 50.7779667, 6.0883224 50.7778075, 6.0884999 50.7776519)",,
206293853,3,Seilgraben,secondary,30,False,True,127.67099999999999,"LINESTRING (6.0881353 50.7779667, 6.0880324 50.7780286, 6.0878679 50.7781158, 6.0876957 50.778193, 6.0875176 50.7782485, 6.0872866 50.7782913, 6.0867075 50.7783332, 6.0866459 50.7783376, 6.0864831 50.7783494)",,
"[436581184, 206293851, 13871627]","['2', '3']",Alexanderstraße,tertiary,30,False,True,65.893,"LINESTRING (6.0881353 50.7779667, 6.0883646 50.7780486, 6.0885475 50.7781559, 6.0886683 50.7782373, 6.0887104 50.7782726, 6.0887212 50.7782974, 6.0887032 50.7783834)",,
"[27653252, 420803118]",2,Theaterplatz,secondary,30,False,False,121.86200000000002,"LINESTRING (6.0861435 50.7727178, 6.0862967 50.7726576, 6.0863715 50.7726289, 6.0866249 50.7725344, 6.086865 50.7724426, 6.0871654 50.7723272, 6.0874362 50.7722241, 6.0875499 50.7722017, 6.0876536 50.7722008)",,
30711136,3,Kapuzinergraben,unclassified,30,False,True,39.486999999999995,"LINESTRING (6.0861435 50.7727178, 6.0862272 50.7727975, 6.0863755 50.7729413, 6.0864501 50.7730153)",,
414498695,3,Kapuzinergraben,secondary,30,False,True,14.215,"LINESTRING (6.0861435 50.7727178, 6.0860744 50.7726562, 6.0860266 50.7726135)",,
142396435,1,Theaterplatz,unclassified,10,True,False,30.776000000000003,"LINESTRING (6.0876536 50.7722008, 6.0878094 50.7722701, 6.0878592 50.7723276, 6.0878736 50.7724179)",,
420803105,2,Theaterplatz,secondary,30,False,False,53.43,"LINESTRING (6.0876536 50.7722008, 6.0877589 50.772206, 6.0878623 50.7722045, 6.0879826 50.772189, 6.0881059 50.7721636, 6.0882071 50.7721354, 6.0883689 50.7720752)",,
"[27653252, 420803118]",2,Theaterplatz,secondary,30,False,True,121.862,"LINESTRING (6.0876536 50.7722008, 6.0875499 50.7722017, 6.0874362 50.7722241, 6.0871654 50.7723272, 6.086865 50.7724426, 6.0866249 50.7725344, 6.0863715 50.7726289, 6.0862967 50.7726576, 6.0861435 50.7727178)",,
420803105,2,Theaterplatz,secondary,30,False,True,53.43,"LINESTRING (6.0883689 50.7720752, 6.0882071 50.7721354, 6.0881059 50.7721636, 6.0879826 50.772189, 6.0878623 50.7722045, 6.0877589 50.772206, 6.0876536 50.7722008)",,
420803114,1,Theaterplatz,unclassified,10,True,False,53.034,"LINESTRING (6.0883689 50.7720752, 6.0882906 50.772187, 6.0882155 50.7722221, 6.088041 50.7722915, 6.0879773 50.7723314, 6.0878736 50.7724179)",,
13866717,3,Kapuzinergraben,unclassified,30,False,False,70.502,"LINESTRING (6.0864501 50.7730153, 6.086563 50.7731474, 6.0865962 50.7731851, 6.0869543 50.7735632)",,
30711136,3,Kapuzinergraben,unclassified,30,False,False,39.486999999999995,"LINESTRING (6.0864501 50.7730153, 6.0863755 50.7729413, 6.0862272 50.7727975, 6.0861435 50.7727178)",,
420803114,1,Theaterplatz,unclassified,10,True,False,120.602,"LINESTRING (6.0878736 50.7724179, 6.0878153 50.7724642, 6.0877386 50.7725081, 6.0876609 50.7725439, 6.086906 50.7728363, 6.0866421 50.7729395, 6.0866051 50.7729547, 6.0864501 50.7730153)",,
"[27653249, 5012114]",,Couvenstraße,residential,30,True,False,132.566,"LINESTRING (6.0904992 50.7779051, 6.0901696 50.777735, 6.0899969 50.777649, 6.0898723 50.7775825, 6.0896665 50.7775058, 6.0895356 50.7774811, 6.0894407 50.7774641, 6.0892937 50.7774384, 6.0889704 50.7773653, 6.0888757 50.7773337)",,
73076803,,Couvenstraße,residential,30,False,False,76.078,"LINESTRING (6.0904992 50.7779051, 6.0904078 50.77804, 6.0903459 50.7781669, 6.0900597 50.7785288)",,
"[414512201, 84269057, 84269058, 8070035]",3,Kurhausstraße,secondary,30,False,False,48.150999999999996,"LINESTRING (6.0888757 50.7773337, 6.0889652 50.7772554, 6.0889862 50.7772391, 6.089016 50.7772153, 6.0890762 50.7771664, 6.0891277 50.7771167, 6.08928 50.7769844)",,building_passage
"[2896894, 414512198, 699087327]","['2', '3']",Komphausbadstraße,secondary,30,False,True,44.169,"LINESTRING (6.0888757 50.7773337, 6.0888468 50.777358, 6.088809 50.7773939, 6.0885705 50.7775939, 6.0884999 50.7776519)",,
"[30148050, 30148051, 10670277]",,Blondelstraße,residential,30,False,False,72.436,"LINESTRING (6.0885336 50.7755958, 6.0886499 50.7755276, 6.0888283 50.7754355, 6.0889142 50.7754117, 6.0889668 50.7754047, 6.0890217 50.7754083, 6.0894473 50.7754751)",,building_passage
