osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,width,junction
"[25585907, 380444679]",,Städtgraben,residential,,False,True,299.93399999999997,"LINESTRING (9.2813194 48.9673046, 9.2813106 48.9672589, 9.281262 48.9671993, 9.2811468 48.9671687, 9.2810109 48.9670817, 9.2809188 48.9669818, 9.280917 48.9669086, 9.2810705 48.9667956, 9.2811355 48.9667491, 9.2813605 48.9665884, 9.2816813 48.9663144, 9.2818741 48.9661205, 9.2818737 48.9660034, 9.2819069 48.9658856, 9.2819255 48.9657325, 9.2817943 48.9653281, 9.2817345 48.9651437, 9.2816988 48.9650415, 9.2816419 48.9649705)",,,,
24936054,,Klosterstraße,unclassified,30,False,True,140.211,"LINESTRING (9.2800714 48.9663733, 9.2802554 48.9664765, 9.2805624 48.9666873, 9.2807618 48.9669019, 9.2808572 48.9670409, 9.2809901 48.9671446, 9.2811619 48.9672489, 9.2813194 48.9673046)",,,,
25585909,,Lammgasse,residential,,False,False,47.870000000000005,"LINESTRING (9.2800714 48.9663733, 9.2800601 48.9663203, 9.2800239 48.9660967, 9.2799853 48.9659467)",,,,
199090026,,Klosterstraße,unclassified,30,False,False,50.5,"LINESTRING (9.2800714 48.9663733, 9.2798216 48.9663501, 9.2794393 48.9663187, 9.2793855 48.9663143)",,,,
199090026,,Klosterstraße,unclassified,30,False,True,16.929,"LINESTRING (9.2791536 48.9663155, 9.2793855 48.9663143)",,,,
"[145228224, 1071121329, 413154588]",K 1702,Kleinbottwarer Straße,tertiary,40,False,False,68.134,"LINESTRING (9.2791536 48.9663155, 9.278862 48.9660542, 9.2787922 48.9660019, 9.27874 48.9659618, 9.2785921 48.9658265)",,"['2', '3']",,
145228224,K 1702,Kleinbottwarer Straße,tertiary,40,False,True,33.229,"LINESTRING (9.2791536 48.9663155, 9.2793049 48.9664623, 9.2794087 48.966563)",,,,
24900742,,Wahlwiesenstraße,residential,50,False,False,69.576,"LINESTRING (9.272502 48.9659559, 9.272757 48.965353)",,,,
24900742,,Wahlwiesenstraße,residential,50,False,True,70.735,"LINESTRING (9.272502 48.9659559, 9.2722619 48.9665722)",,,,
25074352,,August-Scholl-Straße,unclassified,30,False,False,86.913,"LINESTRING (9.2729694 48.9648394, 9.273766 48.9649716, 9.2741236 48.9650311)",,,,
"[24900744, 166004603]",,Brühlstraße,residential,30,False,False,59.179,"LINESTRING (9.2729694 48.9648394, 9.272835 48.9651641, 9.2728176 48.9652015, 9.272757 48.965353)",yes,,,
166004603,,Brühlstraße,residential,30,False,True,146.393,"LINESTRING (9.2729694 48.9648394, 9.2730538 48.9646346, 9.2731124 48.9645348, 9.2732111 48.9644525, 9.2733541 48.9643929, 9.2738519 48.9642852, 9.2742973 48.9641872, 9.2744856 48.9641505)",,,,
"[145231225, 413679871]",L 1126,Ludwigsburger Straße,secondary,40,False,"[False, True]",96.29899999999999,"LINESTRING (9.2772086 48.9661464, 9.2773613 48.9660753, 9.2776195 48.9659633, 9.2776324 48.9659576, 9.2781032 48.9657545, 9.2782781 48.9657217, 9.2783354 48.9657067)",,"['2', '3']",,
166004602,,August-Scholl-Straße,unclassified,,False,True,80.524,"LINESTRING (9.2772086 48.9661464, 9.2771417 48.9660796, 9.2768006 48.9656105, 9.2766777 48.9655158)",,,,
"[147090161, 166005093, 147090159]",L 1126,Ludwigsburger Straße,secondary,40,False,False,41.112,"LINESTRING (9.2772086 48.9661464, 9.2770784 48.9662236, 9.2769189 48.9663425, 9.2768327 48.9664202)",yes,2,,
25074353,,Stettiner Straße,unclassified,,False,False,101.422,"LINESTRING (9.2741236 48.9650311, 9.2744856 48.9641505)",,,,
25074352,,August-Scholl-Straße,unclassified,30,False,False,64.122,"LINESTRING (9.2741236 48.9650311, 9.2745542 48.9651104, 9.2749686 48.9651885)",,,,
25074352,,August-Scholl-Straße,unclassified,30,False,True,86.913,"LINESTRING (9.2741236 48.9650311, 9.273766 48.9649716, 9.2729694 48.9648394)",,,,
25074353,,Stettiner Straße,unclassified,,False,True,101.422,"LINESTRING (9.2744856 48.9641505, 9.2741236 48.9650311)",,,,
166004603,,Brühlstraße,residential,30,False,False,146.39299999999997,"LINESTRING (9.2744856 48.9641505, 9.2742973 48.9641872, 9.2738519 48.9642852, 9.2733541 48.9643929, 9.2732111 48.9644525, 9.2731124 48.9645348, 9.2730538 48.9646346, 9.2729694 48.9648394)",,,,
166004603,,Brühlstraße,residential,30,False,True,70.39699999999999,"LINESTRING (9.2744856 48.9641505, 9.2747265 48.9641125, 9.2752338 48.9640518, 9.2754335 48.9640375)",,,,
25074352,,August-Scholl-Straße,unclassified,30,False,False,67.575,"LINESTRING (9.2749686 48.9651885, 9.2754401 48.9652771, 9.2758585 48.9653558)",,,,
25074352,,August-Scholl-Straße,unclassified,30,False,True,64.122,"LINESTRING (9.2749686 48.9651885, 9.2745542 48.9651104, 9.2741236 48.9650311)",,,,
25074354,,Reichenberger Straße,unclassified,30,False,False,132.43200000000002,"LINESTRING (9.2749686 48.9651885, 9.275207 48.9645552, 9.2754335 48.9640375)",,,,
25074354,,Reichenberger Straße,unclassified,30,False,True,132.43200000000002,"LINESTRING (9.2754335 48.9640375, 9.275207 48.9645552, 9.2749686 48.9651885)",,,,
166004603,,Brühlstraße,residential,30,False,False,70.397,"LINESTRING (9.2754335 48.9640375, 9.2752338 48.9640518, 9.2747265 48.9641125, 9.2744856 48.9641505)",,,,
166004603,,Brühlstraße,residential,30,False,True,69.485,"LINESTRING (9.2754335 48.9640375, 9.2759571 48.9640183, 9.2763828 48.9640432)",,,,
25074352,,August-Scholl-Straße,unclassified,30,False,False,62.416000000000004,"LINESTRING (9.2758585 48.9653558, 9.2762438 48.9654232, 9.2766777 48.9655158)",,,,
25074352,,August-Scholl-Straße,unclassified,30,False,True,67.575,"LINESTRING (9.2758585 48.9653558, 9.2754401 48.9652771, 9.2749686 48.9651885)",,,,
25074355,,Breslauer Straße,unclassified,30,False,False,150.904,"LINESTRING (9.2758585 48.9653558, 9.2760861 48.9648063, 9.2762778 48.964337, 9.2763828 48.9640432)",,,,
25074352,,August-Scholl-Straße,unclassified,30,False,True,62.416000000000004,"LINESTRING (9.2766777 48.9655158, 9.2762438 48.9654232, 9.2758585 48.9653558)",,,,
25074356,,Sudetenstraße,residential,30,False,False,153.23700000000002,"LINESTRING (9.2766777 48.9655158, 9.2767215 48.9654302, 9.27695 48.9649829, 9.2770563 48.9647942, 9.2773886 48.9642194)",,,,
166004602,,August-Scholl-Straße,unclassified,,False,False,80.524,"LINESTRING (9.2766777 48.9655158, 9.2768006 48.9656105, 9.2771417 48.9660796, 9.2772086 48.9661464)",,,,
25416423,,Bahnweg,residential,,False,False,78.124,"LINESTRING (9.2771341 48.9675157, 9.2772123 48.9676239, 9.2774465 48.9676497, 9.2776756 48.9677016, 9.2780436 48.9678172)",,,,
"[434100730, 145231203]",,Bahnweg,residential,,False,False,59.55799999999999,"LINESTRING (9.2771341 48.9675157, 9.2765579 48.9674512, 9.2764825 48.9674416, 9.2764564 48.9674392, 9.2763311 48.9674214)",,,5.5,
"[1080707869, 1080707870]",,Silcherstraße,residential,30,False,True,80.02199999999999,"LINESTRING (9.2750864 48.9688482, 9.2752498 48.9689236, 9.2758331 48.96917, 9.2760017 48.9692441)",,,,
25416412,,Albertstraße,residential,,False,False,55.566,"LINESTRING (9.2760017 48.9692441, 9.2757572 48.9694877, 9.2755637 48.9696524)",,,,
1080707868,,Silcherstraße,residential,30,False,True,54.513,"LINESTRING (9.2760017 48.9692441, 9.2761592 48.9693116, 9.2763356 48.9693798, 9.2766365 48.9695022)",,,,
"[1080707869, 1080707870]",,Silcherstraße,residential,30,False,False,80.02199999999999,"LINESTRING (9.2760017 48.9692441, 9.2758331 48.96917, 9.2752498 48.9689236, 9.2750864 48.9688482)",,,,
24900759,,Schillerstraße,residential,30,False,False,85.524,"LINESTRING (9.2755637 48.9696524, 9.2747685 48.9692461, 9.2746391 48.96918)",,,,
25416412,,Albertstraße,residential,,False,True,55.566,"LINESTRING (9.2755637 48.9696524, 9.2757572 48.9694877, 9.2760017 48.9692441)",,,,
25416416,,Kiesweg,residential,,False,False,55.617,"LINESTRING (9.2766365 48.9695022, 9.2770796 48.9690953)",,,,
1080707868,,Silcherstraße,residential,30,False,False,54.513000000000005,"LINESTRING (9.2766365 48.9695022, 9.2763356 48.9693798, 9.2761592 48.9693116, 9.2760017 48.9692441)",,,,
25416416,,Kiesweg,residential,,False,True,55.617,"LINESTRING (9.2770796 48.9690953, 9.2766365 48.9695022)",,,,
25416423,,Bahnweg,residential,,False,True,78.124,"LINESTRING (9.2780436 48.9678172, 9.2776756 48.9677016, 9.2774465 48.9676497, 9.2772123 48.9676239, 9.2771341 48.9675157)",,,,
"[25416425, 25416431]",,"['Fritz-Berckhemer-Weg', 'Karl-Sigrist-Straße']",residential,30,False,True,90.793,"LINESTRING (9.2758079 48.9687826, 9.2764103 48.9690433, 9.2767002 48.9687581)",,,,
25416426,,Karl-Dietrich-Adam-Weg,residential,,False,False,100.38800000000002,"LINESTRING (9.2758079 48.9687826, 9.2762401 48.9683308, 9.2763489 48.9682274, 9.2763662 48.9681943, 9.2763509 48.9681602, 9.2763087 48.9681301, 9.2763585 48.96808, 9.2764112 48.9680706, 9.2764609 48.968087)",,,,
1000342937,,Karl-Sigrist-Straße,residential,30,False,False,70.007,"LINESTRING (9.2758079 48.9687826, 9.2751779 48.9685288, 9.2749905 48.9684533)",,,,
"[25416425, 25416431]",,"['Fritz-Berckhemer-Weg', 'Karl-Sigrist-Straße']",residential,30,False,False,90.793,"LINESTRING (9.2767002 48.9687581, 9.2764103 48.9690433, 9.2758079 48.9687826)",,,,
25585906,,Schafgasse,residential,30,False,False,57.741,"LINESTRING (9.2812117 48.964485, 9.2816106 48.9649334)",,,,
"[23737601, 1086053738]",L 1126,"['Marktstraße', 'Rielingshäuser Straße']",secondary,40,False,False,88.15299999999999,"LINESTRING (9.2812117 48.964485, 9.2811108 48.9645194, 9.2809831 48.9645586, 9.2806415 48.9646512, 9.280355 48.9647332, 9.2801154 48.964816)",,,,
"[1086053738, 305433740, 264019839]",L 1126,Rielingshäuser Straße,secondary,40,False,True,363.17600000000004,"LINESTRING (9.2812117 48.964485, 9.2815063 48.9643939, 9.2821149 48.9641844, 9.2822344 48.9641443, 9.2828771 48.9639298, 9.2832145 48.9637895, 9.283563 48.9636337, 9.2837624 48.9635416, 9.2841886 48.9633319, 9.2845141 48.9631748, 9.2847422 48.9630668, 9.2850235 48.9629361, 9.2852261 48.9628513, 9.2854262 48.9627652)",,2,,
25585906,,Schafgasse,residential,30,False,True,4.716,"LINESTRING (9.2816419 48.9649705, 9.2816106 48.9649334)",,,,
"[25585907, 380444679]",,Städtgraben,residential,,False,False,299.93399999999997,"LINESTRING (9.2816419 48.9649705, 9.2816988 48.9650415, 9.2817345 48.9651437, 9.2817943 48.9653281, 9.2819255 48.9657325, 9.2819069 48.9658856, 9.2818737 48.9660034, 9.2818741 48.9661205, 9.2816813 48.9663144, 9.2813605 48.9665884, 9.2811355 48.9667491, 9.2810705 48.9667956, 9.280917 48.9669086, 9.2809188 48.9669818, 9.2810109 48.9670817, 9.2811468 48.9671687, 9.281262 48.9671993, 9.2813106 48.9672589, 9.2813194 48.9673046)",,,,
199090026,,Klosterstraße,unclassified,30,False,False,16.929,"LINESTRING (9.2793855 48.9663143, 9.2791536 48.9663155)",,,,
25585908,,Pfarrstraße,residential,30,False,False,80.019,"LINESTRING (9.2793855 48.9663143, 9.2794046 48.9662159, 9.2794674 48.9660425, 9.2794955 48.9659841, 9.2795404 48.9659075, 9.2797178 48.9658118, 9.2799049 48.965729)",,,,
199090026,,Klosterstraße,unclassified,30,False,True,50.5,"LINESTRING (9.2793855 48.9663143, 9.2794393 48.9663187, 9.2798216 48.9663501, 9.2800714 48.9663733)",,,,
25585909,,Lammgasse,residential,,False,False,24.909,"LINESTRING (9.2799853 48.9659467, 9.2799049 48.965729)",,,,
25585909,,Lammgasse,residential,,False,True,47.87,"LINESTRING (9.2799853 48.9659467, 9.2800239 48.9660967, 9.2800601 48.9663203, 9.2800714 48.9663733)",,,,
25585911,,Lehrgasse,residential,,False,False,120.939,"LINESTRING (9.2799853 48.9659467, 9.2801826 48.965901, 9.2804569 48.9658052, 9.281079 48.9655497, 9.2808646 48.9653257)",,,,
25585909,,Lammgasse,residential,,False,True,24.909,"LINESTRING (9.2799049 48.965729, 9.2799853 48.9659467)",,,,
25585908,,Pfarrstraße,residential,30,False,True,80.019,"LINESTRING (9.2799049 48.965729, 9.2797178 48.9658118, 9.2795404 48.9659075, 9.2794955 48.9659841, 9.2794674 48.9660425, 9.2794046 48.9662159, 9.2793855 48.9663143)",,,,
380444678,,Pfarrstraße,residential,30,True,False,83.456,"LINESTRING (9.2799049 48.965729, 9.2802093 48.9656338, 9.2807081 48.9654014, 9.2808646 48.9653257)",,,,
23737601,L 1126,Marktstraße,secondary,40,False,True,38.481,"LINESTRING (9.2793835 48.9651565, 9.2797909 48.9649369)",,,,
199090028,L 1126,Marktstraße,secondary,40,False,False,24.311,"LINESTRING (9.2793835 48.9651565, 9.279117 48.9652876)",,,,
380444677,,Lammgasse,residential,,True,False,74.757,"LINESTRING (9.2793835 48.9651565, 9.2796105 48.965337, 9.2796975 48.9654284, 9.2797509 48.9654888, 9.2799049 48.965729)",,,,
25585911,,Lehrgasse,residential,,False,True,120.939,"LINESTRING (9.2808646 48.9653257, 9.281079 48.9655497, 9.2804569 48.9658052, 9.2801826 48.965901, 9.2799853 48.9659467)",,,,
380444678,,Pfarrstraße,residential,30,True,False,69.137,"LINESTRING (9.2808646 48.9653257, 9.2810799 48.9652267, 9.2816419 48.9649705)",,,,
145228224,K 1702,Kleinbottwarer Straße,tertiary,40,False,False,21.758,"LINESTRING (9.2821427 48.9691276, 9.2819646 48.9689707)",,,,
24936055,,Holzweg,unclassified,,False,False,33.191,"LINESTRING (9.2831288 48.9679261, 9.2826787 48.9678838)",,,,
25913141,,Ziegeläckerstraße,residential,,False,False,239.33400000000003,"LINESTRING (9.2831288 48.9679261, 9.2831814 48.9680873, 9.2832556 48.9681968, 9.2833818 48.9682506, 9.2835571 48.9682604, 9.2837007 48.9682823, 9.2838041 48.9683195, 9.2839077 48.9684058, 9.2842093 48.9686449, 9.2844085 48.9687422, 9.2847228 48.9688703, 9.284974 48.9689401, 9.285173 48.9689953, 9.2855255 48.9690933, 9.2856401 48.9691229)",,,,
"[25913141, 25913142]",,"['Binsenwiesenstraße', 'Ziegeläckerstraße']",residential,,False,"[False, True]",323.009,"LINESTRING (9.2856401 48.9691229, 9.2859225 48.9692535, 9.2861393 48.9694002, 9.2865951 48.9697419, 9.2871615 48.9697082, 9.2873288 48.9697011, 9.2873754 48.9696017, 9.2873658 48.9695536, 9.2873194 48.9695112, 9.2870516 48.9693361, 9.2867737 48.9691204, 9.2866545 48.969026, 9.2862198 48.9690422, 9.2858623 48.9690664, 9.2856401 48.9691229)",,,,
"[25913141, 25913142]",,"['Binsenwiesenstraße', 'Ziegeläckerstraße']",residential,,False,"[False, True]",323.009,"LINESTRING (9.2856401 48.9691229, 9.2858623 48.9690664, 9.2862198 48.9690422, 9.2866545 48.969026, 9.2867737 48.9691204, 9.2870516 48.9693361, 9.2873194 48.9695112, 9.2873658 48.9695536, 9.2873754 48.9696017, 9.2873288 48.9697011, 9.2871615 48.9697082, 9.2865951 48.9697419, 9.2861393 48.9694002, 9.2859225 48.9692535, 9.2856401 48.9691229)",,,,
25913141,,Ziegeläckerstraße,residential,,False,True,239.33399999999997,"LINESTRING (9.2856401 48.9691229, 9.2855255 48.9690933, 9.285173 48.9689953, 9.284974 48.9689401, 9.2847228 48.9688703, 9.2844085 48.9687422, 9.2842093 48.9686449, 9.2839077 48.9684058, 9.2838041 48.9683195, 9.2837007 48.9682823, 9.2835571 48.9682604, 9.2833818 48.9682506, 9.2832556 48.9681968, 9.2831814 48.9680873, 9.2831288 48.9679261)",,,,
24936054,,Klosterstraße,unclassified,30,False,False,68.25,"LINESTRING (9.2821348 48.9676009, 9.2820454 48.9675616, 9.2817573 48.9674358, 9.2816068 48.9673902, 9.2813194 48.9673046)",,,,
24936054,,Klosterstraße,unclassified,30,False,True,50.668,"LINESTRING (9.2821348 48.9676009, 9.2823582 48.9677162, 9.2825313 48.9678016, 9.2826787 48.9678838)",,,,
25913144,,Hofackerstraße,residential,,False,False,126.653,"LINESTRING (9.2821348 48.9676009, 9.2824558 48.9675947, 9.2830329 48.9676125, 9.2833158 48.9676336, 9.2835826 48.9676354, 9.2838581 48.9675885)",,,,
25913144,,Hofackerstraße,residential,,False,False,34.036,"LINESTRING (9.2838581 48.9675885, 9.2843231 48.967611)",,,,
25913144,,Hofackerstraße,residential,,False,True,126.65299999999999,"LINESTRING (9.2838581 48.9675885, 9.2835826 48.9676354, 9.2833158 48.9676336, 9.2830329 48.9676125, 9.2824558 48.9675947, 9.2821348 48.9676009)",,,,
25913146,,Blankensteinstraße,residential,,False,False,43.172,"LINESTRING (9.2838581 48.9675885, 9.2838189 48.9675239, 9.2837126 48.967323, 9.2836695 48.9672208)",,,,
25913144,,Hofackerstraße,residential,,False,False,37.316,"LINESTRING (9.2843231 48.967611, 9.284803 48.9677266)",,,,
25913144,,Hofackerstraße,residential,,False,True,34.036,"LINESTRING (9.2843231 48.967611, 9.2838581 48.9675885)",,,,
25913152,,Ziegelstraße,residential,,False,False,130.402,"LINESTRING (9.2843231 48.967611, 9.2843248 48.9674752, 9.2843035 48.9672645, 9.284316 48.9670278, 9.2843402 48.9668335, 9.2843917 48.9666483, 9.2844783 48.9664506)",,,,
25913144,,Hofackerstraße,residential,,False,False,39.712,"LINESTRING (9.284803 48.9677266, 9.2853226 48.9678324)",,,,
25913144,,Hofackerstraße,residential,,False,True,37.316,"LINESTRING (9.284803 48.9677266, 9.2843231 48.967611)",,,,
25913153,,Hardtstraße,residential,,False,False,163.77700000000002,"LINESTRING (9.284803 48.9677266, 9.2847921 48.967532, 9.2847666 48.9672994, 9.2847854 48.9670738, 9.2848544 48.9667999, 9.284951 48.9664986, 9.2850096 48.9662683)",,,,
25913146,,Blankensteinstraße,residential,,False,False,115.12900000000002,"LINESTRING (9.2836695 48.9672208, 9.2836423 48.9670815, 9.2836659 48.9669296, 9.2837628 48.9667832, 9.2838758 48.9666891, 9.2841206 48.9665761, 9.2843277 48.9665071, 9.2844783 48.9664506)",,,,
25913146,,Blankensteinstraße,residential,,False,True,43.172,"LINESTRING (9.2836695 48.9672208, 9.2837126 48.967323, 9.2838189 48.9675239, 9.2838581 48.9675885)",,,,
25913147,,Steinstraße,residential,,False,False,186.80699999999996,"LINESTRING (9.2836695 48.9672208, 9.2834353 48.96724, 9.2831866 48.96724, 9.2829189 48.9671928, 9.2827525 48.9671129, 9.2826607 48.9670269, 9.2825956 48.9669027, 9.2826142 48.9667891, 9.2826658 48.9666788, 9.2827498 48.9665178, 9.2828913 48.9663129, 9.2829954 48.9661428)",,,,
25913146,,Blankensteinstraße,residential,,False,False,43.763,"LINESTRING (9.2844783 48.9664506, 9.2850096 48.9662683)",,,,
25913146,,Blankensteinstraße,residential,,False,True,115.129,"LINESTRING (9.2844783 48.9664506, 9.2843277 48.9665071, 9.2841206 48.9665761, 9.2838758 48.9666891, 9.2837628 48.9667832, 9.2836659 48.9669296, 9.2836423 48.9670815, 9.2836695 48.9672208)",,,,
25913152,,Ziegelstraße,residential,,False,False,42.653999999999996,"LINESTRING (9.2844783 48.9664506, 9.2845222 48.9663502, 9.2845285 48.9662184, 9.2845015 48.9660722)",,,,
25913152,,Ziegelstraße,residential,,False,True,130.40200000000002,"LINESTRING (9.2844783 48.9664506, 9.2843917 48.9666483, 9.2843402 48.9668335, 9.284316 48.9670278, 9.2843035 48.9672645, 9.2843248 48.9674752, 9.2843231 48.967611)",,,,
25913146,,Blankensteinstraße,residential,,False,True,43.763,"LINESTRING (9.2850096 48.9662683, 9.2844783 48.9664506)",,,,
25913146,,Blankensteinstraße,residential,,False,False,45.39,"LINESTRING (9.2850096 48.9662683, 9.2852899 48.9661947, 9.2855994 48.9661416)",,,,
25913153,,Hardtstraße,residential,,False,True,163.77700000000002,"LINESTRING (9.2850096 48.9662683, 9.284951 48.9664986, 9.2848544 48.9667999, 9.2847854 48.9670738, 9.2847666 48.9672994, 9.2847921 48.967532, 9.284803 48.9677266)",,,,
1080707831,,Ziegelweinbergweg,residential,,False,True,37.939,"LINESTRING (9.2829954 48.9661428, 9.282566 48.9659506)",,,,
25913147,,Steinstraße,residential,,False,False,31.02,"LINESTRING (9.2829954 48.9661428, 9.2830825 48.9660301, 9.2831923 48.9658956)",,,,
25913147,,Steinstraße,residential,,False,True,186.80700000000002,"LINESTRING (9.2829954 48.9661428, 9.2828913 48.9663129, 9.2827498 48.9665178, 9.2826658 48.9666788, 9.2826142 48.9667891, 9.2825956 48.9669027, 9.2826607 48.9670269, 9.2827525 48.9671129, 9.2829189 48.9671928, 9.2831866 48.96724, 9.2834353 48.96724, 9.2836695 48.9672208)",,,,
25913150,,Ziegelweinbergweg,residential,,False,False,51.74,"LINESTRING (9.2829954 48.9661428, 9.2832111 48.9662124, 9.2833074 48.9662165, 9.2836698 48.9661616)",,,,
1080707831,,Ziegelweinbergweg,residential,,False,False,37.939,"LINESTRING (9.282566 48.9659506, 9.2829954 48.9661428)",,,,
25913144,,Hofackerstraße,residential,,False,True,39.712,"LINESTRING (9.2853226 48.9678324, 9.284803 48.9677266)",,,,
