osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,access
"[184486148, 23401991]","['2', '3']",Diekstraße,residential,50,False,True,64.613,"LINESTRING (7.0370919 51.3421234, 7.0371936 51.3422089, 7.0372306 51.3422536, 7.037406 51.3424858, 7.0375125 51.3426395)",,,
186444935,3,Friedrich-Ebert-Straße,secondary,50,False,True,23.184,"LINESTRING (7.0370919 51.3421234, 7.0372401 51.3420592, 7.0372883 51.3420405, 7.0373704 51.3420086)",L 74,,
"[294763067, 321094836, 321094837, 321094835]","['2', '3']",Friedrich-Ebert-Straße,secondary,50,False,False,103.575,"LINESTRING (7.0408439 51.3407537, 7.0408345 51.3407585, 7.0407974 51.3407789, 7.0403494 51.3410059, 7.0400898 51.3411196, 7.0400041 51.34115, 7.0398658 51.3411989, 7.0396182 51.3412781)",L 74,,
"[29435688, 294883209, 321094837]",3,Friedrich-Ebert-Straße,secondary,50,False,True,99.827,"LINESTRING (7.0408439 51.3407537, 7.0410144 51.3406501, 7.0411488 51.3405537, 7.0412663 51.3404468, 7.0414047 51.3402902, 7.0414671 51.3402195, 7.0415386 51.3401438, 7.0415604 51.3401181, 7.0416466 51.3400164)",L 74,,
628165012,2,Kaiserstraße,residential,30,False,False,164.463,"LINESTRING (7.0408439 51.3407537, 7.0407427 51.3407037, 7.0388554 51.3399516)",,,
23618236,2,Cranachstraße,residential,30,False,False,9.088,"LINESTRING (7.0396182 51.3412781, 7.0395197 51.3412243)",,,
32655111,3,Friedrich-Ebert-Straße,secondary,50,False,False,41.831999999999994,"LINESTRING (7.0396182 51.3412781, 7.0395862 51.3412879, 7.0393505 51.3413558, 7.039309 51.3413678, 7.0390705 51.3414345)",L 74,,
"[294763067, 321094835, 321094836, 321094837]","['2', '3']",Friedrich-Ebert-Straße,secondary,50,False,True,103.575,"LINESTRING (7.0396182 51.3412781, 7.0398658 51.3411989, 7.0400041 51.34115, 7.0400898 51.3411196, 7.0403494 51.3410059, 7.0407974 51.3407789, 7.0408345 51.3407585, 7.0408439 51.3407537)",L 74,,
"[23402019, 302513036, 321450223, 236975510, 236975511]","['2', '3']",Thomasstraße,tertiary,50,True,False,175.51899999999998,"LINESTRING (7.041635 51.3418085, 7.041583 51.3417654, 7.0415683 51.3417508, 7.0415385 51.3417149, 7.0414957 51.3416422, 7.0414837 51.3415945, 7.041489 51.3415518, 7.0414988 51.3415042, 7.0415193 51.3414606, 7.0415699 51.3413868, 7.0416178 51.3413417, 7.0417014 51.3412833, 7.042047 51.341042, 7.0421874 51.3409482, 7.0423211 51.3408204, 7.0423902 51.3407612, 7.0425777 51.3406037, 7.0426107 51.3405799, 7.0427011 51.3405148)",,,
618612662,2,Friedrichstraße,residential,50,False,False,46.315,"LINESTRING (7.041635 51.3418085, 7.0414514 51.3418663, 7.041329 51.3418978, 7.0410307 51.3419842)",,,
23402006,2,Friedrichstraße,residential,50,False,True,51.5,"LINESTRING (7.0377178 51.3428974, 7.0383964 51.3427108)",,,
23401991,2,Diekstraße,residential,50,False,False,32.027,"LINESTRING (7.0377178 51.3428974, 7.0376713 51.3428389, 7.0375125 51.3426395)",,,
23402026,2,Noldestraße,residential,50,False,False,79.993,"LINESTRING (7.04979 51.3367587, 7.0497549 51.3367421, 7.0489578 51.3363644, 7.0488725 51.336324)",,,
"[185950249, 185950242]",2,Friedrichstraße,residential,"['50', '20']",False,True,33.029,"LINESTRING (7.04979 51.3367587, 7.0498525 51.3367458, 7.0499139 51.3367143, 7.0500675 51.3365317)",,,
"[313579480, 23402025]",2,Offerstraße,residential,50,False,False,200.96099999999998,"LINESTRING (7.0488725 51.336324, 7.0488208 51.3363574, 7.0480875 51.3368317, 7.0476991 51.3370772, 7.0475661 51.3371682, 7.0472438 51.3373804, 7.0470405 51.3375158, 7.047004 51.3375401, 7.0468709 51.3376287)",,,
23402026,2,Noldestraße,residential,50,False,True,79.993,"LINESTRING (7.0488725 51.336324, 7.0489578 51.3363644, 7.0497549 51.3367421, 7.04979 51.3367587)",,,
"[29435688, 294883209, 321094837]",3,Friedrich-Ebert-Straße,secondary,50,False,False,99.827,"LINESTRING (7.0416466 51.3400164, 7.0415604 51.3401181, 7.0415386 51.3401438, 7.0414671 51.3402195, 7.0414047 51.3402902, 7.0412663 51.3404468, 7.0411488 51.3405537, 7.0410144 51.3406501, 7.0408439 51.3407537)",L 74,,
"[29435693, 181348240, 181348245, 626689692, 626689693]","['2', '3']",Poststraße,tertiary,50,False,False,158.798,"LINESTRING (7.0416466 51.3400164, 7.0414856 51.3399078, 7.0414533 51.3398894, 7.0411576 51.3397209, 7.0411015 51.339689, 7.0410632 51.3396672, 7.0409132 51.3395818, 7.0408097 51.3395229, 7.0406143 51.3394116, 7.040285 51.339224, 7.0401168 51.3391282, 7.0400746 51.3391043, 7.0399713 51.3390454)",,,
"[119857668, 94171671]",4,Friedrich-Ebert-Straße,secondary,50,False,True,45.813,"LINESTRING (7.0416466 51.3400164, 7.0417309 51.3399315, 7.0417575 51.3399047, 7.0417798 51.3398822, 7.0419943 51.3396663)",L 74,,
"[23414736, 182243594, 185950261, 185950262]",1,Poststraße,tertiary,50,True,False,91.87199999999999,"LINESTRING (7.0416466 51.3400164, 7.0417548 51.3400682, 7.0418355 51.3401075, 7.042207 51.3402873, 7.0424514 51.3404056, 7.0425701 51.3404568, 7.0425985 51.3404694, 7.0427011 51.3405148)",,,
"[181588587, 294673421, 29491918]","['2', '3']",Friedrich-Ebert-Straße,secondary,50,False,False,93.04700000000001,"LINESTRING (7.0456644 51.3369685, 7.045506 51.3370559, 7.045474 51.3370761, 7.0453328 51.3371662, 7.045068 51.3373352, 7.044935 51.337425, 7.0448457 51.337508, 7.0447758 51.3375883)",L 74,,
