osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width,bridge,access
"[986455554, 42975381, 42975382]",,Am Unteren Bach,"['residential', 'living_street']",,False,True,144.606,"LINESTRING (13.5355168 51.0547466, 13.535642 51.0547514, 13.5357181 51.0547191, 13.5358532 51.0546407, 13.5359543 51.0545785, 13.5360526 51.0545488, 13.5361109 51.0545398, 13.5361504 51.0545395, 13.536275 51.0545652, 13.5363568 51.0545644, 13.536413 51.0545504, 13.5364651 51.0545233, 13.5365901 51.0544336, 13.5367428 51.0543403, 13.5368925 51.0542737, 13.5370418 51.0542167, 13.5371323 51.054181, 13.5372313 51.0541522)",,"['3.1', '3.5']",,
"[29713818, 319218147, 119287718]",2,Sachsdorfer Weg,secondary,50,False,True,38.586,"LINESTRING (13.5355168 51.0547466, 13.5355569 51.0549238, 13.5355713 51.055033, 13.5355731 51.0550549, 13.5355754 51.0550914)",S 36,,yes,
4812779,2,Sachsdorfer Weg,secondary,50,False,False,29.164,"LINESTRING (13.5354613 51.0558548, 13.5354847 51.0557954, 13.5355053 51.0557334, 13.5355097 51.0557055, 13.5355121 51.0555958)",S 36,,,
30802046,3,Umgehungsstraße,secondary,50,False,False,33.075,"LINESTRING (13.5354613 51.0558548, 13.5357324 51.0557662, 13.5358849 51.0557224)",,,,
45865741,,Nossener Straße,secondary,30,False,True,48.309,"LINESTRING (13.5361147 51.0514119, 13.5359851 51.0514087, 13.5358501 51.051393, 13.5354313 51.0513509)",S 192,,,
"[815807045, 4594534, 984971327]",,Gezinge,secondary,30,True,False,124.49099999999999,"LINESTRING (13.5361147 51.0514119, 13.5361802 51.0513703, 13.5363673 51.0512094, 13.5364537 51.0510951, 13.5365014 51.0510157, 13.5365051 51.0510095, 13.5365342 51.0509607, 13.5366301 51.0508065, 13.5366725 51.0507509, 13.5366968 51.0507163, 13.5369048 51.0504171)",S 192,5,,
4694133,2,Freiberger Straße,secondary,50,False,False,157.221,"LINESTRING (13.5387433 51.0496339, 13.5387363 51.049512, 13.5387347 51.0494843, 13.5386811 51.0493285, 13.5385701 51.0490502, 13.5385522 51.0490052, 13.5385111 51.0488834, 13.5384422 51.0486794, 13.5382974 51.0482505)",S 192,,,
"[23896996, 179591732, 805332239]",,Friedhofstraße,residential,30,False,False,176.04000000000002,"LINESTRING (13.5387433 51.0496339, 13.5389209 51.0496226, 13.5390877 51.0495556, 13.5392786 51.0494695, 13.5396066 51.0492778, 13.5400796 51.0488434, 13.5401665 51.0487523, 13.5403805 51.0485015)",,5.7,yes,
112669264,,Freiberger Straße,secondary,50,False,True,29.439,"LINESTRING (13.5387433 51.0496339, 13.5387199 51.0497493, 13.538642 51.0498894)",S 192,,,
27550638,2,Freiberger Straße,secondary,50,False,True,16.996,"LINESTRING (13.5382385 51.0481022, 13.5382974 51.0482505)",S 192,,yes,
"[1106336280, 27565335]",,Scheunenstraße,residential,,False,True,158.427,"LINESTRING (13.5382385 51.0481022, 13.5383354 51.0480902, 13.5384386 51.0480748, 13.5385387 51.0480863, 13.5386663 51.0481113, 13.5396094 51.0482912, 13.5403805 51.0485015)",,,,
1123934199,,Meißner Straße,secondary,50,False,True,13.143,"LINESTRING (13.5363167 51.0535799, 13.5362225 51.0536822)",S 192,,,
866353918,,Meißner Straße,secondary,50,False,False,57.333,"LINESTRING (13.5363167 51.0535799, 13.5365137 51.0533905, 13.5366265 51.0532544, 13.5366469 51.0532252, 13.5367169 51.053131)",S 192,,,
4812780,,Meißner Straße,secondary,50,False,False,53.295,"LINESTRING (13.5367169 51.053131, 13.5367815 51.0530352, 13.5369242 51.0528442, 13.537014 51.0527274, 13.537036 51.0526958)",S 192,,,
27518947,,Schlossallee,residential,,False,True,80.139,"LINESTRING (13.5367169 51.053131, 13.5367881 51.053152, 13.5371093 51.0532776, 13.5375132 51.0534338, 13.5376754 51.0535229)",,,,
866353918,,Meißner Straße,secondary,50,False,True,57.333,"LINESTRING (13.5367169 51.053131, 13.5366469 51.0532252, 13.5366265 51.0532544, 13.5365137 51.0533905, 13.5363167 51.0535799)",S 192,,,
"[866353908, 4812783]",,Kirchplatz,residential,30,False,False,107.08599999999998,"LINESTRING (13.5372738 51.0524276, 13.5373268 51.0524455, 13.5374683 51.0524964, 13.5375136 51.0525091, 13.5375413 51.0525184, 13.5379859 51.0526838, 13.5380658 51.0527406, 13.5382401 51.0527901, 13.5385882 51.0529131)",,,,
1123934198,,Meißner Straße,secondary,50,False,True,34.143,"LINESTRING (13.5372738 51.0524276, 13.5372547 51.0524505, 13.5370645 51.0526638, 13.537036 51.0526958)",S 192,,,
27576332,,Poststraße,residential,30,False,False,68.064,"LINESTRING (13.538642 51.0498894, 13.5391326 51.0501592, 13.5392375 51.0503505)",,,,
"[119053540, 112669261, 45865742, 1107420175, 1220355249, 1220355250, 887929972, 121996954, 121996955]",,"['Markt', 'Freiberger Straße']",secondary,50,False,"[False, True]",249.84100000000004,"LINESTRING (13.538642 51.0498894, 13.538503 51.050068, 13.5384619 51.0501137, 13.5384104 51.0501736, 13.5382756 51.0503384, 13.5382238 51.0504281, 13.5380815 51.0506748, 13.5379156 51.0509656, 13.5378711 51.0510436, 13.5378378 51.0511327, 13.5378301 51.0511532, 13.5378138 51.0512149, 13.5377929 51.0512942, 13.5377786 51.0513651, 13.5377629 51.0514431, 13.5377433 51.0515416, 13.5377389 51.0515635, 13.5377323 51.051708, 13.5376887 51.051892, 13.5376226 51.0520204)",S 192,,,
112669264,,Freiberger Straße,secondary,50,False,False,29.439,"LINESTRING (13.538642 51.0498894, 13.5387199 51.0497493, 13.5387433 51.0496339)",S 192,,,
4812776,,Wielandstraße,secondary,50,False,True,215.89499999999998,"LINESTRING (13.5348807 51.0531595, 13.5347692 51.0534422, 13.5347379 51.0535218, 13.5346779 51.0536739, 13.5345815 51.0539208, 13.5344755 51.0541921, 13.5344265 51.0542666, 13.5336914 51.0549165)",S 36,,,
151750047,,Heinrich-Heine-Straße,residential,30,True,False,110.786,"LINESTRING (13.5348807 51.0531595, 13.5349591 51.0531772, 13.5354948 51.0533252, 13.5358317 51.0534279, 13.5358641 51.0534378, 13.5360102 51.0534824, 13.5362293 51.0535492, 13.5362744 51.0535641, 13.5363167 51.0535799)",,,,
416219463,2,Wielandstraße,secondary,50,False,False,204.923,"LINESTRING (13.5348807 51.0531595, 13.5349353 51.0530166, 13.5351217 51.0525454, 13.5351691 51.0524003, 13.5353916 51.0515096, 13.5354313 51.0513509)",S 36,,,
"[1107815755, 1107815621]",,Heinrich-Heine-Straße,residential,30,False,False,169.24499999999998,"LINESTRING (13.5348807 51.0531595, 13.5347783 51.0531405, 13.5344793 51.0530933, 13.5335231 51.0529847, 13.5331806 51.0529465, 13.5325905 51.0528807, 13.532525 51.0528734, 13.5325044 51.0528711)",,"['7', '5']",,
4812774,,Gerichtsstraße,residential,30,False,False,104.15,"LINESTRING (13.5326796 51.051185, 13.5326849 51.0512618, 13.5327072 51.0513157, 13.5327728 51.0514741, 13.5328051 51.0516105, 13.532819 51.0516694, 13.5327926 51.0517831, 13.5327579 51.0519325, 13.5327172 51.0521077)",,5,,
"[416219448, 360130887]",2,Nossener Straße,secondary,30,False,False,193.892,"LINESTRING (13.5326796 51.051185, 13.5330481 51.0511779, 13.5334261 51.0511706, 13.5336995 51.0511839, 13.5339258 51.051195, 13.5339481 51.0511973, 13.5340413 51.051207, 13.5345638 51.0512611, 13.5350089 51.0513072, 13.5352189 51.0513293, 13.5354313 51.0513509)",S 36,,,
1051812332,,Gerichtsstraße,residential,30,False,True,86.18,"LINESTRING (13.5325044 51.0528711, 13.5327172 51.0521077)",,5,,
1107815621,,Heinrich-Heine-Straße,residential,30,False,False,154.16899999999998,"LINESTRING (13.5325044 51.0528711, 13.5315483 51.0527837, 13.5314169 51.0527621, 13.531336 51.0527082, 13.5312256 51.0525143, 13.5311757 51.0523834, 13.5311443 51.052234, 13.531147 51.0521056)",,5,,
"[1107815755, 1107815621]",,Heinrich-Heine-Straße,residential,30,False,True,169.245,"LINESTRING (13.5325044 51.0528711, 13.532525 51.0528734, 13.5325905 51.0528807, 13.5331806 51.0529465, 13.5335231 51.0529847, 13.5344793 51.0530933, 13.5347783 51.0531405, 13.5348807 51.0531595)",,"['7', '5']",,
"[866353908, 4812783]",,Kirchplatz,residential,30,False,True,107.08599999999998,"LINESTRING (13.5385882 51.0529131, 13.5382401 51.0527901, 13.5380658 51.0527406, 13.5379859 51.0526838, 13.5375413 51.0525184, 13.5375136 51.0525091, 13.5374683 51.0524964, 13.5373268 51.0524455, 13.5372738 51.0524276)",,,,
42975379,,Pfarrer-Paul-Richter-Weg,residential,,False,True,51.91,"LINESTRING (13.5385882 51.0529131, 13.5387017 51.0528005, 13.5388026 51.0526494, 13.5388865 51.0525161, 13.538898 51.0524908)",,,,
319072836,,Pfarrer-Paul-Richter-Weg,residential,30,True,False,44.047,"LINESTRING (13.5385882 51.0529131, 13.5383829 51.0530726, 13.5381466 51.0531926)",,,,
4812784,,Poststraße,residential,,False,False,44.977,"LINESTRING (13.5392375 51.0503505, 13.5395301 51.050547, 13.539719 51.0506119)",,,,
4812786,,Rosenstraße,residential,30,False,True,237.59599999999998,"LINESTRING (13.5392375 51.0503505, 13.5388839 51.0510498, 13.538796 51.05129, 13.5387379 51.0514309, 13.5387226 51.0516574, 13.5387967 51.0519975, 13.538821 51.0521898, 13.5387573 51.052411, 13.5387395 51.0524314)",,,,
27576332,,Poststraße,residential,30,False,True,68.064,"LINESTRING (13.5392375 51.0503505, 13.5391326 51.0501592, 13.538642 51.0498894)",,,,
46270654,,Dresdner Straße,residential,30,False,True,9.993,"LINESTRING (13.539603 51.0524604, 13.5394694 51.0524924)",,,,
"[4812785, 45865746]",,Zedtlerstraße,residential,30,False,True,207.41299999999998,"LINESTRING (13.539603 51.0524604, 13.5397683 51.0515286, 13.5398323 51.0511675, 13.53984 51.0510178, 13.5398336 51.0509493, 13.5398276 51.0508841, 13.5398012 51.0508119, 13.5397775 51.050747, 13.539719 51.0506119)",,,,
"[27550657, 27550658, 112669255]",,Dresdner Straße,residential,,False,False,88.076,"LINESTRING (13.539603 51.0524604, 13.5399196 51.0524702, 13.5405288 51.052498, 13.5406869 51.0524487, 13.5408225 51.0524005)",,,yes,
805332239,,Friedhofstraße,residential,30,False,False,8.762,"LINESTRING (13.5403805 51.0485015, 13.5404625 51.0484419)",,5.7,,
"[1106336280, 27565335]",,Scheunenstraße,residential,,False,False,158.42699999999996,"LINESTRING (13.5403805 51.0485015, 13.5396094 51.0482912, 13.5386663 51.0481113, 13.5385387 51.0480863, 13.5384386 51.0480748, 13.5383354 51.0480902, 13.5382385 51.0481022)",,,,
"[23896996, 179591732, 805332239]",,Friedhofstraße,residential,30,False,True,176.04000000000002,"LINESTRING (13.5403805 51.0485015, 13.5401665 51.0487523, 13.5400796 51.0488434, 13.5396066 51.0492778, 13.5392786 51.0494695, 13.5390877 51.0495556, 13.5389209 51.0496226, 13.5387433 51.0496339)",,5.7,yes,
23897010,,Dresdner Straße,residential,30,True,False,90.463,"LINESTRING (13.5376226 51.0520204, 13.5387395 51.0524314)",,,,
"[119053540, 112669261, 45865742, 1107420175, 1220355249, 1220355250, 887929972, 121996954, 121996955]",,"['Markt', 'Freiberger Straße']",secondary,50,False,"[False, True]",249.841,"LINESTRING (13.5376226 51.0520204, 13.5376887 51.051892, 13.5377323 51.051708, 13.5377389 51.0515635, 13.5377433 51.0515416, 13.5377629 51.0514431, 13.5377786 51.0513651, 13.5377929 51.0512942, 13.5378138 51.0512149, 13.5378301 51.0511532, 13.5378378 51.0511327, 13.5378711 51.0510436, 13.5379156 51.0509656, 13.5380815 51.0506748, 13.5382238 51.0504281, 13.5382756 51.0503384, 13.5384104 51.0501736, 13.5384619 51.0501137, 13.538503 51.050068, 13.538642 51.0498894)",S 192,,,
"[866353911, 866353910, 99987383]",,Meißner Straße,secondary,50,True,False,51.594,"LINESTRING (13.5376226 51.0520204, 13.5376087 51.0520513, 13.5374235 51.0522493, 13.5374063 51.052282, 13.5373302 51.0523656, 13.5372857 51.0524155, 13.5372738 51.0524276)",S 192,,,
"[23897008, 473431305]",,"['Markt', 'Nossener Straße']",residential,,True,False,125.848,"LINESTRING (13.5376226 51.0520204, 13.5374843 51.0519626, 13.5371005 51.0518021, 13.5370802 51.051793, 13.5369414 51.0517308, 13.536336 51.0514595, 13.5362291 51.051431, 13.5361147 51.0514119)",,,,
46270654,,Dresdner Straße,residential,30,False,False,12.898,"LINESTRING (13.5387395 51.0524314, 13.538898 51.0524908)",,,,
4812786,,Rosenstraße,residential,30,False,False,237.596,"LINESTRING (13.5387395 51.0524314, 13.5387573 51.052411, 13.538821 51.0521898, 13.5387967 51.0519975, 13.5387226 51.0516574, 13.5387379 51.0514309, 13.538796 51.05129, 13.5388839 51.0510498, 13.5392375 51.0503505)",,,,
"[1106633369, 335212973]",,Struthweg,residential,30,False,True,197.93900000000002,"LINESTRING (13.5375409 51.0496135, 13.5374994 51.0496059, 13.5361744 51.0493625, 13.5356251 51.0492774, 13.5351935 51.0492106, 13.5348017 51.0491674)",,"['5.2', '2.6']",,
"[815807041, 1209655620]",,Gezinge,secondary,30,True,False,23.964,"LINESTRING (13.5375409 51.0496135, 13.537631 51.0495144, 13.5376558 51.0494872, 13.5377116 51.0494266)",S 192,5,,
"[1024221914, 23897021]",,Landbergweg,residential,,False,False,113.84,"LINESTRING (13.5351982 51.0483622, 13.5353693 51.0483073, 13.5360578 51.0483299, 13.5364937 51.0483418, 13.536669 51.0483233, 13.5367862 51.0482839)",,,,
"[457393970, 1024222294]",,Landbergweg,residential,,False,False,142.609,"LINESTRING (13.5367862 51.0482839, 13.5368162 51.0483214, 13.5369293 51.0484631, 13.5370458 51.048609, 13.5371485 51.0487376, 13.5371795 51.0487765, 13.5376277 51.0493379, 13.5377116 51.0494266)",,,,
"[1024221914, 23897021]",,Landbergweg,residential,,False,True,113.84,"LINESTRING (13.5367862 51.0482839, 13.536669 51.0483233, 13.5364937 51.0483418, 13.5360578 51.0483299, 13.5353693 51.0483073, 13.5351982 51.0483622)",,,,
27565576,,Landbergweg,secondary,30,True,False,77.251,"LINESTRING (13.5377116 51.0494266, 13.5378395 51.0494426, 13.5381885 51.0494977, 13.5383804 51.0495669, 13.5385805 51.049639, 13.5387433 51.0496339)",S 192,,,
"[457393970, 1024222294]",,Landbergweg,residential,,False,True,142.60899999999998,"LINESTRING (13.5377116 51.0494266, 13.5376277 51.0493379, 13.5371795 51.0487765, 13.5371485 51.0487376, 13.5370458 51.048609, 13.5369293 51.0484631, 13.5368162 51.0483214, 13.5367862 51.0482839)",,,,
1051812333,,Gartenweg,residential,30,False,False,76.99199999999999,"LINESTRING (13.5300461 51.052083, 13.5308353 51.0520992, 13.531147 51.0521056)",,5,,
1051812332,,Gerichtsstraße,residential,30,False,False,86.18,"LINESTRING (13.5327172 51.0521077, 13.5325044 51.0528711)",,5,,
4812774,,Gerichtsstraße,residential,30,False,True,104.15,"LINESTRING (13.5327172 51.0521077, 13.5327579 51.0519325, 13.5327926 51.0517831, 13.532819 51.0516694, 13.5328051 51.0516105, 13.5327728 51.0514741, 13.5327072 51.0513157, 13.5326849 51.0512618, 13.5326796 51.051185)",,5,,
23897077,,Gartenweg,residential,30,False,False,100.104,"LINESTRING (13.5327172 51.0521077, 13.5331728 51.0521469, 13.5339303 51.0522399, 13.5340232 51.052233, 13.5340723 51.0521733)",,5,,
1051812333,,Gartenweg,residential,30,False,True,109.756,"LINESTRING (13.5327172 51.0521077, 13.5321597 51.052107, 13.5316993 51.0521063, 13.5312206 51.0521057, 13.531147 51.0521056)",,5,,
4812776,,Wielandstraße,secondary,50,False,False,215.895,"LINESTRING (13.5336914 51.0549165, 13.5344265 51.0542666, 13.5344755 51.0541921, 13.5345815 51.0539208, 13.5346779 51.0536739, 13.5347379 51.0535218, 13.5347692 51.0534422, 13.5348807 51.0531595)",S 36,,,
4812778,,Meißner Straße,secondary,50,False,True,143.47199999999998,"LINESTRING (13.5336914 51.0549165, 13.5341078 51.0550583, 13.534253 51.0550924, 13.5343667 51.0550928, 13.5344565 51.0550701, 13.5348846 51.0548997, 13.535193 51.054777, 13.535284 51.054743, 13.535363 51.0547327, 13.5355168 51.0547466)",S 36,,,
27518947,,Schlossallee,residential,,False,False,80.139,"LINESTRING (13.5376754 51.0535229, 13.5375132 51.0534338, 13.5371093 51.0532776, 13.5367881 51.053152, 13.5367169 51.053131)",,,,
27550638,2,Freiberger Straße,secondary,50,False,False,16.996,"LINESTRING (13.5382974 51.0482505, 13.5382385 51.0481022)",S 192,,yes,
4694133,2,Freiberger Straße,secondary,50,False,True,157.22099999999998,"LINESTRING (13.5382974 51.0482505, 13.5384422 51.0486794, 13.5385111 51.0488834, 13.5385522 51.0490052, 13.5385701 51.0490502, 13.5386811 51.0493285, 13.5387347 51.0494843, 13.5387363 51.049512, 13.5387433 51.0496339)",S 192,,,
46270654,,Dresdner Straße,residential,30,False,False,9.993,"LINESTRING (13.5394694 51.0524924, 13.539603 51.0524604)",,,,
27550656,,Töpfergasse,living_street,,False,False,269.622,"LINESTRING (13.5394694 51.0524924, 13.5394916 51.0527581, 13.5394549 51.0530918, 13.5393296 51.0532812, 13.5391973 51.0534025, 13.5389575 51.0535768, 13.5387664 51.0536788, 13.5385433 51.0537709, 13.5383427 51.0538602, 13.5381126 51.0539549, 13.5377736 51.054043, 13.5375148 51.0540998, 13.5373594 51.0541325, 13.5372313 51.0541522)",,,,
46270654,,Dresdner Straße,residential,30,False,True,40.202,"LINESTRING (13.5394694 51.0524924, 13.5391979 51.0525122, 13.538898 51.0524908)",,,,
805332239,,Friedhofstraße,residential,30,False,True,36.959,"LINESTRING (13.5408072 51.0481902, 13.5406109 51.0483237, 13.5404625 51.0484419)",,5.7,,
27565703,,Berggasse,residential,30,False,True,243.73,"LINESTRING (13.542861 51.0539039, 13.5423979 51.0536851, 13.5422614 51.0536546, 13.5421224 51.0536454, 13.5417125 51.0536676, 13.5415126 51.0533641, 13.5411896 51.0530334, 13.5411384 51.0529456, 13.5408426 51.0524381, 13.5408225 51.0524005)",,,,
"[170265860, 531339462, 170265862, 119287717]","['2', '3']",Umgehungsstraße,secondary,50,False,True,398.97499999999997,"LINESTRING (13.542861 51.0539039, 13.542288 51.0542198, 13.5419827 51.0543639, 13.5415898 51.054528, 13.5411351 51.0546912, 13.5407723 51.0547898, 13.5403471 51.0548963, 13.5399409 51.0549795, 13.5393704 51.0550625, 13.538741 51.0551537, 13.5378265 51.055306, 13.5377189 51.0553237)",S 36,,,
4812784,,Poststraße,residential,,False,True,44.977,"LINESTRING (13.539719 51.0506119, 13.5395301 51.050547, 13.5392375 51.0503505)",,,,
"[4812785, 45865746]",,Zedtlerstraße,residential,30,False,False,207.413,"LINESTRING (13.539719 51.0506119, 13.5397775 51.050747, 13.5398012 51.0508119, 13.5398276 51.0508841, 13.5398336 51.0509493, 13.53984 51.0510178, 13.5398323 51.0511675, 13.5397683 51.0515286, 13.539603 51.0524604)",,,,
163981518,,Neumarkt,residential,,False,True,23.255,"LINESTRING (13.539719 51.0506119, 13.5399757 51.0506041, 13.5400505 51.0505969)",,,,
"[27576384, 1106633400]",,An der Schule,residential,30,False,False,174.768,"LINESTRING (13.5369048 51.0504171, 13.5368555 51.0504081, 13.5362922 51.0503028, 13.53611 51.0502722, 13.5360804 51.0502671, 13.5358989 51.0502394, 13.5357356 51.0502196, 13.5351722 51.0501512, 13.5348684 51.0501191, 13.5344671 51.0500766)",,4.7,,
"[815807042, 815807043, 815807044, 1078891656, 112669258]",,Gezinge,secondary,30,True,False,99.827,"LINESTRING (13.5369048 51.0504171, 13.5370699 51.0502023, 13.5371477 51.0500996, 13.5372531 51.0499603, 13.5372832 51.0499205, 13.5373145 51.0498815, 13.5375409 51.0496135)",S 192,"['5', '3']",,
"[27550657, 27550658, 112669255]",,Dresdner Straße,residential,,False,True,88.07600000000001,"LINESTRING (13.5408225 51.0524005, 13.5406869 51.0524487, 13.5405288 51.052498, 13.5399196 51.0524702, 13.539603 51.0524604)",,,yes,
27565703,,Berggasse,residential,30,False,False,243.73000000000002,"LINESTRING (13.5408225 51.0524005, 13.5408426 51.0524381, 13.5411384 51.0529456, 13.5411896 51.0530334, 13.5415126 51.0533641, 13.5417125 51.0536676, 13.5421224 51.0536454, 13.5422614 51.0536546, 13.5423979 51.0536851, 13.542861 51.0539039)",,,,
23897019,,Struthweg,residential,30,False,False,289.13,"LINESTRING (13.5306852 51.0489394, 13.5307688 51.0489364, 13.5310987 51.0489432, 13.5320731 51.04898, 13.5327161 51.0490022, 13.5331588 51.0490382, 13.5338051 51.049084, 13.5344587 51.0491368, 13.5348017 51.0491674)",,2.5,,
46270654,,Dresdner Straße,residential,30,False,True,12.898,"LINESTRING (13.538898 51.0524908, 13.5387395 51.0524314)",,,,
42975379,,Pfarrer-Paul-Richter-Weg,residential,,False,False,51.91,"LINESTRING (13.538898 51.0524908, 13.5388865 51.0525161, 13.5388026 51.0526494, 13.5387017 51.0528005, 13.5385882 51.0529131)",,,,
46270654,,Dresdner Straße,residential,30,False,False,40.202,"LINESTRING (13.538898 51.0524908, 13.5391979 51.0525122, 13.5394694 51.0524924)",,,,
1123934199,,Meißner Straße,secondary,50,False,False,13.143,"LINESTRING (13.5362225 51.0536822, 13.5363167 51.0535799)",S 192,,,
45865744,,Meißner Straße,living_street,,False,True,87.963,"LINESTRING (13.5362225 51.0536822, 13.5362776 51.0537041, 13.5366358 51.0538711, 13.5370042 51.054039, 13.5371675 51.0541062, 13.5372313 51.0541522)",,,,
"[25038436, 1123934199]",,Meißner Straße,secondary,50,False,True,130.873,"LINESTRING (13.5362225 51.0536822, 13.5360448 51.0538453, 13.5357784 51.0540966, 13.5356661 51.0542461, 13.5356164 51.0543367, 13.5355806 51.0544158, 13.5355151 51.0546892, 13.5355168 51.0547466)",S 192,,,
27550656,,Töpfergasse,living_street,,False,True,269.62199999999996,"LINESTRING (13.5372313 51.0541522, 13.5373594 51.0541325, 13.5375148 51.0540998, 13.5377736 51.054043, 13.5381126 51.0539549, 13.5383427 51.0538602, 13.5385433 51.0537709, 13.5387664 51.0536788, 13.5389575 51.0535768, 13.5391973 51.0534025, 13.5393296 51.0532812, 13.5394549 51.0530918, 13.5394916 51.0527581, 13.5394694 51.0524924)",,,,
"[986455554, 42975381, 42975382]",,Am Unteren Bach,"['living_street', 'residential']",,False,False,144.606,"LINESTRING (13.5372313 51.0541522, 13.5371323 51.054181, 13.5370418 51.0542167, 13.5368925 51.0542737, 13.5367428 51.0543403, 13.5365901 51.0544336, 13.5364651 51.0545233, 13.536413 51.0545504, 13.5363568 51.0545644, 13.536275 51.0545652, 13.5361504 51.0545395, 13.5361109 51.0545398, 13.5360526 51.0545488, 13.5359543 51.0545785, 13.5358532 51.0546407, 13.5357181 51.0547191, 13.535642 51.0547514, 13.5355168 51.0547466)",,"['3.1', '3.5']",,
45865744,,Meißner Straße,living_street,,False,False,87.963,"LINESTRING (13.5372313 51.0541522, 13.5371675 51.0541062, 13.5370042 51.054039, 13.5366358 51.0538711, 13.5362776 51.0537041, 13.5362225 51.0536822)",,,,
27700835,,Fabrikstraße,residential,,False,True,204.478,"LINESTRING (13.5374846 51.055023, 13.5373555 51.0547844, 13.5372023 51.054498, 13.5371339 51.0544629, 13.5370198 51.0544503, 13.5369261 51.0544713, 13.5368331 51.0545057, 13.5364554 51.0547817, 13.5363049 51.0549167, 13.5361811 51.0549638, 13.5358176 51.0550582, 13.5356709 51.0550939, 13.5355754 51.0550914)",,,,
105783627,,Neumarkt,residential,30,False,True,41.278,"LINESTRING (13.5407929 51.0510151, 13.5406263 51.0508801, 13.5404264 51.0507705, 13.5403861 51.0507484)",,4,,
60799378,,Emil-Pinkert-Straße,residential,30,False,False,103.769,"LINESTRING (13.5344671 51.0500766, 13.5346325 51.0496193, 13.5348017 51.0491674)",,4,,
"[1106633400, 1112118107, 1036719045, 1036719046]",,An der Schule,residential,30,False,False,179.714,"LINESTRING (13.5344671 51.0500766, 13.5343618 51.0500695, 13.5338047 51.0500322, 13.533524 51.0500086, 13.5330822 51.0499715, 13.5330254 51.0499503, 13.5329927 51.0499213, 13.5329886 51.0498885, 13.53301 51.0497812, 13.5330146 51.0497583, 13.5330861 51.0494102, 13.533116 51.0492644)",,"['5.5', '4.7']",,
