osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,width,access
24498011,2,L 3072,Ostring,secondary,50,False,False,89.53399999999999,"LINESTRING (9.0019701 50.7250634, 9.0020053 50.7251232, 9.0022188 50.725343, 9.002313 50.7254411, 9.0023924 50.7255156, 9.0024511 50.7255623, 9.0025631 50.7256121, 9.0026487 50.7256368, 9.0027618 50.7256501)",,,,
29010638,2,,Frankfurter Straße,residential,30,False,True,43.482,"LINESTRING (9.0019701 50.7250634, 9.0018113 50.7250917, 9.001399 50.7252101)",,,,
29010858,,L 3072,Frankfurter Straße,secondary,50,False,True,28.623000000000005,"LINESTRING (9.0019701 50.7250634, 9.0019664 50.7250195, 9.0019865 50.7249722, 9.002023 50.7249318, 9.0020677 50.7248983, 9.0021452 50.7248428)",,,,
24498011,2,L 3072,Ostring,secondary,50,False,True,89.534,"LINESTRING (9.0027618 50.7256501, 9.0026487 50.7256368, 9.0025631 50.7256121, 9.0024511 50.7255623, 9.0023924 50.7255156, 9.002313 50.7254411, 9.0022188 50.725343, 9.0020053 50.7251232, 9.0019701 50.7250634)",,,,
25270342,2,L 3072,Ostring,secondary,50,False,False,527.5930000000001,"LINESTRING (9.0027618 50.7256501, 9.0032927 50.7256391, 9.0034314 50.725649, 9.0035454 50.7256744, 9.0036084 50.7256969, 9.0036815 50.7257355, 9.0037379 50.725772, 9.0038045 50.7258343, 9.003862 50.7259204, 9.0040408 50.7262582, 9.0043354 50.7268062, 9.004402 50.7269453, 9.0044293 50.7270175, 9.0044385 50.7271093, 9.0044394 50.7271827, 9.0044257 50.7272623, 9.0043947 50.7273345, 9.0043518 50.7274142, 9.0042998 50.7274962, 9.0040937 50.7277924, 9.0039057 50.7280684, 9.0038492 50.7281787, 9.0038145 50.7282821, 9.003799 50.7283941, 9.003789 50.7284755, 9.0037908 50.7285587, 9.0038081 50.728647, 9.0038346 50.7287348, 9.0039021 50.7288682, 9.0039699 50.7289834, 9.0041931 50.7293197, 9.0042624 50.7294248, 9.0043044 50.7295126, 9.0043454 50.7296454)",,,,
70488856,,,Burgring,residential,30,False,False,209.782,"LINESTRING (9.0027618 50.7256501, 9.0027493 50.7257846, 9.0027702 50.7259208, 9.0028278 50.7260196, 9.0030964 50.7265533, 9.0031506 50.7268047, 9.0030543 50.7272419, 9.0029867 50.7274927)",,,,
"[589705978, 1133942891]",2,L 3073,Marburger Straße,secondary,50,False,False,56.74,"LINESTRING (8.9926925 50.7310602, 8.9929085 50.7310306, 8.993083 50.7310202, 8.9931547 50.7310191, 8.9932972 50.731023, 8.9934925 50.731029)",,,,
41486237,,,Schillerstraße,residential,30,False,True,57.316,"LINESTRING (8.9969803 50.7311536, 8.9970004 50.7316689)",,,,
70488853,,,Ernst-Ludwig-Straße,residential,30,False,False,69.163,"LINESTRING (8.9969803 50.7311536, 8.9963958 50.7306536)",,,,
25270345,2,L 3073,Marburger Straße,secondary,50,False,False,267.05,"LINESTRING (8.9969803 50.7311536, 8.9971445 50.7311593, 8.9971921 50.7311609, 8.9972416 50.731163, 8.9975525 50.7311759, 8.9977047 50.7311813, 8.9978518 50.7311809, 8.9979933 50.7311763, 8.9981397 50.7311668, 8.9983817 50.7311486, 8.9988454 50.7311055, 8.9994068 50.731055, 8.9997654 50.7310146, 8.9998325 50.7310068, 9.0000292 50.73098, 9.0002754 50.7309432, 9.0006755 50.7308812, 9.0007263 50.7308685)",,,,
