osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,width
4416971,2,L 190,Hannoversche Straße,secondary,50,False,False,55.388999999999996,"LINESTRING (9.5951838 52.8602991, 9.5951818 52.8601964, 9.5951844 52.8601415, 9.5952033 52.8598012)",,,
4416782,,,Sunderstraße,residential,30,False,True,190.36499999999998,"LINESTRING (9.5927533 52.8638832, 9.5927121 52.8639677, 9.5926969 52.8640409, 9.592465 52.8655847)",,,
4416821,,,Wiesenstraße,residential,30,False,False,110.42,"LINESTRING (9.5927533 52.8638832, 9.592636 52.8638977, 9.5911109 52.8639045)",,,
36268460,,,Poststraße,residential,30,False,False,65.467,"LINESTRING (9.5927533 52.8638832, 9.5927673 52.863795, 9.5927984 52.8635547, 9.5928118 52.8634514, 9.5928146 52.8634302, 9.592866 52.8632996)",,,
4416782,,,Sunderstraße,residential,30,False,False,190.36499999999998,"LINESTRING (9.592465 52.8655847, 9.5926969 52.8640409, 9.5927121 52.8639677, 9.5927533 52.8638832)",,,
4416785,,,Grünstraße,residential,30,True,False,90.915,"LINESTRING (9.5911361 52.8654346, 9.5912543 52.865444, 9.5922898 52.8655756, 9.5923792 52.8655862, 9.592465 52.8655847)",,,
4416823,,,Schmersahlstraße,residential,50,False,False,170.301,"LINESTRING (9.5911361 52.8654346, 9.5911772 52.8646733, 9.5911109 52.8639045)",,,
"[351211529, 342594306, 989041987]",,,Kleiner Graben,residential,30,False,"[False, True]",206.582,"LINESTRING (9.5940781 52.8620222, 9.5941638 52.8624019, 9.5941602 52.8624862, 9.5941309 52.8625506, 9.5940574 52.862643, 9.5939644 52.8627495, 9.5938042 52.8629117, 9.5937308 52.862992, 9.5936821 52.8630538, 9.5936497 52.8631215, 9.5936321 52.8631867, 9.5936483 52.8633241, 9.5935513 52.8633316, 9.593357 52.8633309, 9.5930795 52.8633299, 9.593028 52.8633298, 9.592866 52.8632996)",,,
4416821,,,Wiesenstraße,residential,30,False,True,110.42,"LINESTRING (9.5911109 52.8639045, 9.592636 52.8638977, 9.5927533 52.8638832)",,,
4416823,,,Schmersahlstraße,residential,50,False,True,170.301,"LINESTRING (9.5911109 52.8639045, 9.5911772 52.8646733, 9.5911361 52.8654346)",,,
22985917,,,Wiesenstraße,residential,30,False,False,186.077,"LINESTRING (9.5911109 52.8639045, 9.591013 52.8639036, 9.5898387 52.8639012, 9.5896326 52.8639008, 9.5885605 52.8639128, 9.5883393 52.8639168)",,,
"[23714490, 4416971, 78409581, 23714487]",2,L 190,Hannoversche Straße,secondary,50,False,False,95.77499999999999,"LINESTRING (9.5952033 52.8598012, 9.5951774 52.859671, 9.5951713 52.8596505, 9.5951385 52.8595472, 9.5950165 52.859293, 9.5949865 52.8592306, 9.5949551 52.8591653, 9.5949244 52.8591012, 9.5948879 52.8590155, 9.5948667 52.8589658)",yes,,
4416971,2,L 190,Hannoversche Straße,secondary,50,False,True,55.388999999999996,"LINESTRING (9.5952033 52.8598012, 9.5951844 52.8601415, 9.5951818 52.8601964, 9.5951838 52.8602991)",,,
4420662,,,Saarstraße,residential,50,False,False,32.484,"LINESTRING (9.5948667 52.8589658, 9.5947614 52.8589829, 9.5946975 52.8589915, 9.5946251 52.8589886, 9.5945334 52.8589717, 9.5945017 52.8589616, 9.5944086 52.8589322)",,,
"[23714490, 4416971, 78409581, 23714487]",2,L 190,Hannoversche Straße,secondary,50,False,True,95.775,"LINESTRING (9.5948667 52.8589658, 9.5948879 52.8590155, 9.5949244 52.8591012, 9.5949551 52.8591653, 9.5949865 52.8592306, 9.5950165 52.859293, 9.5951385 52.8595472, 9.5951713 52.8596505, 9.5951774 52.859671, 9.5952033 52.8598012)",yes,,
292485317,,L 190,Hannoversche Straße,secondary,50,False,False,50.324,"LINESTRING (9.5948667 52.8589658, 9.5948222 52.8588571, 9.5947807 52.8587295, 9.5947483 52.8585915, 9.5947397 52.8585205)",,,
22985915,,,Von-Hodenberg-Straße,residential,50,False,False,141.464,"LINESTRING (9.5897759 52.8653057, 9.5891393 52.8664385, 9.5891405 52.8665145)",,,
"[1086484520, 1086484518, 1086484519]",,,Grünstraße,residential,30,True,False,92.906,"LINESTRING (9.5897759 52.8653057, 9.5902212 52.8653618, 9.5902786 52.8653628, 9.5904093 52.8653547, 9.5904673 52.8653532, 9.5911361 52.8654346)",,,
1081624601,2,L 161,Bergstraße,secondary,50,False,False,113.328,"LINESTRING (9.5868716 52.8649491, 9.5872886 52.8639615)",,,
1081624601,2,L 161,Bergstraße,secondary,50,False,True,91.197,"LINESTRING (9.5868716 52.8649491, 9.5865212 52.8657415)",,,
4420649,,,Grünstraße,residential,30,True,False,77.626,"LINESTRING (9.5868716 52.8649491, 9.5869183 52.8649565, 9.5879951 52.8651144)",,,
4783762,,,Rehrstraße,residential,30,True,False,143.31300000000002,"LINESTRING (9.5868716 52.8649491, 9.5867817 52.8649354, 9.5849454 52.8648835, 9.5847538 52.8648414)",,,
1081624601,2,L 161,Bergstraße,secondary,50,False,False,91.197,"LINESTRING (9.5865212 52.8657415, 9.5868716 52.8649491)",,,
121153027,1,,,residential,30,True,False,24.244,"LINESTRING (9.5919732 52.8583494, 9.5919548 52.8583774, 9.5919223 52.8584003, 9.5918794 52.8584157, 9.5918305 52.8584218, 9.5917772 52.8584174, 9.5917297 52.8584021, 9.591694 52.8583778)",,roundabout,
"[775787808, 4420662]",,,Saarstraße,residential,"['50', '30']",False,True,176.143,"LINESTRING (9.5919732 52.8583494, 9.5920841 52.8583816, 9.5923258 52.8584535, 9.5928052 52.8585907, 9.5934169 52.8587271, 9.5943244 52.8589109, 9.5944086 52.8589322)",,,
236077788,2,B 209,Verdener Straße,primary,50,False,False,85.563,"LINESTRING (9.5848027 52.8606431, 9.5837703 52.8601919)",,,
"[263280748, 1089698069, 1089698070, 152746431]","['2', '3']",B 209,Verdener Straße,primary,50,False,True,150.594,"LINESTRING (9.5848027 52.8606431, 9.5849856 52.8607231, 9.5852981 52.8608596, 9.5853723 52.8608929, 9.5854497 52.8609277, 9.5855803 52.8609864, 9.585993 52.8611718, 9.5862205 52.8612741, 9.5863672 52.8613443, 9.5864496 52.8613921, 9.5865622 52.8614771)",yes,,
"[4420880, 290336513]",,,Robert-Koch-Straße,residential,30,False,True,535.9319999999999,"LINESTRING (9.5848027 52.8606431, 9.5848639 52.8605893, 9.5851082 52.8603746, 9.5852738 52.8602571, 9.5853755 52.860205, 9.5854826 52.8601633, 9.5855508 52.8601444, 9.5856148 52.8601281, 9.5857611 52.8600985, 9.5862598 52.8600068, 9.5866748 52.8599265, 9.5869871 52.8598443, 9.5872134 52.8598019, 9.5876216 52.8597265, 9.5878379 52.8596727, 9.5881569 52.8595531, 9.5883858 52.8594689, 9.5887115 52.8593477, 9.589542 52.8590069, 9.5898743 52.8588693, 9.5899763 52.8588367, 9.5903586 52.8587018, 9.5907088 52.8586114, 9.5911869 52.858501, 9.591412 52.8584569, 9.5915017 52.858438, 9.5915937 52.8584108, 9.591694 52.8583778)",,,
4632646,,,Großer Graben,living_street,,True,False,104.913,"LINESTRING (9.5900724 52.8614929, 9.5901286 52.8615238, 9.5911539 52.8620877, 9.5911968 52.8621421)",,,
4632647,,,Stadtgraben,living_street,,True,False,152.06400000000002,"LINESTRING (9.5900724 52.8614929, 9.5899943 52.8615405, 9.589409 52.8619184, 9.5893377 52.8619334, 9.5892589 52.8619166, 9.5892207 52.86187, 9.5892277 52.8618214, 9.5893573 52.8617363, 9.5898831 52.8613887)",,,
4632646,,,Großer Graben,living_street,,True,False,17.197,"LINESTRING (9.5898831 52.8613887, 9.5900724 52.8614929)",,,
"[4632888, 1201888975]",2,K 120,Oskar-Wolff-Straße,tertiary,50,False,True,104.466,"LINESTRING (9.5851714 52.8618842, 9.5855696 52.8617142, 9.5858056 52.8616455, 9.5864363 52.8615037, 9.5865622 52.8614771)",,,
4783759,,,Marktstraße,residential,30,False,False,194.853,"LINESTRING (9.5851714 52.8618842, 9.5854237 52.8622113, 9.5855112 52.8623305, 9.5855323 52.8624086, 9.5855231 52.8624611, 9.5853254 52.863584)",,,
78400639,,K 120,Oskar-Wolff-Straße,tertiary,50,False,False,280.706,"LINESTRING (9.5851714 52.8618842, 9.5848431 52.8620182, 9.5825258 52.8629948, 9.581723 52.8633116)",,,
4783781,,,Horststraße,residential,30,False,False,77.081,"LINESTRING (9.5853254 52.863584, 9.5850668 52.8642594)",,,
4783759,,,Marktstraße,residential,30,False,True,194.853,"LINESTRING (9.5853254 52.863584, 9.5855231 52.8624611, 9.5855323 52.8624086, 9.5855112 52.8623305, 9.5854237 52.8622113, 9.5851714 52.8618842)",,,
4783760,,,Moorstraße,residential,30,False,True,140.028,"LINESTRING (9.5853254 52.863584, 9.5861953 52.8633662, 9.5871475 52.8631278, 9.5872526 52.8631022)",,,
4783781,,,Horststraße,residential,30,False,True,77.081,"LINESTRING (9.5850668 52.8642594, 9.5853254 52.863584)",,,
4783761,,,Dammstraße,residential,30,True,False,152.782,"LINESTRING (9.5850668 52.8642594, 9.5871734 52.8639765, 9.5872886 52.8639615)",,,
4783781,,,Horststraße,residential,30,False,False,68.523,"LINESTRING (9.5850668 52.8642594, 9.5848975 52.8646704, 9.5848597 52.864736, 9.5847538 52.8648414)",,,
1081624601,2,L 161,Bergstraße,secondary,50,False,False,17.386,"LINESTRING (9.5872886 52.8639615, 9.587352 52.8638099)",,,
1081624601,2,L 161,Bergstraße,secondary,50,False,True,113.328,"LINESTRING (9.5872886 52.8639615, 9.5868716 52.8649491)",,,
4783781,,,Horststraße,residential,30,False,False,204.298,"LINESTRING (9.5847538 52.8648414, 9.5839998 52.8653937, 9.58327 52.8659366, 9.5828307 52.8662654)",,,
4783781,,,Horststraße,residential,30,False,True,68.523,"LINESTRING (9.5847538 52.8648414, 9.5848597 52.864736, 9.5848975 52.8646704, 9.5850668 52.8642594)",,,
4783781,,,Horststraße,residential,30,False,False,92.86,"LINESTRING (9.5828307 52.8662654, 9.5824867 52.8666393, 9.5821941 52.8669627, 9.5821713 52.8669991)",,,
4783781,,,Horststraße,residential,30,False,True,204.298,"LINESTRING (9.5828307 52.8662654, 9.58327 52.8659366, 9.5839998 52.8653937, 9.5847538 52.8648414)",,,
4783781,,,Horststraße,residential,30,False,True,92.86,"LINESTRING (9.5821713 52.8669991, 9.5821941 52.8669627, 9.5824867 52.8666393, 9.5828307 52.8662654)",,,
4783782,,,Sieverdinger Kirchweg,residential,30,False,False,224.525,"LINESTRING (9.5810108 52.865158, 9.5815274 52.8646577, 9.5817042 52.8644865, 9.5818314 52.8641112, 9.5819755 52.8636856, 9.5819664 52.8636002, 9.5819131 52.8635114, 9.581723 52.8633116)",,,
4783783,,,Haberskamp,residential,30,False,False,99.908,"LINESTRING (9.5810108 52.865158, 9.5822532 52.8655644, 9.5822883 52.8655242)",,,
"[758543897, 4783783]",,,Haberskamp,residential,30,False,True,90.55600000000001,"LINESTRING (9.5828281 52.864781, 9.5826501 52.8651104, 9.5823172 52.8654911, 9.5822883 52.8655242)",,,
4783782,,,Sieverdinger Kirchweg,residential,30,False,True,224.52499999999998,"LINESTRING (9.581723 52.8633116, 9.5819131 52.8635114, 9.5819664 52.8636002, 9.5819755 52.8636856, 9.5818314 52.8641112, 9.5817042 52.8644865, 9.5815274 52.8646577, 9.5810108 52.865158)",,,
78400639,,K 120,Oskar-Wolff-Straße,tertiary,50,False,True,280.70599999999996,"LINESTRING (9.581723 52.8633116, 9.5825258 52.8629948, 9.5848431 52.8620182, 9.5851714 52.8618842)",,,
4420649,,,Grünstraße,residential,30,True,False,111.93699999999998,"LINESTRING (9.5881588 52.8651393, 9.5890465 52.8652367, 9.5893021 52.8652151, 9.5896162 52.8652466, 9.5896623 52.8652579, 9.5897017 52.8652725, 9.5897401 52.8652931, 9.5897759 52.8653057)",,,
"[366035379, 22985917]",,,Wiesenstraße,residential,"['50', '30']",False,False,67.80600000000001,"LINESTRING (9.5883393 52.8639168, 9.5881685 52.8639203, 9.5880188 52.8639152, 9.5874009 52.8638172, 9.587352 52.8638099)",,,
22985917,,,Wiesenstraße,residential,30,False,True,186.07700000000003,"LINESTRING (9.5883393 52.8639168, 9.5885605 52.8639128, 9.5896326 52.8639008, 9.5898387 52.8639012, 9.591013 52.8639036, 9.5911109 52.8639045)",,,
22985918,,,Kurze Straße,residential,50,False,False,135.24200000000002,"LINESTRING (9.5883393 52.8639168, 9.5883306 52.8640158, 9.5881374 52.8646484, 9.5879951 52.8651144)",,,
1081624601,2,L 161,Bergstraße,secondary,50,False,True,17.386,"LINESTRING (9.587352 52.8638099, 9.5872886 52.8639615)",,,
4632889,2,L 161,Bergstraße,secondary,50,False,False,80.193,"LINESTRING (9.587352 52.8638099, 9.5873998 52.8636687, 9.5874083 52.8635719, 9.587398 52.8634776, 9.5873569 52.8633529, 9.587288 52.8631872, 9.5872526 52.8631022)",,,
"[366035379, 22985917]",,,Wiesenstraße,residential,"['50', '30']",False,True,67.806,"LINESTRING (9.587352 52.8638099, 9.5874009 52.8638172, 9.5880188 52.8639152, 9.5881685 52.8639203, 9.5883393 52.8639168)",,,
4420649,,,Grünstraße,residential,30,True,False,11.333,"LINESTRING (9.5879951 52.8651144, 9.5880368 52.865121, 9.5881588 52.8651393)",,,
22985918,,,Kurze Straße,residential,50,False,True,135.242,"LINESTRING (9.5879951 52.8651144, 9.5881374 52.8646484, 9.5883306 52.8640158, 9.5883393 52.8639168)",,,
292485317,,L 190,Hannoversche Straße,secondary,50,False,True,20.027,"LINESTRING (9.5947378 52.8583405, 9.5947337 52.858434, 9.5947397 52.8585205)",,,
4632878,,,Von-Stoltzenberg-Straße,residential,30,False,True,182.99800000000002,"LINESTRING (9.5841593 52.8585808, 9.5841651 52.8586542, 9.5841658 52.85869, 9.5841431 52.8589148, 9.5841297 52.8590141, 9.5841157 52.8591175, 9.5840899 52.8593087, 9.5840504 52.8596013, 9.5839728 52.8599024, 9.5839025 52.860057, 9.5838332 52.8601416, 9.5837703 52.8601919)",,,
121153027,1,,,residential,30,True,False,20.361,"LINESTRING (9.591792 52.8582398, 9.5918425 52.8582384, 9.591891 52.858247, 9.5919321 52.8582648, 9.5919614 52.8582896, 9.5919756 52.8583189, 9.5919732 52.8583494)",,roundabout,
"[4420880, 290336513]",,,Robert-Koch-Straße,residential,30,False,False,535.932,"LINESTRING (9.591694 52.8583778, 9.5915937 52.8584108, 9.5915017 52.858438, 9.591412 52.8584569, 9.5911869 52.858501, 9.5907088 52.8586114, 9.5903586 52.8587018, 9.5899763 52.8588367, 9.5898743 52.8588693, 9.589542 52.8590069, 9.5887115 52.8593477, 9.5883858 52.8594689, 9.5881569 52.8595531, 9.5878379 52.8596727, 9.5876216 52.8597265, 9.5872134 52.8598019, 9.5869871 52.8598443, 9.5866748 52.8599265, 9.5862598 52.8600068, 9.5857611 52.8600985, 9.5856148 52.8601281, 9.5855508 52.8601444, 9.5854826 52.8601633, 9.5853755 52.860205, 9.5852738 52.8602571, 9.5851082 52.8603746, 9.5848639 52.8605893, 9.5848027 52.8606431)",,,
121153027,1,,,residential,30,True,False,19.398,"LINESTRING (9.591694 52.8583778, 9.5916738 52.8583451, 9.5916752 52.8583102, 9.591698 52.8582782, 9.5917389 52.8582535, 9.591792 52.8582398)",,roundabout,
776340800,1,B 209,Moorstraße,primary,50,True,False,34.518,"LINESTRING (9.5911968 52.8621421, 9.5907194 52.8622574)",,,
4416827,,,Schmersahlstraße,residential,30,True,False,185.323,"LINESTRING (9.5907194 52.8622574, 9.5907843 52.8623678, 9.5908648 52.8627141, 9.591097 52.863866, 9.5911109 52.8639045)",,,
"[776340800, 467825712]","['2', '1']",B 209,Moorstraße,primary,50,True,False,250.97399999999996,"LINESTRING (9.5907194 52.8622574, 9.5894748 52.8625581, 9.5894268 52.8625698, 9.589179 52.8626304, 9.5891035 52.8626489, 9.5887526 52.8627349, 9.5880142 52.8629157, 9.5877583 52.8629784, 9.5873603 52.8630757, 9.5872526 52.8631022)",,,
"[4416749, 467825711]","['2', '3']",B 209,Neue Straße,primary,50,False,False,186.698,"LINESTRING (9.5872526 52.8631022, 9.5872184 52.8630252, 9.5869564 52.8623707, 9.5869311 52.8623053, 9.5868324 52.8620802, 9.5867537 52.8618888, 9.5866088 52.8615363, 9.5865622 52.8614771)",,,
4632889,2,L 161,Bergstraße,secondary,50,False,True,80.19299999999998,"LINESTRING (9.5872526 52.8631022, 9.587288 52.8631872, 9.5873569 52.8633529, 9.587398 52.8634776, 9.5874083 52.8635719, 9.5873998 52.8636687, 9.587352 52.8638099)",,,
4783760,,,Moorstraße,residential,30,False,False,140.028,"LINESTRING (9.5872526 52.8631022, 9.5871475 52.8631278, 9.5861953 52.8633662, 9.5853254 52.863584)",,,
"[22986225, 844590143]",,,Meirehmer Straße,residential,"['50', '30']",False,False,96.77799999999999,"LINESTRING (9.5833323 52.8600004, 9.5832641 52.8600531, 9.5832207 52.8600837, 9.5831694 52.8601063, 9.5830993 52.8601205, 9.582944 52.8601238, 9.5819731 52.8601096)",,,
297182934,2,B 209,Verdener Straße,primary,50,False,True,36.306,"LINESTRING (9.5833323 52.8600004, 9.5835853 52.860111, 9.5837703 52.8601919)",,,
236077788,2,B 209,Verdener Straße,primary,50,False,True,85.563,"LINESTRING (9.5837703 52.8601919, 9.5848027 52.8606431)",,,
4632878,,,Von-Stoltzenberg-Straße,residential,30,False,False,182.998,"LINESTRING (9.5837703 52.8601919, 9.5838332 52.8601416, 9.5839025 52.860057, 9.5839728 52.8599024, 9.5840504 52.8596013, 9.5840899 52.8593087, 9.5841157 52.8591175, 9.5841297 52.8590141, 9.5841431 52.8589148, 9.5841658 52.85869, 9.5841651 52.8586542, 9.5841593 52.8585808)",,,
297182934,2,B 209,Verdener Straße,primary,50,False,False,36.306,"LINESTRING (9.5837703 52.8601919, 9.5835853 52.860111, 9.5833323 52.8600004)",,,
4632646,,,Großer Graben,living_street,,True,False,74.341,"LINESTRING (9.5891147 52.8609187, 9.5891527 52.860987, 9.5898831 52.8613887)",,,
"[152746419, 1201888981]",1,B 209,Lange Straße,primary,50,True,False,241.02800000000002,"LINESTRING (9.5891147 52.8609187, 9.5893556 52.8608656, 9.590511 52.8606107, 9.5915196 52.8603882, 9.591789 52.8603615, 9.5919249 52.860359, 9.5921259 52.8603552, 9.5925454 52.8603467)",,,3.4
152746419,1,B 209,Lange Straße,primary,50,True,False,182.274,"LINESTRING (9.5865622 52.8614771, 9.5866994 52.8614515, 9.5878396 52.8612, 9.5880641 52.8611504, 9.5881568 52.86113, 9.5889259 52.8609603, 9.5891147 52.8609187)",,,3.4
"[263280748, 1089698069, 1089698070, 152746431]","['2', '3']",B 209,Verdener Straße,primary,50,False,False,150.594,"LINESTRING (9.5865622 52.8614771, 9.5864496 52.8613921, 9.5863672 52.8613443, 9.5862205 52.8612741, 9.585993 52.8611718, 9.5855803 52.8609864, 9.5854497 52.8609277, 9.5853723 52.8608929, 9.5852981 52.8608596, 9.5849856 52.8607231, 9.5848027 52.8606431)",yes,,
"[4416749, 467825711]","['2', '3']",B 209,Neue Straße,primary,50,False,True,186.698,"LINESTRING (9.5865622 52.8614771, 9.5866088 52.8615363, 9.5867537 52.8618888, 9.5868324 52.8620802, 9.5869311 52.8623053, 9.5869564 52.8623707, 9.5872184 52.8630252, 9.5872526 52.8631022)",,,
"[4632888, 1201888975]",2,K 120,Oskar-Wolff-Straße,tertiary,50,False,False,104.466,"LINESTRING (9.5865622 52.8614771, 9.5864363 52.8615037, 9.5858056 52.8616455, 9.5855696 52.8617142, 9.5851714 52.8618842)",,,
4416815,,,Kleiner Graben,residential,30,True,False,28.078,"LINESTRING (9.5940254 52.8617717, 9.5940637 52.8619537, 9.5940781 52.8620222)",,,
