osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width
311009083,2,B 81,Neue Halberstädter Straße,primary,50,False,False,31.674,"LINESTRING (10.9514558 51.794289, 10.951468 51.7942127, 10.951497 51.7941169, 10.9515404 51.7940095)",,
27658990,,,Am Thie,residential,,False,True,100.19900000000001,"LINESTRING (10.9515404 51.7940095, 10.9516465 51.7940293, 10.951727 51.7940407, 10.9529894 51.7940738)",,
"[1246687779, 311009083, 1246687780]",2,B 81,Neue Halberstädter Straße,primary,50,False,False,62.035999999999994,"LINESTRING (10.9515404 51.7940095, 10.9515828 51.7939249, 10.9516426 51.7938347, 10.9516482 51.7938287, 10.9516725 51.7938027, 10.9516987 51.7937746, 10.9517075 51.7937652, 10.9517845 51.7936947, 10.9519798 51.7935272)",,
311009083,2,B 81,Neue Halberstädter Straße,primary,50,False,True,31.674,"LINESTRING (10.9515404 51.7940095, 10.951497 51.7941169, 10.951468 51.7942127, 10.9514558 51.794289)",,
"[1112336261, 1112336262, 1112336264, 311220108, 283836094]","['2', '3']",B 27;B 81,Neue Halberstädter Straße,primary,50,False,False,76.277,"LINESTRING (10.9529304 51.79137, 10.9529252 51.7912988, 10.9529266 51.7912382, 10.9529445 51.7911521, 10.9529629 51.7910673, 10.9529877 51.7909849, 10.953038 51.7908511, 10.953117 51.7907434, 10.9531737 51.7907198)",,
"[1112336265, 311220105, 1014908700]","['2', '3']",B 27,Gartenstraße,primary,50,False,True,106.593,"LINESTRING (10.9529304 51.79137, 10.9528696 51.7913692, 10.9528207 51.7913574, 10.9526285 51.7912944, 10.9522732 51.7911685, 10.951956 51.7910553, 10.9516796 51.7909539, 10.9515589 51.7909431)",,
1227777314,2,B 81,Neue Halberstädter Straße,primary,50,False,True,75.748,"LINESTRING (10.9529304 51.79137, 10.9529608 51.7914348, 10.9530001 51.7914991, 10.9530526 51.7916033, 10.9530972 51.7916976, 10.9531489 51.7918279, 10.9531663 51.7919301, 10.9531783 51.7920305)",,
"[26332489, 1019964871]",,,Tränkestraße,living_street,,True,False,98.167,"LINESTRING (10.9531737 51.7907198, 10.9531897 51.7906563, 10.9532162 51.7905642, 10.9533764 51.7900709, 10.9534534 51.7898542)",,
"[1014908536, 1014908537, 29324662]","['2', '3']",B 27;B 81,Mauerstraße,primary,50,False,False,142.19100000000003,"LINESTRING (10.9531737 51.7907198, 10.9532643 51.7907147, 10.9536366 51.7907072, 10.9538412 51.7906951, 10.9543262 51.7906499, 10.9548934 51.7906022, 10.9550977 51.7905908, 10.9551762 51.7905858, 10.9552274 51.7905827)",,
"[1112336261, 1112336262, 1112336264, 311220108, 283836094]","['2', '3']",B 27;B 81,Neue Halberstädter Straße,primary,50,False,True,76.27699999999999,"LINESTRING (10.9531737 51.7907198, 10.953117 51.7907434, 10.953038 51.7908511, 10.9529877 51.7909849, 10.9529629 51.7910673, 10.9529445 51.7911521, 10.9529266 51.7912382, 10.9529252 51.7912988, 10.9529304 51.79137)",,
"[457960608, 1113392392, 311220107, 1236598902, 127497400]","['2', '3']",B 27;B 81,Mauerstraße,primary,50,False,True,98.083,"LINESTRING (10.95785 51.7899684, 10.9577539 51.7899835, 10.9576775 51.7900029, 10.9576218 51.7900204, 10.9575034 51.7900647, 10.9572255 51.7901667, 10.9571153 51.7902101, 10.9570236 51.7902455, 10.9566948 51.7903663, 10.9566064 51.7903941)",,
"[1019261045, 1113392391]",2,B 27;B 81,Mauerstraße,primary,50,False,False,37.473,"LINESTRING (10.95785 51.7899684, 10.9579148 51.7899628, 10.9579879 51.789958, 10.9582694 51.789954, 10.9583268 51.7899531, 10.9583547 51.7899528, 10.9583937 51.7899523)",,
"[1019261045, 1113392391]",2,B 27;B 81,Mauerstraße,primary,50,False,True,37.473,"LINESTRING (10.9583937 51.7899523, 10.9583547 51.7899528, 10.9583268 51.7899531, 10.9582694 51.789954, 10.9579879 51.789958, 10.9579148 51.7899628, 10.95785 51.7899684)",,
1229756422,,B 27;B 81,Lühnertorplatz,primary,50,True,False,20.136,"LINESTRING (10.9583937 51.7899523, 10.958395 51.7899359, 10.9583997 51.7899197, 10.9584077 51.789904, 10.9584189 51.789889, 10.9584331 51.7898751, 10.95845 51.7898624, 10.9584694 51.7898511, 10.9584909 51.7898415, 10.9585143 51.7898336, 10.9585391 51.7898276, 10.958565 51.7898237)",roundabout,
"[1227777321, 690934955]",2,B 81,Hasselfelder Straße,primary,50,False,False,74.656,"LINESTRING (10.9610965 51.7892664, 10.9611845 51.7892116, 10.961245 51.7891566, 10.9613195 51.7890732, 10.9614411 51.7888856, 10.9615926 51.7886753)",,
"[1113392390, 1227777321, 1019261039, 362229533, 362229534]",2,B 81,Hasselfelder Straße,primary,50,False,"[False, True]",173.91,"LINESTRING (10.9610965 51.7892664, 10.9610463 51.7892913, 10.9609926 51.7893145, 10.9609336 51.7893369, 10.9608721 51.7893564, 10.9607054 51.789401, 10.9605403 51.7894397, 10.9601443 51.7895325, 10.9597149 51.7896371, 10.9592703 51.7897453, 10.9591357 51.7897781, 10.9589749 51.789825, 10.9588902 51.7898496, 10.9588516 51.7898607, 10.9588127 51.789872, 10.9587785 51.789882)",,
"[29324664, 842899086, 842899087]",,,Schnappelberg,residential,30,False,True,261.84799999999996,"LINESTRING (10.9615489 51.787185, 10.9613536 51.7873016, 10.9611187 51.7875508, 10.9610421 51.7876321, 10.9604545 51.7882564, 10.9604152 51.7883046, 10.9603626 51.7883654, 10.9602837 51.7884371, 10.9601756 51.7885074, 10.9599551 51.7886436, 10.959436 51.7889586, 10.9593164 51.7890318, 10.9592832 51.7890518)",,
