osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,maxspeed,junction,tunnel,bridge
"[25943153, 577321682]",True,1,"['Roßplatz', 'Bitterfelder Straße']",tertiary,False,40.587,"LINESTRING (12.3368383 51.5241726, 12.336786 51.5241411, 12.3367176 51.5241043, 12.3366573 51.5240751, 12.3365849 51.5240346, 12.33653 51.5239938, 12.3364829 51.5239458, 12.3364521 51.5239041)",,,,,
682902742,True,2,Roßplatz,tertiary,False,36.674,"LINESTRING (12.3364521 51.5239041, 12.3364577 51.5235743)",,,,,
31941075,False,3,Bismarckstraße,tertiary,True,109.58,"LINESTRING (12.3371509 51.5220029, 12.337275 51.5219726, 12.3374072 51.5219537, 12.3375057 51.5219488, 12.3376574 51.5219502, 12.3378249 51.5219651, 12.3379811 51.5219863, 12.3381742 51.5220243, 12.338423 51.5220752, 12.3386834 51.5221215)",S 4,50,,,
37724512,False,2,Holzstraße,residential,False,42.335,"LINESTRING (12.3371509 51.5220029, 12.3370637 51.5220201, 12.3368764 51.5220409, 12.3367097 51.5220473, 12.3365466 51.5220494)",,,,,
1000056168,False,2,Bitterfelder Straße,tertiary,True,8.951,"LINESTRING (12.3369953 51.5260358, 12.3369955 51.5259553)",,50,,,
24218838,False,,Dübener Straße,residential,False,124.291,"LINESTRING (12.3369953 51.5260358, 12.3377984 51.5262855, 12.3379188 51.5263231, 12.3381529 51.5263913, 12.3386107 51.5265248)",,30,,,
"[840580145, 37521858, 840580147]",False,"['2', '3']",Bitterfelder Straße,tertiary,False,235.33,"LINESTRING (12.3369953 51.5260358, 12.3368385 51.5265644, 12.336785 51.5267426, 12.3367486 51.5268637, 12.3367101 51.5269918, 12.3366457 51.5271995, 12.3366053 51.5273324, 12.3364403 51.5278455, 12.3364119 51.5279364, 12.3363567 51.5281145)",,50,,,
24218746,True,1,Eisenbahnstraße,tertiary,False,29.559,"LINESTRING (12.3447 51.5243344, 12.3446535 51.5243955, 12.3445592 51.5245023, 12.3445211 51.5245749)",,50,,,
"[61389659, 682902739]",False,2,Eisenbahnstraße,tertiary,False,97.15700000000001,"LINESTRING (12.3447 51.5243344, 12.3447697 51.5242815, 12.3448932 51.5241824, 12.3450517 51.5240563, 12.3451361 51.5239682, 12.3453764 51.5235786)",,50,,,
37837708,True,,Grünstraße,residential,False,221.27300000000002,"LINESTRING (12.3453764 51.5235786, 12.3452972 51.5235591, 12.3440201 51.5233545, 12.343936 51.5233423, 12.343459 51.5232732, 12.3432004 51.5232403, 12.3424578 51.5231457, 12.342262 51.5231373)",,30,,,
"[682902739, 440522868, 297118229]",False,2,Eisenbahnstraße,tertiary,False,79.068,"LINESTRING (12.3453764 51.5235786, 12.3454232 51.5234986, 12.3454868 51.5233927, 12.3455148 51.5233504, 12.3455587 51.52328, 12.3456616 51.5231149, 12.3457377 51.5229873, 12.3457337 51.5229089)",,50,,,
"[61389659, 682902739]",False,2,Eisenbahnstraße,tertiary,True,97.157,"LINESTRING (12.3453764 51.5235786, 12.3451361 51.5239682, 12.3450517 51.5240563, 12.3448932 51.5241824, 12.3447697 51.5242815, 12.3447 51.5243344)",,50,,,
24218758,True,,Loberstraße,residential,False,80.142,"LINESTRING (12.3401826 51.5222994, 12.3404946 51.5229935)",,30,,,
893907053,False,2,Bismarckstraße,tertiary,True,13.321,"LINESTRING (12.3401826 51.5222994, 12.3403729 51.5223176)",S 4,50,,,
"[1157369001, 1157369003]",False,"['2', '3']",Bismarckstraße,tertiary,False,105.602,"LINESTRING (12.3401826 51.5222994, 12.3396932 51.5222444, 12.3392222 51.5221908, 12.3386834 51.5221215)",S 4,50,,,
31941075,False,3,Bismarckstraße,tertiary,False,109.58000000000001,"LINESTRING (12.3386834 51.5221215, 12.338423 51.5220752, 12.3381742 51.5220243, 12.3379811 51.5219863, 12.3378249 51.5219651, 12.3376574 51.5219502, 12.3375057 51.5219488, 12.3374072 51.5219537, 12.337275 51.5219726, 12.3371509 51.5220029)",S 4,50,,,
"[1157369001, 1157369003]",False,"['2', '3']",Bismarckstraße,tertiary,True,105.602,"LINESTRING (12.3386834 51.5221215, 12.3392222 51.5221908, 12.3396932 51.5222444, 12.3401826 51.5222994)",S 4,50,,,
893907054,False,,August-Fritzsche-Straße,residential,False,23.967,"LINESTRING (12.3404946 51.5229935, 12.3403256 51.5230187, 12.3401625 51.5230539)",,30,,,
24218764,True,,Querstraße,residential,False,67.815,"LINESTRING (12.342262 51.5231373, 12.3424757 51.5225421)",,50,,,
37837708,True,,Grünstraße,residential,False,110.771,"LINESTRING (12.342262 51.5231373, 12.3421467 51.5231357, 12.3406754 51.5230071)",,30,,,
1105368134,False,,Eilenburger Straße,residential,False,54.716,"LINESTRING (12.3419495 51.5244169, 12.341164 51.5243596)",,30,,,
24218764,True,,Querstraße,residential,False,144.416,"LINESTRING (12.3419495 51.5244169, 12.3421646 51.5237208, 12.3422829 51.5232118, 12.342262 51.5231373)",,50,,,
37532297,True,,Eilenburger Straße,residential,False,161.03699999999998,"LINESTRING (12.3419495 51.5244169, 12.342098 51.5244083, 12.3427791 51.5244759, 12.3428344 51.5244814, 12.344079 51.524608, 12.3442501 51.524599)",,30,,,
34904830,False,,Friedrich-Naumann-Straße,residential,True,188.094,"LINESTRING (12.3432614 51.5217345, 12.3459707 51.5218744)",,,,,
37837594,False,2,Körnerstraße,residential,True,104.973,"LINESTRING (12.3432614 51.5217345, 12.3424757 51.5225421)",,,,,
"[34904829, 78595821]",False,2,"['Friedrich-Naumann-Straße', 'Loberstraße']",residential,False,240.006,"LINESTRING (12.3432614 51.5217345, 12.3411748 51.5216292, 12.341119 51.5216524, 12.3409801 51.5217402, 12.3407427 51.5219396, 12.3407184 51.5219631, 12.3405163 51.5221581, 12.3403729 51.5223176)",,,,,
1000056169,False,2,Beerendorfer Straße,residential,False,52.26,"LINESTRING (12.3492735 51.5235818, 12.3487115 51.5234399, 12.3486533 51.5234077, 12.3486203 51.5233686)",,,,,
"[1000056170, 24218796]",False,2,Friedrich-Ebert-Straße,residential,False,340.036,"LINESTRING (12.3492735 51.5235818, 12.3489753 51.524052, 12.3487293 51.5244398, 12.3485912 51.5246551, 12.3474566 51.5264232)",,,,,
24218796,False,2,Friedrich-Ebert-Straße,residential,True,242.29000000000002,"LINESTRING (12.3462051 51.5284583, 12.3470055 51.5271508, 12.3474566 51.5264232)",,,,,
348423003,False,2,Dübener Straße,primary,True,87.089,"LINESTRING (12.3462051 51.5284583, 12.3465632 51.5285389, 12.3469336 51.528637, 12.347357 51.5287717)",B 183a,50,,,
