osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,width,ref,junction,bridge
22933381,,Wiesbadener Straße,residential,False,False,104.55600000000001,30,"LINESTRING (8.4700011 50.1790969, 8.4706903 50.1783221, 8.4707115 50.1783004, 8.4707322 50.1782816)",,,,
22933381,,Wiesbadener Straße,residential,False,True,64.699,30,"LINESTRING (8.4700011 50.1790969, 8.4698394 50.1792423, 8.4696222 50.1794231, 8.4694926 50.1794921, 8.4693882 50.1794999)",,,,
"[48138779, 22933386, 48138778]",1,Elisabethenstraße,living_street,True,False,112.591,,"LINESTRING (8.4657349 50.1861206, 8.4661614 50.1859371, 8.4662653 50.1858964, 8.4663834 50.18587, 8.4664884 50.1858541, 8.4665747 50.1858415, 8.4666517 50.1858679, 8.4670886 50.1860677)","['4', '3']",,,yes
22933393,,Theresenstraße,secondary,False,False,77.02199999999999,30,"LINESTRING (8.4657349 50.1861206, 8.4656445 50.1860767, 8.465452 50.1859831, 8.4652664 50.1858929, 8.4651886 50.1858551, 8.4650918 50.1857992, 8.4650483 50.1857767, 8.4649152 50.1857032, 8.4648855 50.1856927)",,L 3369,,
22811205,1,Limburger Straße,residential,True,False,8.996,30,"LINESTRING (8.4670888 50.1859868, 8.4670886 50.1860677)",3,,,
22933391,,Limburger Straße,living_street,False,False,65.89099999999999,,"LINESTRING (8.4670888 50.1859868, 8.4673736 50.1859797, 8.4675815 50.1859357, 8.4676734 50.1859185, 8.4678583 50.1858429, 8.4679553 50.185815)",,,,
22933391,,Limburger Straße,living_street,False,True,65.89099999999999,,"LINESTRING (8.4679553 50.185815, 8.4678583 50.1858429, 8.4676734 50.1859185, 8.4675815 50.1859357, 8.4673736 50.1859797, 8.4670888 50.1859868)",,,,
"[871905592, 22811208]",,Ölmühlweg,secondary,False,True,223.799,30,"LINESTRING (8.462061 50.1863673, 8.4623803 50.1862003, 8.4627684 50.1859833, 8.4629081 50.1859084, 8.4631147 50.1858337, 8.46396 50.185737, 8.4643979 50.1856882, 8.4645051 50.1856762, 8.4646702 50.1856723, 8.4647338 50.1856731, 8.4647691 50.1856735, 8.4648855 50.1856927)",,L 3369,,
30709447,2,Adelheidstraße,residential,False,False,116.475,30,"LINESTRING (8.4716108 50.1857851, 8.4714712 50.1856288, 8.4707747 50.1848848)",,,,
"[22994592, 22994593, 22994590, 22994591]",2,Graf-Stolberg-Straße,residential,False,True,427.12399999999985,30,"LINESTRING (8.4722165 50.1856104, 8.4725831 50.1854684, 8.4726633 50.1853807, 8.4729712 50.1850857, 8.4730225 50.1850366, 8.4730266 50.1850252, 8.4730235 50.1850009, 8.4729653 50.1848729, 8.4728445 50.1845693, 8.472723 50.1844217, 8.4726062 50.1842705, 8.4724537 50.1841083, 8.4723771 50.1840582, 8.4720641 50.18389, 8.4718257 50.1837563, 8.4715632 50.183606, 8.4713069 50.1834712, 8.4711243 50.1833388, 8.4710283 50.1832282, 8.4708977 50.1830776, 8.4707912 50.1829324, 8.4707399 50.1828437, 8.4706011 50.1826037, 8.4705714 50.182521)",3,,,yes
"[22994592, 22994593, 22994590, 22994591]",2,Graf-Stolberg-Straße,residential,False,False,427.1239999999999,30,"LINESTRING (8.4705714 50.182521, 8.4706011 50.1826037, 8.4707399 50.1828437, 8.4707912 50.1829324, 8.4708977 50.1830776, 8.4710283 50.1832282, 8.4711243 50.1833388, 8.4713069 50.1834712, 8.4715632 50.183606, 8.4718257 50.1837563, 8.4720641 50.18389, 8.4723771 50.1840582, 8.4724537 50.1841083, 8.4726062 50.1842705, 8.472723 50.1844217, 8.4728445 50.1845693, 8.4729653 50.1848729, 8.4730235 50.1850009, 8.4730266 50.1850252, 8.4730225 50.1850366, 8.4729712 50.1850857, 8.4726633 50.1853807, 8.4725831 50.1854684, 8.4722165 50.1856104)",3,,,yes
22994594,2,Falkensteiner Straße,tertiary,False,False,63.47899999999999,30,"LINESTRING (8.4705714 50.182521, 8.4704899 50.1825142, 8.4704143 50.1824928, 8.4703138 50.1824471, 8.4702896 50.1824361, 8.4702399 50.1824161, 8.4700417 50.1823366, 8.4698005 50.1822441)",,,,
22933381,,Wiesbadener Straße,residential,False,False,92.613,30,"LINESTRING (8.4707322 50.1782816, 8.4708045 50.1781945, 8.4711565 50.1777228, 8.4712026 50.1776609, 8.4712675 50.1775242)",,,,
22933381,,Wiesbadener Straße,residential,False,True,104.556,30,"LINESTRING (8.4707322 50.1782816, 8.4707115 50.1783004, 8.4706903 50.1783221, 8.4700011 50.1790969)",,,,
22994757,,Bischof-Kindermann-Straße,residential,True,False,60.777,20,"LINESTRING (8.4722656 50.1774077, 8.4721929 50.1775352, 8.4721167 50.1776562, 8.4720999 50.1778408, 8.4720913 50.1779361)",,,,
206997153,,Bischof-Kaller-Straße,primary,False,True,20.308,30,"LINESTRING (8.4720913 50.1779361, 8.4719604 50.1778423, 8.4719555 50.1778388, 8.4719013 50.1777999)",,B 455,,
23007986,,Seilerbahnweg,living_street,False,True,31.964,,"LINESTRING (8.4652371 50.1801465, 8.4653065 50.1804305)",,,,
"[23007993, 1206541708]",,Heuhohlweg,living_street,False,True,116.027,,"LINESTRING (8.4636705 50.1790944, 8.4643121 50.1792259, 8.4645067 50.1792874, 8.4651692 50.1794967)",4,,,
23007997,,Forellenweg,residential,False,True,392.943,30,"LINESTRING (8.4609005 50.1786449, 8.4610417 50.1786926, 8.4612052 50.1787427, 8.4615387 50.1788433, 8.461702 50.1788639, 8.4619806 50.1788773, 8.4620345 50.1788799, 8.4622431 50.1788819, 8.4627303 50.1788807, 8.4633231 50.1789027, 8.4636433 50.1789376, 8.4644991 50.179032, 8.4650915 50.179072, 8.4651502 50.1790722, 8.4653958 50.179067, 8.4656075 50.179049, 8.4658736 50.1790169, 8.4660767 50.1789864, 8.4662978 50.1789396)",,,,
259363679,,Goethestraße,residential,False,False,52.564,30,"LINESTRING (8.4609005 50.1786449, 8.4609808 50.1784939, 8.4611428 50.1783269, 8.4613041 50.1782728)",,,,
23282191,,Goethestraße,residential,False,False,57.31400000000001,30,"LINESTRING (8.4613041 50.1782728, 8.4611897 50.1780371, 8.4611791 50.1780153, 8.4610632 50.177781)",,,,
24212028,,Hölderlinstraße,residential,False,False,144.82,30,"LINESTRING (8.4613041 50.1782728, 8.4614914 50.1782224, 8.4616849 50.1781703, 8.4618444 50.1781274, 8.4619619 50.1780654, 8.4620257 50.1780469, 8.4624554 50.177928, 8.4626102 50.1778989, 8.4627391 50.1778485, 8.462883 50.1777994, 8.4631436 50.1777306)",,,,
259363679,,Goethestraße,residential,False,True,52.56399999999999,30,"LINESTRING (8.4613041 50.1782728, 8.4611428 50.1783269, 8.4609808 50.1784939, 8.4609005 50.1786449)",,,,
208124874,,Wiesenstraße,residential,False,True,52.135,30,"LINESTRING (8.4666574 50.1778012, 8.4659526 50.1776743)",,,,
23007996,,Schneidhainer Straße,residential,False,True,155.721,30,"LINESTRING (8.4666574 50.1778012, 8.4667542 50.178005, 8.4668925 50.1783022, 8.4669156 50.1783631, 8.4669659 50.178556, 8.4669258 50.1786777, 8.4668878 50.1787282, 8.4667982 50.178792, 8.4662978 50.1789396)",,,,
208124874,,Wiesenstraße,residential,False,False,8.425,30,"LINESTRING (8.4641033 50.1775281, 8.4642175 50.1775083)",,,,
24212028,,Hölderlinstraße,residential,False,True,72.458,30,"LINESTRING (8.4641033 50.1775281, 8.4639226 50.1775687, 8.4635174 50.1776426, 8.4634553 50.1776432, 8.4633573 50.177658, 8.4631436 50.1777306)",,,,
23282160,,Hölderlinstraße,residential,False,False,16.836,30,"LINESTRING (8.4628121 50.1783149, 8.4628572 50.1783045, 8.4630346 50.1782637)",,,,
23282160,,Hölderlinstraße,residential,False,True,76.725,30,"LINESTRING (8.4631436 50.1777306, 8.4633377 50.1782002, 8.4630346 50.1782637)",,,,
24212028,,Hölderlinstraße,residential,False,False,72.458,30,"LINESTRING (8.4631436 50.1777306, 8.4633573 50.177658, 8.4634553 50.1776432, 8.4635174 50.1776426, 8.4639226 50.1775687, 8.4641033 50.1775281)",,,,
24212028,,Hölderlinstraße,residential,False,True,144.82,30,"LINESTRING (8.4631436 50.1777306, 8.462883 50.1777994, 8.4627391 50.1778485, 8.4626102 50.1778989, 8.4624554 50.177928, 8.4620257 50.1780469, 8.4619619 50.1780654, 8.4618444 50.1781274, 8.4616849 50.1781703, 8.4614914 50.1782224, 8.4613041 50.1782728)",,,,
23282174,,Querstraße,living_street,False,False,96.602,,"LINESTRING (8.4656761 50.1785246, 8.4657437 50.1782963, 8.4658245 50.1780211, 8.4659526 50.1776743)",,,,
208124874,,Wiesenstraße,residential,False,False,52.135,30,"LINESTRING (8.4659526 50.1776743, 8.4666574 50.1778012)",,,,
23282174,,Querstraße,living_street,False,True,96.602,,"LINESTRING (8.4659526 50.1776743, 8.4658245 50.1780211, 8.4657437 50.1782963, 8.4656761 50.1785246)",,,,
208124874,,Wiesenstraße,residential,False,True,127.732,30,"LINESTRING (8.4659526 50.1776743, 8.464933 50.1774688, 8.4647693 50.177456, 8.4646614 50.1774573, 8.4644236 50.1774749, 8.4642175 50.1775083)",,,,
255413288,,Thüringer Straße,residential,False,True,28.12,30,"LINESTRING (8.4643697 50.1780318, 8.463981 50.1780764)",,,,
260587402,,Thüringer Straße,residential,False,False,59.211,30,"LINESTRING (8.4643697 50.1780318, 8.4642175 50.1775083)",,,,
260587402,,Thüringer Straße,residential,False,True,57.986000000000004,30,"LINESTRING (8.4643697 50.1780318, 8.4644529 50.1782444, 8.4649129 50.1781765)",,,,
208124867,,An der Talmühle,residential,False,False,78.932,30,"LINESTRING (8.4604061 50.1778343, 8.4603202 50.1778162, 8.4604556 50.1776674, 8.4607494 50.1774126, 8.4608258 50.1773851, 8.4609925 50.1773895)",,,,
23282191,,Goethestraße,residential,False,True,31.650999999999996,30,"LINESTRING (8.4609925 50.1773895, 8.4609969 50.1774856, 8.4609996 50.1775437, 8.4610246 50.1776731)",,,,
208124867,,An der Talmühle,residential,False,True,78.93199999999999,30,"LINESTRING (8.4609925 50.1773895, 8.4608258 50.1773851, 8.4607494 50.1774126, 8.4604556 50.1776674, 8.4603202 50.1778162, 8.4604061 50.1778343)",,,,
23282191,,Goethestraße,residential,False,False,12.309,30,"LINESTRING (8.4610632 50.177781, 8.4610246 50.1776731)",,,,
23282191,,Goethestraße,residential,False,True,57.31400000000001,30,"LINESTRING (8.4610632 50.177781, 8.4611791 50.1780153, 8.4611897 50.1780371, 8.4613041 50.1782728)",,,,
51821476,,An der Talmühle,residential,False,True,39.747,,"LINESTRING (8.4610632 50.177781, 8.4610135 50.1777866, 8.460976 50.1777909, 8.4608553 50.1778106, 8.460753 50.1778628, 8.4606864 50.1779932)",,,,
23282191,,Goethestraße,residential,False,True,12.309,30,"LINESTRING (8.4610246 50.1776731, 8.4610632 50.177781)",,,,
23282191,,Goethestraße,residential,False,False,31.650999999999996,30,"LINESTRING (8.4610246 50.1776731, 8.4609996 50.1775437, 8.4609969 50.1774856, 8.4609925 50.1773895)",,,,
208989679,,Hauptstraße,living_street,True,False,30.867,,"LINESTRING (8.4645834 50.1828642, 8.4641875 50.1829773)",5,,,
134997446,,Alte Gasse,living_street,False,False,99.559,,"LINESTRING (8.4645834 50.1828642, 8.4647349 50.1830218, 8.4648068 50.1830921, 8.4648359 50.1831206, 8.4649632 50.1832089, 8.4647673 50.1833499, 8.4646937 50.1834029, 8.4645988 50.1834712, 8.4644861 50.1835683)",2.5,,,
154945542,,Mathildenstraße,living_street,False,False,48.993,,"LINESTRING (8.4713619 50.1846551, 8.4707747 50.1848848)",,,,
154945542,,Mathildenstraße,living_street,False,True,57.99,,"LINESTRING (8.4713619 50.1846551, 8.4717817 50.185102)",,,,
155009386,,Mathildenstraße,living_street,False,False,6.028,,"LINESTRING (8.4713619 50.1846551, 8.4713211 50.1846076)",,,,
154945542,,Mathildenstraße,living_street,False,True,48.993,,"LINESTRING (8.4707747 50.1848848, 8.4713619 50.1846551)",,,,
30709447,2,Adelheidstraße,residential,False,False,166.043,30,"LINESTRING (8.4707747 50.1848848, 8.4696825 50.1837377, 8.4695534 50.1836128)",,,,
30709447,2,Adelheidstraße,residential,False,True,116.475,30,"LINESTRING (8.4707747 50.1848848, 8.4714712 50.1856288, 8.4716108 50.1857851)",,,,
154945542,,Mathildenstraße,living_street,False,False,57.99,,"LINESTRING (8.4717817 50.185102, 8.4713619 50.1846551)",,,,
155009386,,Mathildenstraße,living_street,False,True,6.028,,"LINESTRING (8.4713211 50.1846076, 8.4713619 50.1846551)",,,,
340068238,2,Frankfurter Straße,tertiary,False,False,9.459,40,"LINESTRING (8.4685877 50.1821165, 8.4684557 50.1821261)",,,,
178088180,,Am Ellasprudel,residential,False,True,132.34,50,"LINESTRING (8.4685877 50.1821165, 8.4686044 50.1821542, 8.4686476 50.1822053, 8.4687869 50.1822992, 8.4689158 50.1823854, 8.4690649 50.182473, 8.4690894 50.1824874, 8.4692635 50.1825925, 8.4695998 50.1829534, 8.4696061 50.183073)",,,,
340068238,2,Frankfurter Straße,tertiary,False,True,61.958,40,"LINESTRING (8.4685877 50.1821165, 8.4687089 50.1820972, 8.4689878 50.1820645, 8.469119 50.1820496, 8.4692186 50.182041, 8.469252 50.1820381, 8.4694445 50.1820214)",,,,
178088180,,Am Ellasprudel,residential,False,False,132.34,50,"LINESTRING (8.4696061 50.183073, 8.4695998 50.1829534, 8.4692635 50.1825925, 8.4690894 50.1824874, 8.4690649 50.182473, 8.4689158 50.1823854, 8.4687869 50.1822992, 8.4686476 50.1822053, 8.4686044 50.1821542, 8.4685877 50.1821165)",,,,
568673328,2,Hauptstraße,residential,False,True,42.012,50,"LINESTRING (8.4674389 50.1822095, 8.4675995 50.1821744, 8.4677309 50.1821447, 8.4678923 50.1821078, 8.4680019 50.1821075)",,,,
51821476,,An der Talmühle,residential,False,False,39.747,,"LINESTRING (8.4606864 50.1779932, 8.460753 50.1778628, 8.4608553 50.1778106, 8.460976 50.1777909, 8.4610135 50.1777866, 8.4610632 50.177781)",,,,
208980486,,Kugelherrnstraße,living_street,False,True,25.058,,"LINESTRING (8.4623891 50.1828664, 8.4623788 50.1829772, 8.462353 50.1830568, 8.4623766 50.1830862)",3,,,
208623220,,Kirchstraße,residential,False,False,11.208,30,"LINESTRING (8.4660916 50.1841251, 8.466193 50.1842022)",,,,
208623220,,Kirchstraße,residential,False,True,40.656,30,"LINESTRING (8.4660916 50.1841251, 8.4657723 50.1838705, 8.4657349 50.1838396)",,,,
321172000,,Herzog-Adolph-Straße,residential,True,False,34.152,30,"LINESTRING (8.4660916 50.1841251, 8.4658492 50.18422, 8.4656851 50.1842881)",,,,
22811209,,Hauptstraße,living_street,False,True,4.725,,"LINESTRING (8.4646676 50.1828418, 8.464728 50.1828242)",5,,,
208989679,,Hauptstraße,living_street,True,False,6.492,,"LINESTRING (8.4646676 50.1828418, 8.4645834 50.1828642)",5,,,
209238754,,Hölderlinstraße,residential,False,True,14.134,30,"LINESTRING (8.4629696 50.1781436, 8.4630346 50.1782637)",,,,
209238754,,Hölderlinstraße,residential,False,False,14.134,30,"LINESTRING (8.4630346 50.1782637, 8.4629696 50.1781436)",,,,
23282160,,Hölderlinstraße,residential,False,False,76.725,30,"LINESTRING (8.4630346 50.1782637, 8.4633377 50.1782002, 8.4631436 50.1777306)",,,,
23282160,,Hölderlinstraße,residential,False,True,16.836,30,"LINESTRING (8.4630346 50.1782637, 8.4628572 50.1783045, 8.4628121 50.1783149)",,,,
317781158,2,Frankfurter Straße,tertiary,False,False,10.383,,"LINESTRING (8.4695839 50.181994, 8.4694445 50.1820214)",,,,
209274056,1,Falkensteiner Straße,tertiary,True,False,32.551,30,"LINESTRING (8.4695839 50.181994, 8.4696178 50.1820855, 8.4696646 50.1821463, 8.4698005 50.1822441)",,,,
"[1206541464, 1206541443]",2,Frankfurter Straße,tertiary,False,True,208.32699999999997,40,"LINESTRING (8.4695839 50.181994, 8.4697201 50.1819673, 8.469745 50.1819624, 8.4698217 50.1819391, 8.4700075 50.1818828, 8.4700417 50.1818724, 8.4703138 50.1817462, 8.4705867 50.1816196, 8.470938 50.1814577, 8.4714188 50.1812362, 8.471639 50.1811347, 8.471853 50.181036, 8.4719577 50.1809878, 8.472012 50.1809628)",,,,
22994594,2,Falkensteiner Straße,tertiary,False,True,63.479,30,"LINESTRING (8.4698005 50.1822441, 8.4700417 50.1823366, 8.4702399 50.1824161, 8.4702896 50.1824361, 8.4703138 50.1824471, 8.4704143 50.1824928, 8.4704899 50.1825142, 8.4705714 50.182521)",,,,
209274053,1,Falkensteiner Straße,tertiary,True,False,36.388,30,"LINESTRING (8.4698005 50.1822441, 8.4696229 50.182176, 8.4695108 50.1821048, 8.4694445 50.1820214)",,,,
22933379,,Thewaltstraße,living_street,False,True,183.474,,"LINESTRING (8.4699595 50.1799653, 8.472012 50.1809628)",,,,
22933379,,Thewaltstraße,living_street,False,False,45.491,,"LINESTRING (8.4699595 50.1799653, 8.4695381 50.179757, 8.4694538 50.1797153)",,,,
"[885274856, 209436226]",,Thewaltstraße,living_street,False,False,117.07999999999998,,"LINESTRING (8.4699595 50.1799653, 8.4697352 50.1801631, 8.4696238 50.1801817, 8.4694687 50.1801445, 8.4693718 50.1801351, 8.4690762 50.1802407, 8.4691586 50.1803772, 8.4690713 50.1804144, 8.4689345 50.180518)",,,,
"[885274856, 209436226]",,Thewaltstraße,living_street,False,True,117.08,,"LINESTRING (8.4689345 50.180518, 8.4690713 50.1804144, 8.4691586 50.1803772, 8.4690762 50.1802407, 8.4693718 50.1801351, 8.4694687 50.1801445, 8.4696238 50.1801817, 8.4697352 50.1801631, 8.4699595 50.1799653)",,,,
206997157,,Wiesbadener Straße,primary,False,False,13.447,30,"LINESTRING (8.4712036 50.1774104, 8.4712675 50.1775242)",,B 455,,
5624787,1,Wiesbadener Straße,residential,True,False,59.676,30,"LINESTRING (8.468297 50.1807245, 8.4683562 50.1805508, 8.468387 50.1804734, 8.4684252 50.1803863, 8.4684675 50.1803103, 8.4685361 50.1802118)",3,,,
257235047,,Wiesbadener Straße,living_street,False,False,141.354,,"LINESTRING (8.468297 50.1807245, 8.4689316 50.1808261, 8.4690107 50.1808931, 8.4690938 50.1809335, 8.4692011 50.1809446, 8.4693294 50.1809103, 8.469426 50.1807875, 8.4696075 50.1807462, 8.469865 50.180827, 8.4700154 50.1808067)",,,,
257235047,,Wiesbadener Straße,living_street,False,True,141.354,,"LINESTRING (8.4700154 50.1808067, 8.469865 50.180827, 8.4696075 50.1807462, 8.469426 50.1807875, 8.4693294 50.1809103, 8.4692011 50.1809446, 8.4690938 50.1809335, 8.4690107 50.1808931, 8.4689316 50.1808261, 8.468297 50.1807245)",,,,
260587402,,Thüringer Straße,residential,False,False,57.986000000000004,30,"LINESTRING (8.4649129 50.1781765, 8.4644529 50.1782444, 8.4643697 50.1780318)",,,,
255413288,,Thüringer Straße,residential,False,False,28.12,30,"LINESTRING (8.463981 50.1780764, 8.4643697 50.1780318)",,,,
208124874,,Wiesenstraße,residential,False,True,8.425,30,"LINESTRING (8.4642175 50.1775083, 8.4641033 50.1775281)",,,,
260587402,,Thüringer Straße,residential,False,True,59.211,30,"LINESTRING (8.4642175 50.1775083, 8.4643697 50.1780318)",,,,
208124874,,Wiesenstraße,residential,False,False,127.732,30,"LINESTRING (8.4642175 50.1775083, 8.4644236 50.1774749, 8.4646614 50.1774573, 8.4647693 50.177456, 8.464933 50.1774688, 8.4659526 50.1776743)",,,,
38822770,,Kugelherrnstraße,living_street,False,False,11.627,,"LINESTRING (8.4630285 50.1832053, 8.4628669 50.1831903)",3,,,
22811451,,Berggasse,living_street,False,False,55.815,,"LINESTRING (8.4630285 50.1832053, 8.4630044 50.1830216, 8.4629595 50.1828877, 8.4628703 50.1827163)",3,,,
38822770,,Kugelherrnstraße,living_street,False,True,26.0,,"LINESTRING (8.4630285 50.1832053, 8.4631118 50.1832163, 8.4633919 50.183215)",3,,,
22811448,,Karlstraße,living_street,False,True,24.433,,"LINESTRING (8.4616307 50.18371, 8.461681 50.1836726, 8.4619107 50.1835866)",3,,,
