osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,access,tunnel,bridge
862111573,L 551,Uslarer Straße,secondary,50,False,False,48.181,"LINESTRING (9.5586094 51.6373928, 9.5583883 51.6378038)",,,,
862111573,L 551,Uslarer Straße,secondary,50,False,True,31.374,"LINESTRING (9.5586094 51.6373928, 9.5587481 51.6371241)",,,,
76207083,,Schwarzer Weg,residential,,False,False,70.404,"LINESTRING (9.5586094 51.6373928, 9.5576932 51.6372331, 9.5576279 51.6372202)",,,,
9794871,L 551,Salzkotten,secondary,50,False,False,32.141,"LINESTRING (9.5568697 51.6397509, 9.5568017 51.6397442, 9.556755 51.6397347, 9.556634 51.6396875, 9.5565639 51.6396496, 9.556492 51.6395964)",,,,
26280990,,Mühlenstraße,residential,50,False,False,15.979,"LINESTRING (9.5568697 51.6397509, 9.5568871 51.6398258, 9.5569322 51.6398878)",,,,
475687775,L 551,Kottberg,secondary,50,False,True,24.537000000000003,"LINESTRING (9.5568697 51.6397509, 9.5569535 51.6397405, 9.5570337 51.6397104, 9.5570889 51.6396672, 9.5571296 51.6396191)",,,,
862111570,L 551,Raiffeisenstraße,secondary,50,False,True,50.187,"LINESTRING (9.5530252 51.6411128, 9.5529807 51.6406623)",,,,
76207103,L 551,Amelither Straße,secondary,50,False,False,43.936,"LINESTRING (9.5530252 51.6411128, 9.5530213 51.6412028, 9.5530039 51.641288, 9.5529798 51.6413634, 9.5529495 51.6414313, 9.5529159 51.6415001)",2,yes,,
862111564,,Mühlenstraße,residential,50,False,True,130.084,"LINESTRING (9.5530252 51.6411128, 9.5533875 51.6411357, 9.5535506 51.6411488, 9.5540111 51.6411973, 9.5542189 51.6412093, 9.5547015 51.6412019, 9.5548977 51.6411856)",,,,
26280990,,Mühlenstraße,residential,50,False,False,71.06,"LINESTRING (9.5569322 51.6398878, 9.5568368 51.6399265, 9.5566954 51.6399922, 9.5565304 51.6400939, 9.5561709 51.6403154)",,,,
26280990,,Mühlenstraße,residential,50,False,True,15.979,"LINESTRING (9.5569322 51.6398878, 9.5568871 51.6398258, 9.5568697 51.6397509)",,,,
475687777,,Blumenstraße,residential,50,False,False,84.231,"LINESTRING (9.5569322 51.6398878, 9.5570057 51.6399228, 9.5571131 51.6399527, 9.5572834 51.6399856, 9.5574738 51.6400018, 9.557666 51.6400016, 9.5579227 51.639972, 9.5581028 51.6399421)",,,,
"[86165056, 76207092, 86165069]",,"['Scharottweg', 'Blumenstraße']","['residential', 'unclassified']","['50', '30']",False,"[False, True]",273.35100000000006,"LINESTRING (9.5581028 51.6399421, 9.5582161 51.6399858, 9.5584019 51.6400312, 9.558717 51.6401506, 9.559103 51.6403251, 9.55924 51.6404018, 9.5593534 51.6404779, 9.5594387 51.6405645, 9.5594895 51.6406606, 9.5595267 51.6407869, 9.5595257 51.640902, 9.5594773 51.6410233, 9.5593015 51.6412593, 9.5592568 51.6413339, 9.5592347 51.6414075, 9.5592234 51.6414695, 9.5592259 51.6415324, 9.5592345 51.6415917, 9.5592575 51.6416343, 9.5592927 51.6416725, 9.559482 51.6418023, 9.5595397 51.641815, 9.5595966 51.641819)",,,yes,
86165084,,Wienser Straße,residential,50,False,False,203.93,"LINESTRING (9.5581028 51.6399421, 9.5582172 51.6398684, 9.5585524 51.6397366, 9.5589355 51.6395657, 9.5602986 51.6390226, 9.5605276 51.6389006)",,,,
136389266,,Up dem Euwer,residential,,False,True,78.042,"LINESTRING (9.5581028 51.6399421, 9.5579677 51.6398286, 9.5571296 51.6396191)",,,,
475687777,,Blumenstraße,residential,50,False,True,84.23100000000001,"LINESTRING (9.5581028 51.6399421, 9.5579227 51.639972, 9.557666 51.6400016, 9.5574738 51.6400018, 9.5572834 51.6399856, 9.5571131 51.6399527, 9.5570057 51.6399228, 9.5569322 51.6398878)",,,,
76207063,L 551,Raiffeisenstraße,secondary,50,False,False,18.659,"LINESTRING (9.5529151 51.6399743, 9.552906 51.6400526, 9.5529054 51.6401419)",,,,
