osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,ref,junction,bridge,tunnel
23577921,Geffelbachstraße,residential,30,False,True,77.019,,"LINESTRING (7.613685 47.596497, 7.6146248 47.5967765)",,,,
146986396,Bühlstraße,tertiary,30,False,True,61.32,2,"LINESTRING (7.613685 47.596497, 7.6133876 47.5970107)",,,,
39436942,Geffelbachstraße,living_street,,False,False,111.468,,"LINESTRING (7.613685 47.596497, 7.613466 47.5964231, 7.612956 47.596251, 7.6127629 47.5961858, 7.6125367 47.5961095, 7.6123556 47.5960484)",,,,
146986396,Bühlstraße,tertiary,30,False,False,219.835,2,"LINESTRING (7.613685 47.596497, 7.6137057 47.5964594, 7.6147046 47.5946434)",,,,
39436948,Breslauer Straße,tertiary,30,False,True,78.879,,"LINESTRING (7.6147046 47.5946434, 7.6156843 47.5949017)",,,,
39430714,Bühlstraße,tertiary,30,False,False,132.833,,"LINESTRING (7.6147046 47.5946434, 7.6147351 47.5945825, 7.6149678 47.5941502, 7.6149843 47.5941159, 7.6149965 47.5940924, 7.6150243 47.5940441, 7.6153059 47.5935198)",,,,
146986396,Bühlstraße,tertiary,30,False,True,219.835,2,"LINESTRING (7.6147046 47.5946434, 7.6137057 47.5964594, 7.613685 47.596497)",,,,
712568773,Humboldstraße,residential,30,False,False,55.387,2,"LINESTRING (7.6147046 47.5946434, 7.6140922 47.5945258, 7.6139907 47.5945198)",,,,
712568773,Humboldstraße,residential,30,False,False,72.266,2,"LINESTRING (7.612189 47.5944742, 7.6112454 47.5946063)",,,,
26433529,Kantstraße,residential,30,False,False,175.48899999999998,,"LINESTRING (7.612189 47.5944742, 7.6122378 47.5949366, 7.6122513 47.5950648, 7.6122585 47.5951335, 7.6122871 47.5953994, 7.6122896 47.595425, 7.6122958 47.5954838, 7.6123556 47.5960484)",,,,
712568773,Humboldstraße,residential,30,False,True,56.964,2,"LINESTRING (7.612189 47.5944742, 7.612354 47.5944614, 7.6123753 47.5944618, 7.612504 47.5944563, 7.6127268 47.594455, 7.612947 47.5944627)",,,,
90513523,Müllheimer Straße,residential,30,True,False,26.985,1,"LINESTRING (7.6099416 47.59283, 7.60989 47.5927507, 7.6098719 47.5926984, 7.6098496 47.5926458, 7.6098194 47.5926027)",,,,
"[114681744, 39436944, 1009131652, 1009131653]","['Müllheimer Straße', 'Humboldtstraße']","['residential', 'living_street']","['20', '30']",False,True,282.329,2,"LINESTRING (7.6099416 47.59283, 7.609956 47.5929164, 7.6099725 47.5930872, 7.6099728 47.5931848, 7.6099623 47.5932806, 7.6099578 47.5933552, 7.6099568 47.593372, 7.6099698 47.5934514, 7.6100095 47.5935818, 7.6102429 47.5943493, 7.6103137 47.5945829, 7.6103424 47.5946911, 7.6103518 47.5947266, 7.6104617 47.5947192, 7.6104999 47.5947139, 7.6108459 47.5946656, 7.6112454 47.5946063)",,,,
54564914,,secondary,,True,False,12.618,1,"LINESTRING (7.6099796 47.5925892, 7.609953 47.5925998, 7.6099247 47.5926066, 7.6098882 47.5926104, 7.6098487 47.5926092, 7.6098194 47.5926027)",B 317,roundabout,,
149789419,Müllheimer Straße,residential,30,True,False,27.014000000000003,1,"LINESTRING (7.6099796 47.5925892, 7.6099643 47.5926289, 7.6099606 47.5926943, 7.6099584 47.5927456, 7.6099416 47.59283)",,,,
54564914,,secondary,,True,False,54.092,1,"LINESTRING (7.6105046 47.5923067, 7.6104634 47.592321, 7.610415 47.5923263, 7.6103561 47.5923285, 7.6103061 47.5923359, 7.6102514 47.5923535, 7.6101921 47.5923776, 7.6101159 47.5924247, 7.610079 47.5924575, 7.6100553 47.5924867, 7.6100359 47.5925179, 7.6100242 47.5925448, 7.6100053 47.5925708, 7.6099796 47.5925892)",B 317,roundabout,,
28399428,Hauptstraße,tertiary,,True,False,21.694,1,"LINESTRING (7.610564 47.5921969, 7.6106169 47.5922196, 7.6107456 47.5922593, 7.6108164 47.5922911)",,,,
54564914,,secondary,,True,False,13.908999999999999,1,"LINESTRING (7.610564 47.5921969, 7.6105694 47.5922286, 7.6105617 47.5922594, 7.610541 47.5922851, 7.6105046 47.5923067)",B 317,roundabout,,
"[28157796, 28157797, 875564016, 839646355, 318347604, 475391900]",Hauptstraße,secondary,,False,True,494.713,"['2', '3']","LINESTRING (7.6093976 47.5925369, 7.6093634 47.5925454, 7.6092024 47.5925877, 7.6089098 47.5926566, 7.6087159 47.5927035, 7.6086132 47.5927328, 7.6084079 47.5927914, 7.606298 47.5934161, 7.6061881 47.5934433, 7.6061063 47.5934471, 7.6060425 47.5934418, 7.6059706 47.5934253, 7.6059025 47.593383, 7.6058666 47.5933515, 7.6058322 47.5933038, 7.6055844 47.5927232, 7.6053313 47.5922279, 7.6051029 47.5917809, 7.6050066 47.5915964)",B 317,,yes,
33343519,Hauptstraße,secondary,,True,False,27.247,1,"LINESTRING (7.6093976 47.5925369, 7.6094554 47.592518, 7.6095131 47.5925027, 7.6096678 47.5924796, 7.6097367 47.592454)",B 317,,,
54564914,,secondary,,True,False,12.524000000000001,1,"LINESTRING (7.6102889 47.5921357, 7.6103215 47.5921206, 7.61036 47.5921118, 7.6103993 47.5921063, 7.6104456 47.5921103)",B 317,roundabout,,
149789394,Basler Straße,secondary,,True,False,30.340999999999998,1,"LINESTRING (7.6102889 47.5921357, 7.6102812 47.5920851, 7.6102205 47.5919787, 7.6102032 47.5919368, 7.610179 47.5918744)",B 317,,,
54564914,,secondary,,True,False,14.092,1,"LINESTRING (7.6104456 47.5921103, 7.6104912 47.5921232, 7.6105352 47.5921448, 7.6105591 47.5921724, 7.610564 47.5921969)",B 317,roundabout,,
28399429,Hauptstraße,tertiary,20,False,False,18.092,2,"LINESTRING (7.61403 47.5924306, 7.6142709 47.5924395)",,,,
28399429,Hauptstraße,tertiary,20,False,True,147.28300000000002,2,"LINESTRING (7.61403 47.5924306, 7.6129517 47.5923832, 7.6124403 47.5923586, 7.6122649 47.5923501, 7.6120702 47.5923441)",,,,
"[114949195, 404900812, 404900813]",Friedrichstraße,residential,30,False,False,95.37299999999999,,"LINESTRING (7.61403 47.5924306, 7.6140367 47.5923313, 7.6140467 47.5922055, 7.6141002 47.5915742)",,,,building_passage
