osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,junction,tunnel,access,width
"[23431993, 152437084, 26968838]",4,B 85,"['Kurfürstenbrücke', 'Kurfürstenring']",primary,50,False,False,201.628,yes,"LINESTRING (11.8558199 49.4423688, 11.8560941 49.4423087, 11.8561342 49.4423023, 11.8563617 49.4422662, 11.8565585 49.4422459, 11.8568075 49.4422353, 11.8570112 49.442237, 11.8571919 49.4422428, 11.8573897 49.4422548, 11.8575666 49.442276, 11.8576686 49.4422911, 11.8578666 49.4423359, 11.8581686 49.4424091, 11.8585088 49.4425123)",,,,
"[315047360, 23431996, 142517902]","['2', '3']",,Schloßgraben,residential,30,False,False,69.734,,"LINESTRING (11.8558199 49.4423688, 11.8558266 49.4425253, 11.855834 49.4425653, 11.8558937 49.4428358, 11.8559249 49.4429915)",,,,
79329432,4,AM 2,Wingershofer Straße,tertiary,50,False,True,41.573,,"LINESTRING (11.8558199 49.4423688, 11.8558019 49.4422163, 11.8558087 49.4421691, 11.8558228 49.4420962, 11.8558759 49.4420023)",,,,
56072948,2,B 85,Nabburger Torplatz,primary,50,True,False,30.660999999999998,,"LINESTRING (11.8633058 49.4441945, 11.863336 49.4441236, 11.8634249 49.4440302, 11.8635231 49.4439635)",roundabout,,,
315047358,4,B 85,Kurfürstenring,primary,50,False,True,24.018,,"LINESTRING (11.8633058 49.4441945, 11.8631596 49.4441884, 11.8630817 49.4441728, 11.8629838 49.4441496)",,,,
8566042,1,St 2165,Schlachthausstraße,secondary,50,True,False,33.324,,"LINESTRING (11.8635231 49.4439635, 11.8635837 49.4438906, 11.8637051 49.4437942, 11.8638242 49.4437441)",,,,
543153128,2,B 85,Nabburger Torplatz,primary,50,True,False,23.575000000000003,,"LINESTRING (11.8635231 49.4439635, 11.863626 49.4439339, 11.8637386 49.4439285, 11.8638378 49.4439396)",roundabout,,,
56072957,2,B 85,Nabburger Torplatz,primary,50,True,False,28.7,,"LINESTRING (11.8638378 49.4439396, 11.8639277 49.4439649, 11.8639998 49.4440127, 11.8640495 49.4440879, 11.8640577 49.4441332)",roundabout,,,
56072959,2,B 85,Nabburger Torplatz,primary,,True,False,23.615000000000002,,"LINESTRING (11.8640577 49.4441332, 11.864046 49.4442097, 11.8640043 49.4442653, 11.8639353 49.4443237)",roundabout,,,
4115377,2,B 85,Nabburger Torplatz,primary,50,True,False,22.214,,"LINESTRING (11.8635529 49.4443979, 11.8634604 49.4443784, 11.8633847 49.4443436, 11.8633331 49.4442751)",roundabout,,,
"[316254691, 59967588, 23431992, 35585589, 26968887, 26968888]","['4', '5']",,Pfalzgrafenring,secondary,50,False,True,214.617,yes,"LINESTRING (11.8555902 49.4485372, 11.8553015 49.4484643, 11.8552541 49.4484505, 11.8551343 49.4484156, 11.8545682 49.4482462, 11.8544151 49.4481983, 11.8539925 49.4480635, 11.8532063 49.4478126, 11.8531601 49.4477979, 11.8529007 49.4477215)",,,,
315971913,5,,Pfalzgrafenring,secondary,50,False,False,57.82299999999999,,"LINESTRING (11.8555902 49.4485372, 11.8559138 49.4486065, 11.8563559 49.4486871)",,,,
315971581,5,,Pfalzgrafenring,secondary,50,False,False,32.908,,"LINESTRING (11.857461 49.448841, 11.8575832 49.4488042, 11.8576258 49.4487903, 11.8578695 49.4487105)",,,,
"[315971580, 315971581]","['4', '5']",,Pfalzgrafenring,secondary,50,False,True,82.565,,"LINESTRING (11.857461 49.448841, 11.8574227 49.448848, 11.8573421 49.4488523, 11.8572376 49.4488488, 11.8570427 49.4488232, 11.8563559 49.4486871)",,,,
"[639948578, 30656059]",,,Kaiser-Ludwig-Ring,secondary,50,True,False,40.013999999999996,,"LINESTRING (11.8639353 49.4443237, 11.8638819 49.4444277, 11.8638574 49.4445188, 11.8639047 49.4446735)",,,,
56073183,2,B 85,Nabburger Torplatz,primary,50,True,False,30.104999999999997,,"LINESTRING (11.8639353 49.4443237, 11.8638545 49.4443699, 11.8637584 49.4443937, 11.8636555 49.4443998, 11.8635529 49.4443979)",roundabout,,,
"[560918627, 24148575]",,,Am Anschuss,"['residential', 'living_street']","['50', '10']",False,False,117.71000000000001,,"LINESTRING (11.8604427 49.442214, 11.8601323 49.4421355, 11.8592349 49.4418982, 11.8591427 49.4418719, 11.859021 49.441854, 11.8589203 49.4418567)",,,,
48419124,3,,Schießstätteweg,residential,50,False,False,96.254,,"LINESTRING (11.8604427 49.442214, 11.8602848 49.4425171, 11.8601572 49.4427656, 11.8601182 49.4428399, 11.8600787 49.4428914, 11.8599775 49.4430235)",,,,
"[48419121, 315047358]",4,B 85,Kurfürstenring,primary,50,False,False,250.846,,"LINESTRING (11.8599775 49.4430235, 11.8601744 49.4430954, 11.8602192 49.4431117, 11.8607708 49.443313, 11.8629838 49.4441496)",,,,
48419124,3,,Schießstätteweg,residential,50,False,True,96.254,,"LINESTRING (11.8599775 49.4430235, 11.8600787 49.4428914, 11.8601182 49.4428399, 11.8601572 49.4427656, 11.8602848 49.4425171, 11.8604427 49.442214)",,,,
"[48419123, 315047357]","['4', '5']",B 85,Kurfürstenring,primary,50,False,True,120.445,,"LINESTRING (11.8599775 49.4430235, 11.8597772 49.4429534, 11.8593964 49.4428203, 11.8591211 49.442724, 11.8585088 49.4425123)",,,,
"[316254691, 59967588, 26968888, 35585589, 26968887, 23431992]","['4', '5']",,Pfalzgrafenring,secondary,50,False,False,214.61700000000002,yes,"LINESTRING (11.8529007 49.4477215, 11.8531601 49.4477979, 11.8532063 49.4478126, 11.8539925 49.4480635, 11.8544151 49.4481983, 11.8545682 49.4482462, 11.8551343 49.4484156, 11.8552541 49.4484505, 11.8553015 49.4484643, 11.8555902 49.4485372)",,,,
"[137704457, 316254690]",4,,Mühlgasse,residential,30,False,False,107.97,,"LINESTRING (11.8529007 49.4477215, 11.8529478 49.4475487, 11.8529753 49.4474965, 11.8530147 49.4474431, 11.8531214 49.4473044, 11.853254 49.4471706, 11.8533796 49.4470676, 11.8535323 49.446965, 11.8536465 49.4469096)",,,,
316254686,4,St 2040,Kaiser-Wilhelm-Ring,secondary,50,False,True,49.19200000000001,,"LINESTRING (11.8529007 49.4477215, 11.852637 49.4476502, 11.8525892 49.4476363, 11.8522764 49.4475456)",,,,
316254695,4,St 2040,Sulzbacher Straße,secondary,50,False,True,54.992000000000004,,"LINESTRING (11.8529007 49.4477215, 11.8528516 49.4478767, 11.8528403 49.4479124, 11.8527474 49.4482059)",,,,
29133006,,,Kasernstraße,residential,,False,False,35.338,,"LINESTRING (11.8576814 49.4468836, 11.8581537 49.4469655)",,,,
152129366,,,Herrnstraße,residential,30,True,False,37.436,,"LINESTRING (11.8576814 49.4468836, 11.857734 49.4467928, 11.857824 49.4466248, 11.8578623 49.4465683)",,,,
31260475,,,Lederergasse,residential,30,False,False,21.576,,"LINESTRING (11.8573499 49.4458595, 11.8573057 49.4460514)",,,,
152129369,,,Mühlhof,residential,,False,False,27.584,,"LINESTRING (11.8573499 49.4458595, 11.8569853 49.4457864)",,,,
"[31260475, 29133015]",,,"['Kommandantengäßchen', 'Lederergasse']",residential,30,False,True,99.26700000000002,,"LINESTRING (11.8573499 49.4458595, 11.8573893 49.4457199, 11.8577002 49.4457816, 11.8580159 49.4458647, 11.8582334 49.4459615, 11.8583496 49.4460221, 11.858382 49.4460423, 11.8584065 49.4460554)",,,,
4115377,2,B 85,Nabburger Torplatz,primary,50,True,False,9.177,,"LINESTRING (11.8633331 49.4442751, 11.8633058 49.4441945)",roundabout,,,
320219292,,,Fronfestgasse,residential,30,True,False,103.75800000000001,,"LINESTRING (11.8582174 49.4478798, 11.8581428 49.4478667, 11.8574219 49.4477785, 11.8568304 49.4476484)",,,,
"[1110032967, 59837001, 59837002, 59837003, 1110032978]",,,Ziegeltorplatz,unclassified,30,True,False,42.03999999999999,yes,"LINESTRING (11.8582174 49.4478798, 11.8581858 49.4479292, 11.8581585 49.4479986, 11.8581534 49.4480068, 11.8581497 49.4480127, 11.8580834 49.4480919, 11.858057 49.4481266, 11.8580354 49.4481628, 11.8580008 49.4482291)",,building_passage,,
"[23817729, 26968885, 26968886]",,,Fronfestgasse,residential,30,False,False,244.439,yes,"LINESTRING (11.8568304 49.4476484, 11.8565112 49.4475676, 11.8564279 49.4475481, 11.855556 49.4473357, 11.8552953 49.4472704, 11.8547824 49.4471585, 11.854669 49.4471337, 11.854221 49.447036, 11.8536465 49.4469096)",,,,
1235632483,,,Paradeplatz,residential,30,False,False,80.66499999999999,,"LINESTRING (11.8568304 49.4476484, 11.8571064 49.4472369, 11.8572794 49.4469843)",,,,
23818831,,,Paradeplatz,residential,30,True,False,32.135000000000005,,"LINESTRING (11.8572794 49.4469843, 11.857488 49.4468988, 11.8575794 49.4468802, 11.8576814 49.4468836)",,,,
"[24286761, 37349866]",,,"['Paradeplatz', 'Entengasse']",residential,,False,False,108.61200000000001,,"LINESTRING (11.8572794 49.4469843, 11.8572334 49.4468933, 11.857242 49.4467998, 11.8571695 49.4467493, 11.8567186 49.4467227, 11.8564364 49.4466144, 11.8565563 49.4464185)",,,,
1235632483,,,Paradeplatz,residential,30,False,True,80.66499999999999,,"LINESTRING (11.8572794 49.4469843, 11.8571064 49.4472369, 11.8568304 49.4476484)",,,,
"[46045729, 46045730]",,,"['Paulanerplatz', 'Militärspitalgasse']",residential,30,False,True,195.875,,"LINESTRING (11.8622335 49.4445815, 11.8621636 49.4445103, 11.8620203 49.4444148, 11.8617451 49.4442485, 11.8613833 49.4441004, 11.861172 49.4440282, 11.8606018 49.4444597, 11.8602904 49.4446774)",,,,
"[26405824, 46045731]",,,Militärspitalgasse,residential,30,True,False,25.213,,"LINESTRING (11.8622335 49.4445815, 11.8623617 49.4446544, 11.8624322 49.4446995, 11.862489 49.4447357)",,,,
1109116398,,,Schiffgasse,residential,30,True,False,13.363,,"LINESTRING (11.8577595 49.4434854, 11.8579284 49.4435342)",,,,
"[23793712, 35585259, 109852815]",,,Schiffgasse,living_street,,False,"[False, True]",146.504,,"LINESTRING (11.8577595 49.4434854, 11.8576304 49.4437258, 11.8575886 49.4437846, 11.8575884 49.443842, 11.8575868 49.4444806, 11.8576227 49.4445276, 11.8579781 49.4446221)",,,,
23817498,,,Bastei,residential,30,False,True,145.046,,"LINESTRING (11.8579284 49.4435342, 11.8582333 49.44307, 11.8586237 49.4431596, 11.8587321 49.4431373, 11.8593504 49.4433537)",,,,
1109116399,,,Zeughausstraße,residential,30,False,True,58.047,,"LINESTRING (11.8579284 49.4435342, 11.8580542 49.4435806, 11.858365 49.4436952, 11.8586268 49.4437917)",,,,
"[23817498, 23793780]",,,"['Bastei', 'Baustadelgasse']",residential,30,False,"[False, True]",134.602,,"LINESTRING (11.8594257 49.4442314, 11.8596183 49.4439757, 11.8597123 49.4438579, 11.8599745 49.4435735, 11.8593504 49.4433537)",,,,
23793803,,,Zeughausstraße,residential,30,False,False,67.911,,"LINESTRING (11.8594257 49.4442314, 11.8592383 49.4441251, 11.8587118 49.4438345)",,,,
23817239,,,Paulanergasse,residential,30,False,True,79.854,,"LINESTRING (11.8594257 49.4442314, 11.8594937 49.4442706, 11.8601315 49.4445841, 11.8602904 49.4446774)",,,,
23793803,,,Zeughausstraße,residential,30,False,True,7.773,,"LINESTRING (11.8586268 49.4437917, 11.8587118 49.4438345)",,,,
23793720,,,Salzgasse,residential,30,False,True,84.549,,"LINESTRING (11.8586268 49.4437917, 11.85832 49.4442149, 11.8581688 49.4444904)",,,,
1109116399,,,Zeughausstraße,residential,30,False,False,58.047000000000004,,"LINESTRING (11.8586268 49.4437917, 11.858365 49.4436952, 11.8580542 49.4435806, 11.8579284 49.4435342)",,,,
23817233,,,Schanzgäßchen,residential,30,True,False,84.722,,"LINESTRING (11.8624155 49.4463656, 11.8621132 49.4462668, 11.862068 49.446252, 11.8618102 49.4461842, 11.8613808 49.4460116)",,,destination,
137704447,,,Hinter der Mauer,residential,30,True,False,215.53800000000004,,"LINESTRING (11.8624155 49.4463656, 11.8628504 49.4457274, 11.8631752 49.4452126, 11.8631749 49.4451129, 11.8626331 49.4448103, 11.8625337 49.4447612, 11.862489 49.4447357)",,,,
137704458,,,Obere Nabburger Straße,residential,30,True,False,35.932,,"LINESTRING (11.8613808 49.4460116, 11.8614195 49.4458397, 11.8614284 49.4456904)",,,,
23642142,,,Untere Nabburger Straße,residential,30,True,False,115.885,,"LINESTRING (11.8607561 49.444981, 11.8620545 49.4446086, 11.8622335 49.4445815)",,,,
23817239,,,Paulanergasse,residential,30,False,False,47.886,,"LINESTRING (11.8607561 49.444981, 11.8605531 49.4448203, 11.8602904 49.4446774)",,,,
23817966,,,Fleischbankgasse,residential,30,False,True,49.11,,"LINESTRING (11.8564503 49.4457083, 11.8563437 49.4456608, 11.8561046 49.4455903, 11.8560929 49.4455561, 11.8561821 49.4454157)",,,,
23817488,,,Rosengasse,residential,30,False,False,70.691,,"LINESTRING (11.8593504 49.4433537, 11.8592445 49.443422, 11.8589938 49.443607, 11.8587118 49.4438345)",,,,
23817498,,,Bastei,residential,30,False,False,145.046,,"LINESTRING (11.8593504 49.4433537, 11.8587321 49.4431373, 11.8586237 49.4431596, 11.8582333 49.44307, 11.8579284 49.4435342)",,,,
"[23817498, 23793780]",,,"['Baustadelgasse', 'Bastei']",residential,30,False,"[False, True]",134.602,,"LINESTRING (11.8593504 49.4433537, 11.8599745 49.4435735, 11.8597123 49.4438579, 11.8596183 49.4439757, 11.8594257 49.4442314)",,,,
23793803,,,Zeughausstraße,residential,30,False,False,7.773,,"LINESTRING (11.8587118 49.4438345, 11.8586268 49.4437917)",,,,
23793803,,,Zeughausstraße,residential,30,False,True,67.911,,"LINESTRING (11.8587118 49.4438345, 11.8592383 49.4441251, 11.8594257 49.4442314)",,,,
23817488,,,Rosengasse,residential,30,False,True,70.691,,"LINESTRING (11.8587118 49.4438345, 11.8589938 49.443607, 11.8592445 49.443422, 11.8593504 49.4433537)",,,,
23818721,,,Jesuitenfahrt,residential,30,False,True,44.414,,"LINESTRING (11.8536465 49.4469096, 11.8534642 49.4468332, 11.8531578 49.4466686)",,,,
"[23817729, 26968885, 26968886]",,,Fronfestgasse,residential,30,False,True,244.43900000000002,yes,"LINESTRING (11.8536465 49.4469096, 11.854221 49.447036, 11.854669 49.4471337, 11.8547824 49.4471585, 11.8552953 49.4472704, 11.855556 49.4473357, 11.8564279 49.4475481, 11.8565112 49.4475676, 11.8568304 49.4476484)",,,,
"[316254690, 23818725]",,,"['Mühlgasse', 'Franziskanergasse']",residential,30,False,False,296.047,,"LINESTRING (11.8536465 49.4469096, 11.8537616 49.4468694, 11.8541 49.4467221, 11.8543988 49.4466274, 11.8549325 49.4465275, 11.8555541 49.4464716, 11.8556773 49.4464535, 11.8557801 49.4464088, 11.8558415 49.4463566, 11.8558793 49.4463085, 11.8558886 49.4462361, 11.8558681 49.4461751, 11.8558021 49.4461344, 11.854612 49.4457801)",,,,
"[137704457, 316254690]",4,,Mühlgasse,residential,30,False,True,107.97,,"LINESTRING (11.8536465 49.4469096, 11.8535323 49.446965, 11.8533796 49.4470676, 11.853254 49.4471706, 11.8531214 49.4473044, 11.8530147 49.4474431, 11.8529753 49.4474965, 11.8529478 49.4475487, 11.8529007 49.4477215)",,,,
23818725,,,Franziskanergasse,residential,30,False,False,21.108,,"LINESTRING (11.854612 49.4457801, 11.8544663 49.4456156)",,,,
320966826,,,Klosterhof,residential,,False,True,24.866,,"LINESTRING (11.854612 49.4457801, 11.8544284 49.4459692)",,,,
"[316254690, 23818725]",,,"['Mühlgasse', 'Franziskanergasse']",residential,30,False,True,296.047,,"LINESTRING (11.854612 49.4457801, 11.8558021 49.4461344, 11.8558681 49.4461751, 11.8558886 49.4462361, 11.8558793 49.4463085, 11.8558415 49.4463566, 11.8557801 49.4464088, 11.8556773 49.4464535, 11.8555541 49.4464716, 11.8549325 49.4465275, 11.8543988 49.4466274, 11.8541 49.4467221, 11.8537616 49.4468694, 11.8536465 49.4469096)",,,,
23818725,,,Franziskanergasse,residential,30,False,True,21.108,,"LINESTRING (11.8544663 49.4456156, 11.854612 49.4457801)",,,,
23818863,,,Weinstraße,residential,30,False,True,19.364,,"LINESTRING (11.8544663 49.4456156, 11.8545622 49.445453)",,,,
"[67215778, 23818765]",,,Schrannenplatz,residential,30,False,False,59.646,,"LINESTRING (11.8544663 49.4456156, 11.8543576 49.4455276, 11.8541584 49.4454815, 11.8538845 49.4454468, 11.8537359 49.445487)",,,,
23818720,,,Vilsstraße,residential,30,False,False,23.109,,"LINESTRING (11.8537359 49.445487, 11.8536529 49.4456877)",,,,
23818211,,,Viehmarkt,residential,,False,False,77.10799999999999,,"LINESTRING (11.8537359 49.445487, 11.8537667 49.4453387, 11.853753 49.4452218, 11.8536636 49.4451282, 11.8535246 49.4450584, 11.8534825 49.4449918, 11.8534999 49.4448621)",,,,
"[67215778, 23818765]",,,Schrannenplatz,residential,30,False,True,59.646,,"LINESTRING (11.8537359 49.445487, 11.8538845 49.4454468, 11.8541584 49.4454815, 11.8543576 49.4455276, 11.8544663 49.4456156)",,,,
23818720,,,Vilsstraße,residential,30,False,True,115.861,,"LINESTRING (11.8531578 49.4466686, 11.8532744 49.4465787, 11.8534857 49.4460871, 11.8536529 49.4456877)",,,,
23818721,,,Jesuitenfahrt,residential,30,False,False,44.414,,"LINESTRING (11.8531578 49.4466686, 11.8534642 49.4468332, 11.8536465 49.4469096)",,,,
53266411,,,Jesuitenfahrt,residential,30,True,False,113.878,,"LINESTRING (11.8531578 49.4466686, 11.8530407 49.4466249, 11.8528323 49.4465454, 11.8526438 49.4464636, 11.8518718 49.4460797)",,,,
23817966,,,Fleischbankgasse,residential,30,False,False,70.199,,"LINESTRING (11.8569067 49.4451479, 11.8565834 49.4454306, 11.8562659 49.4453783, 11.8561821 49.4454157)",,,,
23818863,,,Weinstraße,residential,30,False,False,19.364,,"LINESTRING (11.8545622 49.445453, 11.8544663 49.4456156)",,,,
23817969,,,Weinstraße,residential,30,False,False,62.728,,"LINESTRING (11.8545622 49.445453, 11.8545726 49.4452449, 11.8547851 49.4449169)",,,,
112219647,,,Deutsche Schulgasse,residential,30,False,True,33.730000000000004,,"LINESTRING (11.8545622 49.445453, 11.8547636 49.4454296, 11.855019 49.4454675)",,,,
23817969,,,Weinstraße,residential,30,False,True,62.728,,"LINESTRING (11.8547851 49.4449169, 11.8545726 49.4452449, 11.8545622 49.445453)",,,,
23817988,,,Löwenwirtsgäßchen,residential,,False,False,19.433,,"LINESTRING (11.855019 49.4454675, 11.8550957 49.4453)",,,,
112219647,,,Deutsche Schulgasse,residential,30,False,False,33.730000000000004,,"LINESTRING (11.855019 49.4454675, 11.8547636 49.4454296, 11.8545622 49.445453)",,,,
"[112219519, 112219602, 112219647]",,,"['Tanzhausgasse', 'Oberes Apothekergäßchen', 'Deutsche Schulgasse']",residential,30,False,True,108.845,,"LINESTRING (11.855019 49.4454675, 11.8553342 49.4455185, 11.855445 49.4455358, 11.8555906 49.4453414, 11.8556339 49.4452583, 11.8561821 49.4454157)",,,,
23817988,,,Löwenwirtsgäßchen,residential,,False,True,19.433,,"LINESTRING (11.8550957 49.4453, 11.855019 49.4454675)",,,,
"[24286761, 37349866]",,,"['Paradeplatz', 'Entengasse']",residential,,False,True,108.61200000000001,,"LINESTRING (11.8565563 49.4464185, 11.8564364 49.4466144, 11.8567186 49.4467227, 11.8571695 49.4467493, 11.857242 49.4467998, 11.8572334 49.4468933, 11.8572794 49.4469843)",,,,
23818116,,,Lange Gasse,residential,,False,True,167.91800000000003,,"LINESTRING (11.8523317 49.4446086, 11.8522007 49.4448608, 11.852192 49.4448787, 11.8521287 49.4451432, 11.8520892 49.445334, 11.851954 49.4458249, 11.8519507 49.4459703, 11.8518718 49.4460797)",,,,
23818258,,,Seminargasse,residential,,False,True,89.486,,"LINESTRING (11.8523317 49.4446086, 11.8526886 49.4446748, 11.8531498 49.4448144, 11.8532648 49.4448265, 11.8534999 49.4448621)",,,,
"[350122617, 104187843]",,,"['Lange Gasse', 'Georgenstraße']",residential,30,True,False,85.64,,"LINESTRING (11.8523317 49.4446086, 11.8524658 49.4443898, 11.8525743 49.4441834, 11.8520894 49.4441553)",,,,
37349412,,,Viehmarktgasse,residential,,False,False,50.203,,"LINESTRING (11.8534999 49.4448621, 11.8537286 49.4444358)",,,,
23818211,,,Viehmarkt,residential,,False,True,77.108,,"LINESTRING (11.8534999 49.4448621, 11.8534825 49.4449918, 11.8535246 49.4450584, 11.8536636 49.4451282, 11.853753 49.4452218, 11.8537667 49.4453387, 11.8537359 49.445487)",,,,
23818258,,,Seminargasse,residential,,False,False,89.486,,"LINESTRING (11.8534999 49.4448621, 11.8532648 49.4448265, 11.8531498 49.4448144, 11.8526886 49.4446748, 11.8523317 49.4446086)",,,,
23818308,,,Neustift,residential,30,False,False,14.289,,"LINESTRING (11.852475 49.4434802, 11.8523112 49.4435521)",,,,
1264800115,,,Neustift,residential,30,True,False,28.806,,"LINESTRING (11.8528733 49.4434869, 11.852475 49.4434802)",,,,
55954439,,,Proviantamtsgäßchen,residential,30,False,True,65.684,,"LINESTRING (11.8526711 49.4431615, 11.853562 49.4430458)",,,,
23818335,,,Zehentgasse,residential,,True,False,38.184,,"LINESTRING (11.8526711 49.4431615, 11.8525923 49.4433026, 11.852475 49.4434802)",,,,
67215787,,,Steinhofgasse,residential,30,False,True,9.622,,"LINESTRING (11.8552722 49.4432102, 11.8553819 49.4431612)",,,,
23818426,,,Neustift,residential,30,True,False,80.00000000000001,,"LINESTRING (11.8552722 49.4432102, 11.8551617 49.4431626, 11.854995 49.4431363, 11.8543412 49.4432351, 11.8542134 49.4432544)",,,,
67215787,,,Steinhofgasse,residential,30,False,False,73.42699999999999,,"LINESTRING (11.8552722 49.4432102, 11.8549857 49.4434192, 11.8548325 49.4435582, 11.8546829 49.4437436)",,,,
23818675,,,Roßmarkt,residential,30,False,False,23.024,,"LINESTRING (11.8545756 49.4438856, 11.8544483 49.4440754)",,,,
67215787,,,Steinhofgasse,residential,30,False,True,17.592,,"LINESTRING (11.8545756 49.4438856, 11.8546829 49.4437436)",,,,
23818504,,,Badgasse,residential,30,True,False,131.51100000000002,,"LINESTRING (11.8545756 49.4438856, 11.8542673 49.4438105, 11.8535899 49.4436749, 11.8530757 49.4435768, 11.8528733 49.4434869)",,,,
23822209,,,Salzstadelplatz,residential,30,False,True,35.559,,"LINESTRING (11.8583993 49.4448502, 11.8583354 49.4447367, 11.8580621 49.4446473)",,,,
111683848,,,Amselweg,residential,50,False,True,48.299,,"LINESTRING (11.8649726 49.4411149, 11.865306 49.4414913)",,,,
152437072,,,Florianstraße,residential,50,False,True,195.516,,"LINESTRING (11.8649726 49.4411149, 11.8641792 49.4414293, 11.8637924 49.441658, 11.8634821 49.4420116, 11.863171 49.4423649)",,,,
"[939728448, 560918627]",,,Am Anschuss,"['living_street', 'residential']",10,False,False,83.041,,"LINESTRING (11.8589203 49.4418567, 11.8588323 49.4418747, 11.8587536 49.4419065, 11.8587334 49.4419415, 11.8587198 49.441977, 11.8586615 49.4421285, 11.8586222 49.4422312, 11.8585088 49.4425123)",,,,
