osmid,name,highway,oneway,reversed,length,ref,geometry,maxspeed,lanes,width
157473371,Schillerstraße,residential,False,False,55.493,,"LINESTRING (11.6273182 50.2826865, 11.6275936 50.2822195)",,,
376297921,Schützenstraße,residential,False,False,111.515,,"LINESTRING (11.6273182 50.2826865, 11.6287585 50.2830849)",,,
"[147522971, 452539036]",Schützenstraße,residential,False,True,65.14699999999999,,"LINESTRING (11.6273182 50.2826865, 11.626926 50.2825849, 11.6264579 50.2824847)",30,,
157473371,Schillerstraße,residential,False,True,43.629000000000005,,"LINESTRING (11.6281518 50.2811294, 11.6281384 50.2811561, 11.6279637 50.2815029)",,,
147522968,Hochstraße,residential,False,True,62.594,,"LINESTRING (11.6257206 50.2833313, 11.6261627 50.2828444)",,,
147522968,Hochstraße,residential,False,False,75.156,,"LINESTRING (11.6257206 50.2833313, 11.6252862 50.2836752, 11.6250999 50.2838766)",,,
147522974,Frankenwaldstraße,residential,False,True,65.513,,"LINESTRING (11.6257206 50.2833313, 11.6260476 50.2835284, 11.6263561 50.2837571)",,,
157473371,Schillerstraße,residential,False,False,83.91,,"LINESTRING (11.6275936 50.2822195, 11.6279637 50.2815029)",,,
157473371,Schillerstraße,residential,False,True,55.493,,"LINESTRING (11.6275936 50.2822195, 11.6273182 50.2826865)",,,
157473350,Lessingstraße,residential,False,True,89.232,,"LINESTRING (11.6275936 50.2822195, 11.6284518 50.2824535, 11.6286465 50.282289)",,,
97096380,Zeppelinstraße,residential,False,False,69.801,,"LINESTRING (11.6285393 50.286484, 11.6283963 50.286469, 11.6275609 50.2865071)",,,
97096380,Zeppelinstraße,residential,False,True,181.462,,"LINESTRING (11.6285393 50.286484, 11.6292848 50.2865863, 11.6309504 50.287008)",,,
157473361,Nordstraße,residential,False,False,146.864,,"LINESTRING (11.6285393 50.286484, 11.62869 50.2875024, 11.6287121 50.2877999)",,,
157473474,Walter-Münch-Straße,residential,False,False,71.928,,"LINESTRING (11.6285393 50.286484, 11.628579 50.2863179, 11.6286055 50.2860222, 11.6285732 50.2859179, 11.6285031 50.2858561)",,,
157473321,Josephstraße,residential,False,False,54.692,,"LINESTRING (11.6309504 50.287008, 11.630717 50.2874767)",,,
97096380,Zeppelinstraße,residential,False,False,181.462,,"LINESTRING (11.6309504 50.287008, 11.6292848 50.2865863, 11.6285393 50.286484)",,,
97096380,Zeppelinstraße,residential,False,True,218.625,,"LINESTRING (11.6309504 50.287008, 11.6324928 50.2874331, 11.6333595 50.2876965, 11.6336934 50.2878773)",,,
147522984,Hauptstraße,secondary,False,False,42.139,St 2211,"LINESTRING (11.6243619 50.2851801, 11.6247265 50.285479)",,,
147522984,Hauptstraße,secondary,False,True,82.423,St 2211,"LINESTRING (11.6243619 50.2851801, 11.623878 50.2847179, 11.6237014 50.2845711)",,,
157473212,Bergwiesenstraße,residential,False,False,59.637,,"LINESTRING (11.6243619 50.2851801, 11.6245599 50.2851017, 11.6248242 50.2850819, 11.6251255 50.2849808)",,,
147522980,Kirchstraße,residential,False,False,84.785,,"LINESTRING (11.6236165 50.2836578, 11.6243176 50.2842748)",,,
147522980,Kirchstraße,residential,False,True,19.757,,"LINESTRING (11.6236165 50.2836578, 11.6234339 50.2835238)",,,
"[812971624, 157473472]",Türkengrundstraße,residential,False,True,63.802,,"LINESTRING (11.6236165 50.2836578, 11.6238911 50.2834778, 11.6241652 50.2832335, 11.6241858 50.2832161)",,,
812971626,Gartenstraße,residential,False,True,98.043,,"LINESTRING (11.6241858 50.2832161, 11.6250999 50.2838766)",,,
"[157473472, 812971624]",Türkengrundstraße,residential,False,False,63.802,,"LINESTRING (11.6241858 50.2832161, 11.6241652 50.2832335, 11.6238911 50.2834778, 11.6236165 50.2836578)",,,
157473472,Türkengrundstraße,residential,False,True,141.02599999999998,,"LINESTRING (11.6241858 50.2832161, 11.6245069 50.2828667, 11.6246379 50.2827395, 11.6247536 50.2825933, 11.6248766 50.2823418, 11.6249477 50.282197, 11.6249611 50.2821302, 11.6249215 50.282071)",,,
147522975,Alte Poststraße,residential,False,False,69.926,,"LINESTRING (11.6234339 50.2835238, 11.6228397 50.2840251)",,,
147522979,Kirchstraße,residential,False,True,35.282,,"LINESTRING (11.6234339 50.2835238, 11.623112 50.2832822)",,,
147522980,Kirchstraße,residential,False,False,19.757,,"LINESTRING (11.6234339 50.2835238, 11.6236165 50.2836578)",,,
147522979,Kirchstraße,residential,False,False,35.282,,"LINESTRING (11.623112 50.2832822, 11.6234339 50.2835238)",,,
157473368,Scheunenweg,residential,False,True,175.20100000000002,,"LINESTRING (11.623112 50.2832822, 11.6233334 50.2828926, 11.6235822 50.2823647, 11.6237954 50.2817703)",,,
"[492969340, 492969341]",Martin-Luther-Platz,residential,False,True,83.178,,"LINESTRING (11.623112 50.2832822, 11.6227342 50.2831929, 11.6224121 50.2830669, 11.6220236 50.2830438)",,,
157473226,Forststraße,residential,False,True,126.666,,"LINESTRING (11.6264932 50.2861665, 11.6258412 50.2865372, 11.6251474 50.2869135)",,,
157473365,Postplatz,secondary,False,False,64.959,St 2211,"LINESTRING (11.6264932 50.2861665, 11.6267068 50.2862856, 11.6267572 50.2863137, 11.6271821 50.2865506)",50,,
157473365,Postplatz,secondary,False,True,58.66,St 2211,"LINESTRING (11.6264932 50.2861665, 11.6259598 50.2859654, 11.6257798 50.285901)",50,,
157473393,Schulstraße,residential,False,True,127.518,,"LINESTRING (11.621516 50.2863847, 11.6229317 50.2856798)",,,
492959800,Josef-Witt-Straße,residential,False,False,28.388,,"LINESTRING (11.6329724 50.2838087, 11.6327604 50.2840251)",,,
157473280,Itenstraße,residential,False,True,178.34300000000002,,"LINESTRING (11.6329724 50.2838087, 11.6322792 50.2835852, 11.6321746 50.2835265, 11.6311024 50.2827725)",,,
157473301,Josef-Witt-Straße,residential,False,True,118.093,,"LINESTRING (11.6329724 50.2838087, 11.6334255 50.2833895, 11.6337721 50.2832399, 11.6341701 50.2831106)",,,
97096380,Zeppelinstraße,residential,False,True,69.801,,"LINESTRING (11.6275609 50.2865071, 11.6283963 50.286469, 11.6285393 50.286484)",,,
147522973,Bergwiesenstraße,residential,False,False,74.762,,"LINESTRING (11.6251255 50.2849808, 11.6260653 50.2846784)",,,
147522980,Kirchstraße,residential,False,True,97.251,,"LINESTRING (11.6251255 50.2849808, 11.6243176 50.2842748)",,,
157473212,Bergwiesenstraße,residential,False,True,59.637,,"LINESTRING (11.6251255 50.2849808, 11.6248242 50.2850819, 11.6245599 50.2851017, 11.6243619 50.2851801)",,,
812971625,Hochstraße,residential,False,True,54.794,,"LINESTRING (11.6237014 50.2845711, 11.6243176 50.2842748)",,,
147522984,Hauptstraße,secondary,False,False,82.423,St 2211,"LINESTRING (11.6237014 50.2845711, 11.623878 50.2847179, 11.6243619 50.2851801)",,,
147522984,Hauptstraße,secondary,False,True,51.637,St 2211,"LINESTRING (11.6237014 50.2845711, 11.6234942 50.2844359, 11.6231802 50.2842476)",,,
97096291,Hans-Richter-Straße,residential,False,False,40.187,,"LINESTRING (11.6254657 50.2877905, 11.6249498 50.2879387)",,,
157473251,Hans-Richter-Straße,residential,False,False,28.269,,"LINESTRING (11.6254657 50.2877905, 11.6252878 50.2875631)",,,
157473251,Hans-Richter-Straße,residential,False,True,34.803,,"LINESTRING (11.6254657 50.2877905, 11.6256792 50.2880722)",,,
97096291,Hans-Richter-Straße,residential,False,True,40.187,,"LINESTRING (11.6249498 50.2879387, 11.6254657 50.2877905)",,,
97096380,Zeppelinstraße,residential,False,False,218.625,,"LINESTRING (11.6336934 50.2878773, 11.6333595 50.2876965, 11.6324928 50.2874331, 11.6309504 50.287008)",,,
147522968,Hochstraße,residential,False,False,62.594,,"LINESTRING (11.6261627 50.2828444, 11.6257206 50.2833313)",,,
147522981,Hochstraße,residential,False,True,45.163,,"LINESTRING (11.6261627 50.2828444, 11.6264579 50.2824847)",,,
147522978,Döbrabergstraße,residential,False,False,88.80499999999999,,"LINESTRING (11.6261627 50.2828444, 11.626334 50.282873, 11.6272917 50.2831819)",,,
147522969,Schützenstraße,residential,False,True,86.72,,"LINESTRING (11.6249215 50.282071, 11.6237954 50.2817703)",,,
157388260,Wasserhausweg,residential,False,True,152.157,,"LINESTRING (11.6249215 50.282071, 11.6250123 50.2818662, 11.6250437 50.2817839, 11.6249744 50.280714)",,,
157473472,Türkengrundstraße,residential,False,False,141.026,,"LINESTRING (11.6249215 50.282071, 11.6249611 50.2821302, 11.6249477 50.282197, 11.6248766 50.2823418, 11.6247536 50.2825933, 11.6246379 50.2827395, 11.6245069 50.2828667, 11.6241858 50.2832161)",,,
"[376297922, 376297924]",Schützenstraße,residential,False,False,118.52699999999999,,"LINESTRING (11.6249215 50.282071, 11.6252848 50.2821553, 11.6253445 50.2821692, 11.6255674 50.2822353, 11.6257616 50.2822929, 11.6264579 50.2824847)","['50', '30']",2,
147522969,Schützenstraße,residential,False,False,86.72,,"LINESTRING (11.6237954 50.2817703, 11.6249215 50.282071)",,,
147517601,Ziegelhüttenweg,residential,False,True,184.554,,"LINESTRING (11.6237954 50.2817703, 11.6238499 50.2814316, 11.6238255 50.2811116, 11.6237831 50.2807791, 11.6236658 50.2803847, 11.6236641 50.2801209)",,,
157473368,Scheunenweg,residential,False,False,175.20100000000002,,"LINESTRING (11.6237954 50.2817703, 11.6235822 50.2823647, 11.6233334 50.2828926, 11.623112 50.2832822)",,,
813257087,Schützenstraße,residential,False,True,72.744,,"LINESTRING (11.6237954 50.2817703, 11.6230646 50.2815774, 11.6228346 50.2815533)",,,
147522976,Frankenwaldstraße,residential,False,False,76.074,,"LINESTRING (11.6269914 50.2843078, 11.6263561 50.2837571)",,,
147522973,Bergwiesenstraße,residential,False,True,78.394,,"LINESTRING (11.6269914 50.2843078, 11.6263923 50.284601, 11.6260653 50.2846784)",,,
211490312,Bergwiesenstraße,residential,False,True,104.04899999999999,,"LINESTRING (11.6269914 50.2843078, 11.6275104 50.2840348, 11.6278682 50.2838339, 11.6280225 50.2837448, 11.6281004 50.2836971)",,,
147522973,Bergwiesenstraße,residential,False,True,74.762,,"LINESTRING (11.6260653 50.2846784, 11.6251255 50.2849808)",,,
157473232,Gartenstraße,residential,False,False,112.489,,"LINESTRING (11.6260653 50.2846784, 11.6250999 50.2838766)",,,
157473232,Gartenstraße,residential,False,True,73.49,,"LINESTRING (11.6260653 50.2846784, 11.6266843 50.2852079)",,,
147522973,Bergwiesenstraße,residential,False,False,78.394,,"LINESTRING (11.6260653 50.2846784, 11.6263923 50.284601, 11.6269914 50.2843078)",,,
147522976,Frankenwaldstraße,residential,False,True,76.074,,"LINESTRING (11.6263561 50.2837571, 11.6269914 50.2843078)",,,
147522974,Frankenwaldstraße,residential,False,False,65.513,,"LINESTRING (11.6263561 50.2837571, 11.6260476 50.2835284, 11.6257206 50.2833313)",,,
147522977,Kurze Straße,residential,False,False,93.131,,"LINESTRING (11.6263561 50.2837571, 11.6271285 50.2833276, 11.627246 50.2832555, 11.6272917 50.2831819)",,,
147522970,Döbrabergstraße,residential,False,False,81.239,,"LINESTRING (11.6272917 50.2831819, 11.6276033 50.2833558, 11.6281004 50.2836971)",,,
147522977,Kurze Straße,residential,False,True,93.131,,"LINESTRING (11.6272917 50.2831819, 11.627246 50.2832555, 11.6271285 50.2833276, 11.6263561 50.2837571)",,,
147522978,Döbrabergstraße,residential,False,True,88.80499999999999,,"LINESTRING (11.6272917 50.2831819, 11.626334 50.282873, 11.6261627 50.2828444)",,,
147522975,Alte Poststraße,residential,False,True,69.926,,"LINESTRING (11.6228397 50.2840251, 11.6234339 50.2835238)",,,
147522984,Hauptstraße,secondary,False,False,34.604,St 2211,"LINESTRING (11.6228397 50.2840251, 11.6231802 50.2842476)",,,
147522985,Hauptstraße,secondary,False,True,12.385,St 2211,"LINESTRING (11.6228397 50.2840251, 11.6227189 50.2839448)",,,
147522980,Kirchstraße,residential,False,False,97.251,,"LINESTRING (11.6243176 50.2842748, 11.6251255 50.2849808)",,,
147522980,Kirchstraße,residential,False,True,84.785,,"LINESTRING (11.6243176 50.2842748, 11.6236165 50.2836578)",,,
812971625,Hochstraße,residential,False,False,54.794,,"LINESTRING (11.6243176 50.2842748, 11.6237014 50.2845711)",,,
812971625,Hochstraße,residential,False,True,71.064,,"LINESTRING (11.6243176 50.2842748, 11.6250999 50.2838766)",,,
492969338,Hauptstraße,secondary,False,True,41.347,St 2211,"LINESTRING (11.6221323 50.2834091, 11.6220236 50.2830438)",,,
492969339,Schloßstraße,unclassified,False,False,7.459,,"LINESTRING (11.6221323 50.2834091, 11.622036 50.2834358)",,,
147522985,Hauptstraße,secondary,False,False,73.26400000000001,St 2211,"LINESTRING (11.6221323 50.2834091, 11.6222808 50.2835949, 11.6224157 50.2837327, 11.6224618 50.283774, 11.6227189 50.2839448)",,,
157388260,Wasserhausweg,residential,False,False,152.157,,"LINESTRING (11.6249744 50.280714, 11.6250437 50.2817839, 11.6250123 50.2818662, 11.6249215 50.282071)",,,
157473271,Hohentanne,residential,False,False,69.145,,"LINESTRING (11.6303037 50.2822838, 11.6295744 50.2826955)",,,
492959799,Itenstraße,residential,False,True,92.706,,"LINESTRING (11.6303037 50.2822838, 11.6291831 50.2818568)",,,
157473280,Itenstraße,residential,False,False,78.632,,"LINESTRING (11.6303037 50.2822838, 11.6307263 50.2825233, 11.6311024 50.2827725)",,,
205798822,,residential,False,False,30.844,,"LINESTRING (11.6202996 50.2814732, 11.6204778 50.2815299, 11.6206607 50.2814356)",,,
813257087,Schützenstraße,residential,False,False,72.744,,"LINESTRING (11.6228346 50.2815533, 11.6230646 50.2815774, 11.6237954 50.2817703)",,,
"[157473395, 813257087]",Schützenstraße,residential,False,True,85.08399999999999,,"LINESTRING (11.6228346 50.2815533, 11.6226739 50.2815628, 11.6221613 50.281617, 11.6217483 50.2816515, 11.6216503 50.2816641)",,,
205798592,Marktplatz,residential,False,False,21.735999999999997,,"LINESTRING (11.6213523 50.28162, 11.6214973 50.2816406, 11.6216503 50.2816641)",,,
157473271,Hohentanne,residential,False,False,67.536,,"LINESTRING (11.6295744 50.2826955, 11.6289014 50.2831244)",,,
157473271,Hohentanne,residential,False,True,69.145,,"LINESTRING (11.6295744 50.2826955, 11.6303037 50.2822838)",,,
157473262,Hohentanne,residential,False,False,79.937,,"LINESTRING (11.6295744 50.2826955, 11.6286793 50.2823039, 11.6286465 50.282289)",,,
157473284,Itenstraße,residential,False,True,105.479,,"LINESTRING (11.6311024 50.2827725, 11.6300862 50.283464)",,,
157473280,Itenstraße,residential,False,False,178.34300000000002,,"LINESTRING (11.6311024 50.2827725, 11.6321746 50.2835265, 11.6322792 50.2835852, 11.6329724 50.2838087)",,,
157473280,Itenstraße,residential,False,True,78.632,,"LINESTRING (11.6311024 50.2827725, 11.6307263 50.2825233, 11.6303037 50.2822838)",,,
157473301,Josef-Witt-Straße,residential,False,False,118.09299999999999,,"LINESTRING (11.6341701 50.2831106, 11.6337721 50.2832399, 11.6334255 50.2833895, 11.6329724 50.2838087)",,,
157473271,Hohentanne,residential,False,True,67.536,,"LINESTRING (11.6289014 50.2831244, 11.6295744 50.2826955)",,,
376297921,Schützenstraße,residential,False,False,80.076,,"LINESTRING (11.6289014 50.2831244, 11.6299309 50.2834174)",,,
376297921,Schützenstraße,residential,False,True,11.062000000000001,,"LINESTRING (11.6289014 50.2831244, 11.6287872 50.2830928, 11.6287585 50.2830849)",,,
157473324,Karl-Schmidt-Straße,residential,True,False,96.71,,"LINESTRING (11.6211534 50.283115, 11.6214819 50.2826255, 11.6215277 50.2824943, 11.6215997 50.282433, 11.6217687 50.282368)",,,
157473389,Schloßstraße,unclassified,False,True,73.39099999999999,,"LINESTRING (11.6211534 50.283115, 11.6216206 50.2832164, 11.6217616 50.2833005, 11.622036 50.2834358)",,,
44104028,Schützenstraße,residential,False,False,22.043,,"LINESTRING (11.6327604 50.2840251, 11.6328947 50.2842038)",,,
157473319,Walter-Münch-Straße,residential,False,False,83.543,,"LINESTRING (11.6327604 50.2840251, 11.6339355 50.2839991)",,,
492959800,Josef-Witt-Straße,residential,False,True,28.388,,"LINESTRING (11.6327604 50.2840251, 11.6329724 50.2838087)",,,
376297921,Schützenstraße,residential,False,True,200.315,,"LINESTRING (11.6327604 50.2840251, 11.6310514 50.2837187, 11.6300862 50.283464)",,,
157473319,Walter-Münch-Straße,residential,False,True,83.543,,"LINESTRING (11.6339355 50.2839991, 11.6327604 50.2840251)",,,
494272128,Blumenstraße,residential,False,False,31.262,,"LINESTRING (11.6223316 50.2840604, 11.6224733 50.2840439, 11.622542 50.2840312, 11.6226732 50.2839776, 11.6227189 50.2839448)",,,
147522984,Hauptstraße,secondary,False,True,34.604,St 2211,"LINESTRING (11.6231802 50.2842476, 11.6228397 50.2840251)",,,
813257085,Badstraße,residential,False,True,16.583,,"LINESTRING (11.6231802 50.2842476, 11.6230453 50.2843693)",,,
147522984,Hauptstraße,secondary,False,False,51.637,St 2211,"LINESTRING (11.6231802 50.2842476, 11.6234942 50.2844359, 11.6237014 50.2845711)",,,
157473210,Badstraße,residential,False,False,69.607,,"LINESTRING (11.6203321 50.2842427, 11.6203808 50.2842434, 11.6213115 50.2842573)",,,
157473250,Goethestraße,residential,False,True,138.365,,"LINESTRING (11.6203321 50.2842427, 11.6205054 50.2845879, 11.620739 50.2848837, 11.6211847 50.2853548)",,,
157473478,Weststraße,residential,False,True,129.264,,"LINESTRING (11.6213115 50.2842573, 11.6224153 50.2851814)",,,
"[157473210, 813257085]",Badstraße,residential,False,False,123.87,,"LINESTRING (11.6213115 50.2842573, 11.621562 50.2842848, 11.6229399 50.2843615, 11.6230453 50.2843693)",,,
157473210,Badstraße,residential,False,True,69.607,,"LINESTRING (11.6213115 50.2842573, 11.6203808 50.2842434, 11.6203321 50.2842427)",,,
157473214,Blumenstraße,residential,True,False,78.917,,"LINESTRING (11.6213115 50.2842573, 11.6216954 50.2840799, 11.6223316 50.2840604)",,,
813257085,Badstraße,residential,False,False,16.583,,"LINESTRING (11.6230453 50.2843693, 11.6231802 50.2842476)",,,
"[157473210, 813257085]",Badstraße,residential,False,True,123.87,,"LINESTRING (11.6230453 50.2843693, 11.6229399 50.2843615, 11.621562 50.2842848, 11.6213115 50.2842573)",,,
813257086,Siegfriedstraße,residential,True,False,110.149,,"LINESTRING (11.6230453 50.2843693, 11.623395 50.2846963, 11.623806 50.2852297)",,,
157473478,Weststraße,residential,False,False,129.264,,"LINESTRING (11.6224153 50.2851814, 11.6213115 50.2842573)",,,
157473478,Weststraße,residential,False,True,66.464,,"LINESTRING (11.6224153 50.2851814, 11.6229317 50.2856798)",,,
157473479,Zegasttalstraße,residential,False,False,89.535,,"LINESTRING (11.6224153 50.2851814, 11.6211847 50.2853548)",,,
157473232,Gartenstraße,residential,False,False,73.49,,"LINESTRING (11.6266843 50.2852079, 11.6260653 50.2846784)",,,
157473362,Philipp-Wolfrum-Straße,residential,False,False,309.38700000000006,,"LINESTRING (11.6266843 50.2852079, 11.6278299 50.2847596, 11.6278741 50.2847423, 11.6284073 50.2844973, 11.6289269 50.2842254, 11.62946 50.2838819, 11.6297109 50.2837016, 11.6299309 50.2834174)",,,
157473362,Philipp-Wolfrum-Straße,residential,False,True,68.046,,"LINESTRING (11.6266843 50.2852079, 11.6260781 50.2856098, 11.626032 50.2856548)",,,
157473393,Schulstraße,residential,False,False,79.772,,"LINESTRING (11.623806 50.2852297, 11.6229317 50.2856798)",,,
157473396,Siegfriedstraße,residential,False,True,57.162,,"LINESTRING (11.623806 50.2852297, 11.6241732 50.2856871)",,,
157473479,Zegasttalstraße,residential,False,True,89.535,,"LINESTRING (11.6211847 50.2853548, 11.6224153 50.2851814)",,,
157473250,Goethestraße,residential,False,False,138.365,,"LINESTRING (11.6211847 50.2853548, 11.620739 50.2848837, 11.6205054 50.2845879, 11.6203321 50.2842427)",,,
157473479,Zegasttalstraße,residential,False,False,65.89099999999999,,"LINESTRING (11.6211847 50.2853548, 11.6207895 50.2854295, 11.620542 50.2854961, 11.6203313 50.2855781)",,,
157473234,Georg-Hüttner-Platz,residential,False,True,45.616,,"LINESTRING (11.6241732 50.2856871, 11.6247265 50.285479)",,,
157473396,Siegfriedstraße,residential,False,False,57.162,,"LINESTRING (11.6241732 50.2856871, 11.623806 50.2852297)",,,
157473251,Hans-Richter-Straße,residential,False,True,146.784,,"LINESTRING (11.6241732 50.2856871, 11.6244965 50.2860941, 11.6251083 50.2868642)",,,
157473393,Schulstraße,residential,False,False,127.518,,"LINESTRING (11.6229317 50.2856798, 11.621516 50.2863847)",,,
157473393,Schulstraße,residential,False,True,79.772,,"LINESTRING (11.6229317 50.2856798, 11.623806 50.2852297)",,,
157473478,Weststraße,residential,False,False,66.464,,"LINESTRING (11.6229317 50.2856798, 11.6224153 50.2851814)",,,
157473364,Postplatz,secondary,False,False,121.561,St 2194,"LINESTRING (11.6285031 50.2858561, 11.6274448 50.2864025, 11.6271821 50.2865506)",50,,
157473474,Walter-Münch-Straße,residential,False,True,71.928,,"LINESTRING (11.6285031 50.2858561, 11.6285732 50.2859179, 11.6286055 50.2860222, 11.628579 50.2863179, 11.6285393 50.286484)",,,
"[157473475, 842525895]",Walter-Münch-Straße,secondary,False,False,367.2869999999999,St 2194,"LINESTRING (11.6285031 50.2858561, 11.6289031 50.2856466, 11.6292134 50.2854841, 11.6294599 50.2853817, 11.6297956 50.2852944, 11.6303105 50.2852332, 11.6306036 50.2851708, 11.6310303 50.2850145, 11.6313368 50.2848658, 11.6314088 50.2848254, 11.6317918 50.2846103, 11.6321161 50.2844552, 11.6323759 50.284351, 11.6325394 50.2843046, 11.6328947 50.2842038)",,,
157473362,Philipp-Wolfrum-Straße,residential,False,False,32.719,,"LINESTRING (11.6257798 50.285901, 11.626032 50.2856548)",,,
44104030,Hauptstraße,secondary,False,True,88.396,St 2211,"LINESTRING (11.6257798 50.285901, 11.6250114 50.2856093, 11.6247265 50.285479)",50,,
157473365,Postplatz,secondary,False,False,58.66,St 2211,"LINESTRING (11.6257798 50.285901, 11.6259598 50.2859654, 11.6264932 50.2861665)",50,,
157473364,Postplatz,secondary,False,True,121.561,St 2194,"LINESTRING (11.6271821 50.2865506, 11.6274448 50.2864025, 11.6285031 50.2858561)",50,,
157473365,Postplatz,secondary,False,True,64.959,St 2211,"LINESTRING (11.6271821 50.2865506, 11.6267572 50.2863137, 11.6267068 50.2862856, 11.6264932 50.2861665)",50,,
842525894,Nailaer Straße,secondary,False,False,186.18900000000002,St 2194,"LINESTRING (11.6271821 50.2865506, 11.6272815 50.2866782, 11.6278304 50.287383, 11.6281649 50.2878125, 11.6283353 50.2880313, 11.6283496 50.2880497)",50,,
157473251,Hans-Richter-Straße,residential,False,False,6.146,,"LINESTRING (11.6251474 50.2869135, 11.6251083 50.2868642)",,,
157473251,Hans-Richter-Straße,residential,False,True,36.704,,"LINESTRING (11.6251474 50.2869135, 11.6253487 50.2872175)",,,
157473226,Forststraße,residential,False,False,126.666,,"LINESTRING (11.6251474 50.2869135, 11.6258412 50.2865372, 11.6264932 50.2861665)",,,
157473469,Sudetenring,residential,False,False,26.541,,"LINESTRING (11.6258951 50.2874313, 11.6255422 50.2875096)",,,
157473468,Sudetenring,residential,True,False,232.992,,"LINESTRING (11.6258951 50.2874313, 11.6258233 50.2873482, 11.6258257 50.2871941, 11.6261286 50.2870723, 11.6264438 50.286916, 11.6267688 50.28675, 11.626901 50.2868051, 11.626928 50.2868608, 11.6269533 50.2869128, 11.6269292 50.2869929, 11.6268021 50.287065, 11.6264521 50.287243, 11.6261822 50.2873613, 11.6260894 50.2873975, 11.6258951 50.2874313)",,,
157473321,Josephstraße,residential,False,False,67.138,,"LINESTRING (11.630717 50.2874767, 11.6303515 50.2880335)",,,
157473321,Josephstraße,residential,False,True,54.692,,"LINESTRING (11.630717 50.2874767, 11.6309504 50.287008)",,,
157473251,Hans-Richter-Straße,residential,False,False,35.27,,"LINESTRING (11.6255422 50.2875096, 11.6253487 50.2872175)",,,
157473251,Hans-Richter-Straße,residential,False,True,19.028,,"LINESTRING (11.6255422 50.2875096, 11.6252878 50.2875631)",,,
157473469,Sudetenring,residential,False,True,26.541,,"LINESTRING (11.6255422 50.2875096, 11.6258951 50.2874313)",,,
157473251,Hans-Richter-Straße,residential,False,False,19.028,,"LINESTRING (11.6252878 50.2875631, 11.6255422 50.2875096)",,,
157473251,Hans-Richter-Straße,residential,False,True,28.269,,"LINESTRING (11.6252878 50.2875631, 11.6254657 50.2877905)",,,
973157595,Hans-Richter-Straße,residential,False,False,49.455,,"LINESTRING (11.6252878 50.2875631, 11.625136 50.2873422, 11.6251392 50.2872987, 11.6251757 50.2872683, 11.6253487 50.2872175)",,,
157473321,Josephstraße,residential,False,True,67.138,,"LINESTRING (11.6303515 50.2880335, 11.630717 50.2874767)",,,
157473351,Marienstraße,residential,False,True,122.568,,"LINESTRING (11.6303515 50.2880335, 11.6294856 50.2877837, 11.6293866 50.2877778, 11.6292413 50.2877772, 11.6287121 50.2877999)",,,
157473251,Hans-Richter-Straße,residential,False,False,34.803,,"LINESTRING (11.6256792 50.2880722, 11.6254657 50.2877905)",,,
147522981,Hochstraße,residential,False,False,45.163,,"LINESTRING (11.6264579 50.2824847, 11.6261627 50.2828444)",,,
"[147522971, 452539036]",Schützenstraße,residential,False,False,65.14699999999999,,"LINESTRING (11.6264579 50.2824847, 11.626926 50.2825849, 11.6273182 50.2826865)",30,,
"[376297922, 376297924]",Schützenstraße,residential,False,True,118.52700000000002,,"LINESTRING (11.6264579 50.2824847, 11.6257616 50.2822929, 11.6255674 50.2822353, 11.6253445 50.2821692, 11.6252848 50.2821553, 11.6249215 50.282071)","['50', '30']",2,
