osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,ref,tunnel
"[4588217, 874528353]",2,Behrenstraße,residential,30,False,False,202.809,"LINESTRING (13.3890372 52.5156454, 13.3889209 52.5156388, 13.388872 52.515636, 13.3887744 52.5156344, 13.3881348 52.5155912, 13.3876195 52.5155564, 13.3862862 52.5154663, 13.3862309 52.5154626, 13.3860575 52.5154509)",,,
24242882,,Behrenstraße,residential,30,False,False,128.554,"LINESTRING (13.3890372 52.5156454, 13.3891672 52.5156523, 13.3892781 52.5156592, 13.3907853 52.51575, 13.3908052 52.5157513, 13.3909279 52.5157585)",,,
171423001,1,Friedrichstraße,tertiary,50,True,False,80.35900000000001,"LINESTRING (13.3890372 52.5156454, 13.3890325 52.5155623, 13.3890095 52.5154197, 13.3890121 52.5154011, 13.3890294 52.5152767, 13.3890423 52.5151839, 13.3890654 52.5151357, 13.3891478 52.5149324)",4,,
"[882389497, 194069450]","['4', '2']",Friedrichstraße,tertiary,50,False,False,134.501,"LINESTRING (13.3890372 52.5156454, 13.3890232 52.5157206, 13.3889338 52.5161976, 13.3888542 52.5166872, 13.3888512 52.5167055, 13.3888465 52.5167306, 13.3888389 52.5167716, 13.3888274 52.5168482)",,,
"[169999355, 1119933622]",,Friedrichstraße,tertiary,30,False,False,98.133,"LINESTRING (13.3887797 52.5171488, 13.3887637 52.5172501, 13.3887596 52.517276, 13.3887554 52.5173029, 13.3887531 52.517316, 13.3887175 52.5175476, 13.3886499 52.5179796, 13.3886431 52.5180274)",12,,
"[188386313, 1119935543, 1119935327]","['2', '3']",Unter den Linden,primary,50,True,False,205.52700000000002,"LINESTRING (13.3887797 52.5171488, 13.3886157 52.5171387, 13.3883269 52.51712, 13.3879333 52.5170949, 13.3877153 52.517081, 13.3870269 52.5170372, 13.3860175 52.5169729, 13.3859597 52.5169692, 13.3857588 52.5169564)",,B 2;B 5,
461526153,1,Friedrichstraße,tertiary,50,False,True,33.581,"LINESTRING (13.3887797 52.5171488, 13.3888019 52.5170088, 13.3888274 52.5168482)",12,,
"[335462916, 85255870, 4401967]","['2', '3']",Wilhelmstraße,secondary,50,False,False,137.29899999999998,"LINESTRING (13.3814877 52.5151408, 13.3815417 52.5150374, 13.3815613 52.5150008, 13.3815663 52.5149912, 13.3816661 52.5148013, 13.3817124 52.5147132, 13.3818411 52.5144682, 13.3820288 52.5141108, 13.3820445 52.5140809, 13.3820576 52.5140561, 13.3821056 52.5139647)",,,
"[335462874, 326116285]",4,Behrenstraße,primary,30,False,True,205.165,"LINESTRING (13.3814877 52.5151408, 13.3816664 52.515163, 13.381711 52.5151677, 13.3817262 52.5151687, 13.3821167 52.5151946, 13.3823016 52.5152072, 13.3831305 52.5152639, 13.3832383 52.5152712, 13.383308 52.515276, 13.384259 52.515333, 13.3842701 52.5153337, 13.3843267 52.5153371, 13.3843879 52.5153414, 13.3844993 52.5153492)",,B 5,
4402014,4,Behrenstraße,primary,30,False,True,106.045,"LINESTRING (13.3844993 52.5153492, 13.3855945 52.5154187, 13.3857993 52.5154329, 13.3858345 52.5154357, 13.3860575 52.5154509)",,B 5,
"[335462874, 326116285]",4,Behrenstraße,primary,30,False,False,205.165,"LINESTRING (13.3844993 52.5153492, 13.3843879 52.5153414, 13.3843267 52.5153371, 13.3842701 52.5153337, 13.384259 52.515333, 13.383308 52.515276, 13.3832383 52.5152712, 13.3831305 52.5152639, 13.3823016 52.5152072, 13.3821167 52.5151946, 13.3817262 52.5151687, 13.381711 52.5151677, 13.3816664 52.515163, 13.3814877 52.5151408)",,B 5,
1115641285,,Mauerstraße,residential,30,False,False,32.498,"LINESTRING (13.3844993 52.5153492, 13.3845242 52.515272, 13.3845917 52.5150624)",,,
"[1110748916, 168935756]",2,Glinkastraße,tertiary,50,False,True,99.201,"LINESTRING (13.3862169 52.5145707, 13.386232 52.514475, 13.3862382 52.5144365, 13.3862774 52.5142062, 13.3862928 52.5141218, 13.3863555 52.5137529, 13.3863659 52.5136832)",,,
"[292429056, 1190781962]",2,Französische Straße,tertiary,30,False,False,201.68200000000002,"LINESTRING (13.3862169 52.5145707, 13.3863671 52.5145807, 13.3864271 52.5145847, 13.3885795 52.5147223, 13.3889721 52.5147439, 13.3890277 52.5147476, 13.3891814 52.5147577)",,,
