osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,lanes,width,access
"[116266413, 121515101, 121515098, 151443197, 152437694]",Weidinger Straße,secondary,,False,False,102.156,"LINESTRING (12.5472107 49.5098775, 12.5472635 49.5097665, 12.5473984 49.5095664, 12.5474541 49.5095053, 12.5475625 49.5093882, 12.5475884 49.5093632, 12.5477303 49.5092412, 12.5477909 49.5091929, 12.5478375 49.5091612, 12.5479292 49.5090973)",St 2154,yes,2,,
29032841,Vierzehn-Nothelfer-Weg,residential,,False,False,101.86,"LINESTRING (12.5409852 49.5098538, 12.5408339 49.5101327, 12.5407306 49.5104888, 12.5405892 49.5107299)",,,,,
"[35548416, 116814292]",Bahnhofstraße,tertiary,,False,False,138.748,"LINESTRING (12.5409852 49.5098538, 12.5413784 49.5097934, 12.5417337 49.5097819, 12.541955 49.5097945, 12.5421381 49.5098251, 12.542349 49.5098687, 12.5426769 49.5099773, 12.5428379 49.5099833)",SAD 44,,,,
119132952,Vorstadt,secondary,50,False,False,10.993,"LINESTRING (12.549778 49.5106539, 12.5498279 49.5107473)",St 2154,,2,,
152437709,Böhmerwaldstraße,residential,30,False,False,45.854,"LINESTRING (12.549778 49.5106539, 12.5499386 49.5106471, 12.5501607 49.5106843, 12.5502561 49.5107074, 12.5503226 49.510721, 12.5503958 49.5107192)",,,,,
152437712,Vorstadt,secondary,50,False,True,69.419,"LINESTRING (12.549778 49.5106539, 12.5497028 49.5105457, 12.5496179 49.5104538, 12.5495233 49.5103707, 12.5493539 49.5102821, 12.5491504 49.5102033)",St 2154,,2,,
119132952,Vorstadt,secondary,50,False,True,155.09500000000003,"LINESTRING (12.5505267 49.5124111, 12.5504362 49.5122476, 12.5502855 49.511898, 12.5500045 49.5112066, 12.5499524 49.5110677)",St 2154,,2,,
232155140,Eslarner Straße,secondary,50,False,False,40.605000000000004,"LINESTRING (12.5505267 49.5124111, 12.5503478 49.5124613, 12.5501292 49.5125652, 12.5500683 49.5126139)",St 2154,,2,,
29032090,Freyung,residential,30,False,False,39.917,"LINESTRING (12.5511444 49.5104227, 12.5509163 49.5100957)",,,,,
29064800,Böhmerwaldstraße,residential,30,False,False,36.113,"LINESTRING (12.5511444 49.5104227, 12.5512536 49.5104252, 12.5514266 49.5104501, 12.551627 49.5104983)",,,,,
"[29064800, 119132953, 152437709, 29064799]",Böhmerwaldstraße,residential,30,False,True,64.9,"LINESTRING (12.5511444 49.5104227, 12.5510527 49.5104353, 12.5509071 49.5104642, 12.5508832 49.5104664, 12.5507573 49.5105232, 12.5506655 49.5105724, 12.550551 49.5106492, 12.5504907 49.5106893, 12.5503958 49.5107192)",,yes,,,
10875359,Osterbrunnenweg,residential,30,False,False,17.428,"LINESTRING (12.551627 49.5104983, 12.551772 49.510373)",,,,,
29032091,Böhmerwaldstraße,residential,30,False,False,35.312,"LINESTRING (12.551627 49.5104983, 12.5518819 49.5105488, 12.5520912 49.510598)",,,,,
29064800,Böhmerwaldstraße,residential,30,False,True,36.113,"LINESTRING (12.551627 49.5104983, 12.5514266 49.5104501, 12.5512536 49.5104252, 12.5511444 49.5104227)",,,,,
151443144,Hauptstraße,secondary,50,False,False,119.012,"LINESTRING (12.5440549 49.5103232, 12.5440993 49.5103078, 12.5441871 49.5102672, 12.5444025 49.5100961, 12.5444816 49.510034, 12.5445589 49.510008, 12.5449313 49.5099622, 12.5451096 49.5099403, 12.5454824 49.5098988)",St 2159,,,,
151443144,Hauptstraße,secondary,50,False,True,19.653000000000002,"LINESTRING (12.5440549 49.5103232, 12.5439953 49.5103396, 12.543898 49.5103501, 12.5437892 49.5103519)",St 2159,,,,
151443145,Kirchstraße,residential,30,False,False,106.404,"LINESTRING (12.5440549 49.5103232, 12.5449789 49.5103516, 12.5450581 49.5103544, 12.5455268 49.5103708)",,,,,
152437685,Am Graben,residential,30,False,False,176.373,"LINESTRING (12.5500683 49.5126139, 12.5501135 49.5124297, 12.5501292 49.5122918, 12.5500311 49.5121416, 12.5497527 49.5118639, 12.5495271 49.511737, 12.549308 49.5116567, 12.5490112 49.511548, 12.5488731 49.5115041, 12.5487393 49.5114866)",,,,,
232155140,Eslarner Straße,secondary,50,False,True,40.605,"LINESTRING (12.5500683 49.5126139, 12.5501292 49.5125652, 12.5503478 49.5124613, 12.5505267 49.5124111)",St 2154,,2,,
151443144,Hauptstraße,secondary,50,False,True,9.783,"LINESTRING (12.5456162 49.5098849, 12.5454824 49.5098988)",St 2159,,,,
34674755,Badergasse,residential,30,False,False,54.431,"LINESTRING (12.5456162 49.5098849, 12.5455681 49.5101967, 12.5455268 49.5103708)",,,,,
151443144,Hauptstraße,secondary,50,False,False,107.078,"LINESTRING (12.5456162 49.5098849, 12.545974 49.5098571, 12.5462848 49.5098498, 12.5466546 49.5098454, 12.5469983 49.5098594, 12.547095 49.5098673)",St 2159,,,,
151443145,Kirchstraße,residential,30,False,False,103.83,"LINESTRING (12.5455268 49.5103708, 12.5469528 49.5104916)",,,,,
34674755,Badergasse,residential,30,False,False,26.301000000000002,"LINESTRING (12.5455268 49.5103708, 12.5454812 49.5105332, 12.5454615 49.5106035)",,,,,
34674755,Badergasse,residential,30,False,True,54.431,"LINESTRING (12.5455268 49.5103708, 12.5455681 49.5101967, 12.5456162 49.5098849)",,,,,
151443145,Kirchstraße,residential,30,False,True,106.404,"LINESTRING (12.5455268 49.5103708, 12.5450581 49.5103544, 12.5449789 49.5103516, 12.5440549 49.5103232)",,,,,
34674755,Badergasse,residential,30,False,True,11.177,"LINESTRING (12.5453488 49.5109255, 12.545406 49.5108321)",,,,,
152437685,Am Graben,residential,30,False,True,82.573,"LINESTRING (12.5453488 49.5109255, 12.5464612 49.511098)",,,,,
35548415,Am Hopfengarten,residential,30,False,False,124.245,"LINESTRING (12.5453488 49.5109255, 12.5452087 49.5111926, 12.5448891 49.5118808, 12.5448377 49.5119923)",,,,,
173945584,Lerchenweg,residential,30,False,False,57.155,"LINESTRING (12.5453488 49.5109255, 12.5451579 49.5109373, 12.5447722 49.5109324, 12.5445583 49.5109265)",,,,,
35548415,Am Hopfengarten,residential,30,False,True,124.245,"LINESTRING (12.5448377 49.5119923, 12.5448891 49.5118808, 12.5452087 49.5111926, 12.5453488 49.5109255)",,,,,
10875359,Osterbrunnenweg,residential,30,False,True,17.428,"LINESTRING (12.551772 49.510373, 12.551627 49.5104983)",,,,,
10875359,Osterbrunnenweg,residential,30,False,False,113.596,"LINESTRING (12.551772 49.510373, 12.5519307 49.510213, 12.5522011 49.5099089, 12.5525668 49.5094916)",,,,,
436311403,Freyung,residential,30,False,False,69.185,"LINESTRING (12.551772 49.510373, 12.55111 49.5101771, 12.5509163 49.5100957)",,,,,
436311403,Freyung,residential,30,False,True,36.981,"LINESTRING (12.551772 49.510373, 12.5520331 49.510468, 12.5520794 49.5105216, 12.5520912 49.510598)",,,,,
"[436311401, 119132930]",Freyung,residential,30,False,True,230.78999999999996,"LINESTRING (12.5485744 49.5087684, 12.5487253 49.5088589, 12.5488678 49.5089027, 12.5492492 49.5089614, 12.5493747 49.5090075, 12.549535 49.5090866, 12.549819 49.5092433, 12.5499574 49.5093197, 12.5500734 49.5094208, 12.5501992 49.5095421, 12.5502969 49.5096522, 12.5504089 49.5097563, 12.5504996 49.5098371, 12.550698 49.509971, 12.5509163 49.5100957)",,,,,
151443198,Weidinger Straße,secondary,,False,False,310.697,"LINESTRING (12.5485744 49.5087684, 12.5488217 49.5086753, 12.5490539 49.5085622, 12.5492393 49.5084386, 12.5493544 49.5083467, 12.5494418 49.5082521, 12.5495417 49.508131, 12.5496375 49.5079602, 12.5498426 49.5074328, 12.5499122 49.5072842, 12.5504899 49.5063569)",St 2154,,2,,
151443198,Weidinger Straße,secondary,,False,True,12.815999999999999,"LINESTRING (12.5485744 49.5087684, 12.5485168 49.5087904, 12.5484259 49.5088314)",St 2154,,2,,
29031786,Totengasse,residential,30,False,False,31.55,"LINESTRING (12.5469528 49.5104916, 12.5468758 49.5107709)",,,,,
29031786,Totengasse,residential,30,False,True,23.063,"LINESTRING (12.5469528 49.5104916, 12.5469972 49.5102862)",,,,,
151443145,Kirchstraße,residential,30,False,False,84.375,"LINESTRING (12.5469528 49.5104916, 12.5481111 49.5105923)",,,,,
151443145,Kirchstraße,residential,30,False,True,103.83,"LINESTRING (12.5469528 49.5104916, 12.5455268 49.5103708)",,,,,
151443145,Kirchstraße,residential,30,False,True,38.416,"LINESTRING (12.5486369 49.5106452, 12.5481111 49.5105923)",,,,,
29031784,Lebzeltergasse,residential,30,False,False,37.018,"LINESTRING (12.5486369 49.5106452, 12.54863 49.5108202, 12.5486238 49.510978)",,,,,
151443189,Lebzeltergasse,residential,30,False,False,61.907,"LINESTRING (12.5486369 49.5106452, 12.5489369 49.5104311, 12.5490732 49.510303, 12.5491504 49.5102033)",,,,,
29031784,Lebzeltergasse,residential,30,False,True,54.924,"LINESTRING (12.5485769 49.511471, 12.5486238 49.510978)",,,,,
152437685,Am Graben,residential,30,False,True,11.853,"LINESTRING (12.5485769 49.511471, 12.5487393 49.5114866)",,,,,
152437685,Am Graben,residential,30,False,False,138.944,"LINESTRING (12.5485769 49.511471, 12.5480979 49.5114072, 12.5476019 49.5113121, 12.5468783 49.5111765, 12.5467886 49.511159, 12.5467201 49.5111456)",,,,,
151443144,Hauptstraße,secondary,50,False,False,8.43,"LINESTRING (12.547095 49.5098673, 12.5472107 49.5098775)",St 2159,,,,
29031786,Totengasse,residential,30,False,False,47.17,"LINESTRING (12.547095 49.5098673, 12.5470454 49.5100125, 12.5469972 49.5102862)",,,,,
151443144,Hauptstraße,secondary,50,False,True,107.078,"LINESTRING (12.547095 49.5098673, 12.5469983 49.5098594, 12.5466546 49.5098454, 12.5462848 49.5098498, 12.545974 49.5098571, 12.5456162 49.5098849)",St 2159,,,,
29031786,Totengasse,residential,30,False,True,43.155,"LINESTRING (12.5467201 49.5111456, 12.5468758 49.5107709)",,,,,
152437685,Am Graben,residential,30,False,False,19.427,"LINESTRING (12.5467201 49.5111456, 12.5464612 49.511098)",,,,,
152437685,Am Graben,residential,30,False,True,138.944,"LINESTRING (12.5467201 49.5111456, 12.5467886 49.511159, 12.5468783 49.5111765, 12.5476019 49.5113121, 12.5480979 49.5114072, 12.5485769 49.511471)",,,,,
29031788,Pfarrgasse,residential,30,False,False,103.795,"LINESTRING (12.5454615 49.5106035, 12.5468758 49.5107709)",,,,,
34674755,Badergasse,residential,30,False,False,25.733,"LINESTRING (12.5454615 49.5106035, 12.545458 49.510618, 12.545406 49.5108321)",,,,,
34674755,Badergasse,residential,30,False,True,26.301000000000002,"LINESTRING (12.5454615 49.5106035, 12.5454812 49.5105332, 12.5455268 49.5103708)",,,,,
29031786,Totengasse,residential,30,False,False,43.155,"LINESTRING (12.5468758 49.5107709, 12.5467201 49.5111456)",,,,,
29031786,Totengasse,residential,30,False,True,31.55,"LINESTRING (12.5468758 49.5107709, 12.5469528 49.5104916)",,,,,
29031788,Pfarrgasse,residential,30,False,False,128.288,"LINESTRING (12.5468758 49.5107709, 12.5486238 49.510978)",,,,,
29031788,Pfarrgasse,residential,30,False,True,103.795,"LINESTRING (12.5468758 49.5107709, 12.5454615 49.5106035)",,,,,
29031784,Lebzeltergasse,residential,30,False,False,54.924,"LINESTRING (12.5486238 49.510978, 12.5485769 49.511471)",,,,,
29031788,Pfarrgasse,residential,30,False,True,128.288,"LINESTRING (12.5486238 49.510978, 12.5468758 49.5107709)",,,,,
29031784,Lebzeltergasse,residential,30,False,True,37.018,"LINESTRING (12.5486238 49.510978, 12.54863 49.5108202, 12.5486369 49.5106452)",,,,,
29031789,Bierlergasse,residential,30,False,False,20.6,"LINESTRING (12.5481111 49.5105923, 12.5481747 49.5104117)",,,,,
151443145,Kirchstraße,residential,30,False,False,38.416,"LINESTRING (12.5481111 49.5105923, 12.5486369 49.5106452)",,,,,
151443145,Kirchstraße,residential,30,False,True,84.375,"LINESTRING (12.5481111 49.5105923, 12.5469528 49.5104916)",,,,,
1201468423,Bierlergasse,residential,30,False,True,44.833,"LINESTRING (12.5483441 49.5100238, 12.5481747 49.5104117)",,,,,
"[152437712, 152437691]","['Hauptstraße', 'Vorstadt']",secondary,50,False,False,61.674,"LINESTRING (12.5483441 49.5100238, 12.5485016 49.5100513, 12.5488577 49.5101209, 12.5490963 49.5101849, 12.5491504 49.5102033)",St 2154,,2,,
152437691,Hauptstraße,secondary,50,False,True,83.46000000000001,"LINESTRING (12.5483441 49.5100238, 12.5482374 49.5100044, 12.5481229 49.5099899, 12.5472107 49.5098775)",St 2154,,,,
29031789,Bierlergasse,residential,30,False,True,20.6,"LINESTRING (12.5481747 49.5104117, 12.5481111 49.5105923)",,,,,
29031790,Stallgasse,residential,30,False,False,86.153,"LINESTRING (12.5481747 49.5104117, 12.5469972 49.5102862)",,,,,
1201468423,Bierlergasse,residential,30,False,False,44.833,"LINESTRING (12.5481747 49.5104117, 12.5483441 49.5100238)",,,,,
29031786,Totengasse,residential,30,False,False,23.063,"LINESTRING (12.5469972 49.5102862, 12.5469528 49.5104916)",,,,,
29031790,Stallgasse,residential,30,False,True,86.153,"LINESTRING (12.5469972 49.5102862, 12.5481747 49.5104117)",,,,,
29031786,Totengasse,residential,30,False,True,47.17,"LINESTRING (12.5469972 49.5102862, 12.5470454 49.5100125, 12.547095 49.5098673)",,,,,
152437685,Am Graben,residential,30,False,False,82.573,"LINESTRING (12.5464612 49.511098, 12.5453488 49.5109255)",,,,,
152437685,Am Graben,residential,30,False,True,19.427,"LINESTRING (12.5464612 49.511098, 12.5467201 49.5111456)",,,,,
29031792,Schulstraße,residential,30,False,False,197.968,"LINESTRING (12.5464612 49.511098, 12.5463104 49.5113632, 12.5460527 49.5118167, 12.5459466 49.5123315, 12.5459725 49.5123531, 12.5460107 49.5123848, 12.5462599 49.512409, 12.5463477 49.5124253, 12.5465198 49.5124642, 12.5466432 49.5124956)",,,,,
152437685,Am Graben,residential,30,False,False,11.853,"LINESTRING (12.5487393 49.5114866, 12.5485769 49.511471)",,,,,
152437685,Am Graben,residential,30,False,True,176.37300000000002,"LINESTRING (12.5487393 49.5114866, 12.5488731 49.5115041, 12.5490112 49.511548, 12.549308 49.5116567, 12.5495271 49.511737, 12.5497527 49.5118639, 12.5500311 49.5121416, 12.5501292 49.5122918, 12.5501135 49.5124297, 12.5500683 49.5126139)",,,,,
"[152437710, 152437711]",Torhäuslweg,residential,30,False,False,116.225,"LINESTRING (12.5487393 49.5114866, 12.5488382 49.511381, 12.5491096 49.5112333, 12.5493738 49.5110685, 12.5494575 49.510977, 12.5495527 49.5108641, 12.5496069 49.5108243, 12.5496748 49.5107844, 12.5498279 49.5107473)",,,,"['4', '3']",
29032090,Freyung,residential,30,False,True,39.917,"LINESTRING (12.5509163 49.5100957, 12.5511444 49.5104227)",,,,,
"[436311401, 119132930]",Freyung,residential,30,False,False,230.79,"LINESTRING (12.5509163 49.5100957, 12.550698 49.509971, 12.5504996 49.5098371, 12.5504089 49.5097563, 12.5502969 49.5096522, 12.5501992 49.5095421, 12.5500734 49.5094208, 12.5499574 49.5093197, 12.549819 49.5092433, 12.549535 49.5090866, 12.5493747 49.5090075, 12.5492492 49.5089614, 12.5488678 49.5089027, 12.5487253 49.5088589, 12.5485744 49.5087684)",,,,,
436311403,Freyung,residential,30,False,True,69.185,"LINESTRING (12.5509163 49.5100957, 12.55111 49.5101771, 12.551772 49.510373)",,,,,
29032839,Klöppelschulstraße,residential,30,False,True,40.841,"LINESTRING (12.5412848 49.5116054, 12.5415306 49.5112746)",,,,,
173769562,Klöppelschulstraße,residential,,False,False,30.734,"LINESTRING (12.5412848 49.5116054, 12.541693 49.5116838)",,,,,
173945574,Klöppelschulstraße,residential,,False,False,32.081,"LINESTRING (12.5412848 49.5116054, 12.541219 49.5117691, 12.5411806 49.5118858)",,,,,
173769562,Klöppelschulstraße,residential,,False,True,30.734,"LINESTRING (12.541693 49.5116838, 12.5412848 49.5116054)",,,,,
29032839,Klöppelschulstraße,residential,30,False,False,40.841,"LINESTRING (12.5415306 49.5112746, 12.5412848 49.5116054)",,,,,
29032839,Klöppelschulstraße,residential,30,False,True,203.727,"LINESTRING (12.5415306 49.5112746, 12.5416748 49.5110593, 12.541801 49.5107138, 12.5419772 49.5103237, 12.542078 49.5100696, 12.5421424 49.5100069, 12.5422363 49.5099756, 12.5423302 49.5099756, 12.5425072 49.5100069, 12.5427312 49.5100467, 12.5427841 49.5100348, 12.5428379 49.5099833)",,,,,
"[29032840, 230889990]",Klöppelschulstraße,residential,,False,False,78.961,"LINESTRING (12.5415306 49.5112746, 12.5409419 49.511157, 12.5408481 49.5112216, 12.5407785 49.5112235, 12.5405126 49.5111884)",,,,,
29032841,Vierzehn-Nothelfer-Weg,residential,,False,True,101.86000000000001,"LINESTRING (12.5405892 49.5107299, 12.5407306 49.5104888, 12.5408339 49.5101327, 12.5409852 49.5098538)",,,,,
29033602,Karl-von-Eckart-Straße,residential,30,False,True,82.634,"LINESTRING (12.545284 49.5083438, 12.5450068 49.508343, 12.5447054 49.5084223, 12.5442384 49.508601)",,,,,
101777247,Am Hahnenweiher,residential,30,False,True,108.081,"LINESTRING (12.545284 49.5083438, 12.5453592 49.5083403, 12.545587 49.5083318, 12.5459667 49.5083602, 12.5462194 49.5083892, 12.546377 49.5084166, 12.546482 49.5084349, 12.5467542 49.5084843)",,,,,
101777250,Robain,residential,,False,False,163.712,"LINESTRING (12.545284 49.5083438, 12.5446667 49.5086784, 12.5446162 49.5087058, 12.5445396 49.5087341, 12.5443073 49.5091115, 12.5437924 49.5094033)",,,,,
34674757,Robain,residential,30,False,True,84.467,"LINESTRING (12.5437924 49.5094033, 12.5435751 49.5093473, 12.5432803 49.5092115, 12.5430878 49.5091454, 12.5428103 49.5089997)",,,,,
101777250,Robain,residential,,False,False,78.14800000000001,"LINESTRING (12.5437924 49.5094033, 12.543532 49.5095275, 12.5434248 49.509572, 12.5432766 49.5095876, 12.5431423 49.5095737, 12.5430708 49.5095674, 12.5427996 49.5095433)",,,,,
101777250,Robain,residential,,False,True,163.712,"LINESTRING (12.5437924 49.5094033, 12.5443073 49.5091115, 12.5445396 49.5087341, 12.5446162 49.5087058, 12.5446667 49.5086784, 12.545284 49.5083438)",,,,,
101777250,Robain,residential,,False,True,78.148,"LINESTRING (12.5427996 49.5095433, 12.5430708 49.5095674, 12.5431423 49.5095737, 12.5432766 49.5095876, 12.5434248 49.509572, 12.543532 49.5095275, 12.5437924 49.5094033)",,,,,
"[151443082, 116814286, 154227014]",Gaisthaler Straße,secondary,50,False,False,48.522,"LINESTRING (12.5427996 49.5095433, 12.5428308 49.5096179, 12.5428976 49.5097802, 12.542925 49.5098565, 12.5429782 49.5099638)",St 2159,yes,2,,
173769563,Gaisthaler Straße,secondary,50,False,True,118.264,"LINESTRING (12.5427996 49.5095433, 12.5427792 49.5095037, 12.5427506 49.509453, 12.5427196 49.5094099, 12.5426527 49.5093582, 12.5425729 49.5093047, 12.5424565 49.5092487, 12.5423346 49.5092104, 12.5422128 49.5091785, 12.5421436 49.5091603, 12.5414628 49.5090244)",St 2159,,2,,
29033602,Karl-von-Eckart-Straße,residential,30,False,False,101.794,"LINESTRING (12.5414628 49.5090244, 12.5415644 49.5089597, 12.5420493 49.508907, 12.5422023 49.508922, 12.542367 49.5089365, 12.5425564 49.5089532, 12.5428103 49.5089997)",,,,,
173769563,Gaisthaler Straße,secondary,50,False,False,118.26400000000001,"LINESTRING (12.5414628 49.5090244, 12.5421436 49.5091603, 12.5422128 49.5091785, 12.5423346 49.5092104, 12.5424565 49.5092487, 12.5425729 49.5093047, 12.5426527 49.5093582, 12.5427196 49.5094099, 12.5427506 49.509453, 12.5427792 49.5095037, 12.5427996 49.5095433)",St 2159,,2,,
29033602,Karl-von-Eckart-Straße,residential,30,False,False,114.344,"LINESTRING (12.5428103 49.5089997, 12.5429076 49.5089545, 12.5430155 49.5089234, 12.5436985 49.5088093, 12.5439041 49.508775, 12.5442384 49.508601)",,,,,
29033602,Karl-von-Eckart-Straße,residential,30,False,True,101.79400000000001,"LINESTRING (12.5428103 49.5089997, 12.5425564 49.5089532, 12.542367 49.5089365, 12.5422023 49.508922, 12.5420493 49.508907, 12.5415644 49.5089597, 12.5414628 49.5090244)",,,,,
34674757,Robain,residential,30,False,False,84.467,"LINESTRING (12.5428103 49.5089997, 12.5430878 49.5091454, 12.5432803 49.5092115, 12.5435751 49.5093473, 12.5437924 49.5094033)",,,,,
29033602,Karl-von-Eckart-Straße,residential,30,False,False,82.634,"LINESTRING (12.5442384 49.508601, 12.5447054 49.5084223, 12.5450068 49.508343, 12.545284 49.5083438)",,,,,
29033602,Karl-von-Eckart-Straße,residential,30,False,True,114.34400000000001,"LINESTRING (12.5442384 49.508601, 12.5439041 49.508775, 12.5436985 49.5088093, 12.5430155 49.5089234, 12.5429076 49.5089545, 12.5428103 49.5089997)",,,,,
29033603,Birkenweg,residential,,False,False,50.777,"LINESTRING (12.5442384 49.508601, 12.5439817 49.5084057, 12.543958 49.5082064)",,,,,
29033603,Birkenweg,residential,,False,False,61.193,"LINESTRING (12.543958 49.5082064, 12.5447339 49.507985)",,,,,
32342317,Birkenweg,residential,,False,False,35.561,"LINESTRING (12.543958 49.5082064, 12.5439252 49.5078873)",,,,,
29033603,Birkenweg,residential,,False,True,50.777,"LINESTRING (12.543958 49.5082064, 12.5439817 49.5084057, 12.5442384 49.508601)",,,,,
29033603,Birkenweg,residential,,False,True,61.193,"LINESTRING (12.5447339 49.507985, 12.543958 49.5082064)",,,,,
"[151443195, 121515103]",Seerosenweg,residential,30,False,False,97.73599999999999,"LINESTRING (12.5446572 49.508896, 12.5451884 49.5095821, 12.5452324 49.5096894)",,,,,
32342318,Hanenweiher,residential,30,False,True,43.753,"LINESTRING (12.5479292 49.5090973, 12.5477878 49.5088371, 12.5477309 49.5087255)",,,,,
"[116266413, 121515101, 121515098, 151443197, 152437694]",Weidinger Straße,secondary,,False,True,102.156,"LINESTRING (12.5479292 49.5090973, 12.5478375 49.5091612, 12.5477909 49.5091929, 12.5477303 49.5092412, 12.5475884 49.5093632, 12.5475625 49.5093882, 12.5474541 49.5095053, 12.5473984 49.5095664, 12.5472635 49.5097665, 12.5472107 49.5098775)",St 2154,yes,2,,
151443198,Weidinger Straße,secondary,,False,False,46.685,"LINESTRING (12.5479292 49.5090973, 12.5479906 49.5090545, 12.5481928 49.5089316, 12.5484259 49.5088314)",St 2154,,2,,
10875359,Osterbrunnenweg,residential,30,False,True,113.596,"LINESTRING (12.5525668 49.5094916, 12.5522011 49.5099089, 12.5519307 49.510213, 12.551772 49.510373)",,,,,
32240994,Nepomukstraße,residential,,False,False,74.047,"LINESTRING (12.5514962 49.5064692, 12.5515164 49.506535, 12.5514876 49.5066759, 12.5514868 49.5067017, 12.5514862 49.5067226, 12.5514962 49.5067608, 12.5516519 49.507118)",,,,,
"[32240995, 32240996]","['St.-Wenzeslaus-Weg', 'Nepomukstraße']",residential,,False,True,212.33699999999996,"LINESTRING (12.5514962 49.5064692, 12.5515905 49.5063912, 12.5516902 49.5062318, 12.5517179 49.5062082, 12.5517428 49.5061922, 12.5517735 49.5061777, 12.5518095 49.5061702, 12.5518509 49.5061667, 12.551892 49.5061677, 12.5519367 49.5061751, 12.552447 49.5062919, 12.5524678 49.506302, 12.552491 49.5063263, 12.5525015 49.5063513, 12.5525008 49.5063759, 12.5524964 49.5064001, 12.5524575 49.5064819, 12.5524158 49.5065378, 12.5522937 49.5066116, 12.5522477 49.5066657, 12.5522029 49.50678, 12.5521514 49.5069115, 12.5520844 49.5070018, 12.5520316 49.5070318, 12.5519788 49.5070561, 12.551926 49.5070727, 12.5518521 49.507089, 12.5517182 49.507108, 12.5516519 49.507118)",,,,,
32240994,Nepomukstraße,residential,,False,True,75.967,"LINESTRING (12.5514962 49.5064692, 12.5514038 49.5064205, 12.5512937 49.5063993, 12.5511564 49.5063977, 12.5509625 49.5064198, 12.5507964 49.5064102, 12.5504899 49.5063569)",,,,,
32240994,Nepomukstraße,residential,,False,False,75.967,"LINESTRING (12.5504899 49.5063569, 12.5507964 49.5064102, 12.5509625 49.5064198, 12.5511564 49.5063977, 12.5512937 49.5063993, 12.5514038 49.5064205, 12.5514962 49.5064692)",,,,,
151443198,Weidinger Straße,secondary,,False,True,310.697,"LINESTRING (12.5504899 49.5063569, 12.5499122 49.5072842, 12.5498426 49.5074328, 12.5496375 49.5079602, 12.5495417 49.508131, 12.5494418 49.5082521, 12.5493544 49.5083467, 12.5492393 49.5084386, 12.5490539 49.5085622, 12.5488217 49.5086753, 12.5485744 49.5087684)",St 2154,,2,,
32240994,Nepomukstraße,residential,,False,False,150.89100000000005,"LINESTRING (12.5516519 49.507118, 12.5516164 49.5072619, 12.5515138 49.5074169, 12.551377 49.5075607, 12.5512583 49.5076855, 12.5511827 49.5078241, 12.5511862 49.5079501, 12.5512433 49.5080611, 12.551297 49.5081246, 12.5513964 49.5082072, 12.5515284 49.5083417)",,,,,
