osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,lanes
24833912,K 233,Über den Beeken,tertiary,False,False,59.07300000000001,"LINESTRING (9.6597832 52.3181731, 9.6597632 52.3181777, 9.6595464 52.3182155, 9.6595063 52.3182215, 9.6593633 52.3182484, 9.6591748 52.3183036, 9.6589839 52.3183733)",,,
"[1094127406, 15884325, 577791725, 15884326]",,Gehrdener Straße,tertiary,False,False,251.6,"LINESTRING (9.6459392 52.3172039, 9.6465619 52.3172978, 9.6466945 52.3173137, 9.6471351 52.3173673, 9.6479967 52.3174562, 9.6485183 52.3175241, 9.648808 52.3175763, 9.649159 52.3176515, 9.6495282 52.3177369)",30,yes,"['2', '3']"
15808732,,Am Salzgarten,living_street,False,False,175.52499999999998,"LINESTRING (9.6495282 52.3177369, 9.6494908 52.317778, 9.6494581 52.3178365, 9.6494557 52.317869, 9.6494721 52.3179654, 9.649552 52.3187031, 9.6496169 52.3193027)",,,
"[1201454099, 15808737, 1047591739]",,Normannische Straße,"['residential', 'living_street']",False,False,130.63400000000001,"LINESTRING (9.6495282 52.3177369, 9.6495621 52.3176949, 9.6495921 52.3176484, 9.6496067 52.3175924, 9.649599 52.3175346, 9.6495433 52.3173605, 9.6495288 52.3173113, 9.6495089 52.317231, 9.6494458 52.3169919, 9.6494375 52.3169591, 9.6493837 52.3167628, 9.6493341 52.3165851)",30,,
1094127406,,Gehrdener Straße,tertiary,False,False,56.465,"LINESTRING (9.6495282 52.3177369, 9.6499515 52.3178389, 9.6502849 52.3179448)",30,,2
"[15884326, 577791725, 15884325, 1094127406]",,Gehrdener Straße,tertiary,False,True,251.6,"LINESTRING (9.6495282 52.3177369, 9.649159 52.3176515, 9.648808 52.3175763, 9.6485183 52.3175241, 9.6479967 52.3174562, 9.6471351 52.3173673, 9.6466945 52.3173137, 9.6465619 52.3172978, 9.6459392 52.3172039)",30,yes,"['2', '3']"
15808731,,Potsdamer Straße,residential,False,True,171.69400000000002,"LINESTRING (9.6510497 52.3182166, 9.6509943 52.3183241, 9.6510097 52.3184557, 9.6511264 52.3195357, 9.6511409 52.3197526)",30,,
336658797,,Gehrdener Straße,tertiary,False,False,181.919,"LINESTRING (9.6510497 52.3182166, 9.6525668 52.3187471, 9.6532126 52.3189707, 9.6532717 52.3190044, 9.6533249 52.3190602)",30,,2
1094127406,,Gehrdener Straße,tertiary,False,True,50.192,"LINESTRING (9.6510497 52.3182166, 9.6506207 52.3180647, 9.6504125 52.3179885)",30,,2
15808881,,Potsdamer Straße,residential,False,True,40.716,"LINESTRING (9.6512127 52.3208177, 9.6506142 52.3208334)",30,,
15808731,,Potsdamer Straße,residential,False,False,68.468,"LINESTRING (9.6512127 52.3208177, 9.6512 52.3206329, 9.6511704 52.3202025)",30,,
15808731,,Potsdamer Straße,residential,False,False,50.067,"LINESTRING (9.6511704 52.3202025, 9.6511409 52.3197526)",30,,
15808894,,Potsdamer Straße,residential,False,True,41.183,"LINESTRING (9.6511704 52.3202025, 9.650565 52.3202179)",30,,
15808731,,Potsdamer Straße,residential,False,True,68.468,"LINESTRING (9.6511704 52.3202025, 9.6512 52.3206329, 9.6512127 52.3208177)",30,,
15808731,,Potsdamer Straße,residential,False,True,50.067,"LINESTRING (9.6511409 52.3197526, 9.6511704 52.3202025)",30,,
15808731,,Potsdamer Straße,residential,False,False,171.694,"LINESTRING (9.6511409 52.3197526, 9.6511264 52.3195357, 9.6510097 52.3184557, 9.6509943 52.3183241, 9.6510497 52.3182166)",30,,
"[27563059, 15808892]",,"['Potsdamer Straße', 'Knappenweg']",residential,False,True,58.102000000000004,"LINESTRING (9.6511409 52.3197526, 9.650529 52.319768, 9.6505409 52.319916)",30,,
15808732,,Am Salzgarten,living_street,False,False,47.987,"LINESTRING (9.6496169 52.3193027, 9.6496337 52.3194452, 9.649508 52.319462, 9.6494912 52.3193362, 9.6496169 52.3193027)",,,
