osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge,width,access
61772781,Bleichweg,residential,False,False,64.274,"LINESTRING (11.9137691 50.3246544, 11.9142953 50.3246659, 11.914493 50.3247005, 11.9146472 50.3247518)",,,,,,
"[430602638, 430602637, 146449510]",Lessingstraße,primary,False,False,132.334,"LINESTRING (11.9137691 50.3246544, 11.913746 50.3249037, 11.9137077 50.3251465, 11.9136782 50.3253295, 11.9136272 50.3256234, 11.913573 50.3258373)","['4', '5']",B 2,50,,,
"[23263278, 24061401, 146449510]","['Lessingstraße', 'Lessingbrücke']",primary,False,True,95.13199999999999,"LINESTRING (11.9137691 50.3246544, 11.9137562 50.3244664, 11.9137241 50.3242747, 11.9137201 50.3242559, 11.9136463 50.3239286, 11.9136399 50.3238995, 11.9136344 50.3238747, 11.9136203 50.3238048)",4,B 2,50,yes,,
35596529,Sachsentorstraße,residential,False,False,49.292,"LINESTRING (11.9138728 50.3196906, 11.9138463 50.3196745, 11.9138327 50.3196663, 11.9137624 50.3196454, 11.9132028 50.3196165)",,,,,,
91427380,Schützenstraße,tertiary,True,False,145.195,"LINESTRING (11.9138728 50.3196906, 11.9138126 50.319729, 11.913769 50.3197661, 11.9135505 50.319999, 11.9134235 50.3201029, 11.9133763 50.3201344, 11.9132966 50.3201874, 11.9131547 50.3202578, 11.9130114 50.3203185, 11.9128848 50.3203733, 11.9127623 50.320417, 11.912645 50.3204495, 11.9125084 50.3204812, 11.9123609 50.3205099)",,,50,,,
159311516,Sigmundsgraben,tertiary,False,True,49.803,"LINESTRING (11.9140965 50.3221894, 11.9138061 50.3221229, 11.9136494 50.3221022, 11.9135351 50.3220915, 11.9134178 50.3220877)",3,,50,,,
"[430602654, 146370503]",Sigmundsgraben,tertiary,False,False,202.02100000000002,"LINESTRING (11.9140965 50.3221894, 11.9144074 50.3222958, 11.9146219 50.3223738, 11.9149712 50.3225012, 11.9158917 50.3228087, 11.9163821 50.322959, 11.9164438 50.3229791, 11.9166147 50.3230344)","['2', '3']",,50,,,
"[430602654, 146370503]",Sigmundsgraben,tertiary,False,True,202.02100000000002,"LINESTRING (11.9166147 50.3230344, 11.9164438 50.3229791, 11.9163821 50.322959, 11.9158917 50.3228087, 11.9149712 50.3225012, 11.9146219 50.3223738, 11.9144074 50.3222958, 11.9140965 50.3221894)","['2', '3']",,50,,,
237042723,Sigmundsgraben,tertiary,False,False,99.958,"LINESTRING (11.9166147 50.3230344, 11.9169258 50.3231426, 11.9171101 50.3232143, 11.9172136 50.3232581, 11.9172559 50.3232784, 11.9174318 50.323364, 11.9175775 50.3234314, 11.9178019 50.3235149)",2,,50,,,
237042723,Sigmundsgraben,tertiary,False,False,41.374,"LINESTRING (11.9178019 50.3235149, 11.9178933 50.3235489, 11.9180354 50.3235927, 11.9181882 50.323632, 11.9183358 50.3236611)",2,,50,,,
237042723,Sigmundsgraben,tertiary,False,True,99.958,"LINESTRING (11.9178019 50.3235149, 11.9175775 50.3234314, 11.9174318 50.323364, 11.9172559 50.3232784, 11.9172136 50.3232581, 11.9171101 50.3232143, 11.9169258 50.3231426, 11.9166147 50.3230344)",2,,50,,,
41119001,Gerbergasse,living_street,True,False,121.255,"LINESTRING (11.9183358 50.3236611, 11.9182959 50.323717, 11.9182473 50.3237594, 11.9178577 50.3239526, 11.9177936 50.3239613, 11.9177379 50.3239628, 11.9176893 50.3239492, 11.9176538 50.3239329, 11.9175187 50.3238169, 11.9175022 50.3237904, 11.917495 50.3237533, 11.9175039 50.3237269, 11.9178019 50.3235149)",,,,,,
237042723,Sigmundsgraben,tertiary,False,True,41.373999999999995,"LINESTRING (11.9183358 50.3236611, 11.9181882 50.323632, 11.9180354 50.3235927, 11.9178933 50.3235489, 11.9178019 50.3235149)",2,,50,,,
"[1251998625, 237042723]",Sigmundsgraben,tertiary,False,False,66.811,"LINESTRING (11.9183358 50.3236611, 11.918514 50.3236963, 11.9187628 50.3237364, 11.9189681 50.3237672, 11.9192502 50.3238011)",2,,50,,,
"[23263280, 33067681, 29469781, 33067416]","['Mühldamm', 'Graben']","['residential', 'living_street']",False,False,395.58599999999996,"LINESTRING (11.921214 50.3231035, 11.9211796 50.3230547, 11.9211679 50.3230332, 11.9211593 50.3230172, 11.9210938 50.3227508, 11.9210573 50.3226335, 11.921008 50.3225223, 11.9208924 50.3223446, 11.9208053 50.322237, 11.9207068 50.3221215, 11.9206706 50.3220984, 11.920632 50.3220761, 11.9205976 50.3220547, 11.9203937 50.3218985, 11.9203538 50.3218603, 11.9203248 50.3218237, 11.9203064 50.3217918, 11.9202907 50.3217486, 11.9202815 50.3217128, 11.9202811 50.3216735, 11.920286 50.3216249, 11.9202991 50.3215711, 11.9203074 50.3215121, 11.9203071 50.3214695, 11.9203024 50.32144, 11.9202936 50.3214074, 11.9202749 50.3213729, 11.9202494 50.3213302, 11.9202106 50.3212741, 11.9201009 50.321137, 11.9199507 50.3209119, 11.919716 50.3206167, 11.9196675 50.3205472, 11.919633 50.3204837, 11.919616 50.3204312, 11.9195768 50.3201504, 11.9195542 50.3200028, 11.9195598 50.3199648, 11.9195722 50.3199377, 11.919596 50.3199046, 11.9196404 50.3198735, 11.9197223 50.3198425)",,,,,,
30800000,Graben,tertiary,False,True,168.558,"LINESTRING (11.921214 50.3231035, 11.9209869 50.3232316, 11.9208215 50.3233403, 11.920646 50.3234688, 11.9205391 50.323544, 11.9204652 50.3235889, 11.9203698 50.3236406, 11.9202808 50.323681, 11.9201961 50.3237113, 11.9200802 50.3237448, 11.9199883 50.3237676, 11.9198838 50.3237861, 11.9197287 50.3238058, 11.9196061 50.3238165, 11.9195179 50.3238199, 11.9194375 50.3238189, 11.9193408 50.323811, 11.9192502 50.3238011)",,,50,,,
"[1233510640, 23759649, 159311491, 23759651]","['An der Michaelisbrücke', 'Michaelisbrücke']",tertiary,False,False,192.71299999999997,"LINESTRING (11.921214 50.3231035, 11.9216517 50.3228671, 11.9217088 50.322837, 11.9221158 50.322621, 11.9222257 50.32256, 11.9223119 50.3225109, 11.9224976 50.3224228, 11.9225709 50.3223887, 11.9227101 50.3223262, 11.9228582 50.3222677, 11.9231386 50.3221591, 11.9233801 50.3220656)",,,50,yes,,
