osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,width,lanes,access
30669242,True,Rosmarienstraße,residential,False,199.609,"LINESTRING (12.3459354 53.9287066, 12.3459015 53.9287814, 12.3458758 53.928938, 12.3458956 53.9292889, 12.3458822 53.9293253, 12.3458357 53.9293494, 12.3442881 53.9296478, 12.3441615 53.9296493, 12.3439915 53.9296286)",,,,,
33652619,False,Am Markt,secondary,False,21.907,"LINESTRING (12.3459354 53.9287066, 12.3457146 53.9286722, 12.345609 53.9286655)",L 18,30,,,
33652619,False,Am Markt,secondary,True,40.196,"LINESTRING (12.3459354 53.9287066, 12.3462899 53.9287559, 12.3465376 53.9287745)",L 18,30,,,
"[682772344, 33652618, 654580587]",False,Hauptstraße,secondary,False,76.316,"LINESTRING (12.3439915 53.9296286, 12.3438909 53.9296857, 12.3436775 53.9297488, 12.3434491 53.929795, 12.3432594 53.9298151, 12.3431129 53.9298101, 12.3429097 53.9297896)",L 18,30,,,
33652618,False,Hauptstraße,secondary,True,49.745,"LINESTRING (12.3439915 53.9296286, 12.3441873 53.9293396, 12.3442296 53.9293012, 12.34434 53.9292383)",L 18,30,,,
30669226,False,Hauptstraße,residential,False,30.723,"LINESTRING (12.345609 53.9286655, 12.3457955 53.9284581, 12.3458272 53.9284209)",,50,,,
33652618,False,Hauptstraße,secondary,False,105.012,"LINESTRING (12.345609 53.9286655, 12.3455194 53.9286841, 12.3448319 53.9290094, 12.34434 53.9292383)",L 18,30,,,
33652619,False,Am Markt,secondary,True,21.907,"LINESTRING (12.345609 53.9286655, 12.3457146 53.9286722, 12.3459354 53.9287066)",L 18,30,,,
30669226,False,Hauptstraße,residential,True,30.723,"LINESTRING (12.3458272 53.9284209, 12.3457955 53.9284581, 12.345609 53.9286655)",,50,,,
33176533,True,Marktstraße,residential,False,99.262,"LINESTRING (12.3458272 53.9284209, 12.3460835 53.928415, 12.3473305 53.9283103)",,,4,,
33652625,True,Hauptstraße,residential,False,60.561,"LINESTRING (12.3458272 53.9284209, 12.3459574 53.9282285, 12.3460737 53.927898)",,50,,,
30669230,False,Paul-Korff-Allee,residential,False,113.67600000000002,"LINESTRING (12.3557912 53.9259615, 12.3556607 53.9259805, 12.3554523 53.9260169, 12.3552247 53.9260636, 12.3550618 53.9260946, 12.3549236 53.9261176, 12.3545691 53.9261579, 12.3541026 53.9261758)",,50,,,
30669230,False,Paul-Korff-Allee,residential,True,113.67600000000002,"LINESTRING (12.3541026 53.9261758, 12.3545691 53.9261579, 12.3549236 53.9261176, 12.3550618 53.9260946, 12.3552247 53.9260636, 12.3554523 53.9260169, 12.3556607 53.9259805, 12.3557912 53.9259615)",,50,,,
33652627,False,Fischteichallee,residential,False,164.634,"LINESTRING (12.3541026 53.9261758, 12.3540575 53.9262282, 12.3540548 53.9262957, 12.3541015 53.9265815, 12.3541283 53.9266721, 12.3542021 53.9268122, 12.3543408 53.9270625, 12.3545996 53.9273928, 12.3547082 53.9275839)",,30,,,
33653013,False,Fischteichweg,residential,True,256.947,"LINESTRING (12.3541026 53.9261758, 12.352966 53.9260221, 12.3516357 53.9258298, 12.3511983 53.925741, 12.3507479 53.9256299, 12.3503503 53.9255226)",,,,,
33652627,False,Fischteichallee,residential,False,14.968,"LINESTRING (12.3547082 53.9275839, 12.3547362 53.9277175)",,30,,,
33653020,False,Fritz-Reuter-Straße,residential,False,35.683,"LINESTRING (12.3547082 53.9275839, 12.3541634 53.9275928)",,30,,,
33652627,False,Fischteichallee,residential,True,164.63400000000001,"LINESTRING (12.3547082 53.9275839, 12.3545996 53.9273928, 12.3543408 53.9270625, 12.3542021 53.9268122, 12.3541283 53.9266721, 12.3541015 53.9265815, 12.3540548 53.9262957, 12.3540575 53.9262282, 12.3541026 53.9261758)",,30,,,
33652627,False,Fischteichallee,residential,True,14.968,"LINESTRING (12.3547362 53.9277175, 12.3547082 53.9275839)",,30,,,
33652627,False,Fischteichallee,residential,False,116.50299999999999,"LINESTRING (12.3547362 53.9277175, 12.3547717 53.9279634, 12.3547962 53.9282391, 12.3548251 53.9287637)",,30,,,
33653023,False,Fritz-Reuter-Straße,residential,False,58.043,"LINESTRING (12.3547362 53.9277175, 12.3549408 53.9277111, 12.3554403 53.9276957, 12.3556215 53.9276901)",,30,,,
655222691,False,Pinnower Straße,secondary,False,97.876,"LINESTRING (12.3547397 53.9300429, 12.3544873 53.930012, 12.3541696 53.929973, 12.3532734 53.9298714)",L 18,50,,2,
"[100066809, 30150890, 655223815]",False,Pinnower Straße,secondary,True,80.901,"LINESTRING (12.3547397 53.9300429, 12.3549761 53.9300719, 12.3554054 53.9301267, 12.3556979 53.9301764, 12.3559352 53.9302237)",L 18,"['50', '100']",,2,
"[239666512, 1027521083, 33652627]",False,Fischteichallee,residential,True,49.961,"LINESTRING (12.3547397 53.9300429, 12.354752 53.9300174, 12.3547887 53.9299217, 12.3548272 53.9295978)",,30,,,
1005074020,False,Pinnower Straße,secondary,True,52.592,"LINESTRING (12.3465376 53.9287745, 12.3473407 53.9287847)",L 18,30,,,
30669235,False,Pfendkammerweg,residential,False,115.68199999999999,"LINESTRING (12.3465376 53.9287745, 12.346542 53.9289296, 12.3465961 53.9291583, 12.3467922 53.9294883, 12.3468383 53.9295373, 12.3470688 53.9296984, 12.347133 53.9297026)",,,,,
33652619,False,Am Markt,secondary,False,40.196,"LINESTRING (12.3465376 53.9287745, 12.3462899 53.9287559, 12.3459354 53.9287066)",L 18,30,,,
33176859,False,Straße des Friedens,residential,False,11.208,"LINESTRING (12.3439831 53.926224, 12.3439937 53.9261234)",,,6,,
33176859,False,Straße des Friedens,residential,True,154.093,"LINESTRING (12.3439831 53.926224, 12.3437592 53.9276035)",,,6,,
33176859,False,Straße des Friedens,residential,False,46.993,"LINESTRING (12.3437363 53.9280259, 12.3437592 53.9276035)",,,6,,
33172095,True,Straße des Friedens,residential,False,192.902,"LINESTRING (12.3437363 53.9280259, 12.343985 53.9280087, 12.3443231 53.9279793, 12.3445391 53.9279793, 12.3446645 53.9279887, 12.3447463 53.9280168, 12.344814 53.9280752, 12.344861 53.9281282, 12.3449081 53.9282593, 12.3447853 53.9284942, 12.3446578 53.9285798, 12.3443887 53.928687, 12.3438843 53.9287869)",,,4,,
33176859,False,Straße des Friedens,residential,True,87.899,"LINESTRING (12.3437363 53.9280259, 12.3436398 53.9282766, 12.3437085 53.9285275, 12.3438843 53.9287869)",,,6,,
33176859,False,Straße des Friedens,residential,False,58.542,"LINESTRING (12.34434 53.9292383, 12.3439966 53.9289321, 12.3438843 53.9287869)",,,6,,
