osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,junction,ref
23157472,Rangaustraße,residential,30,False,False,35.999,"LINESTRING (10.9713285 49.433498, 10.9714541 49.4334997, 10.9718262 49.4335049)",,,,
870894823,Kurt-Schumacher-Straße,tertiary,50,False,False,112.28999999999999,"LINESTRING (10.9713285 49.433498, 10.9712976 49.4328845, 10.9712776 49.4324887)",,,,
58718198,Kurt-Schumacher-Straße,tertiary,,False,False,230.35500000000002,"LINESTRING (10.9712776 49.4324887, 10.9712809 49.4323687, 10.9712795 49.4320829, 10.9713105 49.4316347, 10.9713607 49.4313234, 10.9714261 49.4310535, 10.9715147 49.4308476, 10.9715662 49.4307277, 10.9715891 49.4306783, 10.9716546 49.4305817, 10.9717592 49.4304646)",2,,,
"[1115314020, 393352742]",Vordere Hochstraße,tertiary,50,False,False,128.363,"LINESTRING (10.9712776 49.4324887, 10.9709057 49.4324705, 10.9706556 49.4324426, 10.97036 49.4324097, 10.9701473 49.4323535, 10.9699823 49.4323098, 10.9697795 49.4322167, 10.9697427 49.4322008, 10.9696963 49.432177, 10.9696221 49.4321448)",,,,
870894823,Kurt-Schumacher-Straße,tertiary,50,False,True,112.28999999999999,"LINESTRING (10.9712776 49.4324887, 10.9712976 49.4328845, 10.9713285 49.433498)",,,,
34760512,Pfarrhöhe,tertiary,,False,True,193.36399999999998,"LINESTRING (10.9740783 49.4262603, 10.9740945 49.4264013, 10.9741279 49.4266106, 10.9741725 49.4268906, 10.9742311 49.4272317, 10.9742253 49.4273919, 10.974219 49.4275684, 10.9741861 49.4279336, 10.9741753 49.427993)",,,,
801493735,Langenäckerstraße,residential,,False,False,134.143,"LINESTRING (10.9740783 49.4262603, 10.9724663 49.4262598, 10.972224 49.4262693)",,,,
390818056,Albrecht-Dürer-Straße,tertiary,,False,False,10.061,"LINESTRING (10.9624716 49.4346922, 10.9624658 49.4346018)",,8,,
23157417,Hochstraße,tertiary,50,False,True,275.88800000000003,"LINESTRING (10.9609348 49.4307407, 10.961408 49.4307902, 10.9615874 49.4307997, 10.9620638 49.4308404, 10.9622104 49.4308463, 10.962918 49.430875, 10.9634414 49.4309002, 10.9638902 49.4309605, 10.9645404 49.4310742, 10.9646133 49.4310869, 10.9646978 49.4311016)",,,,
1117775393,Albrecht-Dürer-Straße,tertiary,,True,False,15.102,"LINESTRING (10.9609348 49.4307407, 10.9609185 49.4307729, 10.9608884 49.4308007, 10.9608471 49.4308215, 10.9607983 49.4308335)",1,,roundabout,
22702461,Kirchenweg,tertiary,,False,True,5.211,"LINESTRING (10.9743047 49.433758, 10.9742926 49.4338042)",,,,
23157472,Rangaustraße,residential,30,False,False,116.75,"LINESTRING (10.9718262 49.4335049, 10.9719936 49.4337373, 10.9723354 49.4340365, 10.9726135 49.4342424, 10.9727622 49.4343525)",,,,
23157472,Rangaustraße,residential,30,False,True,35.999,"LINESTRING (10.9718262 49.4335049, 10.9714541 49.4334997, 10.9713285 49.433498)",,,,
24462511,Pfarräckerstraße,residential,30,False,False,122.662,"LINESTRING (10.9718262 49.4335049, 10.9720978 49.4333321, 10.9721538 49.4332325, 10.9722264 49.4329632, 10.972353 49.4324938)",,,,
23157472,Rangaustraße,residential,30,False,True,116.75,"LINESTRING (10.9727622 49.4343525, 10.9726135 49.4342424, 10.9723354 49.4340365, 10.9719936 49.4337373, 10.9718262 49.4335049)",,,,
23157474,Stettiner Straße,residential,30,False,False,60.89099999999999,"LINESTRING (10.9727622 49.4343525, 10.9728283 49.4343014, 10.9729113 49.4340782, 10.9730056 49.4338346)",,,,
23157474,Stettiner Straße,residential,30,False,False,253.237,"LINESTRING (10.9730056 49.4338346, 10.973823 49.4316201)",,,,
23157487,Soldiner Straße,residential,30,False,False,26.121,"LINESTRING (10.9730056 49.4338346, 10.9733665 49.4338247)",,,,
23157474,Stettiner Straße,residential,30,False,True,60.89099999999999,"LINESTRING (10.9730056 49.4338346, 10.9729113 49.4340782, 10.9728283 49.4343014, 10.9727622 49.4343525)",,,,
23157487,Soldiner Straße,residential,30,False,False,33.541,"LINESTRING (10.9733665 49.4338247, 10.97383 49.4338132)",,,,
23157487,Soldiner Straße,residential,30,False,True,26.121,"LINESTRING (10.9733665 49.4338247, 10.9730056 49.4338346)",,,,
24462495,Soldiner Straße,residential,30,False,False,42.407,"LINESTRING (10.9733665 49.4338247, 10.9732346 49.4341963)",,,,
22702461,Kirchenweg,tertiary,,False,False,5.211,"LINESTRING (10.9742926 49.4338042, 10.9743047 49.433758)",,,,
23157487,Soldiner Straße,residential,30,False,True,33.467,"LINESTRING (10.9742926 49.4338042, 10.97383 49.4338132)",,,,
24462491,Wolliner Straße,residential,30,False,True,59.341,"LINESTRING (10.9738506 49.4343467, 10.97383 49.4338132)",,,,
24462495,Soldiner Straße,residential,30,False,True,42.407,"LINESTRING (10.9732346 49.4341963, 10.9733665 49.4338247)",,,,
23157474,Stettiner Straße,residential,30,False,False,65.245,"LINESTRING (10.973823 49.4316201, 10.9740241 49.4310481)",,,,
23157474,Stettiner Straße,residential,30,False,True,253.237,"LINESTRING (10.973823 49.4316201, 10.9730056 49.4338346)",,,,
24462516,Lerchenstraße,residential,,False,True,85.953,"LINESTRING (10.973823 49.4316201, 10.9726604 49.4314594)",,,,
23157474,Stettiner Straße,residential,30,False,False,72.686,"LINESTRING (10.9740241 49.4310481, 10.9742042 49.430405)",,,,
23157474,Stettiner Straße,residential,30,False,True,65.245,"LINESTRING (10.9740241 49.4310481, 10.973823 49.4316201)",,,,
24462520,Stettiner Straße,residential,,False,True,84.23,"LINESTRING (10.9740241 49.4310481, 10.9733004 49.4310059, 10.9728922 49.4309024)",,,,
23157474,Stettiner Straße,residential,30,False,True,72.686,"LINESTRING (10.9742042 49.430405, 10.9740241 49.4310481)",,,,
24462550,Falkenstraße,residential,30,False,True,87.058,"LINESTRING (10.9742042 49.430405, 10.9730022 49.4304481)",,,,
473897490,Wichernstraße,residential,,False,False,26.43,"LINESTRING (10.972353 49.4324938, 10.9719934 49.4324513)",,,,
