osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,ref,junction,width
39209602,Jakob-Engels-Straße,residential,False,False,17.141,,"LINESTRING (7.5424739 50.9015342, 7.5426587 50.9014333)",,,,
54293695,Jakob-Engels-Straße,residential,False,False,127.649,30,"LINESTRING (7.5424739 50.9015342, 7.5422964 50.9015094, 7.5418088 50.9014414, 7.5415475 50.9014149, 7.5413533 50.9014094, 7.541157 50.9014263, 7.5409002 50.9014839, 7.5407853 50.901513, 7.5407043 50.9015304)",,,,
411089481,Nümbrechter Straße,secondary,False,False,249.17700000000002,,"LINESTRING (7.5424739 50.9015342, 7.5430542 50.9020591, 7.5433086 50.9022395, 7.5435855 50.9023832, 7.5437824 50.902465, 7.5439373 50.9025108, 7.5451952 50.9028844)",2,L 95,,
568973336,Överchen,residential,False,True,35.581,,"LINESTRING (7.5424739 50.9015342, 7.5424193 50.9016101, 7.5422769 50.9017602, 7.5422025 50.9018003)",,,,
"[411089482, 568999916]",Nümbrechter Straße,secondary,False,True,187.775,,"LINESTRING (7.5424739 50.9015342, 7.5423075 50.9013872, 7.5422453 50.9013319, 7.5421314 50.9012306, 7.5419654 50.9011104, 7.5416114 50.9008808, 7.5414544 50.9007421, 7.5413266 50.900585, 7.5411443 50.9002583, 7.5410962 50.900193, 7.5410573 50.9001631, 7.5410105 50.9001496)",2,L 95,,
26750505,Alte Poststraße,residential,False,False,114.58500000000001,30,"LINESTRING (7.5451952 50.9028844, 7.5450832 50.9030084, 7.5449173 50.9031162, 7.5446773 50.9031808, 7.5444257 50.9032061, 7.5437728 50.9032281)",,,,
101314173,Nümbrechter Straße,secondary,False,False,98.751,,"LINESTRING (7.5451952 50.9028844, 7.5454576 50.9029449, 7.5457317 50.902978, 7.5459418 50.9029914, 7.5462395 50.9029804, 7.5465622 50.9029121)",2,L 95,,
411089481,Nümbrechter Straße,secondary,False,True,249.17699999999996,,"LINESTRING (7.5451952 50.9028844, 7.5439373 50.9025108, 7.5437824 50.902465, 7.5435855 50.9023832, 7.5433086 50.9022395, 7.5430542 50.9020591, 7.5424739 50.9015342)",2,L 95,,
9684606,Hauptstraße,residential,False,True,142.656,30,"LINESTRING (7.540635 50.9002006, 7.540579 50.9005636, 7.5405885 50.9008675, 7.5405823 50.9012686, 7.5405986 50.9014815)",1,,,
1076773526,,secondary,True,False,30.82,,"LINESTRING (7.540635 50.9002006, 7.5405811 50.9001937, 7.5405342 50.9001757, 7.5404995 50.9001488, 7.5404813 50.9001161, 7.5404816 50.9000815, 7.5405004 50.9000489, 7.5405355 50.9000223, 7.5405828 50.9000047)",1,L 95,roundabout,
1076773525,,secondary,True,False,23.469,,"LINESTRING (7.5405828 50.9000047, 7.5406295 50.8999983, 7.5406772 50.9000009, 7.5407215 50.9000123, 7.5407585 50.9000314, 7.540785 50.9000565, 7.5407986 50.9000854, 7.5407981 50.9001155)",1,L 95,roundabout,
9684541,,secondary,True,False,16.118000000000002,,"LINESTRING (7.5407981 50.9001155, 7.5407789 50.9001497, 7.5407419 50.9001774, 7.5406918 50.9001951, 7.540635 50.9002006)",1,L 95,roundabout,
9684555,Nümbrechter Straße,secondary,False,False,15.385000000000002,,"LINESTRING (7.5407981 50.9001155, 7.5409146 50.9001311, 7.5410105 50.9001496)",2,L 95,,
9684555,Nümbrechter Straße,secondary,False,True,15.385000000000002,,"LINESTRING (7.5410105 50.9001496, 7.5409146 50.9001311, 7.5407981 50.9001155)",2,L 95,,
"[411089482, 568999916]",Nümbrechter Straße,secondary,False,False,187.77499999999998,,"LINESTRING (7.5410105 50.9001496, 7.5410573 50.9001631, 7.5410962 50.900193, 7.5411443 50.9002583, 7.5413266 50.900585, 7.5414544 50.9007421, 7.5416114 50.9008808, 7.5419654 50.9011104, 7.5421314 50.9012306, 7.5422453 50.9013319, 7.5423075 50.9013872, 7.5424739 50.9015342)",2,L 95,,
850119190,Hauptstraße,residential,False,True,67.689,30,"LINESTRING (7.5413104 50.9023568, 7.5416657 50.9029228)",,,,
9684654,Marktstraße,residential,False,True,125.99799999999999,,"LINESTRING (7.5413104 50.9023568, 7.5411508 50.9022991, 7.5409737 50.9022419, 7.540539 50.9021067, 7.5404086 50.902106, 7.5403209 50.9021476, 7.5402126 50.9021729, 7.5400787 50.9021773, 7.5398594 50.9022138, 7.5396924 50.9022968)",,,,
54293694,Hauptstraße,residential,False,False,97.809,30,"LINESTRING (7.5413104 50.9023568, 7.5412138 50.9022114, 7.5410791 50.9020957, 7.5408656 50.9019815, 7.5407156 50.9017913, 7.5406328 50.9016092)",1,,,
"[28065317, 54359679]","['Överchen', 'Alte Poststraße']",residential,False,"[False, True]",29.287,,"LINESTRING (7.5413104 50.9023568, 7.5413382 50.9022861, 7.5414268 50.9022311, 7.5415989 50.9022593)",,,,
188651257,Schustergasse,residential,False,False,72.854,,"LINESTRING (7.5413104 50.9023568, 7.5411286 50.902489, 7.5410609 50.9025425, 7.5410523 50.9026908, 7.5407855 50.9028934)",1,,,2
54359676,Hauptstraße,residential,False,True,32.543,30,"LINESTRING (7.5416657 50.9029228, 7.5418313 50.9031962)",,,,
850119190,Hauptstraße,residential,False,False,67.689,30,"LINESTRING (7.5416657 50.9029228, 7.5413104 50.9023568)",,,,
44785151,Dr.-Rieck-Straße,residential,False,True,40.157,,"LINESTRING (7.5416657 50.9029228, 7.5417651 50.9028941, 7.5419655 50.9028555, 7.5422193 50.9028557)",,,,
54359681,Lina-Friedrichs-Straße,residential,False,True,45.009,,"LINESTRING (7.5416657 50.9029228, 7.5414431 50.9029929, 7.5414093 50.9030035, 7.5412867 50.9030745, 7.5412532 50.9031917)",,,,
42778601,In der Delle,residential,False,True,97.64500000000001,,"LINESTRING (7.543111 50.9073021, 7.542668 50.9074433, 7.5424381 50.9074936, 7.5421586 50.9075263, 7.5419517 50.9075374, 7.5417945 50.9075156)",,,,
