osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,junction
363881552,True,1,B 34,Freiheitstraße,primary,50,False,13.899,"LINESTRING (8.8346348 47.7617504, 8.8344901 47.7616719)",,
224993958,True,2,B 34,Hauptstraße,primary,50,False,19.472,"LINESTRING (8.8346348 47.7617504, 8.8346204 47.7617922, 8.834576 47.761921)",,
25760933,False,,,Flurweg,residential,30,False,88.065,"LINESTRING (8.8318488 47.7626953, 8.831822 47.762745, 8.8314341 47.7634366)",,
224995387,False,3,B 34,Schaffhauser Straße,primary,50,False,94.361,"LINESTRING (8.8318488 47.7626953, 8.8323002 47.7628429, 8.832728 47.7629652, 8.833006 47.7630327)",,
"[224995387, 224995382]",False,3,B 34,Schaffhauser Straße,primary,50,"[False, True]",56.481,"LINESTRING (8.8318488 47.7626953, 8.8316644 47.7626351, 8.8311693 47.7624731)",,
"[23774970, 24006445]",False,2,,"['Hohgarten', 'Schmiedstraße']",living_street,7,True,192.57900000000004,"LINESTRING (8.8314939 47.7601581, 8.8317687 47.7602534, 8.8319707 47.7603195, 8.8319993 47.7603277, 8.8326908 47.760548, 8.8331827 47.7606963, 8.8332583 47.7607151, 8.8334313 47.7607533, 8.8334816 47.7607632, 8.8337312 47.7608086, 8.8338277 47.7608259, 8.8338464 47.7608299, 8.8338596 47.7608328)",,
24006667,True,2,L 191,Hohenkrähenstraße,secondary,50,False,180.951,"LINESTRING (8.8292374 47.7660967, 8.8295026 47.7658642, 8.8296949 47.7657347, 8.8297742 47.765683, 8.8303729 47.7653054, 8.8309814 47.7649758)",,
25760938,False,,,Lerchenespel,residential,,False,34.721000000000004,"LINESTRING (8.8292374 47.7660967, 8.829104 47.766027, 8.8288664 47.7659088)",,
"[178998130, 364377663]",True,3,B 34,Hauptstraße,primary,50,False,80.89500000000001,"LINESTRING (8.8344901 47.7616719, 8.8345938 47.7613942, 8.8346102 47.7613502, 8.8346816 47.7611745, 8.8346971 47.761135, 8.8347682 47.7609689)",,
"[178998129, 337368498, 337368499, 337368497]",False,"['4', '2', '3']",L 191,Hauptstraße,secondary,50,False,113.73799999999999,"LINESTRING (8.8350705 47.7602162, 8.8350623 47.7601408, 8.8350469 47.7599054, 8.835042 47.75983, 8.8350338 47.759749, 8.8349839 47.7595096, 8.8349624 47.759363, 8.834953 47.7592813, 8.8349396 47.7591978)",,
"[178998131, 376400566]",True,"['2', '3']",L 191,Hauptstraße,secondary,50,False,87.266,"LINESTRING (8.8350705 47.7602162, 8.8350781 47.7603567, 8.8350774 47.7604547, 8.8350539 47.7605874, 8.8349773 47.7608389, 8.8349674 47.7608716, 8.8349309 47.7609916)",,
