osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,name,bridge,geometry
73848968,2,L 3073,secondary,100,False,False,1.953,,,"LINESTRING (9.1988558 50.5798722, 9.1988303 50.579879)"
"[69487353, 69485147, 69485148]",,,residential,"['50', '100']",False,True,173.82,Schaubstraße,yes,"LINESTRING (9.1988558 50.5798722, 9.1988222 50.5797937, 9.1987278 50.5795873, 9.1986809 50.5794905, 9.1985422 50.5791744, 9.198293 50.578606, 9.1981884 50.5783676)"
"[123948788, 274618470]",,L 3166,secondary,50,False,True,80.309,Marktstraße,,"LINESTRING (9.1957359 50.5741338, 9.1951844 50.5742795, 9.1950172 50.5743294, 9.194868 50.5743732, 9.1947024 50.5744334)"
126054694,,L 3073,secondary,50,False,False,67.47899999999998,Ohmstraße,,"LINESTRING (9.1957359 50.5741338, 9.1957411 50.5742086, 9.1957591 50.5742777, 9.1957826 50.5743434, 9.1958336 50.5744355, 9.1958919 50.5745127, 9.1959818 50.5746058, 9.1960774 50.5746879)"
69587725,,,residential,50,False,True,124.89300000000001,Schnappenhain,,"LINESTRING (9.1921125 50.5765865, 9.1920295 50.5765615, 9.1919297 50.5765227, 9.1918538 50.5764683, 9.1918288 50.5763972, 9.1918117 50.5763183, 9.1918304 50.5760639, 9.191797 50.5757923, 9.1917799 50.5755543)"
126265089,,L 3166,secondary,50,False,True,76.187,Hauptstraße,,"LINESTRING (9.1921125 50.5765865, 9.1919809 50.5767157, 9.1919062 50.57685, 9.1918758 50.5769431, 9.1918293 50.5771597, 9.1918135 50.5772342)"
137728528,,L 3166,secondary,50,False,False,81.135,Marktstraße,,"LINESTRING (9.1921125 50.5765865, 9.1923623 50.5763917, 9.1924009 50.576358, 9.1928057 50.5760049)"
38509960,,,residential,50,False,True,51.582,Schaubstraße,,"LINESTRING (9.1981884 50.5783676, 9.1979151 50.5779374)"
38509964,,,residential,30,False,True,175.08999999999997,Lacheweg,,"LINESTRING (9.1981884 50.5783676, 9.1980153 50.5783944, 9.1957582 50.57868)"
"[69487353, 69485147, 69485148]",,,residential,"['50', '100']",False,False,173.82,Schaubstraße,yes,"LINESTRING (9.1981884 50.5783676, 9.198293 50.578606, 9.1985422 50.5791744, 9.1986809 50.5794905, 9.1987278 50.5795873, 9.1988222 50.5797937, 9.1988558 50.5798722)"
37256476,,,residential,50,False,True,63.694,Kramerstraße,,"LINESTRING (9.1957582 50.57868, 9.1954613 50.5781391)"
38509964,,,residential,30,False,True,151.496,Lacheweg,,"LINESTRING (9.1957582 50.57868, 9.193852 50.5793053)"
166927820,,,residential,50,False,True,52.908,Kramerstraße,,"LINESTRING (9.1957582 50.57868, 9.1959579 50.5791386)"
38509964,,,residential,30,False,False,175.08999999999997,Lacheweg,,"LINESTRING (9.1957582 50.57868, 9.1980153 50.5783944, 9.1981884 50.5783676)"
37256476,,,residential,50,False,False,56.028,Kramerstraße,,"LINESTRING (9.1949967 50.576961, 9.1950448 50.5771767, 9.1951079 50.5774599)"
37256476,,,residential,50,False,True,30.707,Kramerstraße,,"LINESTRING (9.1949967 50.576961, 9.194955 50.5767912, 9.1948865 50.5766964)"
38527712,,,residential,50,False,True,26.581000000000003,Kramerstraße,,"LINESTRING (9.1949967 50.576961, 9.1950599 50.5768943, 9.1952136 50.576766)"
38527714,,,residential,50,False,True,55.41,Pfaffenackerstraße,,"LINESTRING (9.1957358 50.5767723, 9.1957003 50.5762745)"
38527720,,,residential,50,False,True,36.881,Ludwigstraße,,"LINESTRING (9.1957358 50.5767723, 9.1952136 50.576766)"
69550000,,,residential,50,False,False,119.624,Ludwigstraße,,"LINESTRING (9.1957358 50.5767723, 9.1968779 50.5768015, 9.1974285 50.5768156)"
"[166916578, 32305367]",,L 3166,secondary,50,False,True,48.644,Marktstraße,,"LINESTRING (9.1947024 50.5744334, 9.1945186 50.5745433, 9.194344 50.5746667, 9.1942419 50.5747571)"
"[123948788, 274618470]",,L 3166,secondary,50,False,False,80.309,Marktstraße,,"LINESTRING (9.1947024 50.5744334, 9.194868 50.5743732, 9.1950172 50.5743294, 9.1951844 50.5742795, 9.1957359 50.5741338)"
37256477,1,,residential,50,False,False,138.414,Südhang Schloßberg,,"LINESTRING (9.1920978 50.5751082, 9.1918671 50.5748368, 9.1917087 50.57472, 9.1907907 50.5741985)"
