osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,junction,bridge
42785140,True,2,B 27,primary,40,False,18.475,"LINESTRING (9.221165 49.1464164, 9.2212028 49.1464525, 9.2212307 49.1464793, 9.2212837 49.1465422, 9.2212971 49.1465581)",,,
"[288893412, 42785141, 287381342]",True,"['2', '3']",B 39,primary,40,False,174.455,"LINESTRING (9.221165 49.1464164, 9.2210475 49.146411, 9.2207986 49.1464291, 9.2204522 49.1464369, 9.2201291 49.1464232, 9.2196438 49.1464009, 9.2189938 49.1463711, 9.2187724 49.1463627)",Mannheimer Straße,,
288867915,True,1,,primary,40,False,13.061,"LINESTRING (9.2185804 49.1463568, 9.2185494 49.1462411)",Schaeuffelenstraße,,
288893408,True,2,B 39,primary,40,False,93.205,"LINESTRING (9.2185804 49.1463568, 9.2182817 49.1463607, 9.2179802 49.146369, 9.2176106 49.1463989, 9.2173114 49.146448)",Mannheimer Straße,,
30196159,True,2,,tertiary,40,False,50.16,"LINESTRING (9.2217881 49.1391504, 9.2215729 49.1391741, 9.2212556 49.1391831, 9.2211019 49.1391827)",Wollhausstraße,,
1262420438,False,,,tertiary,40,False,69.636,"LINESTRING (9.2217881 49.1391504, 9.221884 49.139147, 9.2220334 49.1391418, 9.2224285 49.1391248, 9.2224686 49.1391233, 9.2227436 49.1391128)",Wollhausstraße,,
4163639,True,1,,tertiary,40,False,7.285,"LINESTRING (9.2211019 49.1391827, 9.221011 49.1391552)",Am Wollhaus,,
"[267040034, 267040035, 632556847, 329421297, 329421298, 107584345, 23084541]",True,"['4', '2', '3']",,primary,40,False,170.184,"LINESTRING (9.2211019 49.1391827, 9.2210903 49.1392796, 9.2210758 49.1395345, 9.2210732 49.1396815, 9.2210835 49.1397267, 9.2210947 49.1397805, 9.2211256 49.1398487, 9.2211535 49.1399006, 9.2212008 49.1399729, 9.2212315 49.1400155, 9.2212646 49.1400506, 9.2215418 49.1402887, 9.2217753 49.1404971, 9.2218434 49.140564)","['Allee', 'Am Wollhaus']",,
142718988,True,1,,residential,,False,54.58,"LINESTRING (9.2197599 49.1387043, 9.2194597 49.1387189, 9.219363 49.1387375, 9.219295 49.1387818, 9.219156 49.1389197)",Rollwagstraße,,
"[696070032, 142718992]",True,2,,primary,40,False,33.455999999999996,"LINESTRING (9.2197599 49.1387043, 9.2196249 49.1386697, 9.2195251 49.1386304, 9.2194503 49.1385882, 9.2193898 49.1385364)","['Wilhelmstraße', 'Am Wollhaus']",,
22777833,True,2,,residential,,False,45.89,"LINESTRING (9.219156 49.1389197, 9.2193266 49.1386425, 9.2193898 49.1385364)",Rollwagstraße,,
"[30196176, 70008015]",False,,,residential,30,False,96.152,"LINESTRING (9.219156 49.1389197, 9.2191255 49.1389423, 9.2190387 49.1389956, 9.2188898 49.1390303, 9.2187322 49.13903, 9.2178925 49.139)",Rollwagstraße,,
22912061,False,,,living_street,,False,33.209,"LINESTRING (9.2150084 49.1395238, 9.2147 49.139744)",Rollwagstraße,,
