osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,bridge,access
25420444,B 16,Friedrich-von-Teck-Straße,secondary,50,False,True,95.33300000000001,"LINESTRING (10.5673661 48.6114628, 10.5673597 48.6115651, 10.5673588 48.6116718, 10.5672905 48.6119207, 10.5672853 48.6119377, 10.5672276 48.6121244, 10.5671709 48.612308)",,,,
37188567,,Marktplatz,residential,50,False,False,47.141,"LINESTRING (10.5673661 48.6114628, 10.5673069 48.6114677, 10.5672903 48.6114704, 10.5672005 48.6114795, 10.5669079 48.6114648, 10.5668213 48.6114909, 10.5667507 48.6115222)",,,,
199302070,B 16,Marktplatz,secondary,50,False,False,32.621,"LINESTRING (10.5673661 48.6114628, 10.5673371 48.6113697, 10.5673298 48.6113467, 10.5673149 48.6113042, 10.5672652 48.6112518, 10.5672352 48.6112191, 10.5672017 48.6111973)",2,,,
"[290439420, 25444709]",St 2033,Herzogin-Anna-Straße,secondary,50,False,True,82.884,"LINESTRING (10.5673661 48.6114628, 10.567443 48.6114601, 10.567724 48.611434, 10.5682118 48.6113929, 10.5684824 48.6113609)",3,,,
25420444,B 16,Friedrich-von-Teck-Straße,secondary,50,False,False,51.472,"LINESTRING (10.5671038 48.612767, 10.567103 48.6125644, 10.5671565 48.6123625, 10.5671709 48.612308)",,,,
37188565,,Prinz-Eugen-Straße,residential,20,False,False,121.43299999999999,"LINESTRING (10.5671038 48.612767, 10.5670425 48.6127525, 10.5669715 48.6127394, 10.5665604 48.6125867, 10.5665007 48.6125645, 10.5663713 48.6125176, 10.5661129 48.6124238, 10.5656194 48.612295)",,,,
328987848,B 16,Herzog-Philipp-Ludwig-Straße,secondary,50,False,True,24.566,"LINESTRING (10.5671038 48.612767, 10.5671679 48.6129557, 10.5671732 48.612983)",2,,,
1025251843,,Friedrich-von-Teck-Straße,residential,,False,False,66.977,"LINESTRING (10.5671038 48.612767, 10.5671741 48.6127738, 10.5674749 48.6128102, 10.5680004 48.6128737)",,,,
47403363,B 16,Donauwörther Straße,primary,50,True,False,16.659,"LINESTRING (10.5670191 48.6157005, 10.5671304 48.615831)",,,,
239591883,,,primary,50,True,False,10.785,"LINESTRING (10.5670191 48.6157005, 10.5669966 48.6157467, 10.5669515 48.6157849)",,roundabout,,
956214718,,,primary,50,True,False,14.024999999999999,"LINESTRING (10.5668349 48.6158197, 10.5667401 48.6158125, 10.5666599 48.6157784)",,roundabout,,
199327735,DLG 41,Lutzinger Straße,primary,50,True,False,32.228,"LINESTRING (10.5662109 48.6156538, 10.5663754 48.6156272, 10.5664547 48.6156143, 10.5664913 48.6156114, 10.5665486 48.615607, 10.5666408 48.6155998)",1,,,
"[199327737, 1187637978]",DLG 41,Lutzinger Straße,primary,50,False,True,139.832,"LINESTRING (10.5662109 48.6156538, 10.5661205 48.6156625, 10.5660809 48.6156654, 10.5659612 48.6156741, 10.5652248 48.6157463, 10.5648443 48.6157835, 10.564645 48.6158024, 10.564333 48.6158498)",2,,,
199302050,,Hans-Diemer-Weg,residential,50,False,True,87.887,"LINESTRING (10.5653245 48.6105787, 10.5653516 48.6105447, 10.5655379 48.6103101, 10.5656622 48.6100891, 10.5658057 48.6098565)",,,,
288353938,B 16,Dillinger Straße,secondary,50,False,False,75.497,"LINESTRING (10.5653245 48.6105787, 10.5651158 48.610452, 10.5649561 48.6103196, 10.5649066 48.6102785, 10.5647542 48.6101105, 10.5646967 48.6100472)",2,,,
"[48901016, 290424061]",DLG 15,Deisenhofer Straße,tertiary,50,False,True,169.973,"LINESTRING (10.5653245 48.6105787, 10.5652467 48.6106388, 10.5650169 48.6107277, 10.5647598 48.6107618, 10.5646668 48.6107638, 10.5644642 48.6107682, 10.5642523 48.6107616, 10.564043 48.6107551, 10.5638281 48.6107484, 10.5636352 48.6107425, 10.5630974 48.6107289)",,,,
851703294,B 16,Dillinger Straße,secondary,50,False,True,38.799,"LINESTRING (10.5653245 48.6105787, 10.5657165 48.6107473, 10.5657678 48.610768)",2,,,
199302070,B 16,Marktplatz,secondary,50,False,True,32.620999999999995,"LINESTRING (10.5672017 48.6111973, 10.5672352 48.6112191, 10.5672652 48.6112518, 10.5673149 48.6113042, 10.5673298 48.6113467, 10.5673371 48.6113697, 10.5673661 48.6114628)",2,,,
851703294,B 16,Dillinger Straße,secondary,50,False,False,49.269999999999996,"LINESTRING (10.5672017 48.6111973, 10.5670872 48.611135, 10.5669891 48.6110984, 10.566603 48.6110087)",2,,,
"[1252018691, 199302036, 40191637]",,"['Bachgasse', 'Marktplatz']",residential,50,False,False,95.617,"LINESTRING (10.5672017 48.6111973, 10.5672912 48.6111496, 10.5674428 48.6111065, 10.5676728 48.6111003, 10.5677275 48.611099, 10.5678356 48.6110918, 10.5679778 48.6110898, 10.5684626 48.611088)",,,,
25420444,B 16,Friedrich-von-Teck-Straße,secondary,50,False,False,95.333,"LINESTRING (10.5671709 48.612308, 10.5672276 48.6121244, 10.5672853 48.6119377, 10.5672905 48.6119207, 10.5673588 48.6116718, 10.5673597 48.6115651, 10.5673661 48.6114628)",,,,
25420444,B 16,Friedrich-von-Teck-Straße,secondary,50,False,True,51.472,"LINESTRING (10.5671709 48.612308, 10.5671565 48.6123625, 10.567103 48.6125644, 10.5671038 48.612767)",,,,
32942085,,An der Mauer,residential,50,True,False,98.962,"LINESTRING (10.5671709 48.612308, 10.5672262 48.6123211, 10.5676465 48.6124204, 10.5680438 48.6124948, 10.5684717 48.6125036)",,,,
48630555,,An der Mauer,residential,50,False,False,95.88,"LINESTRING (10.5684717 48.6125036, 10.5688099 48.6124711, 10.5688766 48.6124646, 10.5689758 48.6124551, 10.5696681 48.6123155, 10.569736 48.6123018)",,,,
32942172,,Vogteistraße,residential,30,False,True,33.257,"LINESTRING (10.5734063 48.6149732, 10.5733932 48.6152203, 10.5733904 48.6152721)",,,,
48553469,,Hofrat-Strobel-Straße,residential,30,False,False,60.637,"LINESTRING (10.5734063 48.6149732, 10.5734068 48.6149387, 10.5734091 48.6147927, 10.5734104 48.6147142, 10.5734139 48.6144918, 10.5734149 48.6144279)",,,,
48553549,,Eichenstraße,residential,50,False,False,125.395,"LINESTRING (10.5734063 48.6149732, 10.5733256 48.614973, 10.5732408 48.6149727, 10.5729349 48.6149718, 10.5728432 48.6149715, 10.5725697 48.6149707, 10.5724762 48.6149704, 10.5721811 48.6149695, 10.5720983 48.6149693, 10.5719309 48.6149688, 10.5717834 48.6149701, 10.5717006 48.6149709)",,,,
1002000098,,,residential,30,False,True,27.894999999999996,"LINESTRING (10.5734063 48.6149732, 10.573463 48.6149743, 10.5736926 48.6149789, 10.5737856 48.6149805)",,,,
32942296,,Molberg,residential,30,False,False,168.04899999999998,"LINESTRING (10.5646967 48.6100472, 10.5647223 48.6100221, 10.5647608 48.6099845, 10.5647957 48.6098589, 10.5648027 48.6098303, 10.5648277 48.6093786, 10.564713 48.6092458, 10.5646481 48.6091707, 10.5645176 48.6090244, 10.5644992 48.6089952, 10.5643568 48.6087686, 10.5642173 48.6086624)",,,,
49801319,B 16,Dillinger Straße,secondary,50,False,False,140.198,"LINESTRING (10.5646967 48.6100472, 10.5645935 48.6099826, 10.5644139 48.6098982, 10.5641687 48.6098286, 10.5640963 48.6098178, 10.5638031 48.6097743, 10.5635903 48.6097427, 10.5635523 48.609737, 10.5631528 48.6096777, 10.5630432 48.6096572, 10.5629253 48.6096352)",2,,,
288353938,B 16,Dillinger Straße,secondary,50,False,True,75.497,"LINESTRING (10.5646967 48.6100472, 10.5647542 48.6101105, 10.5649066 48.6102785, 10.5649561 48.6103196, 10.5651158 48.610452, 10.5653245 48.6105787)",2,,,
25444709,St 2033,Herzogin-Anna-Straße,secondary,50,False,False,44.262,"LINESTRING (10.5713609 48.6108817, 10.5710046 48.6109459, 10.5708599 48.6109719, 10.57078 48.6109863)",,,,
"[827565701, 827565702]",,Traubenberg,residential,,False,True,87.14999999999999,"LINESTRING (10.5713609 48.6108817, 10.5713409 48.6108326, 10.5712539 48.6104803, 10.5711974 48.6103309, 10.5711666 48.6102496, 10.5711035 48.6101756, 10.5710294 48.6101549)",,,,
239591887,,,primary,50,True,False,13.088999999999999,"LINESTRING (10.5666408 48.6155998, 10.5667072 48.6155606, 10.5667922 48.6155431)",,roundabout,,
239591880,,,primary,50,True,False,11.600000000000001,"LINESTRING (10.5669821 48.615601, 10.567015 48.6156484, 10.5670191 48.6157005)",,roundabout,,
37188565,,Prinz-Eugen-Straße,residential,20,False,False,13.588,"LINESTRING (10.5656194 48.612295, 10.5654433 48.6122579)",,,,
37188565,,Prinz-Eugen-Straße,residential,20,False,True,121.433,"LINESTRING (10.5656194 48.612295, 10.5661129 48.6124238, 10.5663713 48.6125176, 10.5665007 48.6125645, 10.5665604 48.6125867, 10.5669715 48.6127394, 10.5670425 48.6127525, 10.5671038 48.612767)",,,,
199277113,,,residential,50,False,True,65.746,"LINESTRING (10.5656194 48.612295, 10.5656503 48.6122445, 10.565748 48.6120847, 10.5658866 48.6118963, 10.5661115 48.6119398)",,,,
37188565,,Prinz-Eugen-Straße,residential,20,False,True,15.469,"LINESTRING (10.5635404 48.6122218, 10.5637479 48.6121987)",,,,
37188565,,Prinz-Eugen-Straße,residential,20,False,False,94.801,"LINESTRING (10.5635404 48.6122218, 10.5632315 48.6122744, 10.5631223 48.612251, 10.5630537 48.6122397, 10.5630193 48.6122, 10.5630193 48.6121546, 10.5630365 48.6121205, 10.563088 48.6120865, 10.5631481 48.6120751, 10.5632425 48.6120921, 10.5633884 48.6121375, 10.5635404 48.6122218)",,,,
