osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,bridge,maxspeed,width,access,junction
789965037,False,2,B 250,Altenrodaer Straße,primary,True,8.607,"LINESTRING (11.5856082 51.2086995, 11.5856308 51.2086234)",,,,,
783006313,True,,,Zur Hattstadt,residential,False,125.477,"LINESTRING (11.5856082 51.2086995, 11.5860946 51.2087724, 11.5872207 51.2091807)",,,,,
789965037,False,2,B 250,Altenrodaer Straße,primary,False,143.699,"LINESTRING (11.5856082 51.2086995, 11.585533 51.2089527, 11.5852802 51.2096055, 11.5852493 51.2097627, 11.5852372 51.2098787, 11.5852466 51.2099669)",,,,,
23549852,False,,,Herztor,residential,True,20.437,"LINESTRING (11.5874911 51.2065761, 11.5873189 51.2064273)",,,,,
"[183628811, 183628813, 25288222]",False,,,Herztor,residential,False,163.76999999999998,"LINESTRING (11.5874911 51.2065761, 11.5873973 51.2066883, 11.5873746 51.2067195, 11.5873176 51.206784, 11.5870578 51.2070068, 11.5869396 51.2071467, 11.5867287 51.2074142, 11.5866274 51.2075383, 11.5864054 51.2078004, 11.5863263 51.2078491)",yes,,,,
25288222,False,,,Herztor,residential,True,76.592,"LINESTRING (11.5874911 51.2065761, 11.5877083 51.206402, 11.5877769 51.2063268, 11.5878627 51.2061923, 11.5879743 51.2059665)",,,,,
23906135,False,,,Herrenstraße,residential,False,11.304,"LINESTRING (11.5832481 51.2085417, 11.5830922 51.2085699)",,,,,
23906135,False,,,Herrenstraße,residential,True,33.921,"LINESTRING (11.5832481 51.2085417, 11.5837343 51.2085584)",,,,,
23550142,True,,,Topfmarkt,residential,False,115.019,"LINESTRING (11.5832481 51.2085417, 11.5833764 51.2080342, 11.5833609 51.207876, 11.5832873 51.2076318, 11.5832344 51.2075232)",,,,,
789965065,True,1,,Lauchaer Straße,tertiary,False,57.916000000000004,"LINESTRING (11.5832344 51.2075232, 11.5834499 51.2075023, 11.5837085 51.2074848, 11.583953 51.2075023, 11.5840453 51.2075153, 11.5840575 51.207517)",,,,,
