osmid,highway,maxspeed,width,junction,oneway,reversed,length,geometry,ref,name,bridge,lanes,access,tunnel
"[24975153, 31514036]",residential,,3,,False,False,375.60900000000004,"LINESTRING (6.5809621 51.0899525, 6.5806574 51.0899722, 6.5802712 51.0899978, 6.579652 51.0900399, 6.5789839 51.0900804, 6.5789645 51.0900256, 6.5789471 51.0899734, 6.5789317 51.0899192, 6.5789163 51.08986, 6.5789044 51.0898065, 6.5788944 51.0897493, 6.5788876 51.0896952, 6.5788827 51.0896385, 6.5788794 51.0895872, 6.5788761 51.0895347, 6.5788736 51.0894308, 6.5788739 51.089376, 6.5788792 51.089318, 6.5788886 51.0892601, 6.578899 51.089204, 6.5789134 51.0891429, 6.5789995 51.088889, 6.579024 51.0888294, 6.5790535 51.088768, 6.5791106 51.0886616, 6.5791519 51.0885925, 6.5791932 51.0885234, 6.5792366 51.0884555, 6.5792819 51.0883852, 6.5793124 51.0883456, 6.5793489 51.0883009, 6.5793865 51.08826, 6.5794301 51.0882191, 6.5794728 51.088183, 6.5795276 51.0881418, 6.5796312 51.0880645)",,"['Markgrafenstraße', 'Am Elsbach']",,,,
24975153,residential,,,,False,True,109.344,"LINESTRING (6.5809621 51.0899525, 6.5812006 51.0899362, 6.5825191 51.0898496)",,Am Elsbach,,,,
24975148,residential,,,,False,True,64.692,"LINESTRING (6.5810893 51.0905233, 6.5810419 51.090476, 6.5809621 51.0899525)",,Am Elsbach,,,,
31565652,residential,,7,,False,False,94.296,"LINESTRING (6.5824169 51.0868729, 6.5834338 51.0874307)",,Graf-Kessel-Straße,,,,
"[24813151, 31560895]",residential,,"['7', '4']",,False,"[False, True]",60.527,"LINESTRING (6.5824169 51.0868729, 6.5819174 51.0865853, 6.5817551 51.0865245)",,Graf-Kessel-Straße,,,,
"[24940094, 31565653, 31565654]",residential,,4,,False,True,230.621,"LINESTRING (6.5824169 51.0868729, 6.5814912 51.0875421, 6.5813684 51.0876281, 6.5802469 51.0884361)",,Schweidweg,yes,,,
24813152,residential,30,,,False,True,124.523,"LINESTRING (6.5844742 51.0865213, 6.5834338 51.0874307)",,Am Flutgraben,,2,,
25677638,residential,,3,,False,True,153.119,"LINESTRING (6.5850447 51.0864944, 6.5837372 51.0875997)",,Schloßstraße,,,,
24955032,residential,,3,,False,False,79.578,"LINESTRING (6.5850447 51.0864944, 6.5851734 51.0865618, 6.5853214 51.0866392, 6.5855908 51.0867861, 6.5859134 51.0869574)",,Hartmannweg,,,,
311385187,residential,50,6,,False,False,78.791,"LINESTRING (6.5849596 51.0901082, 6.5857116 51.08958)",,Bahnstraße,,,,
311385187,residential,50,6,,False,True,19.391,"LINESTRING (6.5849596 51.0901082, 6.5847749 51.0902384)",,Bahnstraße,,,,
24934753,residential,,,,True,False,107.41799999999999,"LINESTRING (6.5849596 51.0901082, 6.5848728 51.0900967, 6.5837896 51.0899343, 6.5836774 51.0899162, 6.5834636 51.0898841)",,Alte Bergheimer Straße,,,,
311385187,residential,50,6,,False,False,19.391,"LINESTRING (6.5847749 51.0902384, 6.5849596 51.0901082)",,Bahnstraße,,,,
"[24957432, 887376709]",residential,,3,,False,False,194.657,"LINESTRING (6.5847749 51.0902384, 6.585241 51.0904835, 6.5852657 51.0905035, 6.5852876 51.0905265, 6.5853059 51.0905492, 6.5853223 51.0905767, 6.5854993 51.0910349, 6.5855701 51.091222, 6.5855911 51.0912739, 6.5856122 51.0913186, 6.585639 51.0913705, 6.5856658 51.0914188, 6.5856957 51.091466, 6.5857295 51.0915108, 6.5857642 51.0915537, 6.5857989 51.0915943, 6.585857 51.0916575, 6.585954 51.0917662)",,Elsener Mühle,,,,
"[31893827, 31893828, 24593501]",residential,"['50', '30']",6,,False,True,133.24699999999999,"LINESTRING (6.5847749 51.0902384, 6.5842164 51.0906406, 6.5840205 51.0907821, 6.5839308 51.0908459, 6.5838445 51.0909075, 6.5837541 51.0909676, 6.5836671 51.0910223, 6.583621 51.0910506, 6.5835802 51.0910701, 6.5834712 51.0911059)",,Bahnstraße,yes,,,
24975149,residential,,4,,False,True,67.799,"LINESTRING (6.5809974 51.0908225, 6.5811028 51.0908165, 6.5811817 51.0913575)",,Dechant-Schütz-Straße,,,,
"[110323968, 26479836, 26479831]",secondary,50,,,False,False,409.4899999999999,"LINESTRING (6.5766009 51.0909925, 6.576689 51.0909804, 6.5767785 51.0909692, 6.5768688 51.090958, 6.5769576 51.0909485, 6.5770549 51.0909387, 6.5771592 51.0909289, 6.5772635 51.09092, 6.5773636 51.090912, 6.5781809 51.0908566, 6.5801188 51.0907301, 6.5805236 51.0907035, 6.5807313 51.0906895, 6.5809264 51.090675, 6.5811117 51.0906596, 6.581201 51.0906509, 6.5812941 51.0906399, 6.5813773 51.0906299, 6.5814595 51.0906188, 6.5815476 51.0906046, 6.5816308 51.0905904, 6.5817172 51.0905748, 6.5817844 51.0905616, 6.5818516 51.0905472, 6.5819354 51.0905279, 6.5820226 51.0905063, 6.5821099 51.0904848, 6.5821958 51.0904624, 6.5823689 51.0904168)",,Elsbachtunnel,,2,,
360130339,residential,,,,False,True,9.023,"LINESTRING (6.5898118 51.0894023, 6.5897785 51.0893239)",,Am Markt,,,,
391818480,secondary,50,,,False,True,151.15300000000002,"LINESTRING (6.5898118 51.0894023, 6.5894134 51.0894747, 6.5889249 51.0895639, 6.5887453 51.0895975, 6.5877364 51.0897877)",,Ostwall,,2,,
38908640,living_street,,4,,False,False,41.475,"LINESTRING (6.5852387 51.0933246, 6.5855627 51.0936372)",,Am Fichtenwäldchen,,,,
31566286,living_street,,4,,False,False,144.07399999999998,"LINESTRING (6.5852387 51.0933246, 6.5858216 51.093111, 6.5858523 51.0931032, 6.5858829 51.0930993, 6.5859098 51.0930997, 6.5859397 51.093102, 6.585965 51.0931055, 6.5859964 51.0931147, 6.5860153 51.0931259, 6.5860303 51.0931408, 6.5861345 51.0933352, 6.5862827 51.0936013, 6.5864049 51.0938251)",,Gerberstraße,,,,
31566286,living_street,,4,,False,True,35.934000000000005,"LINESTRING (6.5852387 51.0933246, 6.5851744 51.0932486, 6.5851577 51.0932325, 6.585141 51.0932184, 6.5850996 51.0931901, 6.5849982 51.09312, 6.5849628 51.0930956, 6.5849478 51.093083, 6.5849361 51.0930661)",,Gerberstraße,,,,
25000614,residential,,,,False,False,90.572,"LINESTRING (6.5873677 51.0926931, 6.586795 51.0923223, 6.5867756 51.0923082, 6.5867598 51.0922939, 6.5867531 51.0922847, 6.5867476 51.0922731, 6.5867449 51.092262, 6.5867438 51.0922502, 6.5867445 51.0922379, 6.5867736 51.0920344)",,Stadtparkinsel,,,,
25000617,residential,,3,,False,False,84.737,"LINESTRING (6.5879353 51.0923122, 6.5875001 51.0920263, 6.5874826 51.0920189, 6.5874646 51.0920121, 6.587444 51.0920067, 6.5874214 51.0920028, 6.5873905 51.0919993, 6.5873437 51.0919973, 6.5869265 51.0920053)",,Stadtparkinsel,,,,
25000617,residential,,3,,False,True,84.737,"LINESTRING (6.5869265 51.0920053, 6.5873437 51.0919973, 6.5873905 51.0919993, 6.5874214 51.0920028, 6.587444 51.0920067, 6.5874646 51.0920121, 6.5874826 51.0920189, 6.5875001 51.0920263, 6.5879353 51.0923122)",,Stadtparkinsel,,,,
941815889,residential,,,,False,False,10.946,"LINESTRING (6.5869265 51.0920053, 6.5869211 51.0919883, 6.5869071 51.0919734, 6.5868862 51.0919622, 6.5868605 51.091956, 6.586833 51.0919549, 6.5868142 51.0919567)",,,,,,
941815889,residential,,,,False,True,15.029999999999998,"LINESTRING (6.5869265 51.0920053, 6.5869229 51.092022, 6.586911 51.0920372, 6.5868919 51.0920491, 6.5868678 51.0920566, 6.5868411 51.0920588, 6.5868147 51.0920555, 6.5867914 51.092047, 6.5867736 51.0920344)",,,,,,
24740625,residential,30,4,,False,True,107.182,"LINESTRING (6.5853501 51.0884965, 6.5846562 51.0889895, 6.5846341 51.0890078, 6.5846145 51.0890268, 6.5845989 51.0890467, 6.5845871 51.0890682, 6.5845771 51.0890932, 6.5845723 51.0891215, 6.5845744 51.0891497, 6.5845852 51.0892824)",,Montzstraße,,,,
31560894,residential,30,4,,False,False,98.746,"LINESTRING (6.5853501 51.0884965, 6.5853688 51.0885066, 6.5855431 51.0886006, 6.5864163 51.0890797)",,Graf-Kessel-Straße,,,,
31560894,residential,30,4,,False,True,74.759,"LINESTRING (6.5853501 51.0884965, 6.5851735 51.0883967, 6.5851341 51.0883753, 6.5849066 51.0882481, 6.5845503 51.0880497)",,Graf-Kessel-Straße,,,,
25677638,residential,,3,,False,False,153.119,"LINESTRING (6.5837372 51.0875997, 6.5850447 51.0864944)",,Schloßstraße,,,,
"[947298729, 31560894]",residential,30,4,,False,False,75.69,"LINESTRING (6.5837372 51.0875997, 6.5840028 51.0877474, 6.5841368 51.0878212, 6.5841597 51.0878339, 6.5843499 51.0879397, 6.5845503 51.0880497)",,Graf-Kessel-Straße,,,,
"[947298729, 110365910, 1184543214, 31560893]",residential,30,4,,False,True,28.324000000000005,"LINESTRING (6.5837372 51.0875997, 6.5836751 51.0875653, 6.5836438 51.0875481, 6.5835113 51.0874748, 6.5834338 51.0874307)",,Graf-Kessel-Straße,yes,,,
201925504,secondary,50,,,False,False,104.94699999999999,"LINESTRING (6.5834636 51.0898841, 6.5836068 51.0897807, 6.5839815 51.0895149, 6.5840504 51.0894703, 6.5841246 51.0894302, 6.5841836 51.0894013, 6.5842491 51.0893716, 6.5842927 51.0893553, 6.5843538 51.0893349, 6.5844008 51.0893203, 6.5844503 51.0893074, 6.5845145 51.0892933, 6.5845852 51.0892824)",,Montzstraße,,,,
"[201925504, 201925502, 24740815]",secondary,50,,,False,True,64.632,"LINESTRING (6.5834636 51.0898841, 6.5833772 51.0899492, 6.5831812 51.0900801, 6.5830448 51.0901658, 6.5830011 51.0901901, 6.5829506 51.0902153, 6.5828713 51.0902509, 6.5827946 51.0902818)",,Montzstraße,yes,,,
31515717,residential,,4,,False,False,8.845,"LINESTRING (6.5816799 51.0943513, 6.5815595 51.094376)",,Einfahrt Parkhaus,,,,
182377091,tertiary,,,,False,False,22.651,"LINESTRING (6.5816799 51.0943513, 6.5817798 51.0945451)",K 22,Von-Goldammer-Straße,,,,
"[182377091, 1250703178, 1250703179, 1250703180, 1250703181, 24738830, 24738829, 474356049, 474356050, 30335225]",tertiary,,,,False,True,226.78500000000003,"LINESTRING (6.5816799 51.0943513, 6.5815027 51.0939954, 6.5814592 51.0939074, 6.5814156 51.0938164, 6.5813818 51.0937496, 6.5813493 51.0936804, 6.581322 51.0936235, 6.5812902 51.0935555, 6.581235 51.0934284, 6.5811911 51.0933209, 6.581115 51.0930674, 6.5810589 51.0928829, 6.5810414 51.092821, 6.5810347 51.0927905, 6.5810307 51.0927625, 6.5810294 51.0927495, 6.5810303 51.092736, 6.5810329 51.0927223, 6.5810376 51.0927086, 6.5810427 51.0926982, 6.5810499 51.0926855, 6.5810584 51.092674, 6.5810684 51.0926634, 6.5810843 51.0926502, 6.5811018 51.0926385, 6.5811392 51.0926152, 6.5812701 51.0925364, 6.5813007 51.0925161, 6.5813128 51.0925062, 6.5813238 51.092493, 6.581333 51.0924805, 6.5813423 51.092466, 6.581348 51.0924513, 6.5813516 51.092438)",K 22,"['Von-Goldammer-Straße', 'Bahnhofsvorplatz', 'Bahnstraße']",,2,,
31515717,residential,,4,,False,True,8.845,"LINESTRING (6.5815595 51.094376, 6.5816799 51.0943513)",,Einfahrt Parkhaus,,,,
374971813,living_street,,3,,False,False,77.311,"LINESTRING (6.5906764 51.0879086, 6.5905664 51.0878865, 6.5897436 51.087711, 6.5896654 51.0876518)",,Zünftestraße,,,,
25677625,residential,30,4,,False,True,49.514,"LINESTRING (6.5876572 51.0893452, 6.5876611 51.0893666, 6.5877364 51.0897877)",,Karl-Oberbach-Straße,,,designated,
25677625,residential,30,4,,False,False,49.514,"LINESTRING (6.5877364 51.0897877, 6.5876611 51.0893666, 6.5876572 51.0893452)",,Karl-Oberbach-Straße,,,designated,
391818480,secondary,50,,,False,False,151.153,"LINESTRING (6.5877364 51.0897877, 6.5887453 51.0895975, 6.5889249 51.0895639, 6.5894134 51.0894747, 6.5898118 51.0894023)",,Ostwall,,2,,
391818480,secondary,50,,,False,True,25.865,"LINESTRING (6.5877364 51.0897877, 6.5876485 51.089804, 6.5873819 51.089855)",,Ostwall,,2,,
31571658,residential,,3,,False,False,79.102,"LINESTRING (6.5873819 51.089855, 6.5873775 51.0899171, 6.5873736 51.0899471, 6.5873629 51.0899846, 6.5873489 51.0900207, 6.587336 51.0900435, 6.5873231 51.0900611, 6.5872889 51.0900996, 6.5872513 51.090136, 6.587176 51.0902014, 6.5870205 51.0903332, 6.5868549 51.0904652)",,Am Stadtpark,,,,
391818480,secondary,50,,,False,False,25.865,"LINESTRING (6.5873819 51.089855, 6.5876485 51.089804, 6.5877364 51.0897877)",,Ostwall,,2,,
"[24721381, 591401989, 591401990]",secondary,50,,,False,True,133.861,"LINESTRING (6.5873819 51.089855, 6.5872555 51.089879, 6.587001 51.0899293, 6.586936 51.0899424, 6.5867962 51.0899682, 6.5867316 51.0899745, 6.5866675 51.0899776, 6.5866067 51.0899763, 6.5865505 51.089971, 6.5864891 51.0899626, 6.5864315 51.0899497, 6.5863851 51.0899352, 6.5863347 51.0899167, 6.5862847 51.0898941, 6.5862359 51.0898687, 6.5862036 51.0898506, 6.5860745 51.0897768, 6.5857116 51.08958)",,Ostwall,yes,2,,
80677786,residential,50,5,,False,False,20.180999999999997,"LINESTRING (6.5896654 51.0876518, 6.5897041 51.0876308, 6.5897599 51.0875989, 6.5898149 51.087565, 6.5898732 51.0875259)",,Karl-Oberbach-Straße,,2,,
80677786,residential,50,5,,False,True,26.445999999999998,"LINESTRING (6.5896654 51.0876518, 6.589614 51.0876757, 6.5895732 51.0876908, 6.5895316 51.0877038, 6.5894916 51.0877138, 6.5894467 51.0877233, 6.5893994 51.0877312, 6.5893203 51.0877435)",,Karl-Oberbach-Straße,,2,,
374971813,living_street,,3,,False,True,77.311,"LINESTRING (6.5896654 51.0876518, 6.5897436 51.087711, 6.5905664 51.0878865, 6.5906764 51.0879086)",,Zünftestraße,,,,
24955032,residential,,3,,False,True,79.578,"LINESTRING (6.5859134 51.0869574, 6.5855908 51.0867861, 6.5853214 51.0866392, 6.5851734 51.0865618, 6.5850447 51.0864944)",,Hartmannweg,,,,
24740814,tertiary,,,,False,False,59.637,"LINESTRING (6.5802469 51.0884361, 6.5801669 51.0883878, 6.5796312 51.0880645)",K 22,Bergheimer Straße,,,,
24740814,tertiary,,,,False,True,95.238,"LINESTRING (6.5802469 51.0884361, 6.5803952 51.0885254, 6.5812311 51.0890289)",K 22,Bergheimer Straße,,,,
"[31565654, 31565653, 24940094]",residential,,4,,False,False,230.621,"LINESTRING (6.5802469 51.0884361, 6.5813684 51.0876281, 6.5814912 51.0875421, 6.5824169 51.0868729)",,Schweidweg,yes,,,
31571658,residential,,3,,False,True,79.10200000000002,"LINESTRING (6.5868549 51.0904652, 6.5870205 51.0903332, 6.587176 51.0902014, 6.5872513 51.090136, 6.5872889 51.0900996, 6.5873231 51.0900611, 6.587336 51.0900435, 6.5873489 51.0900207, 6.5873629 51.0899846, 6.5873736 51.0899471, 6.5873775 51.0899171, 6.5873819 51.089855)",,Am Stadtpark,,,,
221569942,tertiary,,,,True,False,34.036,"LINESTRING (6.5820987 51.0944887, 6.5818824 51.094763)",K 22,Orkener Straße,,,,
33262144,tertiary,,,,True,False,23.332,"LINESTRING (6.5820987 51.0944887, 6.5820447 51.0945046, 6.5820045 51.0945164, 6.5819619 51.0945257, 6.5819193 51.0945329, 6.5818479 51.09454, 6.5817798 51.0945451)",K 22,Orkener Straße,,,,
182377091,tertiary,,,,False,True,22.651,"LINESTRING (6.5817798 51.0945451, 6.5816799 51.0943513)",K 22,Von-Goldammer-Straße,,,,
640141823,tertiary,,,,False,False,25.267,"LINESTRING (6.5817798 51.0945451, 6.5818824 51.094763)",K 22,Von-Goldammer-Straße,,,,
32009220,residential,,5,,False,False,17.53,"LINESTRING (6.5845503 51.0880497, 6.5843855 51.0881686)",,Platz der Republik,,,,
31560894,residential,30,4,,False,False,74.75899999999999,"LINESTRING (6.5845503 51.0880497, 6.5849066 51.0882481, 6.5851341 51.0883753, 6.5851735 51.0883967, 6.5853501 51.0884965)",,Graf-Kessel-Straße,,,,
"[947298729, 31560894]",residential,30,4,,False,True,75.69,"LINESTRING (6.5845503 51.0880497, 6.5843499 51.0879397, 6.5841597 51.0878339, 6.5841368 51.0878212, 6.5840028 51.0877474, 6.5837372 51.0875997)",,Graf-Kessel-Straße,,,,
32009220,residential,,5,,False,True,17.53,"LINESTRING (6.5843855 51.0881686, 6.5845503 51.0880497)",,Platz der Republik,,,,
32009223,residential,,3,,True,False,78.777,"LINESTRING (6.5843855 51.0881686, 6.5843855 51.0881947, 6.5843817 51.088208, 6.5843748 51.0882203, 6.5837529 51.0886756, 6.5837345 51.0886875, 6.5837161 51.0886961, 6.5836794 51.0887055)",,Platz der Republik,,,,
32009221,residential,,5,,False,False,27.161,"LINESTRING (6.5836794 51.0887055, 6.5836107 51.0887587, 6.5835764 51.0887833, 6.5835592 51.088794, 6.5835403 51.0888031, 6.5833844 51.0888593)",,Platz der Republik,,,,
32009223,residential,,3,,True,False,79.166,"LINESTRING (6.5836794 51.0887055, 6.5836818 51.0886813, 6.5836893 51.088666, 6.5836994 51.0886516, 6.5837242 51.0886251, 6.5837515 51.0885995, 6.5837813 51.0885727, 6.5838136 51.0885466, 6.5843092 51.0881854, 6.5843254 51.0881779, 6.5843439 51.0881727, 6.5843855 51.0881686)",,Platz der Republik,,,,
32009221,residential,,5,,False,True,27.161,"LINESTRING (6.5833844 51.0888593, 6.5835403 51.0888031, 6.5835592 51.088794, 6.5835764 51.0887833, 6.5836107 51.0887587, 6.5836794 51.0887055)",,Platz der Republik,,,,
31566286,living_street,,4,,False,False,48.318000000000005,"LINESTRING (6.5864049 51.0938251, 6.5864684 51.0938227, 6.5864855 51.0938228, 6.5865013 51.0938241, 6.5865197 51.0938275, 6.5865362 51.0938321, 6.5865514 51.093838, 6.586564 51.0938453, 6.5865753 51.0938538, 6.5865854 51.0938624, 6.5866252 51.0939046, 6.5864724 51.0939637, 6.5864495 51.0939191, 6.5864272 51.0938713, 6.5864049 51.0938251)",,Gerberstraße,,,,
31566286,living_street,,4,,False,True,48.318000000000005,"LINESTRING (6.5864049 51.0938251, 6.5864272 51.0938713, 6.5864495 51.0939191, 6.5864724 51.0939637, 6.5866252 51.0939046, 6.5865854 51.0938624, 6.5865753 51.0938538, 6.586564 51.0938453, 6.5865514 51.093838, 6.5865362 51.0938321, 6.5865197 51.0938275, 6.5865013 51.0938241, 6.5864855 51.0938228, 6.5864684 51.0938227, 6.5864049 51.0938251)",,Gerberstraße,,,,
31566286,living_street,,4,,False,True,144.07399999999998,"LINESTRING (6.5864049 51.0938251, 6.5862827 51.0936013, 6.5861345 51.0933352, 6.5860303 51.0931408, 6.5860153 51.0931259, 6.5859964 51.0931147, 6.585965 51.0931055, 6.5859397 51.093102, 6.5859098 51.0930997, 6.5858829 51.0930993, 6.5858523 51.0931032, 6.5858216 51.093111, 6.5852387 51.0933246)",,Gerberstraße,,,,
24593573,tertiary,,,,False,True,56.737,"LINESTRING (6.5829369 51.0905894, 6.5830164 51.0907494, 6.5830544 51.0908207, 6.5830892 51.0908851, 6.5831274 51.0909433, 6.5831793 51.0910157, 6.5832223 51.091066)",K 22,Kaplan-Hahn-Straße,,2,,
35026318,secondary_link,50,,,True,False,46.223,"LINESTRING (6.5829369 51.0905894, 6.5828589 51.0905367, 6.5827948 51.0904959, 6.5827356 51.0904659, 6.5826821 51.090448, 6.5826186 51.0904332, 6.5825474 51.0904245, 6.582459 51.0904184, 6.5823689 51.0904168)",K 22,,,1,,
54173765,tertiary,,,,False,False,35.623000000000005,"LINESTRING (6.5829369 51.0905894, 6.5828968 51.0905106, 6.5828595 51.0904306, 6.5827946 51.0902818)",K 22,Kaplan-Hahn-Straße,,3,,
"[110323968, 26479836, 26479831]",secondary,50,,,False,True,409.49000000000007,"LINESTRING (6.5823689 51.0904168, 6.5821958 51.0904624, 6.5821099 51.0904848, 6.5820226 51.0905063, 6.5819354 51.0905279, 6.5818516 51.0905472, 6.5817844 51.0905616, 6.5817172 51.0905748, 6.5816308 51.0905904, 6.5815476 51.0906046, 6.5814595 51.0906188, 6.5813773 51.0906299, 6.5812941 51.0906399, 6.581201 51.0906509, 6.5811117 51.0906596, 6.5809264 51.090675, 6.5807313 51.0906895, 6.5805236 51.0907035, 6.5801188 51.0907301, 6.5781809 51.0908566, 6.5773636 51.090912, 6.5772635 51.09092, 6.5771592 51.0909289, 6.5770549 51.0909387, 6.5769576 51.0909485, 6.5768688 51.090958, 6.5767785 51.0909692, 6.576689 51.0909804, 6.5766009 51.0909925)",,Elsbachtunnel,,2,,
54173766,secondary,50,,,False,False,33.332,"LINESTRING (6.5823689 51.0904168, 6.5824856 51.0903826, 6.5826068 51.0903478, 6.5826925 51.0903189, 6.5827946 51.0902818)",,Elsbachtunnel,,3,,
38908639,living_street,,4,,False,False,46.509,"LINESTRING (6.5855627 51.0936372, 6.5859123 51.0939932)",,Am Fichtenwäldchen,,,,
38908640,living_street,,4,,False,True,41.475,"LINESTRING (6.5855627 51.0936372, 6.5852387 51.0933246)",,Am Fichtenwäldchen,,,,
38908640,living_street,,4,,False,False,72.203,"LINESTRING (6.5855627 51.0936372, 6.5851612 51.0937981, 6.5851654 51.0939953, 6.5849618 51.0940793)",,Am Fichtenwäldchen,,,,
38908640,living_street,,4,,False,True,72.203,"LINESTRING (6.5849618 51.0940793, 6.5851654 51.0939953, 6.5851612 51.0937981, 6.5855627 51.0936372)",,Am Fichtenwäldchen,,,,
24738831,tertiary,,,,True,False,120.177,"LINESTRING (6.582913 51.0935366, 6.5828643 51.0935918, 6.5825056 51.094011, 6.5821519 51.0944245, 6.5820987 51.0944887)",K 22,Orkener Straße,,,,
41704751,residential,30,,,False,False,139.797,"LINESTRING (6.582913 51.0935366, 6.5828815 51.0935164, 6.5825454 51.0933037, 6.582365 51.0931837, 6.582324 51.0931541, 6.5823051 51.0931383, 6.5822913 51.0931238, 6.5822782 51.0931064, 6.5822691 51.093089, 6.582265 51.0930739, 6.5822647 51.0930594, 6.5822682 51.0930464, 6.5822737 51.0930341, 6.582285 51.0930156, 6.5822973 51.093001, 6.5823135 51.0929845, 6.5823476 51.0929596, 6.5828804 51.0926218, 6.582915 51.0925997)",,Steinmetzstraße,,,,
41704751,residential,30,,,False,True,139.79700000000003,"LINESTRING (6.582915 51.0925997, 6.5828804 51.0926218, 6.5823476 51.0929596, 6.5823135 51.0929845, 6.5822973 51.093001, 6.582285 51.0930156, 6.5822737 51.0930341, 6.5822682 51.0930464, 6.5822647 51.0930594, 6.582265 51.0930739, 6.5822691 51.093089, 6.5822782 51.0931064, 6.5822913 51.0931238, 6.5823051 51.0931383, 6.582324 51.0931541, 6.582365 51.0931837, 6.5825454 51.0933037, 6.5828815 51.0935164, 6.582913 51.0935366)",,Steinmetzstraße,,,,
24738827,unclassified,30,5,,False,True,50.535,"LINESTRING (6.5832458 51.0913306, 6.5827256 51.0916465)",,Bahnstraße,,,,
38908639,living_street,,4,,False,True,46.509,"LINESTRING (6.5859123 51.0939932, 6.5855627 51.0936372)",,Am Fichtenwäldchen,,,,
360130339,residential,,,,False,False,9.023,"LINESTRING (6.5897785 51.0893239, 6.5898118 51.0894023)",,Am Markt,,,,
"[941815888, 76191079]",residential,,3,,False,"[False, True]",86.092,"LINESTRING (6.5868142 51.0919567, 6.5867779 51.0919122, 6.5865383 51.0916202, 6.5863574 51.0916735, 6.5862714 51.0916988, 6.5861853 51.09172, 6.5860654 51.0917464, 6.585954 51.0917662)",,Stadtparkinsel,,,,
941815889,residential,,,,False,False,10.299,"LINESTRING (6.5868142 51.0919567, 6.5867971 51.0919622, 6.58678 51.0919725, 6.5867689 51.0919848, 6.5867616 51.0920015, 6.5867633 51.0920187, 6.5867736 51.0920344)",,,,,,
941815889,residential,,,,False,True,10.945999999999998,"LINESTRING (6.5868142 51.0919567, 6.586833 51.0919549, 6.5868605 51.091956, 6.5868862 51.0919622, 6.5869071 51.0919734, 6.5869211 51.0919883, 6.5869265 51.0920053)",,,,,,
25000614,residential,,,,False,True,90.572,"LINESTRING (6.5867736 51.0920344, 6.5867445 51.0922379, 6.5867438 51.0922502, 6.5867449 51.092262, 6.5867476 51.0922731, 6.5867531 51.0922847, 6.5867598 51.0922939, 6.5867756 51.0923082, 6.586795 51.0923223, 6.5873677 51.0926931)",,Stadtparkinsel,,,,
941815889,residential,,,,False,False,15.03,"LINESTRING (6.5867736 51.0920344, 6.5867914 51.092047, 6.5868147 51.0920555, 6.5868411 51.0920588, 6.5868678 51.0920566, 6.5868919 51.0920491, 6.586911 51.0920372, 6.5869229 51.092022, 6.5869265 51.0920053)",,,,,,
941815889,residential,,,,False,True,10.299,"LINESTRING (6.5867736 51.0920344, 6.5867633 51.0920187, 6.5867616 51.0920015, 6.5867689 51.0919848, 6.58678 51.0919725, 6.5867971 51.0919622, 6.5868142 51.0919567)",,,,,,
31667090,living_street,,,,False,True,39.341,"LINESTRING (6.58922 51.0873954, 6.5892453 51.0874694, 6.5893203 51.0877435)",,Schloßstraße,,1,,
"[269415432, 31667091, 1223471908, 269415429]",living_street,,,,True,False,178.62800000000001,"LINESTRING (6.58922 51.0873954, 6.5891937 51.0872848, 6.5891619 51.0871701, 6.5890363 51.0867326, 6.589022 51.0867024, 6.5890013 51.0866722, 6.5889695 51.0866338, 6.5889204 51.0865795, 6.5885757 51.0864472, 6.5885418 51.0864352, 6.5883819 51.0863711, 6.5879851 51.0861322, 6.5879608 51.0861179)",,Schloßstraße,yes,1,,building_passage
