osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,width
89015265,2,Im Fischerberg,residential,False,False,533.147,"LINESTRING (6.591714 49.7906113, 6.5917817 49.7905101, 6.5918103 49.790477, 6.5918364 49.7904558, 6.5918693 49.7904385, 6.5920148 49.7903809, 6.5921187 49.7903458, 6.5921865 49.7903264, 6.592279 49.7903082, 6.5923863 49.7902987, 6.5924989 49.7902969, 6.59268 49.7903056, 6.5928966 49.7903207, 6.5929898 49.7903255, 6.5930524 49.7903269, 6.5931621 49.7903294, 6.5932218 49.7903264, 6.5932848 49.7903199, 6.5933532 49.7903086, 6.5934122 49.7902948, 6.5935007 49.7902692, 6.5935718 49.7902415, 6.5936463 49.7902051, 6.5938025 49.7901246, 6.5939473 49.7900515, 6.594013 49.7900216, 6.5940694 49.7899995, 6.5941519 49.7899731, 6.594239 49.7899467, 6.5943423 49.7899233, 6.5944254 49.7899077, 6.5945247 49.7898926, 6.594636 49.78988, 6.5947634 49.7898684, 6.5948754 49.7898601, 6.594982 49.7898606, 6.5950725 49.7898666, 6.5953857 49.7898952, 6.5955707 49.7899099, 6.595723 49.7899246, 6.5959288 49.7899419, 6.5961139 49.7899593, 6.5962856 49.7899857, 6.5963895 49.7900021, 6.5964244 49.7900069, 6.5964626 49.7900056, 6.5964941 49.7899991, 6.596531 49.7899835, 6.5965799 49.7899541, 6.5966094 49.789929, 6.5966436 49.7898917, 6.5966644 49.7898619, 6.5966859 49.7898181, 6.596702 49.7897692, 6.596714 49.7897064, 6.5967147 49.7896597, 6.5967107 49.7896095, 6.5966946 49.7895692, 6.5966658 49.7895168, 6.5966188 49.7894636, 6.5965518 49.7893835, 6.5963566 49.7891805, 6.5961783 49.7889878, 6.596069 49.7888939, 6.5960341 49.7888553, 6.5960133 49.7888216, 6.5960019 49.7887835, 6.5959982 49.7887311)",,,,
322862516,2,Beßlicher Straße,secondary,False,False,50.115,"LINESTRING (6.591714 49.7906113, 6.5922099 49.7907523, 6.5922978 49.7907774, 6.5923534 49.7907922)",L 43,50,,
322862516,2,Beßlicher Straße,secondary,False,True,137.21499999999997,"LINESTRING (6.591714 49.7906113, 6.5916275 49.7905872, 6.5915602 49.7905684, 6.5914757 49.7905506, 6.5913992 49.7905437, 6.5913121 49.7905437, 6.5912282 49.7905506, 6.5911505 49.7905636, 6.5910733 49.7905848, 6.5910197 49.7906021, 6.5909433 49.7906367, 6.5908353 49.7906952, 6.5906569 49.790803, 6.5904846 49.7908999, 6.5903451 49.7909696, 6.5902915 49.7909909, 6.5902432 49.7910077, 6.5902097 49.7910151, 6.5901694 49.7910194, 6.5901379 49.7910207, 6.5901098 49.7910173, 6.5900803 49.7910099, 6.5900695 49.7910057)",L 43,50,,
84736415,2,Rotmauer,residential,False,True,253.80999999999997,"LINESTRING (6.5900695 49.7910057, 6.5900036 49.7910689, 6.5898784 49.7911887, 6.5898456 49.7912238, 6.5898147 49.7912627, 6.5898067 49.7912852, 6.5897993 49.7913134, 6.5897959 49.7913982, 6.5897986 49.7914419, 6.5897986 49.7915004, 6.5897953 49.7915376, 6.5897866 49.791574, 6.5897691 49.7916121, 6.5897463 49.7916419, 6.5897175 49.7916714, 6.589639 49.7917289, 6.5894392 49.7918588, 6.5892494 49.7919926, 6.5892032 49.7920259, 6.589175 49.7920558, 6.5891301 49.792112, 6.5890959 49.7921674, 6.5890657 49.7922272, 6.5890398 49.7922822, 6.5890255 49.7923125, 6.5889323 49.7925168, 6.5888404 49.7927475, 6.588768 49.7929046, 6.5887459 49.7929471, 6.5887284 49.7929791, 6.5887157 49.793012, 6.5887063 49.7930444)",,,,
322862516,2,Beßlicher Straße,secondary,False,False,137.215,"LINESTRING (6.5900695 49.7910057, 6.5900803 49.7910099, 6.5901098 49.7910173, 6.5901379 49.7910207, 6.5901694 49.7910194, 6.5902097 49.7910151, 6.5902432 49.7910077, 6.5902915 49.7909909, 6.5903451 49.7909696, 6.5904846 49.7908999, 6.5906569 49.790803, 6.5908353 49.7906952, 6.5909433 49.7906367, 6.5910197 49.7906021, 6.5910733 49.7905848, 6.5911505 49.7905636, 6.5912282 49.7905506, 6.5913121 49.7905437, 6.5913992 49.7905437, 6.5914757 49.7905506, 6.5915602 49.7905684, 6.5916275 49.7905872, 6.591714 49.7906113)",L 43,50,,
"[322862516, 1069578061]",2,Beßlicher Straße,secondary,False,True,151.347,"LINESTRING (6.5900695 49.7910057, 6.5900575 49.7909991, 6.590038 49.7909865, 6.5900226 49.7909718, 6.5900119 49.7909562, 6.5900031 49.7909341, 6.5899904 49.7908813, 6.5899824 49.7907904, 6.5899837 49.7907125, 6.5899911 49.7906372, 6.5900072 49.790564, 6.5900219 49.7905103, 6.59004 49.7904653, 6.5900823 49.7903982, 6.5901064 49.7903632, 6.5901379 49.7903246, 6.5902036 49.7902532, 6.5902774 49.7901943, 6.5903686 49.7901251, 6.5903938 49.7901029, 6.5904236 49.7900766, 6.5904745 49.7900207, 6.5905268 49.7899497, 6.5905637 49.7898935, 6.5905872 49.7898497, 6.5906046 49.7898056, 6.5906218 49.7897649)",L 43,50,,
102285666,2,Neuhäuser Straße,residential,False,False,12.491,"LINESTRING (6.5907188 49.7872815, 6.5907229 49.7873938)",,,,
89015287,2,Am Kirchberg,residential,False,True,171.39500000000007,"LINESTRING (6.5976247 49.791107, 6.5970426 49.7909848, 6.5965109 49.7908657, 6.5960281 49.7907554, 6.5959188 49.7907333, 6.5958846 49.7907277, 6.5958443 49.7907246, 6.5958101 49.7907246, 6.5957618 49.7907303, 6.5957164 49.7907408, 6.5956855 49.7907547, 6.5956472 49.7907753, 6.5955935 49.7908129, 6.5955493 49.7908367, 6.5955091 49.790858, 6.5954722 49.790874, 6.595446 49.79088, 6.5954173 49.7908858)",,,,
84736538,2,In der Meierei,residential,False,True,99.531,"LINESTRING (6.5888486 49.7887699, 6.5887436 49.7888169, 6.5887023 49.7888445, 6.5886801 49.7888709, 6.5886466 49.7889181, 6.5886064 49.7889839, 6.5885581 49.7890662, 6.5885299 49.7891285, 6.5885105 49.7891865, 6.5885078 49.7892281, 6.5885092 49.7892722, 6.5885179 49.7893125, 6.588538 49.789361, 6.5885749 49.7894255, 6.5886124 49.7894709, 6.5886875 49.7895454, 6.5887121 49.7895628)",,30,,
129755037,2,Obere Kirchstraße,residential,False,False,186.401,"LINESTRING (6.5888486 49.7887699, 6.5889161 49.7888136, 6.5890101 49.7888558, 6.589114 49.7888969, 6.5892468 49.7889458, 6.5893561 49.7889878, 6.5894084 49.7890164, 6.5894452 49.7890432, 6.5894915 49.7890874, 6.5895257 49.7891372, 6.5895539 49.789187, 6.589568 49.7892298, 6.5895767 49.7892718, 6.58958 49.789309, 6.5895773 49.7893549, 6.5895492 49.78949, 6.589509 49.7896134, 6.589464 49.7897471, 6.5894198 49.7898562, 6.5893862 49.7899437, 6.5893755 49.789987, 6.5893762 49.7900251, 6.5893903 49.7900658, 6.5894084 49.7901017, 6.5894278 49.7901294, 6.5894463 49.7901476, 6.5894741 49.7901649, 6.5895129 49.790182)",,,,
