osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,width
159191728,2,K 517,Oberheldrunger Straße,tertiary,False,False,105.6,"LINESTRING (11.2152568 51.2995979, 11.2152725 51.2995305, 11.2152934 51.299405, 11.2152241 51.2992139, 11.2150918 51.2988973, 11.2149763 51.2986766)",,,
159297226,2,,Hauptstraße,unclassified,False,False,32.372,"LINESTRING (11.2152568 51.2995979, 11.2153556 51.2996426, 11.2154559 51.2997338, 11.2155621 51.2998141)",,,
296550865,2,K 517,Bahnhofstraße,tertiary,False,True,83.57400000000001,"LINESTRING (11.2152568 51.2995979, 11.2152145 51.2995963, 11.2151202 51.299595, 11.2149625 51.2996159, 11.214686 51.2996992, 11.2141548 51.2998699)",,,
"[159297208, 159297215]",,,,residential,False,False,72.702,"LINESTRING (11.2234471 51.299963, 11.2234972 51.300007, 11.224055 51.300495)",yes,,
159297205,,,Am Wässerchen,residential,False,True,124.34,"LINESTRING (11.2227334 51.3000124, 11.2210639 51.3004134)",,,
159297193,,,Schloßstraße,residential,False,True,105.941,"LINESTRING (11.2198214 51.3000679, 11.2198544 51.3001082, 11.219892 51.3001434, 11.2199372 51.3001721, 11.2199794 51.3001913, 11.2200305 51.3002078, 11.220087 51.3002195, 11.220133 51.3002258, 11.2201878 51.3002312, 11.2204088 51.3002515, 11.2206007 51.3002584, 11.2208258 51.3002561, 11.2209291 51.3002607, 11.2210344 51.3003044, 11.2210639 51.3004134)",,,
159297193,,,Schloßstraße,residential,False,True,59.939,"LINESTRING (11.2210639 51.3004134, 11.2211291 51.3009509)",,,
159297205,,,Am Wässerchen,residential,False,False,124.34,"LINESTRING (11.2210639 51.3004134, 11.2227334 51.3000124)",,,
159297193,,,Schloßstraße,residential,False,False,105.941,"LINESTRING (11.2210639 51.3004134, 11.2210344 51.3003044, 11.2209291 51.3002607, 11.2208258 51.3002561, 11.2206007 51.3002584, 11.2204088 51.3002515, 11.2201878 51.3002312, 11.220133 51.3002258, 11.220087 51.3002195, 11.2200305 51.3002078, 11.2199794 51.3001913, 11.2199372 51.3001721, 11.219892 51.3001434, 11.2198544 51.3001082, 11.2198214 51.3000679)",,,
159488989,,,Krumme Straße,residential,False,True,53.894,"LINESTRING (11.2161454 51.3004424, 11.2153966 51.3005678)",,,
159297219,,,Wallstraße,residential,False,False,171.04,"LINESTRING (11.2161454 51.3004424, 11.2165927 51.3003526, 11.2166962 51.3003196, 11.216766 51.3003066, 11.2168403 51.3002944, 11.2169002 51.3002959, 11.2169693 51.3003424, 11.2171168 51.3005373, 11.2173333 51.3008881, 11.2174233 51.30103, 11.2174821 51.3010952, 11.2175958 51.3012365)",,,
159297226,2,,Hauptstraße,unclassified,False,False,137.391,"LINESTRING (11.2161454 51.3004424, 11.2162136 51.3005201, 11.2164643 51.3008119, 11.216542 51.3009008, 11.2167634 51.3012365, 11.21692 51.3015105, 11.2169649 51.3015639)",,,
159297226,2,,Hauptstraße,unclassified,False,True,46.015,"LINESTRING (11.2161454 51.3004424, 11.2159534 51.3002236, 11.21582 51.3000821)",,,
"[159297208, 159297215]",,,,residential,False,True,72.702,"LINESTRING (11.224055 51.300495, 11.2234972 51.300007, 11.2234471 51.299963)",yes,,
159297231,,,Mühlstraße,residential,False,True,181.461,"LINESTRING (11.224055 51.300495, 11.2224985 51.3011705, 11.2220299 51.3013761, 11.2219205 51.3014336)",,,
159297193,,,Schloßstraße,residential,False,False,59.939,"LINESTRING (11.2211291 51.3009509, 11.2210639 51.3004134)",,,
159297193,,,Schloßstraße,residential,False,True,56.921,"LINESTRING (11.2211291 51.3009509, 11.2212316 51.3013958, 11.2212293 51.3014582)",,,
287043592,,,Wallstraße,residential,False,False,248.97000000000003,"LINESTRING (11.2211291 51.3009509, 11.2204553 51.3009492, 11.2198807 51.3009612, 11.2194899 51.3009744, 11.2191324 51.3010124, 11.2183237 51.3011235, 11.2179964 51.3011825, 11.2175958 51.3012365)",,,
159297219,,,Wallstraße,residential,False,True,171.04000000000002,"LINESTRING (11.2175958 51.3012365, 11.2174821 51.3010952, 11.2174233 51.30103, 11.2173333 51.3008881, 11.2171168 51.3005373, 11.2169693 51.3003424, 11.2169002 51.3002959, 11.2168403 51.3002944, 11.216766 51.3003066, 11.2166962 51.3003196, 11.2165927 51.3003526, 11.2161454 51.3004424)",,,
287043592,,,Wallstraße,residential,False,True,248.97,"LINESTRING (11.2175958 51.3012365, 11.2179964 51.3011825, 11.2183237 51.3011235, 11.2191324 51.3010124, 11.2194899 51.3009744, 11.2198807 51.3009612, 11.2204553 51.3009492, 11.2211291 51.3009509)",,,
159297231,,,Mühlstraße,residential,False,False,181.461,"LINESTRING (11.2219205 51.3014336, 11.2220299 51.3013761, 11.2224985 51.3011705, 11.224055 51.300495)",,,
