osmid,lanes,name,highway,maxspeed,junction,oneway,reversed,length,geometry
4399894,1,Bürgermeister-Wohlfarth-Straße,tertiary,50,roundabout,True,False,16.701999999999998,"LINESTRING (10.8856836 48.2644478, 10.8856373 48.2644543, 10.8855853 48.26445, 10.8855385 48.2644341, 10.8855028 48.2644085, 10.8854946 48.2643957)"
"[376882504, 34568845]","['2', '3']",Bürgermeister-Wohlfarth-Straße,tertiary,30,,False,True,272.71,"LINESTRING (10.8856836 48.2644478, 10.8857012 48.2645078, 10.8858183 48.2647692, 10.885823 48.2647784, 10.8858311 48.264794, 10.885849 48.2648359, 10.8859188 48.2649998, 10.8859307 48.2650346, 10.8859923 48.2651736, 10.8861109 48.2654542, 10.8861947 48.2656525, 10.8863077 48.2659025, 10.8865016 48.266317, 10.8865715 48.2664855, 10.886636 48.2666199, 10.8867166 48.2668014)"
23645470,,Alter Postweg,residential,30,,False,False,101.047,"LINESTRING (10.8821616 48.2687819, 10.8822255 48.2687628, 10.8823862 48.2687234, 10.8826469 48.2686801, 10.8829107 48.2686565, 10.8830374 48.2686451, 10.8833186 48.2686283, 10.8834865 48.2686693)"
26371896,,Alter Postweg,residential,30,,False,False,162.301,"LINESTRING (10.8821616 48.2687819, 10.8823224 48.269002, 10.8824722 48.2692028, 10.8828052 48.2696317, 10.8829131 48.269777, 10.8829395 48.2698134, 10.8831393 48.2700883)"
26371896,,Alter Postweg,residential,30,,False,True,58.813,"LINESTRING (10.8821616 48.2687819, 10.8821212 48.2687289, 10.8819862 48.2685114, 10.8819805 48.2684719, 10.8818868 48.2682877)"
26371896,,Alter Postweg,residential,30,,False,False,61.226,"LINESTRING (10.8831393 48.2700883, 10.8835101 48.2705805)"
26371896,,Alter Postweg,residential,30,,False,True,162.301,"LINESTRING (10.8831393 48.2700883, 10.8829395 48.2698134, 10.8829131 48.269777, 10.8828052 48.2696317, 10.8824722 48.2692028, 10.8823224 48.269002, 10.8821616 48.2687819)"
26371896,,Alter Postweg,residential,30,,False,True,61.226,"LINESTRING (10.8835101 48.2705805, 10.8831393 48.2700883)"
268311122,,Alter Postweg,residential,30,,True,False,75.362,"LINESTRING (10.8835101 48.2705805, 10.883287 48.2705732, 10.883255 48.2705357, 10.8830657 48.2703138, 10.8830937 48.2702279, 10.8831393 48.2700883)"
"[26371896, 25203006]",,Alter Postweg,"['residential', 'living_street']",30,,False,False,111.983,"LINESTRING (10.8835101 48.2705805, 10.8835771 48.2706647, 10.8836785 48.2707854, 10.8837332 48.2708633, 10.8837964 48.2709532, 10.8840157 48.2713012, 10.8841202 48.2715003)"
23645470,,Alter Postweg,residential,30,,False,True,101.04700000000001,"LINESTRING (10.8834865 48.2686693, 10.8833186 48.2686283, 10.8830374 48.2686451, 10.8829107 48.2686565, 10.8826469 48.2686801, 10.8823862 48.2687234, 10.8822255 48.2687628, 10.8821616 48.2687819)"
26371896,,Alter Postweg,residential,30,,False,False,76.794,"LINESTRING (10.8816832 48.2676113, 10.8816941 48.2676584, 10.8817095 48.2677136, 10.8817293 48.2677848, 10.8817843 48.2680226, 10.8818522 48.2682089, 10.8818563 48.2682182, 10.8818868 48.2682877)"
60917052,,Gartenstraße,tertiary,50,,False,False,250.206,"LINESTRING (10.8816832 48.2676113, 10.8817627 48.2676068, 10.8818567 48.2676017, 10.8821865 48.2675838, 10.8822483 48.2675806, 10.8826205 48.2675524, 10.8827346 48.2675437, 10.8829534 48.2675268, 10.8830302 48.2675212, 10.8832373 48.267506, 10.8833277 48.2674994, 10.8833821 48.2674954, 10.8835831 48.2674814, 10.8836374 48.2674776, 10.8838515 48.2674626, 10.8839166 48.2674581, 10.8842736 48.267428, 10.8843893 48.2674205, 10.884597 48.2674071, 10.884634 48.2674047, 10.8850467 48.2673944)"
1144301431,2,Blumenallee,residential,50,,False,True,39.994,"LINESTRING (10.8862716 48.2641231, 10.8867487 48.2639543)"
24978536,,Holbeinstraße,residential,30,,False,True,52.303,"LINESTRING (10.8862716 48.2641231, 10.8863159 48.2641765, 10.8864548 48.264287, 10.886483 48.2642997, 10.8866401 48.2643702, 10.8868144 48.2643807)"
1144301431,2,Blumenallee,residential,50,,False,False,42.997,"LINESTRING (10.8862716 48.2641231, 10.8862304 48.2641382, 10.8858632 48.2642664, 10.885756 48.2643011)"
25150818,,Egerländer Straße,residential,30,,False,False,109.42500000000001,"LINESTRING (10.8938878 48.2724136, 10.8933576 48.2723792, 10.8932601 48.2723712, 10.8928817 48.2723669, 10.8926721 48.2723819, 10.89264 48.2723852, 10.8925461 48.2723953, 10.8924174 48.2724104)"
24896630,,Von-Eichendorff-Straße,residential,30,,False,False,35.949,"LINESTRING (10.8894831 48.2680359, 10.8897428 48.2683091)"
24896630,,Von-Eichendorff-Straße,residential,30,,False,True,61.624,"LINESTRING (10.8894831 48.2680359, 10.8891727 48.2675778, 10.8891664 48.2675673, 10.889144 48.2675298)"
163401096,,Heimgartenstraße,residential,30,,False,True,162.351,"LINESTRING (10.8894831 48.2680359, 10.8894122 48.2680477, 10.8879302 48.2682943, 10.8879214 48.2682958, 10.8877053 48.2683389, 10.887511 48.2683729, 10.8873585 48.2683983)"
74926629,,Schulstraße,living_street,,,False,True,36.607,"LINESTRING (10.8893984 48.2697783, 10.8896248 48.270071)"
24896629,,Marktstraße,residential,30,,False,False,83.267,"LINESTRING (10.8893984 48.2697783, 10.8896635 48.269693, 10.8896821 48.269686, 10.8900728 48.2695564, 10.8903989 48.2694363)"
"[376877194, 24896629]",,Marktstraße,residential,30,,False,True,96.18299999999999,"LINESTRING (10.8893984 48.2697783, 10.8889082 48.2698331, 10.888723 48.2698556, 10.8885833 48.2698821, 10.8882806 48.2699417, 10.888205 48.2699566, 10.8881338 48.269971)"
24896629,,Marktstraße,residential,30,,False,True,83.267,"LINESTRING (10.8903989 48.2694363, 10.8900728 48.2695564, 10.8896821 48.269686, 10.8896635 48.269693, 10.8893984 48.2697783)"
24896630,,Von-Eichendorff-Straße,residential,30,,False,True,68.448,"LINESTRING (10.8903989 48.2694363, 10.8903354 48.2692392, 10.8903129 48.2691737, 10.8902994 48.2691387, 10.890197 48.2689348, 10.8901491 48.2688446)"
"[26769768, 24896627]",,"['Schwabenstraße', 'Marktstraße']",living_street,,,False,False,230.382,"LINESTRING (10.8903989 48.2694363, 10.8905339 48.2694365, 10.8909496 48.2693982, 10.8911445 48.2693795, 10.8912309 48.2695324, 10.8912885 48.2696344, 10.8914764 48.269967, 10.8915424 48.2700885, 10.8916594 48.2703351, 10.8918932 48.270869)"
24978536,,Holbeinstraße,residential,30,,False,False,57.08,"LINESTRING (10.8875478 48.2642221, 10.8868144 48.2643807)"
24978536,,Holbeinstraße,residential,30,,False,True,99.143,"LINESTRING (10.8875478 48.2642221, 10.888053 48.2640246, 10.8881245 48.2640016, 10.8884332 48.2639026, 10.8887474 48.2638324)"
34568843,2,Von-Eichendorff-Straße,residential,30,,False,True,157.72999999999996,"LINESTRING (10.8875478 48.2642221, 10.8877233 48.2644514, 10.8877469 48.2644832, 10.8878666 48.2646505, 10.8879862 48.2648112, 10.8880479 48.2648988, 10.8881057 48.2649727, 10.8881981 48.2651028, 10.8883184 48.2652785, 10.8884371 48.2654469, 10.8884733 48.2654996)"
24897862,,Rathausstraße,residential,20,,False,False,13.863,"LINESTRING (10.8870992 48.2677406, 10.8872247 48.267718, 10.8872809 48.2677106)"
54171572,2,Bürgermeister-Wohlfarth-Straße,tertiary,30,,False,True,42.051,"LINESTRING (10.8870992 48.2677406, 10.8871524 48.2679132, 10.8871857 48.2680013, 10.8872313 48.2681082)"
376877192,1,Bürgermeister-Wohlfarth-Straße,tertiary,30,,True,False,48.619,"LINESTRING (10.8870992 48.2677406, 10.8870267 48.2676545, 10.8870076 48.2675998, 10.886964 48.2674744, 10.8869571 48.2673208)"
24898076,,Kolpingstraße,living_street,30,,False,False,74.852,"LINESTRING (10.8893723 48.2707859, 10.8893718 48.2707729, 10.8893754 48.2705185, 10.8893861 48.2703333, 10.8893993 48.2703126, 10.8894532 48.2702279, 10.8895854 48.2701689)"
24896630,,Von-Eichendorff-Straße,residential,30,,False,False,68.44800000000001,"LINESTRING (10.8901491 48.2688446, 10.890197 48.2689348, 10.8902994 48.2691387, 10.8903129 48.2691737, 10.8903354 48.2692392, 10.8903989 48.2694363)"
24896630,,Von-Eichendorff-Straße,residential,30,,False,True,66.72200000000001,"LINESTRING (10.8901491 48.2688446, 10.890115 48.2687915, 10.8898613 48.2684608, 10.8897428 48.2683091)"
24919906,,Marktplatz,residential,30,,False,False,129.398,"LINESTRING (10.8901491 48.2688446, 10.8908126 48.268725, 10.8912223 48.2686479, 10.8915728 48.2685819, 10.8918354 48.2685378)"
24919910,,Frankenstraße,residential,30,,False,False,29.745,"LINESTRING (10.8918354 48.2685378, 10.8918833 48.2688034)"
24919906,,Marktplatz,residential,30,,False,True,129.398,"LINESTRING (10.8918354 48.2685378, 10.8915728 48.2685819, 10.8912223 48.2686479, 10.8908126 48.268725, 10.8901491 48.2688446)"
24919910,,Frankenstraße,residential,30,,False,True,63.739000000000004,"LINESTRING (10.8918354 48.2685378, 10.8918619 48.2685008, 10.8917562 48.2682132, 10.8916714 48.2679839)"
24919907,,Zugspitzstraße,residential,30,,False,False,76.343,"LINESTRING (10.8918833 48.2688034, 10.8928854 48.2686408)"
24919910,,Frankenstraße,residential,30,,False,True,29.745,"LINESTRING (10.8918833 48.2688034, 10.8918354 48.2685378)"
24919910,,Frankenstraße,residential,30,,False,False,244.641,"LINESTRING (10.8918833 48.2688034, 10.8921858 48.2695806, 10.8922987 48.2698402, 10.892452 48.2701722, 10.8925036 48.2702715, 10.892824 48.2709115)"
24919907,,Zugspitzstraße,residential,30,,False,True,76.343,"LINESTRING (10.8928854 48.2686408, 10.8918833 48.2688034)"
143889945,,Pfalzstraße,residential,30,,False,False,13.951,"LINESTRING (10.8928854 48.2686408, 10.8930311 48.2687204)"
143889945,,Pfalzstraße,residential,30,,False,True,124.266,"LINESTRING (10.8928854 48.2686408, 10.8928019 48.2683882, 10.8927949 48.2683685, 10.8927264 48.2681948, 10.8927211 48.2681777, 10.8926593 48.2679981, 10.8926502 48.2679706, 10.8925978 48.2678108, 10.8925331 48.2676156, 10.8925104 48.2675516)"
24919912,,Alpenstraße,residential,30,,False,False,105.589,"LINESTRING (10.8943439 48.2685291, 10.8943638 48.2685881, 10.894374 48.2686243, 10.89442 48.2687892, 10.8944584 48.2688959, 10.894472 48.2689414, 10.8945165 48.2691515, 10.8945848 48.2694645)"
24919912,,Alpenstraße,residential,30,,False,True,108.72900000000001,"LINESTRING (10.8943439 48.2685291, 10.8942879 48.268336, 10.8942451 48.2681643, 10.8941912 48.2679314, 10.8941674 48.2678354, 10.8940998 48.2676243, 10.8940827 48.2675671)"
75119219,,Zugspitzstraße,residential,30,,False,True,99.478,"LINESTRING (10.8943439 48.2685291, 10.8940207 48.2685723, 10.8935697 48.2686362, 10.8932812 48.2686806, 10.8930311 48.2687204)"
24919908,,Sudetenstraße,living_street,,,False,False,69.053,"LINESTRING (10.8918932 48.270869, 10.892824 48.2709115)"
"[24896625, 54928195, 24896627, 60920149]",,Schwabenstraße,"['living_street', 'residential']",30,,False,False,175.737,"LINESTRING (10.8918932 48.270869, 10.8919261 48.2709626, 10.8920496 48.2713244, 10.8920643 48.2713672, 10.892148 48.2716079, 10.892209 48.2717865, 10.8922212 48.2718225, 10.8923698 48.2722567, 10.8924014 48.2723575, 10.8924174 48.2724104)"
"[26769768, 24896627]",,"['Marktstraße', 'Schwabenstraße']",living_street,,,False,True,230.38199999999995,"LINESTRING (10.8918932 48.270869, 10.8916594 48.2703351, 10.8915424 48.2700885, 10.8914764 48.269967, 10.8912885 48.2696344, 10.8912309 48.2695324, 10.8911445 48.2693795, 10.8909496 48.2693982, 10.8905339 48.2694365, 10.8903989 48.2694363)"
24919908,,Sudetenstraße,living_street,,,False,True,69.053,"LINESTRING (10.892824 48.2709115, 10.8918932 48.270869)"
24919909,,Sudetenstraße,residential,30,,False,True,62.05499999999999,"LINESTRING (10.892824 48.2709115, 10.8931711 48.270919, 10.8936621 48.2709275)"
24919910,,Frankenstraße,residential,30,,False,True,244.641,"LINESTRING (10.892824 48.2709115, 10.8925036 48.2702715, 10.892452 48.2701722, 10.8922987 48.2698402, 10.8921858 48.2695806, 10.8918833 48.2688034)"
24919909,,Sudetenstraße,residential,30,,False,False,62.05499999999999,"LINESTRING (10.8936621 48.2709275, 10.8931711 48.270919, 10.892824 48.2709115)"
"[24919912, 24919909]",,"['Sudetenstraße', 'Alpenstraße']",residential,30,,False,True,228.96099999999998,"LINESTRING (10.8936621 48.2709275, 10.8944126 48.2709533, 10.8944869 48.2709438, 10.89455 48.2709072, 10.8945822 48.2708603, 10.8945924 48.2707877, 10.8946437 48.2704504, 10.8946697 48.2700473, 10.8946613 48.2699384, 10.8946385 48.269739, 10.8945848 48.2694645)"
143889945,,Pfalzstraße,residential,30,,False,True,249.911,"LINESTRING (10.8936621 48.2709275, 10.8933919 48.2698719, 10.8931836 48.2691343, 10.8930311 48.2687204)"
24919910,,Frankenstraße,residential,30,,False,False,106.66600000000001,"LINESTRING (10.8909869 48.2660089, 10.891107 48.2662431, 10.8911617 48.2663632, 10.8911996 48.2664523, 10.8912471 48.2665667, 10.8913826 48.2669307)"
34568857,,St.-Johannes-Straße,residential,50,,False,False,42.97,"LINESTRING (10.8909869 48.2660089, 10.8905751 48.2660807, 10.8904242 48.2661038)"
34568857,,St.-Johannes-Straße,residential,50,,False,True,77.092,"LINESTRING (10.8909869 48.2660089, 10.8912344 48.265957, 10.8915149 48.2658961, 10.8915702 48.2658834, 10.8918792 48.2658, 10.8919672 48.2657761)"
24919910,,Frankenstraße,residential,30,,False,False,71.063,"LINESTRING (10.8913826 48.2669307, 10.8914248 48.2671345, 10.8915137 48.2675638)"
24919910,,Frankenstraße,residential,30,,False,True,106.666,"LINESTRING (10.8913826 48.2669307, 10.8912471 48.2665667, 10.8911996 48.2664523, 10.8911617 48.2663632, 10.891107 48.2662431, 10.8909869 48.2660089)"
24919916,,Wiesensteig,residential,30,,False,True,173.106,"LINESTRING (10.8913826 48.2669307, 10.8903505 48.2669417, 10.8902895 48.2669415, 10.8900324 48.2669429, 10.8897948 48.2669425, 10.8890441 48.2669484)"
24897861,,Rathausstraße,residential,50,,False,False,175.441,"LINESTRING (10.8915137 48.2675638, 10.8910347 48.2675593, 10.889144 48.2675298)"
24897861,,Rathausstraße,residential,50,,False,True,73.785,"LINESTRING (10.8915137 48.2675638, 10.8921006 48.2675566, 10.8925104 48.2675516)"
24919910,,Frankenstraße,residential,30,,False,False,48.167,"LINESTRING (10.8915137 48.2675638, 10.8915298 48.267623, 10.8916467 48.26792, 10.8916714 48.2679839)"
24919910,,Frankenstraße,residential,30,,False,True,71.063,"LINESTRING (10.8915137 48.2675638, 10.8914248 48.2671345, 10.8913826 48.2669307)"
34568857,,St.-Johannes-Straße,residential,50,,False,False,5.344,"LINESTRING (10.892032 48.2657549, 10.8919672 48.2657761)"
1017294345,,St.-Johannes-Straße,residential,50,,False,True,103.464,"LINESTRING (10.892032 48.2657549, 10.8921956 48.2657064, 10.8924853 48.2656129, 10.8927036 48.2655236, 10.8929454 48.2654052, 10.893216 48.2652678)"
24897861,,Rathausstraße,residential,50,,False,False,73.785,"LINESTRING (10.8925104 48.2675516, 10.8921006 48.2675566, 10.8915137 48.2675638)"
24897861,,Rathausstraße,residential,50,,False,True,71.10900000000001,"LINESTRING (10.8925104 48.2675516, 10.8928639 48.2675532, 10.8932655 48.2675538, 10.8934711 48.267553)"
24919911,,Pfalzstraße,residential,50,,False,True,201.499,"LINESTRING (10.8925104 48.2675516, 10.8923841 48.267107, 10.8923257 48.2669044, 10.8922661 48.2667069, 10.892202 48.2664854, 10.8921242 48.2662431, 10.8919762 48.2658029, 10.8919672 48.2657761)"
143889945,,Pfalzstraße,residential,30,,False,False,124.266,"LINESTRING (10.8925104 48.2675516, 10.8925331 48.2676156, 10.8925978 48.2678108, 10.8926502 48.2679706, 10.8926593 48.2679981, 10.8927211 48.2681777, 10.8927264 48.2681948, 10.8927949 48.2683685, 10.8928019 48.2683882, 10.8928854 48.2686408)"
24897861,,Rathausstraße,residential,50,,False,True,27.46,"LINESTRING (10.8940827 48.2675671, 10.8944536 48.2675727)"
24897861,,Rathausstraße,residential,50,,False,False,45.297,"LINESTRING (10.8940827 48.2675671, 10.8936298 48.2675564, 10.8934711 48.267553)"
24919912,,Alpenstraße,residential,30,,False,False,108.72899999999998,"LINESTRING (10.8940827 48.2675671, 10.8940998 48.2676243, 10.8941674 48.2678354, 10.8941912 48.2679314, 10.8942451 48.2681643, 10.8942879 48.268336, 10.8943439 48.2685291)"
1017294345,,St.-Johannes-Straße,residential,50,,False,False,5.663,"LINESTRING (10.893279 48.2652389, 10.893216 48.2652678)"
54927974,3,Bürgermeister-Wohlfarth-Straße,tertiary,30,,False,True,11.825,"LINESTRING (10.8867166 48.2668014, 10.8867657 48.2669026)"
"[376882504, 34568845]","['2', '3']",Bürgermeister-Wohlfarth-Straße,tertiary,30,,False,False,272.71,"LINESTRING (10.8867166 48.2668014, 10.886636 48.2666199, 10.8865715 48.2664855, 10.8865016 48.266317, 10.8863077 48.2659025, 10.8861947 48.2656525, 10.8861109 48.2654542, 10.8859923 48.2651736, 10.8859307 48.2650346, 10.8859188 48.2649998, 10.885849 48.2648359, 10.8858311 48.264794, 10.885823 48.2647784, 10.8858183 48.2647692, 10.8857012 48.2645078, 10.8856836 48.2644478)"
"[34568844, 892436254]",,St.-Johannes-Straße,residential,50,,False,True,60.010000000000005,"LINESTRING (10.8867166 48.2668014, 10.8867909 48.2667542, 10.8868758 48.2667198, 10.8872792 48.2666035, 10.8874359 48.2665613)"
25594194,,Welserstraße,residential,30,,False,True,248.212,"LINESTRING (10.8874359 48.2665613, 10.8873441 48.2662453, 10.8873323 48.2662024, 10.8872988 48.2660788, 10.8872626 48.2659267, 10.8872293 48.2657615, 10.8871915 48.2655407, 10.8871685 48.2654052, 10.8871622 48.2653724, 10.8871311 48.2651848, 10.8870924 48.2649966, 10.8870718 48.2648861, 10.8870567 48.2648225, 10.8870303 48.2647263, 10.8870047 48.2646816, 10.8868438 48.2644719, 10.8868144 48.2643807)"
"[34568844, 892436254]",,St.-Johannes-Straße,residential,50,,False,False,60.010000000000005,"LINESTRING (10.8874359 48.2665613, 10.8872792 48.2666035, 10.8868758 48.2667198, 10.8867909 48.2667542, 10.8867166 48.2668014)"
34568844,,St.-Johannes-Straße,residential,50,,False,True,65.71,"LINESTRING (10.8874359 48.2665613, 10.8878746 48.2664618, 10.8882469 48.2663946, 10.8882841 48.2663879)"
34568844,,St.-Johannes-Straße,residential,50,,False,False,38.746,"LINESTRING (10.8887986 48.2663237, 10.8882841 48.2663879)"
24896630,,Von-Eichendorff-Straße,residential,30,,False,False,71.801,"LINESTRING (10.8887986 48.2663237, 10.8889083 48.2666029, 10.8890441 48.2669484)"
34568843,2,Von-Eichendorff-Straße,residential,30,,False,False,94.905,"LINESTRING (10.8887986 48.2663237, 10.8887875 48.2662917, 10.8887079 48.2660615, 10.8887027 48.2660436, 10.8886338 48.2658135, 10.8886025 48.265751, 10.8885511 48.2656493, 10.8884733 48.2654996)"
34568857,,St.-Johannes-Straße,residential,50,,False,True,122.94900000000001,"LINESTRING (10.8887986 48.2663237, 10.8891317 48.2662887, 10.8893974 48.2662636, 10.889561 48.266248, 10.8897481 48.2662218, 10.8899664 48.2661854, 10.8899944 48.2661804, 10.8902449 48.2661369, 10.8903577 48.2661161, 10.8904242 48.2661038)"
24896630,,Von-Eichendorff-Straße,residential,30,,False,False,65.072,"LINESTRING (10.8890441 48.2669484, 10.889094 48.2672224, 10.8891144 48.2673484, 10.889144 48.2675298)"
24896630,,Von-Eichendorff-Straße,residential,30,,False,True,71.801,"LINESTRING (10.8890441 48.2669484, 10.8889083 48.2666029, 10.8887986 48.2663237)"
24919916,,Wiesensteig,residential,30,,False,False,173.106,"LINESTRING (10.8890441 48.2669484, 10.8897948 48.2669425, 10.8900324 48.2669429, 10.8902895 48.2669415, 10.8903505 48.2669417, 10.8913826 48.2669307)"
24919967,,Schulstraße,living_street,30,,False,False,143.771,"LINESTRING (10.89058 48.2713512, 10.8904445 48.2711555, 10.8902792 48.2709149, 10.8901759 48.2706918, 10.8899742 48.2704838, 10.8898244 48.2702769, 10.8897323 48.2701951)"
24896630,,Von-Eichendorff-Straße,residential,30,,False,True,35.949,"LINESTRING (10.8897428 48.2683091, 10.8894831 48.2680359)"
24896630,,Von-Eichendorff-Straße,residential,30,,False,False,66.72200000000001,"LINESTRING (10.8897428 48.2683091, 10.8898613 48.2684608, 10.890115 48.2687915, 10.8901491 48.2688446)"
24935422,,Nebelhornstraße,residential,30,,False,False,147.697,"LINESTRING (10.8897428 48.2683091, 10.8900617 48.2682337, 10.8903261 48.2681698, 10.8905738 48.2681186, 10.8908646 48.2680756, 10.8910561 48.2680522, 10.8916714 48.2679839)"
24919910,,Frankenstraße,residential,30,,False,False,63.739,"LINESTRING (10.8916714 48.2679839, 10.8917562 48.2682132, 10.8918619 48.2685008, 10.8918354 48.2685378)"
24919910,,Frankenstraße,residential,30,,False,True,48.167,"LINESTRING (10.8916714 48.2679839, 10.8916467 48.26792, 10.8915298 48.267623, 10.8915137 48.2675638)"
24935422,,Nebelhornstraße,residential,30,,False,True,147.697,"LINESTRING (10.8916714 48.2679839, 10.8910561 48.2680522, 10.8908646 48.2680756, 10.8905738 48.2681186, 10.8903261 48.2681698, 10.8900617 48.2682337, 10.8897428 48.2683091)"
"[24919912, 24919909]",,"['Sudetenstraße', 'Alpenstraße']",residential,30,,False,False,228.961,"LINESTRING (10.8945848 48.2694645, 10.8946385 48.269739, 10.8946613 48.2699384, 10.8946697 48.2700473, 10.8946437 48.2704504, 10.8945924 48.2707877, 10.8945822 48.2708603, 10.89455 48.2709072, 10.8944869 48.2709438, 10.8944126 48.2709533, 10.8936621 48.2709275)"
24919912,,Alpenstraße,residential,30,,False,True,105.589,"LINESTRING (10.8945848 48.2694645, 10.8945165 48.2691515, 10.894472 48.2689414, 10.8944584 48.2688959, 10.89442 48.2687892, 10.894374 48.2686243, 10.8943638 48.2685881, 10.8943439 48.2685291)"
24978536,,Holbeinstraße,residential,30,,False,True,57.08,"LINESTRING (10.8868144 48.2643807, 10.8875478 48.2642221)"
24978536,,Holbeinstraße,residential,30,,False,False,52.303,"LINESTRING (10.8868144 48.2643807, 10.8866401 48.2643702, 10.886483 48.2642997, 10.8864548 48.264287, 10.8863159 48.2641765, 10.8862716 48.2641231)"
25594194,,Welserstraße,residential,30,,False,False,248.212,"LINESTRING (10.8868144 48.2643807, 10.8868438 48.2644719, 10.8870047 48.2646816, 10.8870303 48.2647263, 10.8870567 48.2648225, 10.8870718 48.2648861, 10.8870924 48.2649966, 10.8871311 48.2651848, 10.8871622 48.2653724, 10.8871685 48.2654052, 10.8871915 48.2655407, 10.8872293 48.2657615, 10.8872626 48.2659267, 10.8872988 48.2660788, 10.8873323 48.2662024, 10.8873441 48.2662453, 10.8874359 48.2665613)"
25594191,,Gutenbergstraße,residential,30,,False,False,84.88900000000001,"LINESTRING (10.8904242 48.2661038, 10.8902785 48.265778, 10.8901022 48.2653711)"
34568857,,St.-Johannes-Straße,residential,50,,False,False,122.94900000000001,"LINESTRING (10.8904242 48.2661038, 10.8903577 48.2661161, 10.8902449 48.2661369, 10.8899944 48.2661804, 10.8899664 48.2661854, 10.8897481 48.2662218, 10.889561 48.266248, 10.8893974 48.2662636, 10.8891317 48.2662887, 10.8887986 48.2663237)"
34568857,,St.-Johannes-Straße,residential,50,,False,True,42.97,"LINESTRING (10.8904242 48.2661038, 10.8905751 48.2660807, 10.8909869 48.2660089)"
"[24978536, 24978538]",,"['Albert-Schweitzer-Straße', 'Holbeinstraße']",residential,30,,False,False,357.963,"LINESTRING (10.8901022 48.2653711, 10.8904037 48.265324, 10.8905689 48.2652768, 10.8905865 48.265264, 10.8906599 48.2652109, 10.8907017 48.2651543, 10.890718 48.2651104, 10.8907227 48.2650683, 10.8907227 48.265061, 10.8907227 48.2650148, 10.8906851 48.2647635, 10.8906657 48.2645944, 10.8906405 48.2644405, 10.8906364 48.2644157, 10.8906076 48.2642824, 10.8906001 48.2642443, 10.8905659 48.2640649, 10.8905221 48.2638154, 10.8904951 48.2636454, 10.8904522 48.2635956, 10.8903785 48.2635837, 10.8900463 48.2636356, 10.889957 48.2636507, 10.8897925 48.2636768, 10.8895759 48.2637119, 10.8893146 48.2637495, 10.8892692 48.2637563, 10.8891699 48.2637711, 10.8890375 48.2637909, 10.8887474 48.2638324)"
25594191,,Gutenbergstraße,residential,30,,False,False,37.738,"LINESTRING (10.8901022 48.2653711, 10.8898775 48.2653055, 10.8896353 48.2652348)"
25594191,,Gutenbergstraße,residential,30,,False,True,84.88900000000001,"LINESTRING (10.8901022 48.2653711, 10.8902785 48.265778, 10.8904242 48.2661038)"
1144301431,2,Blumenallee,residential,50,,False,False,39.994,"LINESTRING (10.8867487 48.2639543, 10.8862716 48.2641231)"
