osmid,name,highway,maxspeed,oneway,reversed,length,width,geometry,lanes,ref,junction,bridge,tunnel
61930941,Maximilianstraße,residential,20,False,True,122.959,,"LINESTRING (10.4864998 48.0458647, 10.4880365 48.0462738)",,,,,
23045497,Gerberstraße,residential,30,True,False,40.058,3.5,"LINESTRING (10.4864998 48.0458647, 10.4864628 48.0459609, 10.4863939 48.0461403, 10.4863822 48.0462156)",,,,,
61930941,Maximilianstraße,residential,20,False,False,49.656,,"LINESTRING (10.4864998 48.0458647, 10.4860118 48.0457598, 10.4859737 48.0457524, 10.4858582 48.0457478)",,,,,
34156648,Krumbacher Straße,secondary,50,False,False,112.421,,"LINESTRING (10.4896831 48.0508546, 10.4897341 48.0504167, 10.4897621 48.0501844, 10.4898173 48.0500332, 10.4898822 48.0498553)",2,,,,
23045480,Rechbergstraße,residential,30,False,True,282.339,,"LINESTRING (10.4901461 48.0491293, 10.4900524 48.0491151, 10.4897145 48.0490656, 10.4892607 48.0489992, 10.489123 48.0489759, 10.4890752 48.0489689, 10.4890116 48.0489597, 10.4888286 48.048933, 10.4887361 48.0489194, 10.4886377 48.0489051, 10.4883931 48.0488694, 10.4883663 48.0488654, 10.4879458 48.0488064, 10.4876263 48.0487646, 10.4875261 48.0487509, 10.4873329 48.0487356, 10.4871951 48.0487259, 10.4871003 48.0487193, 10.4869992 48.0487122, 10.4866422 48.0486872, 10.4864148 48.0486713)",,,,,
34156648,Krumbacher Straße,secondary,50,False,False,95.136,,"LINESTRING (10.4901461 48.0491293, 10.4902095 48.0489837, 10.4902405 48.0489111, 10.4902908 48.0487947, 10.4903416 48.0486772, 10.4903572 48.0486412, 10.4904268 48.0484804, 10.4904346 48.0484623, 10.4904508 48.0484353, 10.490531 48.0483145)",2,,,,
34156648,Krumbacher Straße,secondary,50,False,True,79.036,,"LINESTRING (10.4901461 48.0491293, 10.4901249 48.0491878, 10.4900998 48.0492567, 10.4899732 48.0496052, 10.4898951 48.04982)",2,,,,
23029793,Laubacherstraße,residential,30,False,True,142.375,,"LINESTRING (10.4915975 48.0451787, 10.4912477 48.0451128, 10.4912214 48.0451078, 10.4910762 48.0450805, 10.4910109 48.0450682, 10.4909463 48.045056, 10.4908601 48.0450324, 10.4906215 48.0449672, 10.4903938 48.044905, 10.4903108 48.0448823, 10.4900831 48.04482, 10.4897998 48.0447426)",,,,,
141095194,Bad Wörishofer Straße,secondary,50,False,False,84.36200000000001,,"LINESTRING (10.4915975 48.0451787, 10.4915542 48.0453363, 10.4915193 48.0454631, 10.4914744 48.0456263, 10.4914361 48.0457657, 10.491426 48.0457989, 10.4913878 48.0459243)",2,MN 25,,,
141095194,Bad Wörishofer Straße,secondary,50,False,True,25.157,,"LINESTRING (10.4915975 48.0451787, 10.4916147 48.0451153, 10.4916436 48.0450088, 10.4916579 48.0449561)",2,MN 25,,,
