osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel
387240422,2,L 3077,Auf dem Römer,secondary,50,False,True,5.83,"LINESTRING (8.9141498 50.8843329, 8.9140974 50.8843736)",
48735326,1,,Borngasse,residential,50,False,True,139.588,"LINESTRING (8.9141498 50.8843329, 8.9141695 50.8843399, 8.9144071 50.8844302, 8.9145269 50.8844782, 8.9145936 50.8845137, 8.9146527 50.8845466, 8.9147284 50.8845852, 8.9148742 50.8846263, 8.914953 50.8846399, 8.9150353 50.8846471, 8.9151344 50.884643, 8.9152395 50.8846333, 8.9153156 50.8846182, 8.9153698 50.8845965, 8.9154021 50.8845775, 8.9155043 50.8845197, 8.9156031 50.8844605, 8.9156665 50.8844055, 8.915744 50.8842995)",
387240422,2,L 3077,Auf dem Römer,secondary,50,False,False,16.595,"LINESTRING (8.9141498 50.8843329, 8.9142173 50.8842721, 8.9142788 50.8842079)",
"[48057170, 47125887]",1,,Schloßstraße,residential,50,False,"[False, True]",133.73499999999999,"LINESTRING (8.9147301 50.8835462, 8.9146688 50.8835314, 8.9142865 50.8834299, 8.9134576 50.8830727, 8.9133645 50.883026, 8.9132933 50.8829879, 8.9131322 50.8829031)",
48735327,1,,Marktstraße,residential,50,False,True,25.733,"LINESTRING (8.9147301 50.8835462, 8.9147754 50.8835539, 8.9150832 50.8836089)",
387240422,2,L 3077,Auf dem Römer,secondary,50,False,True,56.266999999999996,"LINESTRING (8.9147301 50.8835462, 8.9145641 50.8838058, 8.9144229 50.8840136)",
"[387240432, 1131096889, 1130835691]",2,L 3077,Schmaleichertorstraße,secondary,50,False,False,39.461,"LINESTRING (8.9147301 50.8835462, 8.9147711 50.8834569, 8.9148483 50.8833288, 8.9148744 50.8832919, 8.9149078 50.8832528, 8.9149423 50.8832192)",
1013281751,2,L 3077,Schmaleichertorstraße,secondary,50,False,False,28.861,"LINESTRING (8.9164785 50.8822078, 8.9168462 50.8820914)",
27796617,1,K 9,Im Sand,tertiary,50,False,False,244.07199999999997,"LINESTRING (8.9164785 50.8822078, 8.9164716 50.8821762, 8.9164173 50.8820993, 8.9163289 50.8820435, 8.9161416 50.8819825, 8.9160504 50.8819644, 8.9159153 50.8819469, 8.9156417 50.8819069, 8.9155372 50.8818906, 8.9154446 50.8818718, 8.9153618 50.8818458, 8.9152511 50.8817975, 8.9146646 50.881528, 8.9140902 50.8812645, 8.91395 50.8811965, 8.9138643 50.881136, 8.9137767 50.8810634, 8.9137146 50.8809935)",
387240432,2,L 3077,Schmaleichertorstraße,secondary,50,False,True,69.227,"LINESTRING (8.9164785 50.8822078, 8.9162899 50.8822812, 8.9161625 50.8823387, 8.9160587 50.8823927, 8.9159647 50.8824525, 8.9158909 50.8825091, 8.9157503 50.8826194)",
28980616,1,,Auf dem Flur,residential,30,False,False,167.37199999999999,"LINESTRING (8.9227902 50.8798134, 8.9227569 50.8797799, 8.9227021 50.8797279, 8.9226599 50.8797148, 8.9225689 50.8797046, 8.922148 50.8797013, 8.9216341 50.8797011, 8.921408 50.8797185, 8.9211052 50.8797489, 8.9205012 50.879823)",
194847151,2,L 3077,Bahnhofstraße,secondary,50,False,True,226.20899999999997,"LINESTRING (8.9227902 50.8798134, 8.9225138 50.8799284, 8.9222828 50.8800346, 8.9220369 50.8801578, 8.921832 50.8802667, 8.9215862 50.8804097, 8.9213586 50.8805511, 8.9212549 50.880616, 8.9211049 50.8806985, 8.9209951 50.8807596, 8.9208408 50.8808316, 8.9205609 50.8809279, 8.9205218 50.8809404, 8.9202314 50.8810335)",
27796617,1,K 9,Im Sand,tertiary,50,False,False,30.695,"LINESTRING (8.9137146 50.8809935, 8.9136476 50.8808765, 8.9136283 50.8807951, 8.9136246 50.8807258)",
