osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,junction,width,access
4393716,Geschwister-Scholl-Ring,residential,30,False,True,149.36999999999998,"LINESTRING (11.3675717 48.1313646, 11.3675893 48.1313141, 11.3675996 48.1312846, 11.3676366 48.1311758, 11.3677043 48.1309971, 11.3677483 48.1308601, 11.367853 48.1305328, 11.3678738 48.1303899, 11.3678894 48.1303002, 11.3679465 48.1301913, 11.3680516 48.1300687)",,,,,
"[341648808, 341648810]",Landsberger Straße,secondary,50,False,False,167.905,"LINESTRING (11.3675717 48.1313646, 11.367753 48.1314027, 11.3682622 48.1314881, 11.368945 48.1316009, 11.3695064 48.1316858, 11.369769 48.1317225)","['2', '3']",St 2068,,,
"[341648816, 39250562]",Landsberger Straße,secondary,50,False,True,211.57099999999997,"LINESTRING (11.3675717 48.1313646, 11.3674545 48.13134, 11.3673825 48.1313284, 11.3669021 48.1312508, 11.3666141 48.1312041, 11.3662752 48.1311492, 11.366089 48.1311204, 11.3659017 48.1310914, 11.3656172 48.1310498, 11.3650658 48.1309573, 11.3650031 48.1309469, 11.3648815 48.1309268, 11.3648025 48.1309138)","['2', '3']",St 2068,,,
"[341648801, 341648809]",Landsberger Straße,secondary,50,False,True,55.485,"LINESTRING (11.3716913 48.1320307, 11.3711291 48.1319391, 11.371088 48.1319322, 11.3709653 48.1319115)",3,St 2068,,,
8071460,Ludwigstraße,residential,30,False,True,16.643,"LINESTRING (11.3704863 48.1368293, 11.370512 48.1367451, 11.3705329 48.1366829)",,,,,
"[100705978, 72876667]",Hörwegstraße,residential,30,False,False,144.573,"LINESTRING (11.3704863 48.1368293, 11.3710695 48.1368883, 11.3724101 48.1370345)",,,,,
72876667,Hörwegstraße,residential,30,False,True,179.029,"LINESTRING (11.3704863 48.1368293, 11.3700753 48.1367817, 11.3699593 48.1367683, 11.3691211 48.1366712, 11.3687837 48.1366413, 11.3686068 48.1366481, 11.3683549 48.1366552, 11.3683204 48.1366439, 11.3682024 48.1366084, 11.3681363 48.1365682)",,,,,
147675783,Hörwegstraße,residential,30,False,True,68.427,"LINESTRING (11.3628932 48.1350159, 11.363766 48.1352144)",,,,,
37565138,Rathausplatz,unclassified,40,False,True,141.221,"LINESTRING (11.3628932 48.1350159, 11.3626981 48.1349346, 11.362594 48.1348912, 11.3623641 48.1347948, 11.3612789 48.1343434)",,,,,
1055529957,Untere Bahnhofstraße,tertiary,40,False,True,87.09600000000002,"LINESTRING (11.3628932 48.1350159, 11.3633566 48.1344278, 11.3634071 48.134351, 11.3634281 48.134319)",2,,,,
1211058146,Untere Bahnhofstraße,tertiary,40,False,False,143.72899999999998,"LINESTRING (11.3628932 48.1350159, 11.3624314 48.1355775, 11.3620206 48.1360805, 11.361959 48.1361481)",2,,,,
"[341648816, 39250562]",Landsberger Straße,secondary,50,False,False,211.57100000000003,"LINESTRING (11.3648025 48.1309138, 11.3648815 48.1309268, 11.3650031 48.1309469, 11.3650658 48.1309573, 11.3656172 48.1310498, 11.3659017 48.1310914, 11.366089 48.1311204, 11.3662752 48.1311492, 11.3666141 48.1312041, 11.3669021 48.1312508, 11.3673825 48.1313284, 11.3674545 48.13134, 11.3675717 48.1313646)","['2', '3']",St 2068,,,
"[39250563, 341648828]",Untere Bahnhofstraße,tertiary,40,False,False,68.99600000000001,"LINESTRING (11.3648025 48.1309138, 11.3647831 48.130965, 11.3647525 48.1310462, 11.3647353 48.1310919, 11.3646106 48.1314452, 11.3645943 48.1314914, 11.3645852 48.1315171)",3,,,,
"[158300891, 341648829]",Untere Bahnhofstraße,tertiary,40,False,True,89.301,"LINESTRING (11.3648025 48.1309138, 11.3648218 48.1308626, 11.364855 48.1307745, 11.3648691 48.1307373, 11.3650013 48.1304115, 11.3650427 48.1303095, 11.3651008 48.1301359)","['2', '3']",,,,
765774900,Landsberger Straße,secondary,50,False,True,33.562,"LINESTRING (11.3648025 48.1309138, 11.3647184 48.1308999, 11.3645948 48.1308795, 11.364534 48.1308695, 11.3643634 48.1308416)",3,St 2068,,,
4393716,Geschwister-Scholl-Ring,residential,30,False,False,149.36999999999998,"LINESTRING (11.3680516 48.1300687, 11.3679465 48.1301913, 11.3678894 48.1303002, 11.3678738 48.1303899, 11.367853 48.1305328, 11.3677483 48.1308601, 11.3677043 48.1309971, 11.3676366 48.1311758, 11.3675996 48.1312846, 11.3675893 48.1313141, 11.3675717 48.1313646)",,,,,
4393716,Geschwister-Scholl-Ring,residential,30,False,True,285.02099999999996,"LINESTRING (11.3680516 48.1300687, 11.3681584 48.1300529, 11.3682984 48.1299961, 11.3684891 48.1299978, 11.3686488 48.1300156, 11.3689142 48.1301341, 11.3694216 48.1302193, 11.3696493 48.130262, 11.3697079 48.1302909, 11.369781 48.130327, 11.3698813 48.1304648, 11.3698707 48.1305826, 11.3698628 48.1306894, 11.3698524 48.1307872, 11.3697893 48.1311006, 11.3697923 48.1312301, 11.369793 48.1312618, 11.3698106 48.1313483, 11.3698268 48.131486, 11.3698023 48.131622)",,,,,
4425668,Gabriele-Münter-Straße,residential,30,False,True,203.934,"LINESTRING (11.3680516 48.1300687, 11.367909 48.1299953, 11.3675694 48.1299265, 11.3674488 48.1299062, 11.3673148 48.1298837, 11.3670316 48.1298341, 11.3663661 48.1297176, 11.3662656 48.1297, 11.3661328 48.1296765, 11.365632 48.129589, 11.3655537 48.1295349, 11.3655022 48.1295268, 11.3654585 48.1295199)",,,,,
85683323,Obere Bahnhofstraße,residential,,False,False,10.702,"LINESTRING (11.3605107 48.1295967, 11.3605982 48.1295202)",,,,,
85683323,Obere Bahnhofstraße,residential,,False,True,10.351,"LINESTRING (11.3605107 48.1295967, 11.3604285 48.1296719)",,,,,
"[120174989, 341772479]",Landsberger Straße,secondary,50,False,False,256.336,"LINESTRING (11.3605107 48.1295967, 11.3606574 48.1296659, 11.3607229 48.1296969, 11.361351 48.1299935, 11.3621367 48.130279, 11.3631759 48.1305941, 11.3634565 48.1306534, 11.3635457 48.1306737)","['2', '3']",St 2068,,,
4425668,Gabriele-Münter-Straße,residential,30,False,False,203.934,"LINESTRING (11.3654585 48.1295199, 11.3655022 48.1295268, 11.3655537 48.1295349, 11.365632 48.129589, 11.3661328 48.1296765, 11.3662656 48.1297, 11.3663661 48.1297176, 11.3670316 48.1298341, 11.3673148 48.1298837, 11.3674488 48.1299062, 11.3675694 48.1299265, 11.367909 48.1299953, 11.3680516 48.1300687)",,,,,
155565750,Untere Bahnhofstraße,tertiary,40,True,False,11.517,"LINESTRING (11.3654585 48.1295199, 11.365414 48.1295375, 11.3653639 48.129546, 11.3653122 48.1295445)",,,roundabout,,
158300891,Untere Bahnhofstraße,tertiary,40,False,False,67.607,"LINESTRING (11.3653122 48.1295445, 11.365295 48.1295893, 11.365283 48.1296207, 11.3651008 48.1301359)",2,,,,
1055529957,Untere Bahnhofstraße,tertiary,40,False,True,53.143,"LINESTRING (11.3634281 48.134319, 11.3636449 48.1338635)",2,,,,
3662342,Domonter Straße,residential,30,False,False,142.993,"LINESTRING (11.3634281 48.134319, 11.3633772 48.1343013, 11.3633364 48.1342871, 11.363174 48.1342306, 11.3630785 48.1341972, 11.3628549 48.134119, 11.362459 48.1339814, 11.3623538 48.1339448, 11.3620712 48.1338465, 11.361721 48.1337226)",,,,,
1055529957,Untere Bahnhofstraße,tertiary,40,False,False,87.096,"LINESTRING (11.3634281 48.134319, 11.3634071 48.134351, 11.3633566 48.1344278, 11.3628932 48.1350159)",2,,,,
