osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,access,bridge
265774670,NEW 24,Wollauer Straße,tertiary,50,False,False,221.306,"LINESTRING (11.9393643 49.7678505, 11.9391526 49.7678767, 11.9386883 49.7679001, 11.9382529 49.7679344, 11.9373689 49.7680225, 11.9370522 49.7680366, 11.9363026 49.7680407)",,,
906979050,,Kapellenweg,residential,30,False,False,15.559,"LINESTRING (11.9393643 49.7678505, 11.9393982 49.7679133, 11.9393955 49.7679867)",,,
34994649,New 5,Bahnhofstraße,tertiary,50,False,False,48.632999999999996,"LINESTRING (11.9356693 49.7680519, 11.9356422 49.7681761, 11.9355889 49.7683391, 11.9355183 49.7684771)",2,,
150963012,NEW 5,Bahnhofstraße,tertiary,50,False,True,67.06899999999999,"LINESTRING (11.9356693 49.7680519, 11.9357027 49.7677625, 11.935786 49.7674542)",2,,
265774671,NEW 24,Wollauer Straße,tertiary,50,False,True,45.507999999999996,"LINESTRING (11.9356693 49.7680519, 11.9359785 49.7680427, 11.9363026 49.7680407)",,,
127854217,,Erbendorfer Straße,tertiary,50,False,True,10.378,"LINESTRING (11.9324211 49.7707387, 11.9324794 49.7706533)",2,,
"[151432858, 846758877]",,Kemnather Straße,tertiary,50,False,False,210.576,"LINESTRING (11.9324211 49.7707387, 11.9323384 49.7708486, 11.9322744 49.7709123, 11.9320956 49.77109, 11.9320294 49.7711365, 11.9318762 49.7712443, 11.9316955 49.7713377, 11.9309291 49.7716683, 11.9307968 49.7717428, 11.9306871 49.771813, 11.9303983 49.7720686)",2,,
846971575,,Erbendorfer Straße,tertiary,30,False,False,26.72,"LINESTRING (11.9324211 49.7707387, 11.9325406 49.7707764, 11.9327055 49.7708882)",,,
25870472,,Agnes-Raith-Straße,residential,,False,False,90.92,"LINESTRING (11.9327266 49.7703395, 11.9337758 49.7707971)",,,
161518591,,Hauptstraße,tertiary,50,False,True,82.152,"LINESTRING (11.9327266 49.7703395, 11.9333794 49.7697328)",2,,
127854216,,Alte Schulgasse,living_street,,False,True,50.241,"LINESTRING (11.9327266 49.7703395, 11.9326527 49.7703101, 11.9325294 49.7702427, 11.9322313 49.7700239)",,,
127854217,,Erbendorfer Straße,tertiary,50,False,False,26.451999999999998,"LINESTRING (11.9327266 49.7703395, 11.9326715 49.7703994, 11.9325509 49.7705485)",2,,
25870472,,Agnes-Raith-Straße,residential,,False,True,20.503,"LINESTRING (11.9339944 49.7709157, 11.9337758 49.7707971)",,,
25870472,,Agnes-Raith-Straße,residential,,False,False,40.557,"LINESTRING (11.9339944 49.7709157, 11.9341715 49.7710017, 11.9343504 49.7710459, 11.9345012 49.7710561)",,,
30033114,,Baumgartenstraße,residential,,False,False,21.478,"LINESTRING (11.9339944 49.7709157, 11.9339049 49.7710355, 11.9338894 49.7710641, 11.9338779 49.771093)",,,
25870472,,Agnes-Raith-Straße,residential,,False,False,20.503,"LINESTRING (11.9337758 49.7707971, 11.9339944 49.7709157)",,,
25870472,,Agnes-Raith-Straße,residential,,False,True,90.92,"LINESTRING (11.9337758 49.7707971, 11.9327266 49.7703395)",,,
25870489,,Schellenberg,residential,,False,False,86.408,"LINESTRING (11.9337758 49.7707971, 11.9342331 49.7704038, 11.9345125 49.7701829)",,,
25870472,,Agnes-Raith-Straße,residential,,False,True,40.557,"LINESTRING (11.9345012 49.7710561, 11.9343504 49.7710459, 11.9341715 49.7710017, 11.9339944 49.7709157)",,,
30033115,,Hupferberg,residential,,False,False,89.20599999999999,"LINESTRING (11.9345012 49.7710561, 11.9345927 49.7709682, 11.9348843 49.7706168, 11.9351111 49.7703577)",,,
30033129,,Hinter der Mauer,residential,,False,False,100.283,"LINESTRING (11.9345012 49.7710561, 11.9347539 49.7710564, 11.9349762 49.770904, 11.9352556 49.770669, 11.9354765 49.7704848)",,,
30077509,,Hinter der Mauer,residential,,False,True,53.7,"LINESTRING (11.9345012 49.7710561, 11.9344193 49.7711321, 11.934379 49.7711694, 11.9343281 49.7711884, 11.934265 49.7711832, 11.9341712 49.7711598, 11.9340344 49.7711278, 11.9338779 49.771093)",,destination,
25891329,,Schulstraße,residential,,True,False,56.149,"LINESTRING (11.9343591 49.7692637, 11.9344619 49.7693397, 11.9347356 49.7694652, 11.9349773 49.7695686)",,,
161518591,,Hauptstraße,tertiary,50,False,False,43.739,"LINESTRING (11.9343591 49.7692637, 11.9339953 49.7692807, 11.9339086 49.7693041, 11.9337877 49.7693618)",2,,
161518591,,Hauptstraße,tertiary,50,False,True,51.88,"LINESTRING (11.9343591 49.7692637, 11.9345445 49.7692129, 11.9346587 49.7691546, 11.9348956 49.7690267, 11.9349443 49.7689973)",2,,
127936929,,Schulstraße,residential,30,False,True,7.616,"LINESTRING (11.9362407 49.7697903, 11.9361361 49.769779)",,,
30033129,,Hinter der Mauer,residential,,False,True,46.961,"LINESTRING (11.9362407 49.7697903, 11.9361192 49.769888, 11.9358652 49.7701356)",,,
1240760442,,Schulstraße,residential,30,False,False,26.073999999999998,"LINESTRING (11.9362407 49.7697903, 11.9364962 49.7698111, 11.9366012 49.769818)",,,
27298781,,Hochstraße,residential,30,False,False,72.577,"LINESTRING (11.9362901 49.7722022, 11.9362454 49.7723443, 11.9362293 49.772658, 11.9361943 49.7728505)",,,
27298785,,Baumgartenstraße,residential,,False,False,103.077,"LINESTRING (11.9362901 49.7722022, 11.936352 49.7720953, 11.9364678 49.7719871, 11.9366693 49.7720165, 11.9370039 49.7720509, 11.9375121 49.772075)",,,
