osmid,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,width
"[306312442, 306312443, 279684443]",B 208,"['Wismarsche Straße', 'Steinstraße']",primary,50,False,True,145.26700000000002,yes,"LINESTRING (11.1152704 53.7050465, 11.1153544 53.7051052, 11.1154267 53.7052025, 11.115498 53.7053089, 11.1156893 53.705528, 11.115793 53.7056468, 11.1159598 53.7058378, 11.1160125 53.7058828, 11.1160556 53.7059063, 11.1161074 53.7059205, 11.1162202 53.7059427, 11.1163662 53.7059706, 11.1165803 53.7059945)",
"[55341281, 116978602, 116978533]",,Johann-Stelling-Straße,residential,30,False,False,341.48600000000005,yes,"LINESTRING (11.1106569 53.700613, 11.1108439 53.7007092, 11.1122977 53.7009799, 11.1134099 53.7012037, 11.113458 53.7012134, 11.1140828 53.7013391, 11.1141076 53.7013459, 11.1142433 53.7013833, 11.1144844 53.7014176, 11.1145709 53.7014304, 11.1147319 53.7014501, 11.1154126 53.701575, 11.1154949 53.7015869, 11.1155489 53.7015823)",
55341296,,Krähenort,residential,,True,False,50.357,,"LINESTRING (11.1180059 53.7002556, 11.1172464 53.7003097)",
55586878,,Mühlenstraße,residential,30,True,False,120.861,,"LINESTRING (11.1180059 53.7002556, 11.1182138 53.7007475, 11.1182724 53.7009213, 11.1182689 53.7010031, 11.1182551 53.7013238)",
165236234,B 208,Wismarsche Straße,primary,50,False,True,76.713,,"LINESTRING (11.1165803 53.7059945, 11.1172432 53.7060174, 11.1177264 53.7060968)",
"[306312442, 279684443, 306312443]",B 208,"['Wismarsche Straße', 'Steinstraße']",primary,50,False,False,145.267,yes,"LINESTRING (11.1165803 53.7059945, 11.1163662 53.7059706, 11.1162202 53.7059427, 11.1161074 53.7059205, 11.1160556 53.7059063, 11.1160125 53.7058828, 11.1159598 53.7058378, 11.115793 53.7056468, 11.1156893 53.705528, 11.115498 53.7053089, 11.1154267 53.7052025, 11.1153544 53.7051052, 11.1152704 53.7050465)",
127494841,B 208,Wismarsche Straße,primary,50,False,False,18.484,,"LINESTRING (11.1179838 53.706163, 11.1178774 53.7061324, 11.1177264 53.7060968)",
371681684,,Am Prull,residential,30,False,False,68.315,,"LINESTRING (11.1173741 53.6997171, 11.1180253 53.6995774, 11.1181681 53.6995636, 11.118368 53.6995722)",
"[55341282, 371681684]",,"['Am Prull', 'Am Wehr']",residential,30,False,True,248.85199999999998,,"LINESTRING (11.1173741 53.6997171, 11.1171901 53.6997667, 11.1169209 53.6998194, 11.1167974 53.6999074, 11.1166261 53.7001009, 11.1162474 53.7006321, 11.1159964 53.7009787, 11.1159726 53.7010139, 11.115748 53.7013455, 11.1156789 53.7014636, 11.115631 53.7015258, 11.1155993 53.7015561, 11.1155489 53.7015823)",
55341645,,Färberstraße,residential,30,True,False,79.289,,"LINESTRING (11.116977 53.7010047, 11.1172464 53.7003097)",
55341645,,Färberstraße,residential,30,True,False,68.259,,"LINESTRING (11.1172464 53.7003097, 11.1174414 53.6998114, 11.1173741 53.6997171)",
55586878,,Mühlenstraße,residential,30,True,False,80.404,,"LINESTRING (11.118368 53.6995722, 11.118326 53.69966, 11.1180938 53.6999585, 11.1180534 53.7000261, 11.1180352 53.7000752, 11.1180059 53.7002556)",
371681684,,Am Prull,residential,30,False,True,68.315,,"LINESTRING (11.118368 53.6995722, 11.1181681 53.6995636, 11.1180253 53.6995774, 11.1173741 53.6997171)",
"[55341282, 371681684]",,"['Am Prull', 'Am Wehr']",residential,30,False,False,248.85199999999998,,"LINESTRING (11.1155489 53.7015823, 11.1155993 53.7015561, 11.115631 53.7015258, 11.1156789 53.7014636, 11.115748 53.7013455, 11.1159726 53.7010139, 11.1159964 53.7009787, 11.1162474 53.7006321, 11.1166261 53.7001009, 11.1167974 53.6999074, 11.1169209 53.6998194, 11.1171901 53.6997667, 11.1173741 53.6997171)",
55341318,,Lübsche Straße,living_street,,True,False,68.677,,"LINESTRING (11.1155489 53.7015823, 11.1156417 53.7016222, 11.1159348 53.7016721, 11.1165341 53.7017742)",
"[55341281, 116978602, 116978533]",,Johann-Stelling-Straße,residential,30,False,True,341.486,yes,"LINESTRING (11.1155489 53.7015823, 11.1154949 53.7015869, 11.1154126 53.701575, 11.1147319 53.7014501, 11.1145709 53.7014304, 11.1144844 53.7014176, 11.1142433 53.7013833, 11.1141076 53.7013459, 11.1140828 53.7013391, 11.113458 53.7012134, 11.1134099 53.7012037, 11.1122977 53.7009799, 11.1108439 53.7007092, 11.1106569 53.700613)",
55341317,,Schulstraße,residential,,True,False,203.268,,"LINESTRING (11.1167426 53.7033045, 11.1163901 53.7032309, 11.1161665 53.7031776, 11.1161041 53.7030789, 11.1160774 53.7029712, 11.1160539 53.7028763, 11.1160536 53.7025359, 11.1161513 53.7023488, 11.1162011 53.7022714, 11.1163388 53.7020658, 11.1165341 53.7017742)",
266302785,,Steinstraße,residential,30,True,False,133.881,,"LINESTRING (11.1167426 53.7033045, 11.116502 53.7035498, 11.1157941 53.7041819, 11.1156685 53.7043258)",
55341318,,Lübsche Straße,living_street,,True,False,9.558,,"LINESTRING (11.1165341 53.7017742, 11.1166725 53.7018002)",
55341645,,Färberstraße,residential,30,True,False,90.698,,"LINESTRING (11.1166725 53.7018002, 11.116977 53.7010047)",
55341304,,Wollbrügger Straße,living_street,,True,False,70.869,,"LINESTRING (11.1166725 53.7018002, 11.1168345 53.7018283, 11.1169246 53.701833, 11.1169643 53.7018261, 11.1170894 53.7018038, 11.1175088 53.7016894, 11.1176665 53.7016338)",
