osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry,width,bridge,ref
"[5740720, 347474312]",True,"['Nordstraße', 'Warendorfer Straße']",tertiary,50,False,52.757000000000005,2,"LINESTRING (7.894554 51.7664781, 7.8944044 51.7663096, 7.8943042 51.7662287, 7.8941221 51.766088)",,,
928750955,False,Warendorfer Straße,tertiary,50,False,64.407,2,"LINESTRING (7.894554 51.7664781, 7.8946177 51.7666194, 7.8946559 51.7667877, 7.8946839 51.7670497)",,,
5737958,True,Lütkeweg,tertiary,30,False,54.194,2,"LINESTRING (7.8968002 51.7664331, 7.8967714 51.7664601, 7.8967231 51.7664813, 7.896669 51.7664922, 7.89605 51.7665008)",,,
266291217,False,Lütkeweg,unclassified,50,True,54.034,,"LINESTRING (7.8968002 51.7664331, 7.8968552 51.7664526, 7.8969308 51.7664642, 7.8973605 51.7664564, 7.8975739 51.7664462)",,,
262116913,False,Raiffeisenstraße,residential,30,False,69.623,,"LINESTRING (7.8968657 51.7653688, 7.897877 51.7653868)",,,
37798739,False,Raiffeisenstraße,living_street,,True,52.946,,"LINESTRING (7.8968657 51.7653688, 7.8965691 51.7653622, 7.8960969 51.7653503)",,,
"[262116912, 266291218]",True,Moltkestraße,tertiary,30,False,118.688,,"LINESTRING (7.8968657 51.7653688, 7.8968417 51.7659074, 7.8968377 51.7662049, 7.8968317 51.7663572, 7.8968216 51.7663966, 7.8968002 51.7664331)",,,
5740714,True,Moltkestraße,tertiary,30,False,149.893,,"LINESTRING (7.8974133 51.7640657, 7.8972965 51.7643405, 7.897107 51.7647621, 7.89688 51.765267, 7.8968657 51.7653688)",,,
28521672,False,Von-Geismar-Straße,living_street,,True,85.88999999999999,,"LINESTRING (7.8974133 51.7640657, 7.8970791 51.7640582, 7.8967431 51.764049, 7.896166 51.7640394)",,,
5740718,True,Moltkestraße,tertiary,30,False,92.737,,"LINESTRING (7.8974634 51.7632337, 7.8974681 51.7632783, 7.8974701 51.7633186, 7.8974476 51.7637356, 7.8974372 51.7639934, 7.8974285 51.7640282, 7.8974133 51.7640657)",,,
264287487,False,Südstraße,tertiary,50,False,53.998999999999995,,"LINESTRING (7.8911238 51.7612488, 7.8909652 51.7613194, 7.8908087 51.761345, 7.8906219 51.7613426, 7.8903991 51.7612865)",,,
286469648,False,Südstraße,tertiary,50,True,79.278,2,"LINESTRING (7.8911238 51.7612488, 7.8912759 51.7611052, 7.8914113 51.7609774, 7.8917601 51.7606545)",,,
282945851,False,Südstraße,tertiary,50,True,53.601,3,"LINESTRING (7.8927835 51.7597041, 7.8923662 51.7601111)",,,
5737961,False,Uhlandstraße,residential,30,False,130.62,,"LINESTRING (7.8927835 51.7597041, 7.8926738 51.7596633, 7.8917895 51.7593346, 7.8911546 51.7591013)",,,
"[309446092, 24590974]",False,"['Südstraße', 'Dolberger Straße']",tertiary,50,False,79.80199999999999,2,"LINESTRING (7.8927835 51.7597041, 7.8931382 51.7594435, 7.8935489 51.7591652)",,,
262867466,True,Klosterstraße,living_street,,False,120.40899999999999,,"LINESTRING (7.8900352 51.7634605, 7.8900306 51.7640706, 7.8900613 51.7642309, 7.8901133 51.7643368, 7.8902373 51.7645222)",,,
37549707,False,Klosterstraße,living_street,,True,17.671,,"LINESTRING (7.89033 51.7646704, 7.8902373 51.7645222)",,,
25849841,False,Klosterstraße,living_street,,False,79.775,,"LINESTRING (7.89033 51.7646704, 7.8904537 51.7648503, 7.8904823 51.764946, 7.8905037 51.7650934, 7.8904726 51.7652245, 7.8904155 51.7653642)",,,
28521675,False,Freiheit,living_street,,True,62.946999999999996,,"LINESTRING (7.89033 51.7646704, 7.8900381 51.7647097, 7.8898068 51.7647372, 7.8894332 51.7647816)",4,,
5740723,False,Wandmacherstiege,living_street,,False,177.63,,"LINESTRING (7.8894332 51.7647816, 7.8894399 51.7642569, 7.8894847 51.7638385, 7.8894995 51.7635728, 7.8894289 51.7631877)",2.7,,
28521675,False,Freiheit,living_street,,False,62.946999999999996,,"LINESTRING (7.8894332 51.7647816, 7.8898068 51.7647372, 7.8900381 51.7647097, 7.89033 51.7646704)",4,,
28521675,False,Freiheit,living_street,,True,29.349,,"LINESTRING (7.8894332 51.7647816, 7.8891129 51.7648264, 7.8890238 51.764801)",4,,
5740723,False,Wandmacherstiege,living_street,,True,177.63,,"LINESTRING (7.8894289 51.7631877, 7.8894995 51.7635728, 7.8894847 51.7638385, 7.8894399 51.7642569, 7.8894332 51.7647816)",2.7,,
180707380,False,Südenmauer,tertiary,50,True,61.373,,"LINESTRING (7.8903991 51.7612865, 7.8895793 51.7610693)",,,
1208466425,False,Südstraße,living_street,,False,14.843,,"LINESTRING (7.8903991 51.7612865, 7.8903342 51.7614138)",,,
264287487,False,Südstraße,tertiary,50,True,53.998999999999995,,"LINESTRING (7.8903991 51.7612865, 7.8906219 51.7613426, 7.8908087 51.761345, 7.8909652 51.7613194, 7.8911238 51.7612488)",,,
"[25744556, 5740734]",True,"['Südstraße', 'Hellstraße']",living_street,,False,179.21699999999998,,"LINESTRING (7.8900267 51.7621597, 7.8899582 51.76238, 7.8898728 51.762551, 7.8898564 51.7626118, 7.8899109 51.7626209, 7.8904787 51.7626069, 7.891234 51.762641, 7.8917045 51.7626518)",,,
5740735,True,Kolpingstraße,living_street,,False,125.588,,"LINESTRING (7.8900267 51.7621597, 7.8907731 51.7621981, 7.8910915 51.7622276, 7.8918287 51.7623253)",,,
5740736,True,Im Kühl,living_street,,False,71.372,,"LINESTRING (7.8918287 51.7623253, 7.8920853 51.7617034)",,,
54969279,True,Im Kühl,living_street,,False,83.271,,"LINESTRING (7.8920853 51.7617034, 7.8911238 51.7612488)",,,
"[54969280, 25744564]",False,"['Ostwall', 'Im Kühl']",living_street,,False,52.58599999999999,,"LINESTRING (7.8920853 51.7617034, 7.8923204 51.7617725, 7.8925458 51.7615767, 7.8926037 51.7615341, 7.8926183 51.7615212)",,,
24591152,True,Gerichtsstraße,tertiary,50,False,93.832,,"LINESTRING (7.8941221 51.766088, 7.8941581 51.7660409, 7.8943536 51.7658192, 7.8944258 51.7657374, 7.8944385 51.7657153, 7.8946677 51.7653173)",,,
37394745,True,Nordstraße,unclassified,50,False,63.782,,"LINESTRING (7.8941221 51.766088, 7.8940294 51.7660228, 7.8940108 51.7660098, 7.8937338 51.7658042, 7.8935282 51.7656477)",,,
"[39238176, 39238177, 364438889, 63564410, 903139805]",False,Weststraße,tertiary,50,False,135.05,"['2', '3']","LINESTRING (7.8837741 51.7631394, 7.884284 51.7631235, 7.8847862 51.7631049, 7.8849729 51.7630984, 7.8850615 51.7630957, 7.8852405 51.7630903, 7.8852653 51.763088, 7.8852967 51.7630851, 7.885401 51.7630732, 7.8854856 51.7630488, 7.8855615 51.7630253, 7.885694 51.7629783)",,yes,
34397299,True,Moltkestraße,tertiary,30,False,35.633,,"LINESTRING (7.8972228 51.7629551, 7.8972951 51.7630044, 7.8973528 51.7630599, 7.8974144 51.7631372, 7.8974459 51.763182, 7.8974634 51.7632337)",,,
