osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,width,junction
30062949,False,Frankenstraße,residential,30,True,44.33,"LINESTRING (7.3318721 49.3849776, 7.3317768 49.3849954, 7.3316858 49.3850079, 7.3315568 49.3850129, 7.3314307 49.3850003, 7.3312752 49.3849675)",,,,
321875629,False,Saarpfalzstraße,primary,50,False,72.721,"LINESTRING (7.3318721 49.3849776, 7.3319659 49.3851726, 7.3320624 49.3853896, 7.3320919 49.3854555, 7.3321489 49.3856061)",2,B 423,,
321875629,False,Saarpfalzstraße,primary,50,True,130.248,"LINESTRING (7.3318721 49.3849776, 7.3316737 49.3846132, 7.3314194 49.3841461, 7.3312765 49.3838723)",2,B 423,,
147039898,False,Glöcknerstraße,residential,30,True,29.755,"LINESTRING (7.3323146 49.3859614, 7.3321791 49.3859872, 7.3320611 49.3860037, 7.3319122 49.3860099)",,,,
321875629,False,Saarpfalzstraße,primary,50,False,29.704,"LINESTRING (7.3323146 49.3859614, 7.332393 49.3860452, 7.3324668 49.3860976, 7.3325821 49.3861605)",2,B 423,,
321875629,False,Saarpfalzstraße,primary,50,True,41.403999999999996,"LINESTRING (7.3323146 49.3859614, 7.3322629 49.3858876, 7.3322227 49.3858038, 7.3322009 49.3857455, 7.3321489 49.3856061)",2,B 423,,
"[321875626, 321875627]",False,Rathausstraße,secondary,50,True,104.50200000000001,"LINESTRING (7.3331225 49.386349, 7.3331082 49.3863817, 7.3330629 49.3868209, 7.3330434 49.3869379, 7.3330079 49.3870513, 7.3329717 49.387126, 7.3329227 49.3871849, 7.3328919 49.387212, 7.3328644 49.3872216, 7.3328148 49.3872277)",,K 3,,
321875629,False,Saarpfalzstraße,primary,50,False,59.049,"LINESTRING (7.3331225 49.386349, 7.3335417 49.3864278, 7.3336311 49.3864447, 7.3339031 49.386503)",2,B 423,,
321875629,False,Saarpfalzstraße,primary,50,True,44.472,"LINESTRING (7.3331225 49.386349, 7.3329429 49.3862993, 7.3328671 49.3862735, 7.3325821 49.3861605)",2,B 423,,
32129176,True,Rathausstraße,residential,30,False,87.342,"LINESTRING (7.3328148 49.3872277, 7.332805 49.3874078, 7.3328024 49.3874769, 7.3327911 49.3876295, 7.3327759 49.3877484, 7.3327383 49.3879392, 7.3327303 49.3880107)",,,3,
"[321875626, 321875627]",False,Rathausstraße,secondary,50,False,104.50200000000001,"LINESTRING (7.3328148 49.3872277, 7.3328644 49.3872216, 7.3328919 49.387212, 7.3329227 49.3871849, 7.3329717 49.387126, 7.3330079 49.3870513, 7.3330434 49.3869379, 7.3330629 49.3868209, 7.3331082 49.3863817, 7.3331225 49.386349)",,K 3,,
558093202,False,Höcherstraße,secondary,50,True,77.103,"LINESTRING (7.3328148 49.3872277, 7.3327088 49.3872286, 7.3319846 49.3871867, 7.331754 49.3871692)",,K 3,,
5291796,False,Finkenweg,residential,30,False,108.244,"LINESTRING (7.3330522 49.3904498, 7.3331702 49.3904777, 7.3333794 49.3905152, 7.3335738 49.3905353, 7.3338421 49.3905449, 7.3341814 49.3905475, 7.3342873 49.3905554, 7.3343906 49.3905868, 7.3344965 49.3906331)",,,,
32017133,False,Dunzweiler Straße,residential,30,True,84.71000000000001,"LINESTRING (7.3330522 49.3904498, 7.3330696 49.3903782, 7.3331065 49.3903197, 7.3332158 49.3902368, 7.3334384 49.3901032, 7.3335001 49.39005, 7.3335376 49.3899899, 7.333602 49.3898064)",,,,
5291796,False,Finkenweg,residential,30,False,76.613,"LINESTRING (7.3344965 49.3906331, 7.3351481 49.3909761, 7.33532 49.391066)",,,,
5291796,False,Finkenweg,residential,30,True,108.24399999999999,"LINESTRING (7.3344965 49.3906331, 7.3343906 49.3905868, 7.3342873 49.3905554, 7.3341814 49.3905475, 7.3338421 49.3905449, 7.3335738 49.3905353, 7.3333794 49.3905152, 7.3331702 49.3904777, 7.3330522 49.3904498)",,,,
339385480,False,Lerchenweg,residential,30,False,178.67499999999998,"LINESTRING (7.3344965 49.3906331, 7.3336396 49.3916169, 7.3333154 49.3920128, 7.3332956 49.3920369)",,,,
339385480,False,Lerchenweg,residential,30,True,178.675,"LINESTRING (7.3332956 49.3920369, 7.3333154 49.3920128, 7.3336396 49.3916169, 7.3344965 49.3906331)",,,,
5291796,False,Finkenweg,residential,30,False,22.117,"LINESTRING (7.3359878 49.3907378, 7.3359717 49.3906139, 7.3359765 49.3905394)",,,,
5291796,False,Finkenweg,residential,30,True,95.578,"LINESTRING (7.3359878 49.3907378, 7.3359811 49.3908967, 7.3359677 49.3910241, 7.3359288 49.3911219, 7.3358685 49.3911717, 7.3357934 49.3912013, 7.3357183 49.3912101, 7.3356284 49.3911996, 7.3355426 49.3911743, 7.33532 49.391066)",,,,
32017140,False,Schmittweilerstraße,residential,30,False,155.538,"LINESTRING (7.3359878 49.3907378, 7.336067 49.3907911, 7.3361367 49.3908574, 7.3362166 49.3909681, 7.3363486 49.3911577, 7.3363969 49.3912022, 7.3364599 49.3912363, 7.3365766 49.3912721, 7.3370379 49.3913768, 7.3371962 49.391417, 7.3372994 49.391458, 7.3373988 49.3915019, 7.3375327 49.3915775, 7.3375573 49.3915914)",,,,
6117130,False,Weiherstraße,secondary,50,True,108.309,"LINESTRING (7.3409741 49.3862045, 7.3407501 49.3862517, 7.3405302 49.3863189, 7.3401785 49.3864455, 7.3398663 49.3865424, 7.3396195 49.386614)",2,L 354,,
198038299,False,Eichelscheiderstraße,residential,30,False,18.857,"LINESTRING (7.3409741 49.3862045, 7.3409432 49.386105, 7.3409142 49.3860396)",,,,
5291796,False,Finkenweg,residential,30,False,95.578,"LINESTRING (7.33532 49.391066, 7.3355426 49.3911743, 7.3356284 49.3911996, 7.3357183 49.3912101, 7.3357934 49.3912013, 7.3358685 49.3911717, 7.3359288 49.3911219, 7.3359677 49.3910241, 7.3359811 49.3908967, 7.3359878 49.3907378)",,,,
5291796,False,Finkenweg,residential,30,True,76.613,"LINESTRING (7.33532 49.391066, 7.3351481 49.3909761, 7.3344965 49.3906331)",,,,
6074632,False,Weiherstraße,secondary,50,False,52.092999999999996,"LINESTRING (7.3352471 49.387597, 7.3350146 49.3876458, 7.3349616 49.3876575, 7.3345633 49.3877431)",2,L 354,,
6117130,False,Weiherstraße,secondary,50,False,92.818,"LINESTRING (7.3352471 49.387597, 7.3354667 49.3875455, 7.3355289 49.3875309, 7.3361565 49.3873838, 7.3364512 49.38731)",2,L 354,,
868763128,False,Saarpfalzstraße,primary,50,False,48.156,"LINESTRING (7.3352471 49.387597, 7.3353423 49.3877274, 7.3353608 49.3877528, 7.335376 49.3877736, 7.3355325 49.3879882)",3,B 423,,
868763133,False,Saarpfalzstraße,primary,50,True,71.90700000000001,"LINESTRING (7.3352471 49.387597, 7.335152 49.3874591, 7.3351309 49.3874285, 7.3349498 49.3871731, 7.3348875 49.3870893, 7.3348217 49.3870129)",3,B 423,,
198038299,False,Eichelscheiderstraße,residential,30,True,111.672,"LINESTRING (7.3347918 49.3847641, 7.3354415 49.3848824, 7.3355871 49.384909, 7.3362775 49.3850347)",,,,
321875622,False,Bahnhofstraße,tertiary,50,False,113.95,"LINESTRING (7.3347918 49.3847641, 7.3345913 49.3851582, 7.3342936 49.3857362)",,K 2,,
749047628,False,Bahnhofstraße,tertiary,50,True,61.222,"LINESTRING (7.3347918 49.3847641, 7.3348945 49.3845591, 7.3350035 49.3843411, 7.3350538 49.3842406)",,K 2,,
5291785,False,Gabelsbergerstraße,residential,30,False,111.436,"LINESTRING (7.3352386 49.3838904, 7.3366626 49.3842712)",,,,
321875621,False,Bahnhofstraße,tertiary,50,False,41.174,"LINESTRING (7.3352386 49.3838904, 7.3350538 49.3842406)",,K 2,,
