osmid,ref,name,highway,maxspeed,oneway,reversed,length,width,geometry,lanes,bridge,junction
124768293,B 297,Metzinger Straße,primary,50,False,False,64.788,,"LINESTRING (9.3345281 48.6248292, 9.3337691 48.6245329)",,,
"[29090510, 23271966]",,Steinachstraße,residential,30,False,"[False, True]",57.856,5,"LINESTRING (9.3345281 48.6248292, 9.3344364 48.6249878, 9.3343928 48.6251485, 9.3343574 48.6252791, 9.3343454 48.6253331)",,,
38331996,,Metzinger Straße,living_street,,False,True,130.276,,"LINESTRING (9.3345281 48.6248292, 9.3346095 48.6247648, 9.3346917 48.6247377, 9.3347798 48.6247324, 9.3349528 48.6247665, 9.3351139 48.6247982, 9.3352906 48.6248435, 9.3355576 48.6248909, 9.3357608 48.6249126, 9.3359523 48.6249223, 9.336205 48.6249203)",,,
"[474027380, 124768293, 124768292, 5010244]",B 297,Metzinger Straße,primary,50,False,True,151.181,,"LINESTRING (9.3345281 48.6248292, 9.3348313 48.62494, 9.3349895 48.6249782, 9.3350961 48.6249975, 9.3353281 48.6250241, 9.3356128 48.6250373, 9.3359911 48.6250334, 9.3361176 48.6250546, 9.3362055 48.6250941, 9.3362948 48.625141, 9.336374 48.6251881, 9.3364308 48.6252204)",3,yes,
"[474027380, 5010244, 124768293, 124768292]",B 297,Metzinger Straße,primary,50,False,False,151.18099999999998,,"LINESTRING (9.3364308 48.6252204, 9.336374 48.6251881, 9.3362948 48.625141, 9.3362055 48.6250941, 9.3361176 48.6250546, 9.3359911 48.6250334, 9.3356128 48.6250373, 9.3353281 48.6250241, 9.3350961 48.6249975, 9.3349895 48.6249782, 9.3348313 48.62494, 9.3345281 48.6248292)",3,yes,
474027374,,Alleenstraße,residential,50,False,True,34.79,,"LINESTRING (9.3364308 48.6252204, 9.3362877 48.6253051, 9.3360809 48.6254311)",3,,
"[474027377, 474027378]",B 297,Steinengrabenstraße,primary,50,False,False,82.121,,"LINESTRING (9.3364308 48.6252204, 9.3365514 48.6251836, 9.3367942 48.6251454, 9.337296 48.6250799, 9.3375184 48.6250659)","['4', '3']",,
5010247,,Mühlstraße,tertiary,50,False,False,31.618000000000002,,"LINESTRING (9.3343604 48.6280065, 9.3344266 48.6281678, 9.3344659 48.6282821)",2,,
46611253,,Mühlstraße,tertiary,50,True,False,20.893,,"LINESTRING (9.3343604 48.6280065, 9.3342805 48.6279261, 9.3341861 48.6278589)",1,,
"[119053634, 449586311]",,Mühlstraße,tertiary,50,False,True,60.641000000000005,,"LINESTRING (9.3347237 48.6287916, 9.3346549 48.6287353, 9.3345856 48.6286475, 9.3345093 48.6284178, 9.3344977 48.6283703, 9.3344659 48.6282821)","['4', '3']",,
"[449586305, 236878157]",,Europastraße,tertiary,50,False,True,163.486,,"LINESTRING (9.3347237 48.6287916, 9.3347904 48.6288232, 9.3348697 48.6288421, 9.3350467 48.6288585, 9.3352276 48.6288514, 9.3354271 48.6288282, 9.3357563 48.6287879, 9.3358547 48.6287758, 9.3363055 48.6287128, 9.3368925 48.6286307)","['2', '3']",,
"[1018392123, 1015482732]",,Mühlstraße,residential,30,False,False,133.89299999999997,,"LINESTRING (9.3347237 48.6287916, 9.3345991 48.628917, 9.3345366 48.62901, 9.334362 48.6293007, 9.3343421 48.6293463, 9.3343019 48.6295197, 9.3343065 48.629604, 9.3344151 48.6299285)",2,,
"[1015628248, 449586315, 909195716]",L 1250,Oberboihinger Straße,secondary,50,True,False,36.936,,"LINESTRING (9.3421649 48.6280386, 9.3421682 48.6281079, 9.34217 48.6282046, 9.3421651 48.6283707)",1,,
23271849,,Uhlandstraße,residential,20,True,False,73.909,,"LINESTRING (9.3418694 48.6267682, 9.3417227 48.626786, 9.3408771 48.6268759)",1,,
"[29045196, 513362038, 391907287]",L 1250,Bahnhofstraße,secondary,50,True,False,160.73,,"LINESTRING (9.3418694 48.6267682, 9.341895 48.6264264, 9.3418986 48.626322, 9.3418909 48.6262254, 9.3418827 48.6261813, 9.3418722 48.6261443, 9.3418463 48.6260736, 9.3418137 48.6259905, 9.3417726 48.6259069, 9.3416988 48.6258061, 9.3416224 48.6257248, 9.341532 48.6256422, 9.3414326 48.6255716, 9.3413756 48.625541, 9.3412313 48.62547)",2,,
1018879427,,Eugenstraße,residential,30,False,False,6.844,,"LINESTRING (9.3429682 48.6235062, 9.3428754 48.6235011)",,,
"[449586312, 344464704]",L 1250,Neuffener Straße,secondary,30,True,False,90.052,,"LINESTRING (9.3429682 48.6235062, 9.3429179 48.6237765, 9.3428709 48.6239866, 9.3428042 48.6241948, 9.3427555 48.6243024)",2,,
65089213,L 1250,Neuffener Straße,secondary,30,False,False,57.672000000000004,,"LINESTRING (9.3429767 48.6228672, 9.3430505 48.6223775, 9.3430545 48.6223511)",2,,
65089215,L 1250,Neuffener Straße,secondary,30,True,False,71.37,,"LINESTRING (9.3429767 48.6228672, 9.3430146 48.6230356, 9.3429682 48.6235062)",1,,
65089532,,Werastraße,residential,50,False,True,114.043,,"LINESTRING (9.3429767 48.6228672, 9.3428289 48.622854, 9.3414408 48.6227218)",2,,
228476266,,Werastraße,residential,50,False,True,4.376,,"LINESTRING (9.3414408 48.6227218, 9.3413823 48.6227145)",2,,
29422312,,Gebrüder-Heller-Straße,residential,30,False,False,52.847,,"LINESTRING (9.3414408 48.6227218, 9.341515 48.6224498, 9.3415551 48.6222527)",,,
45011250,,Laiblinstegstraße,residential,30,False,True,148.471,,"LINESTRING (9.3414408 48.6227218, 9.3411972 48.6230647, 9.3408848 48.6234703, 9.3408459 48.623539, 9.3408284 48.6236019, 9.3408338 48.6236702, 9.3408633 48.6237238, 9.3410611 48.6239233)",,,
65089532,,Werastraße,residential,50,False,False,114.043,,"LINESTRING (9.3414408 48.6227218, 9.3428289 48.622854, 9.3429767 48.6228672)",2,,
248558025,,Galgenbergstraße,residential,,True,False,37.238,,"LINESTRING (9.332078 48.6281116, 9.3320252 48.6280444, 9.3319513 48.6279921, 9.3318504 48.6279483, 9.3316956 48.6279143)",1,,
248558029,B 313,Stuttgarter Straße,primary,50,True,False,26.586,,"LINESTRING (9.332078 48.6281116, 9.3320831 48.6279862, 9.3320864 48.6279586, 9.3320816 48.6278727)",3,,
23271941,,Bismarckstraße,residential,,True,False,193.144,,"LINESTRING (9.342877 48.6306406, 9.3427911 48.6306285, 9.3416579 48.6304691, 9.3402971 48.6303107)",,,
"[513362041, 30084340]",L 1250,Oberboihinger Straße,secondary,50,False,False,258.061,,"LINESTRING (9.342877 48.6306406, 9.3427566 48.6303366, 9.3425916 48.6299456, 9.3423734 48.6292241, 9.3423036 48.6289923, 9.3422309 48.6287161, 9.3422222 48.6286798, 9.3422 48.6285692, 9.3421651 48.6283707)",2,,
1015628263,B 297,Vendelaustraße,primary,30,True,False,2.036,,"LINESTRING (9.3426021 48.624582, 9.3426298 48.6245817)",1,,
1015628257,B 297,Neuffener Straße,primary,50,True,False,7.835000000000001,,"LINESTRING (9.3426021 48.624582, 9.3425826 48.6246056, 9.3425624 48.6246223, 9.342536 48.624636)",3,,
1018879429,,Gerberstraße,residential,30,False,False,51.722,,"LINESTRING (9.3388727 48.6240848, 9.3386789 48.6241124, 9.3382059 48.6242302)",,,
1018879430,,Christophstraße,residential,,False,True,36.647999999999996,,"LINESTRING (9.3388727 48.6240848, 9.3386873 48.6239989, 9.3384822 48.6238806)",,,
"[1018879459, 29028526]",,Gerberstraße,residential,30,False,"[False, True]",143.516,,"LINESTRING (9.3388727 48.6240848, 9.339025 48.6240629, 9.3394357 48.623968, 9.3396047 48.6239184, 9.3397281 48.6238718, 9.3399031 48.6237872, 9.3402095 48.6235877, 9.3403812 48.6234782, 9.3404191 48.6234452, 9.3404511 48.6233921)",,,
5010242,,Christophstraße,residential,,False,False,46.687,,"LINESTRING (9.3380305 48.6235854, 9.3384822 48.6238806)",,,
5010242,,Christophstraße,residential,,False,True,40.133,,"LINESTRING (9.3380305 48.6235854, 9.3377196 48.6232887)",,,
23271699,,Ziegelstraße,residential,,False,False,92.226,,"LINESTRING (9.3380305 48.6235854, 9.3391292 48.6231848)",,,
38331995,,Hafnerstraße,residential,,False,False,165.50400000000002,,"LINESTRING (9.3380305 48.6235854, 9.3379393 48.6236284, 9.3378264 48.6237065, 9.3376601 48.6238745, 9.3374817 48.6241014, 9.3373221 48.6243284, 9.3372222 48.6245354, 9.337192 48.6246519, 9.3372396 48.6246967, 9.3373313 48.6247076, 9.3375463 48.6246672)",,,
5010242,,Christophstraße,residential,,False,True,48.871,,"LINESTRING (9.3373167 48.6227935, 9.3369919 48.62241)",,,
159763484,,Steinhoferstraße,residential,,False,True,96.342,,"LINESTRING (9.3373167 48.6227935, 9.3361785 48.6232232)",,,
5010242,,Christophstraße,residential,,False,False,62.522000000000006,,"LINESTRING (9.3373167 48.6227935, 9.3374318 48.622935, 9.3377196 48.6232887)",,,
400808101,B 313,B 297,primary,50,True,False,6.718,,"LINESTRING (9.3320816 48.6278727, 9.3320709 48.6278127)",3,,
400808097,,Galgenbergstraße,residential,50,True,False,28.745,,"LINESTRING (9.3320816 48.6278727, 9.3319472 48.6278859, 9.3316956 48.6279143)",1,,
329715496,,Kirchheimer Straße,residential,,True,False,27.97,,"LINESTRING (9.3429934 48.6261058, 9.3429074 48.6261387, 9.3428562 48.6261793, 9.3428334 48.6262231, 9.3428228 48.6263095)",1,,
"[1019721565, 449586309]",B 297,Kirchheimer Straße,primary,,True,False,26.137999999999998,,"LINESTRING (9.3429934 48.6261058, 9.3428307 48.6261101, 9.3427911 48.6261119, 9.3426384 48.6261194)",1,,
"[449586314, 5082773]",B 297,Neuffener Straße,primary,30,False,"[False, True]",112.649,,"LINESTRING (9.3426384 48.6261194, 9.3425275 48.6259773, 9.342515 48.6259502, 9.3424729 48.6258588, 9.3424197 48.6256445, 9.3424005 48.6255657, 9.3423953 48.6254765, 9.3423962 48.6254086, 9.3424639 48.6251371)","['2', '3']",,
"[513362040, 1019721564]",,Plochinger Straße,residential,,False,True,25.115,,"LINESTRING (9.3426384 48.6261194, 9.3427093 48.6261955, 9.3427305 48.6262174, 9.3427988 48.6262867, 9.3428228 48.6263095)",2,,
29705664,,Plochinger Straße,residential,30,False,False,50.004,,"LINESTRING (9.3432216 48.6271464, 9.3430358 48.6267138)",,,
65089213,L 1250,Neuffener Straße,secondary,30,False,True,57.672000000000004,,"LINESTRING (9.3430545 48.6223511, 9.3430505 48.6223775, 9.3429767 48.6228672)",2,,
159763477,,Paulinenstraße,residential,,False,False,50.253,,"LINESTRING (9.3361785 48.6232232, 9.3358543 48.6228253)",,,
159763477,,Paulinenstraße,residential,,False,True,59.947,,"LINESTRING (9.3361785 48.6232232, 9.3365654 48.6236978)",,,
159763484,,Steinhoferstraße,residential,,False,False,96.342,,"LINESTRING (9.3361785 48.6232232, 9.3373167 48.6227935)",,,
159763484,,Steinhoferstraße,residential,,False,True,146.33,,"LINESTRING (9.3361785 48.6232232, 9.334447 48.6238727)",,,
45739185,,Jägerstraße,residential,30,False,False,89.911,,"LINESTRING (9.3355149 48.6224207, 9.3344483 48.6228166)",,,
159763477,,Paulinenstraße,residential,,False,True,51.443,,"LINESTRING (9.3355149 48.6224207, 9.3358543 48.6228253)",,,
"[45739185, 82408862]",,"['Jägerstraße', 'Alexanderstraße']",residential,30,False,"[False, True]",114.67699999999999,,"LINESTRING (9.3355149 48.6224207, 9.3359163 48.6222702, 9.3364388 48.6223131, 9.3369919 48.62241)",,,
5010242,,Christophstraße,residential,,False,False,48.871,,"LINESTRING (9.3369919 48.62241, 9.3373167 48.6227935)",,,
"[45739185, 82408862]",,"['Jägerstraße', 'Alexanderstraße']",residential,30,False,"[False, True]",114.677,,"LINESTRING (9.3369919 48.62241, 9.3364388 48.6223131, 9.3359163 48.6222702, 9.3355149 48.6224207)",,,
159763495,,Wilhelmstraße,residential,,False,False,95.52099999999999,,"LINESTRING (9.3369919 48.62241, 9.3367866 48.6224838, 9.3358543 48.6228253)",,,
159763477,,Paulinenstraße,residential,,False,False,51.443,,"LINESTRING (9.3358543 48.6228253, 9.3355149 48.6224207)",,,
159763477,,Paulinenstraße,residential,,False,True,50.253,,"LINESTRING (9.3358543 48.6228253, 9.3361785 48.6232232)",,,
159763495,,Wilhelmstraße,residential,,False,False,117.89,,"LINESTRING (9.3358543 48.6228253, 9.3344546 48.623343)",,,
159763495,,Wilhelmstraße,residential,,False,True,95.52099999999999,,"LINESTRING (9.3358543 48.6228253, 9.3367866 48.6224838, 9.3369919 48.62241)",,,
45739185,,Jägerstraße,residential,30,False,True,118.97,,"LINESTRING (9.3328305 48.6227828, 9.3334873 48.6227965, 9.3344483 48.6228166)",,,
159432960,,Hölderlinstraße,residential,,False,True,58.903,,"LINESTRING (9.334447 48.6238727, 9.3344546 48.623343)",,,
159763484,,Steinhoferstraße,residential,,False,False,146.33,,"LINESTRING (9.334447 48.6238727, 9.3361785 48.6232232)",,,
159763484,,Steinhoferstraße,residential,,False,True,88.723,,"LINESTRING (9.334447 48.6238727, 9.3337691 48.6245329)",,,
"[159763473, 641778131]",,"['Hessestraße', 'Eberhardstraße']",residential,,False,True,157.66899999999998,,"LINESTRING (9.334447 48.6238727, 9.3333449 48.6238508, 9.3327316 48.6238386, 9.332726 48.6240314, 9.3326892 48.6241188)",,,
"[641778132, 159763476]",,"['Karlstraße', 'Eberhardstraße']",residential,,False,False,167.674,,"LINESTRING (9.334447 48.6238727, 9.3356651 48.6240387, 9.3359564 48.6239271, 9.3365654 48.6236978)",,,
73816144,,Hessestraße,residential,30,False,True,58.411,,"LINESTRING (9.3326892 48.6241188, 9.3322984 48.6245762)",,,
124768293,B 297,Metzinger Straße,primary,50,False,True,91.761,,"LINESTRING (9.3326892 48.6241188, 9.3337691 48.6245329)",,,
"[159763473, 641778131]",,"['Hessestraße', 'Eberhardstraße']",residential,,False,False,157.66899999999998,,"LINESTRING (9.3326892 48.6241188, 9.332726 48.6240314, 9.3327316 48.6238386, 9.3333449 48.6238508, 9.334447 48.6238727)",,,
"[248705013, 1012543572, 1012543573, 1012543574]",B 297,Metzinger Straße,primary,50,False,False,200.768,,"LINESTRING (9.3326892 48.6241188, 9.3323636 48.6240001, 9.3322715 48.6239638, 9.331983 48.6238502, 9.3317578 48.6237958, 9.3315621 48.6237708, 9.3312308 48.6237451, 9.3309267 48.6237283, 9.330092 48.6236733)",3,,
159763476,,Karlstraße,residential,,False,False,96.261,,"LINESTRING (9.3365654 48.6236978, 9.3377196 48.6232887)",,,
159763477,,Paulinenstraße,residential,,False,False,59.947,,"LINESTRING (9.3365654 48.6236978, 9.3361785 48.6232232)",,,
"[641778132, 159763476]",,"['Karlstraße', 'Eberhardstraße']",residential,,False,True,167.67399999999998,,"LINESTRING (9.3365654 48.6236978, 9.3359564 48.6239271, 9.3356651 48.6240387, 9.334447 48.6238727)",,,
159763477,,Paulinenstraße,residential,,False,True,54.114,,"LINESTRING (9.3365654 48.6236978, 9.3366392 48.623803, 9.3366181 48.6239209, 9.3365506 48.6241689)",,,
5010242,,Christophstraße,residential,,False,False,40.133,,"LINESTRING (9.3377196 48.6232887, 9.3380305 48.6235854)",,,
