osmid,ref,name,highway,maxspeed,oneway,reversed,length,width,geometry,lanes,bridge,junction
159763476,,Karlstraße,residential,,False,False,86.3,,"LINESTRING (9.3377196 48.6232887, 9.3387415 48.6229065)",,,
159763476,,Karlstraße,residential,,False,True,96.261,,"LINESTRING (9.3377196 48.6232887, 9.3365654 48.6236978)",,,
5010242,,Christophstraße,residential,,False,True,62.522000000000006,,"LINESTRING (9.3377196 48.6232887, 9.3374318 48.622935, 9.3373167 48.6227935)",,,
23271699,,Ziegelstraße,residential,,False,True,92.226,,"LINESTRING (9.3391292 48.6231848, 9.3380305 48.6235854)",,,
"[23271945, 30084341]",,Steinenbergstraße,residential,"['50', '30']",False,True,113.4,,"LINESTRING (9.3400075 48.6282204, 9.3400445 48.6283522, 9.3401353 48.628676, 9.3401037 48.6288538, 9.3401315 48.6292308)","['4', '2']",,
"[449586304, 236878157]",,Europastraße,tertiary,50,False,False,233.43900000000002,,"LINESTRING (9.3400075 48.6282204, 9.3397715 48.6282527, 9.3395282 48.628286, 9.3392477 48.6283204, 9.3388933 48.6283642, 9.3387672 48.6283798, 9.3387313 48.6283853, 9.3386821 48.628392, 9.3380061 48.6284822, 9.3368925 48.6286307)","['2', '3']",,
"[23271848, 449586318]",,Steinenbergstraße,residential,20,False,False,138.51799999999997,,"LINESTRING (9.3400075 48.6282204, 9.3399888 48.6280575, 9.339946 48.6276838, 9.3399197 48.6274509, 9.3398639 48.6269783)","['2', '3']",,
"[5010248, 1015628249, 449586303]",,Europastraße,tertiary,50,False,True,153.097,,"LINESTRING (9.3400075 48.6282204, 9.340208 48.628192, 9.3404797 48.62816, 9.3409319 48.6281074, 9.3414727 48.6280422, 9.3417233 48.628015, 9.3418029 48.6280068, 9.3419331 48.6279934, 9.3420581 48.6279788)",3,,
"[23271848, 449586318]",,Steinenbergstraße,residential,20,False,True,138.518,,"LINESTRING (9.3398639 48.6269783, 9.3399197 48.6274509, 9.339946 48.6276838, 9.3399888 48.6280575, 9.3400075 48.6282204)","['2', '3']",,
51129716,,Am Kührain,residential,30,False,False,28.585,,"LINESTRING (9.3394907 48.6259361, 9.3393987 48.6257612, 9.3393431 48.6256994)",1,,
"[474027376, 387231949]",B 297,Steinengrabenstraße,primary,50,False,True,88.183,,"LINESTRING (9.3387021 48.6249396, 9.3380685 48.6250148, 9.337708 48.6250562, 9.3375184 48.6250659)","['2', '3']",,
"[29114323, 474027375]",B 297,Steinengrabenstraße,primary,50,False,False,82.934,,"LINESTRING (9.3387021 48.6249396, 9.3389395 48.6249063, 9.3392598 48.6248572, 9.3398057 48.6247844)","['2', '3']",,
"[51129716, 1018879428]",,Am Kührain,residential,30,False,True,97.366,,"LINESTRING (9.3387021 48.6249396, 9.3387236 48.6249969, 9.3387373 48.6250419, 9.3387591 48.6250792, 9.3390384 48.62536, 9.3392264 48.6255699, 9.3393431 48.6256994)",1,,
23271850,,Johannesstraße,residential,20,False,False,49.272,,"LINESTRING (9.3408771 48.6268759, 9.3409225 48.6272257, 9.3409277 48.6272719, 9.3409324 48.6273175)",,,
126549080,,Uhlandstraße,residential,20,True,False,75.331,,"LINESTRING (9.3408771 48.6268759, 9.3408078 48.6268829, 9.3398639 48.6269783)",1,,
23271850,,Johannesstraße,residential,20,False,True,49.272000000000006,,"LINESTRING (9.3409324 48.6273175, 9.3409277 48.6272719, 9.3409225 48.6272257, 9.3408771 48.6268759)",,,
23271855,,Lampertstraße,residential,30,True,False,40.304,,"LINESTRING (9.3384923 48.6275549, 9.3383206 48.6273357, 9.33818 48.6272669)",1,,
"[23271857, 29112358]",,"['Heiligkreuzstraße', 'Kreuzkirchstraße']",living_street,,False,"[False, True]",113.55699999999999,,"LINESTRING (9.3384923 48.6275549, 9.3385687 48.6275239, 9.3386081 48.6275074, 9.3388922 48.6273862, 9.3389678 48.6273078, 9.3389776 48.6272219, 9.3390279 48.6266944)",,,
29705465,,Heiligkreuzstraße,residential,30,False,False,142.353,,"LINESTRING (9.3384923 48.6275549, 9.3384154 48.6275821, 9.3378892 48.6277137, 9.3371797 48.6278903, 9.3367617 48.6279657, 9.3367126 48.6279805, 9.3366885 48.628003)",,,
29705465,,Heiligkreuzstraße,residential,30,False,True,142.35299999999998,,"LINESTRING (9.3366885 48.628003, 9.3367126 48.6279805, 9.3367617 48.6279657, 9.3371797 48.6278903, 9.3378892 48.6277137, 9.3384154 48.6275821, 9.3384923 48.6275549)",,,
31876677,,Hechinger Straße,residential,20,False,True,71.389,6,"LINESTRING (9.3366885 48.628003, 9.3368682 48.6285537, 9.3368925 48.6286307)",,,
"[34039091, 29045198, 23271855]",,"['Lampertstraße', 'Neckarsteige']",residential,"['20', '30']",True,False,281.861,4,"LINESTRING (9.33818 48.6272669, 9.3374966 48.6269937, 9.3373228 48.627169, 9.3372021 48.6272558, 9.3370555 48.6273439, 9.3369456 48.6274001, 9.3368499 48.6274459, 9.336719 48.6275006, 9.3365808 48.6275584, 9.3364216 48.6276104, 9.3362594 48.6276533, 9.3361695 48.6276742, 9.3358279 48.6277424, 9.3357266 48.6277599, 9.3355914 48.6277801, 9.3354135 48.6278005, 9.3352514 48.6278094, 9.335057 48.6278036, 9.3348773 48.6277855)",1,,
"[23271858, 34039083]",,Marktstraße,living_street,,True,False,157.17000000000002,,"LINESTRING (9.3351439 48.6268495, 9.3351927 48.6267681, 9.3352691 48.6267, 9.3354275 48.6265894, 9.3355705 48.6265342, 9.3359713 48.6264165, 9.3363362 48.6263053, 9.3366024 48.6262192, 9.3369177 48.6261267)",,,
145819229,,,living_street,,False,True,21.092,,"LINESTRING (9.3351439 48.6268495, 9.3350966 48.6269109, 9.335077 48.6269885, 9.3350895 48.6270298)",,,
24837507,,Brunnsteige,residential,20,False,False,54.303,,"LINESTRING (9.3376443 48.625833, 9.3376578 48.6256918, 9.337652 48.6254914, 9.3376298 48.6253457)",,,
45013360,,Traubenstraße,residential,20,False,False,47.039,,"LINESTRING (9.3376443 48.625833, 9.3381575 48.6257855, 9.3382781 48.6257742)",,,
"[1049110169, 51126253]",,"['Brunnsteige', 'Marktstraße']",living_street,,False,True,54.488,14,"LINESTRING (9.3376443 48.625833, 9.3376211 48.625946, 9.3373052 48.6260186, 9.3370891 48.6260786)",,,
23271856,,Turmstraße,living_street,,False,False,18.16,,"LINESTRING (9.3376298 48.6253457, 9.3378752 48.6253267)",,,
24837507,,Brunnsteige,residential,20,False,False,13.533,,"LINESTRING (9.3376298 48.6253457, 9.3375818 48.6252282)",,,
24837507,,Brunnsteige,residential,20,False,True,54.303,,"LINESTRING (9.3376298 48.6253457, 9.337652 48.6254914, 9.3376578 48.6256918, 9.3376443 48.625833)",,,
24837507,,Brunnsteige,residential,20,False,True,18.646,,"LINESTRING (9.3375184 48.6250659, 9.3375487 48.6251342, 9.3375818 48.6252282)",,,
"[474027376, 387231949]",B 297,Steinengrabenstraße,primary,50,False,False,88.183,,"LINESTRING (9.3375184 48.6250659, 9.337708 48.6250562, 9.3380685 48.6250148, 9.3387021 48.6249396)","['2', '3']",,
"[474027377, 474027378]",B 297,Steinengrabenstraße,primary,50,False,True,82.12100000000001,,"LINESTRING (9.3375184 48.6250659, 9.337296 48.6250799, 9.3367942 48.6251454, 9.3365514 48.6251836, 9.3364308 48.6252204)","['4', '3']",,
45013359,,Kirchstraße,living_street,,True,False,27.719,,"LINESTRING (9.3364779 48.6268942, 9.3361128 48.6269567)",,,
"[34039090, 29045197]",,"['Schlossgartenstraße', 'Mädchenschulstraße']",living_street,,False,False,174.29299999999998,,"LINESTRING (9.3364779 48.6268942, 9.3365919 48.6272155, 9.3365778 48.6272616, 9.3365409 48.6273001, 9.3364833 48.6273254, 9.3364033 48.6273397, 9.3361334 48.6273824, 9.3357109 48.6274517, 9.3356328 48.6274633, 9.3353377 48.6274634, 9.3352399 48.6274687, 9.335129 48.62746, 9.3348517 48.6274252)",,,
"[23271860, 45013359]",,"['Apothekenstraße', 'Kirchstraße']",living_street,,True,False,139.70700000000002,,"LINESTRING (9.3370891 48.6260786, 9.33731 48.6267246, 9.337304 48.626751, 9.3372718 48.6267692, 9.3366707 48.6268638, 9.3364779 48.6268942)",,,
"[1049110169, 51126253]",,"['Brunnsteige', 'Marktstraße']",living_street,,False,False,54.488,14,"LINESTRING (9.3370891 48.6260786, 9.3373052 48.6260186, 9.3376211 48.625946, 9.3376443 48.625833)",,,
23271940,,Hechinger Straße,residential,30,False,True,109.163,,"LINESTRING (9.3368925 48.6286307, 9.3369976 48.6289395, 9.3370114 48.6289802, 9.3370808 48.6291848, 9.3372094 48.6295898)",,,
31876677,,Hechinger Straße,residential,20,False,False,71.389,6,"LINESTRING (9.3368925 48.6286307, 9.3368682 48.6285537, 9.3366885 48.628003)",,,
"[449586305, 236878157]",,Europastraße,tertiary,50,False,False,163.486,,"LINESTRING (9.3368925 48.6286307, 9.3363055 48.6287128, 9.3358547 48.6287758, 9.3357563 48.6287879, 9.3354271 48.6288282, 9.3352276 48.6288514, 9.3350467 48.6288585, 9.3348697 48.6288421, 9.3347904 48.6288232, 9.3347237 48.6287916)","['2', '3']",,
"[449586304, 236878157]",,Europastraße,tertiary,50,False,True,233.43899999999996,,"LINESTRING (9.3368925 48.6286307, 9.3380061 48.6284822, 9.3386821 48.628392, 9.3387313 48.6283853, 9.3387672 48.6283798, 9.3388933 48.6283642, 9.3392477 48.6283204, 9.3395282 48.628286, 9.3397715 48.6282527, 9.3400075 48.6282204)","['2', '3']",,
23271945,,Steinenbergstraße,residential,30,False,False,120.695,,"LINESTRING (9.3402971 48.6303107, 9.3402314 48.6298634, 9.3401996 48.6296622, 9.3401315 48.6292308)",2,,
30084342,,Bismarckstraße,residential,,False,False,207.139,,"LINESTRING (9.3402971 48.6303107, 9.3395166 48.6304182, 9.3392713 48.6304555, 9.3387508 48.6305352, 9.3377322 48.630691, 9.3375522 48.6307308)",,,
23271940,,Hechinger Straße,residential,30,False,False,129.376,,"LINESTRING (9.3375522 48.6307308, 9.3374486 48.6304378, 9.3372094 48.6295898)",,,
30084342,,Bismarckstraße,residential,,False,True,207.13899999999995,,"LINESTRING (9.3375522 48.6307308, 9.3377322 48.630691, 9.3387508 48.6305352, 9.3392713 48.6304555, 9.3395166 48.6304182, 9.3402971 48.6303107)",,,
23271943,,Sigmaringer Straße,residential,30,False,False,96.68,,"LINESTRING (9.3414313 48.629127, 9.3412798 48.6291422, 9.3411268 48.6291576, 9.340642 48.6292174, 9.3403557 48.6292444, 9.3401315 48.6292308)",,,
23271943,,Sigmaringer Straße,residential,30,False,False,90.332,,"LINESTRING (9.3401315 48.6292308, 9.3400062 48.6292444, 9.3393265 48.6293184, 9.3389187 48.6293628)",,,
23271943,,Sigmaringer Straße,residential,30,False,True,96.67999999999999,,"LINESTRING (9.3401315 48.6292308, 9.3403557 48.6292444, 9.340642 48.6292174, 9.3411268 48.6291576, 9.3412798 48.6291422, 9.3414313 48.629127)",,,
"[23271945, 30084341]",,Steinenbergstraße,residential,"['50', '30']",False,False,113.4,,"LINESTRING (9.3401315 48.6292308, 9.3401037 48.6288538, 9.3401353 48.628676, 9.3400445 48.6283522, 9.3400075 48.6282204)","['4', '2']",,
23271945,,Steinenbergstraße,residential,30,False,True,120.695,,"LINESTRING (9.3401315 48.6292308, 9.3401996 48.6296622, 9.3402314 48.6298634, 9.3402971 48.6303107)",2,,
23271943,,Sigmaringer Straße,residential,30,False,False,96.77,,"LINESTRING (9.3372094 48.6295898, 9.3359163 48.629754)",,,
23271940,,Hechinger Straße,residential,30,False,False,109.16300000000001,,"LINESTRING (9.3372094 48.6295898, 9.3370808 48.6291848, 9.3370114 48.6289802, 9.3369976 48.6289395, 9.3368925 48.6286307)",,,
23271940,,Hechinger Straße,residential,30,False,True,129.376,,"LINESTRING (9.3372094 48.6295898, 9.3374486 48.6304378, 9.3375522 48.6307308)",,,
23271943,,Sigmaringer Straße,residential,30,False,True,128.136,,"LINESTRING (9.3372094 48.6295898, 9.3378993 48.6294942, 9.338157 48.6294585, 9.3388276 48.6293731, 9.3389187 48.6293628)",,,
23271943,,Sigmaringer Straße,residential,30,False,True,112.018,,"LINESTRING (9.3344151 48.6299285, 9.3348084 48.6298828, 9.3359163 48.629754)",,,
31876676,,Mühlstraße,residential,30,False,False,56.55,,"LINESTRING (9.3344151 48.6299285, 9.3344562 48.6300617, 9.3345028 48.6301997, 9.3345611 48.6304277)",2,,
