osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,width,access
27466817,False,Kögel-Willms-Straße,residential,30,False,66.725,"LINESTRING (8.1980492 53.2490239, 8.1981559 53.249038, 8.1984096 53.2490734, 8.1990273 53.2491565)",,,,
512011862,False,Oldenburger Straße,tertiary,50,False,125.787,"LINESTRING (8.1980492 53.2490239, 8.1980941 53.2488351, 8.1982522 53.2480131, 8.19827 53.2479005)",2,K 131,,
512011862,False,Oldenburger Straße,tertiary,50,True,81.749,"LINESTRING (8.1980492 53.2490239, 8.198041 53.2490478, 8.1980295 53.2490733, 8.1978292 53.2493599, 8.197635 53.2495269, 8.1974524 53.2496575)",2,K 131,,
27819029,False,Anton-Günther-Straße,residential,30,True,70.874,"LINESTRING (8.1948028 53.2501711, 8.1948502 53.2501164, 8.195042 53.2498806, 8.1950574 53.2498631, 8.1952696 53.2495982)",,,,
"[639158401, 512011867]",False,Raiffeisenstraße,tertiary,50,False,49.949,"LINESTRING (8.1948028 53.2501711, 8.1951315 53.2503052, 8.1952285 53.2503603, 8.1952791 53.2504879)",3,K 133,,
69327629,False,Oldenburger Straße,tertiary,50,True,109.47400000000002,"LINESTRING (8.1987339 53.2450818, 8.1987246 53.2451533, 8.1986801 53.2454944, 8.1986501 53.2456979, 8.1985897 53.2460625)",2,K 131,,
526397419,False,Oldenburger Straße,tertiary,50,False,282.564,"LINESTRING (8.1987339 53.2450818, 8.1987465 53.2450078, 8.1988382 53.2444728, 8.1989703 53.2437042, 8.199057 53.2430796, 8.1991027 53.2427512, 8.1991349 53.2425521)",2,K 131,,
625674352,False,Bahnhofstraße,residential,50,True,103.008,"LINESTRING (8.1987339 53.2450818, 8.1986447 53.245079, 8.1981856 53.2450712, 8.197423 53.2450652, 8.1972787 53.2450667, 8.1971862 53.2450671)",2,,,
19871143,False,Eichendorffstraße,residential,50,False,89.88300000000001,"LINESTRING (8.2047451 53.2508916, 8.204478 53.2509274, 8.2034245 53.2510622)",2,,,
19871143,False,Eichendorffstraße,residential,50,True,106.441,"LINESTRING (8.2047451 53.2508916, 8.2050061 53.2508355, 8.2051268 53.2507898, 8.2052123 53.250751, 8.2053522 53.2506743, 8.205493 53.2505836, 8.2056983 53.2504094, 8.2057904 53.2503295, 8.2058884 53.2502559)",2,,,
19871143,False,Eichendorffstraße,residential,50,False,114.231,"LINESTRING (8.2034245 53.2510622, 8.2033391 53.2510658, 8.2030887 53.2510588, 8.2025237 53.2509866, 8.2020144 53.2509318, 8.2017334 53.2509016)",2,,,
19871143,False,Eichendorffstraße,residential,50,True,89.88300000000001,"LINESTRING (8.2034245 53.2510622, 8.204478 53.2509274, 8.2047451 53.2508916)",2,,,
