osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,bridge,access
58705755,Brauhausstraße,residential,False,False,107.523,"LINESTRING (14.6579828 51.1954331, 14.6579651 51.1953958, 14.6579425 51.1953483, 14.6579075 51.1952748, 14.6578463 51.1951028, 14.6578495 51.1950751, 14.6578511 51.1950611, 14.6578661 51.195028, 14.6578982 51.1949965, 14.6579314 51.194979, 14.657977 51.1949551, 14.6580534 51.1949321, 14.6581167 51.1949103, 14.6582071 51.1948949, 14.6583602 51.1948818, 14.6585064 51.1948961, 14.6586637 51.1949176)",,,,,
134406999,Breitscheidstraße,secondary,False,False,24.108000000000004,"LINESTRING (14.6579828 51.1954331, 14.6581453 51.1954234, 14.6582436 51.1954358, 14.6583144 51.1954623)",S 111,50,,,
"[134407000, 134406999]",Breitscheidstraße,secondary,False,True,88.93900000000001,"LINESTRING (14.6579828 51.1954331, 14.6574886 51.1955004, 14.6570422 51.1955675, 14.6568513 51.1955747, 14.6567312 51.1955793)",S 111,50,,,
99494276,Pfarrgasse,residential,False,False,43.115,"LINESTRING (14.6577278 51.1960313, 14.6576641 51.1960438, 14.6572556 51.196124, 14.6571633 51.1961433, 14.6571379 51.1961483)",,,,,
134406999,Breitscheidstraße,secondary,False,True,80.06000000000002,"LINESTRING (14.6577278 51.1960313, 14.6577536 51.1959626, 14.6578755 51.1958569, 14.6580501 51.1957347, 14.6582116 51.1956579, 14.6582802 51.1956243, 14.6583176 51.1955876, 14.658341 51.1955386, 14.6583264 51.1954782, 14.6583144 51.1954623)",S 111,50,,,
"[1177166901, 1177166902, 804714223]",Breitscheidstraße,secondary,False,False,76.356,"LINESTRING (14.6577278 51.1960313, 14.6577786 51.1961995, 14.6578609 51.1963663, 14.6579412 51.1965184, 14.6579765 51.1965889, 14.6580276 51.1966908)",S 111,50,,,
"[1177166898, 49207596]",August-Bebel-Platz,secondary,False,False,86.598,"LINESTRING (14.6582395 51.197094, 14.6583459 51.1971411, 14.6584817 51.1971634, 14.658644 51.1971557, 14.6587931 51.1971271, 14.6589286 51.1970892, 14.6590545 51.1970544, 14.6592946 51.1969768, 14.6593836 51.1969521)",S 111,50,,,
"[58705744, 804714222]",Mühlbergstraße,residential,False,False,78.69,"LINESTRING (14.6582395 51.197094, 14.6581924 51.1971112, 14.6581686 51.1971198, 14.6571733 51.1972585, 14.6571463 51.1972624)",,30,,,
"[230012907, 134406998, 13868767]","['Breitscheidstraße', 'August-Bebel-Platz']",secondary,False,True,47.222,"LINESTRING (14.6582395 51.197094, 14.6581566 51.1969223, 14.6580677 51.1967541, 14.6580276 51.1966908)",S 111,50,,,
13868766,Ernst-Thälmann-Straße,secondary,False,False,220.784,"LINESTRING (14.6593836 51.1969521, 14.6595625 51.1969222, 14.6599574 51.1968778, 14.6603625 51.1968246, 14.6604075 51.1968187, 14.6607652 51.1967799, 14.6611693 51.1967323, 14.6612438 51.1967254, 14.6615726 51.1966943, 14.6618398 51.1966471, 14.6619264 51.1966311, 14.6624598 51.196501)",S 111,50,2,,
"[23893858, 705715963]",Straße der Einheit,residential,False,"[False, True]",92.73400000000001,"LINESTRING (14.6593836 51.1969521, 14.6594203 51.1970401, 14.6596288 51.1975092, 14.6596516 51.1975451, 14.6596999 51.1975712, 14.659757 51.1975909, 14.6599728 51.1976103)",,20,2,,
"[1177166898, 49207596]",August-Bebel-Platz,secondary,False,True,86.598,"LINESTRING (14.6593836 51.1969521, 14.6592946 51.1969768, 14.6590545 51.1970544, 14.6589286 51.1970892, 14.6587931 51.1971271, 14.658644 51.1971557, 14.6584817 51.1971634, 14.6583459 51.1971411, 14.6582395 51.197094)",S 111,50,,,
13868766,Ernst-Thälmann-Straße,secondary,False,True,220.78400000000002,"LINESTRING (14.6624598 51.196501, 14.6619264 51.1966311, 14.6618398 51.1966471, 14.6615726 51.1966943, 14.6612438 51.1967254, 14.6611693 51.1967323, 14.6607652 51.1967799, 14.6604075 51.1968187, 14.6603625 51.1968246, 14.6599574 51.1968778, 14.6595625 51.1969222, 14.6593836 51.1969521)",S 111,50,2,,
"[49207617, 1086489756]",Reichenbacher Straße,secondary,False,False,48.958,"LINESTRING (14.6624598 51.196501, 14.6627728 51.1963825, 14.6630597 51.1962718)",S 111,50,2,,
440619686,Reichenbacher Straße,secondary,False,False,6.639,"LINESTRING (14.6637723 51.1960728, 14.6638646 51.196058)",S 111,50,2,,
"[49207616, 102639544]",Pestalozziplatz,residential,False,"[False, True]",179.381,"LINESTRING (14.6637723 51.1960728, 14.6637146 51.1960372, 14.6635091 51.1960099, 14.6633424 51.196018, 14.6631609 51.1960325, 14.6631296 51.1960354, 14.6628172 51.196064, 14.6627549 51.1960728, 14.6623967 51.1961234, 14.6621639 51.1961573, 14.6625385 51.1961965, 14.6627905 51.1962228, 14.6628451 51.1962334, 14.6629808 51.1962598, 14.6630597 51.1962718)",,,,,
49207617,Reichenbacher Straße,secondary,False,True,54.43899999999999,"LINESTRING (14.6637723 51.1960728, 14.6636094 51.1961071, 14.663485 51.1961414, 14.6632543 51.1962106, 14.6630597 51.1962718)",S 111,50,2,,
"[23893912, 764576213]",Am Kirchberg,residential,False,True,206.10999999999999,"LINESTRING (14.6552751 51.1971646, 14.6553596 51.1969862, 14.6554117 51.1968761, 14.6554278 51.1968522, 14.6554807 51.1968037, 14.655526 51.1967665, 14.6555973 51.1967092, 14.6556933 51.1966121, 14.6558509 51.1964633, 14.6558674 51.1964393, 14.6559452 51.1963289, 14.6559894 51.1962641, 14.6561282 51.1961369, 14.656325 51.1959915, 14.6565918 51.1957943, 14.6566495 51.1957375, 14.6566809 51.1957066, 14.6567065 51.1956417, 14.6567164 51.1956166, 14.6567312 51.1955793)",,,,,
1177166899,Kirchgasse,residential,False,False,53.519999999999996,"LINESTRING (14.6552751 51.1971646, 14.6551799 51.1971704, 14.6546576 51.1971955, 14.6545648 51.1972, 14.6545094 51.1972024)",,,,,
"[99201177, 1177166899, 1177166900]",Kirchgasse,residential,False,True,199.955,"LINESTRING (14.6552751 51.1971646, 14.65546 51.1971705, 14.655725 51.1971232, 14.6562244 51.1970022, 14.6564236 51.1969596, 14.6566413 51.1969053, 14.656702 51.1968901, 14.6570643 51.1968393, 14.657553 51.1967598, 14.6576304 51.1967486, 14.6577108 51.1967369, 14.6579642 51.1967, 14.6580276 51.1966908)",,,,,
"[23893912, 764576213]",Am Kirchberg,residential,False,False,206.11000000000004,"LINESTRING (14.6567312 51.1955793, 14.6567164 51.1956166, 14.6567065 51.1956417, 14.6566809 51.1957066, 14.6566495 51.1957375, 14.6565918 51.1957943, 14.656325 51.1959915, 14.6561282 51.1961369, 14.6559894 51.1962641, 14.6559452 51.1963289, 14.6558674 51.1964393, 14.6558509 51.1964633, 14.6556933 51.1966121, 14.6555973 51.1967092, 14.655526 51.1967665, 14.6554807 51.1968037, 14.6554278 51.1968522, 14.6554117 51.1968761, 14.6553596 51.1969862, 14.6552751 51.1971646)",,,,,
"[134407000, 134406999]",Breitscheidstraße,secondary,False,False,88.939,"LINESTRING (14.6567312 51.1955793, 14.6568513 51.1955747, 14.6570422 51.1955675, 14.6574886 51.1955004, 14.6579828 51.1954331)",S 111,50,,,
134407000,Breitscheidstraße,secondary,False,True,39.403,"LINESTRING (14.6567312 51.1955793, 14.6565023 51.1955623, 14.6564851 51.195561, 14.6563132 51.1955362, 14.6561812 51.1955047)",S 111,50,,,
"[760600065, 445712341]","['Bahnhofstraße', 'Löbauer Straße']",secondary,False,False,41.547999999999995,"LINESTRING (14.6517553 51.1939331, 14.6520077 51.1939123, 14.6521556 51.1938959, 14.6523432 51.1938719)",S 111,,,,
58705755,Brauhausstraße,residential,False,True,81.353,"LINESTRING (14.6583144 51.1954623, 14.6583908 51.1954339, 14.6585869 51.1953611, 14.6587411 51.19523, 14.6588236 51.1950736, 14.6588321 51.1950436, 14.6588258 51.1950128, 14.6588012 51.1949777, 14.6587571 51.1949517, 14.6586637 51.1949176)",,,,,
134406999,Breitscheidstraße,secondary,False,False,80.06,"LINESTRING (14.6583144 51.1954623, 14.6583264 51.1954782, 14.658341 51.1955386, 14.6583176 51.1955876, 14.6582802 51.1956243, 14.6582116 51.1956579, 14.6580501 51.1957347, 14.6578755 51.1958569, 14.6577536 51.1959626, 14.6577278 51.1960313)",S 111,50,,,
134406999,Breitscheidstraße,secondary,False,True,24.108,"LINESTRING (14.6583144 51.1954623, 14.6582436 51.1954358, 14.6581453 51.1954234, 14.6579828 51.1954331)",S 111,50,,,
705715963,Straße der Einheit,residential,False,False,164.51500000000001,"LINESTRING (14.6599728 51.1976103, 14.6604205 51.1976052, 14.6606032 51.1976206, 14.6606662 51.1976413, 14.6607157 51.1976802, 14.6609161 51.1980021, 14.661049 51.1981002, 14.6613259 51.198268, 14.6615378 51.1983934, 14.6616482 51.1984523)",,20,,,
"[23893858, 705715963]",Straße der Einheit,residential,False,"[False, True]",92.73400000000001,"LINESTRING (14.6599728 51.1976103, 14.659757 51.1975909, 14.6596999 51.1975712, 14.6596516 51.1975451, 14.6596288 51.1975092, 14.6594203 51.1970401, 14.6593836 51.1969521)",,20,2,,
"[102555635, 760600063]",Gartenweg,"['residential', 'living_street']",False,False,237.69799999999995,"LINESTRING (14.6599728 51.1976103, 14.6598622 51.1976351, 14.6597816 51.1976532, 14.6594233 51.1977226, 14.6592046 51.1977421, 14.6589799 51.1977474, 14.6587905 51.1977518, 14.6583941 51.1977781, 14.6581427 51.1977819, 14.6580629 51.197784, 14.6577181 51.1977904, 14.65758 51.1977682, 14.6573315 51.1976715, 14.6572665 51.1976086, 14.6572397 51.1975803, 14.6571583 51.1972986, 14.6571463 51.1972624)",,,,,
"[760600064, 23893671]",Straße der Einheit,residential,False,True,170.58200000000002,"LINESTRING (14.6628368 51.2007782, 14.662596 51.200314, 14.6623328 51.199816, 14.6623167 51.1997703, 14.6622708 51.1996401, 14.6622227 51.1995058, 14.6621579 51.1993063)",,50,,,
99409380,Nieskyer Straße,residential,False,False,23.773,"LINESTRING (14.6644374 51.1964264, 14.6647713 51.1964703)",,,,,
440619684,Nieskyer Straße,residential,False,True,43.643,"LINESTRING (14.6644374 51.1964264, 14.6638145 51.1963854)",,,,,
102047711,,unclassified,False,False,48.193000000000005,"LINESTRING (14.6644374 51.1964264, 14.6644318 51.1963919, 14.664377 51.196053, 14.6643676 51.1959952)",,,,,
"[98283813, 99201174]",Mühlbergstraße,residential,False,False,157.17200000000003,"LINESTRING (14.6549517 51.1975379, 14.6546658 51.1976931, 14.6546219 51.1978645, 14.6545876 51.1979987, 14.6545821 51.198035, 14.6545963 51.1980661, 14.6546295 51.1980962, 14.6549428 51.1983263, 14.6550062 51.1983962, 14.6550495 51.1984602, 14.6550794 51.1985215, 14.6551028 51.1986498, 14.6551015 51.1987657)",,,,,
"[99201176, 230012915]","['Wasserstraße', 'Mühlbergstraße']",residential,False,"[False, True]",341.48900000000003,"LINESTRING (14.6549517 51.1975379, 14.6548111 51.1975396, 14.6548008 51.19754, 14.6543192 51.1975565, 14.6542288 51.1975396, 14.654187 51.197526, 14.6541698 51.1975166, 14.6541062 51.197482, 14.6540732 51.197448, 14.6540458 51.1974185, 14.6540281 51.1973804, 14.6540241 51.1973471, 14.6540303 51.1973102, 14.6540348 51.1972723, 14.6540432 51.1972405, 14.6540519 51.197215, 14.6541152 51.1970518, 14.6541304 51.1970297, 14.6541754 51.1969643, 14.6542325 51.1969122, 14.6543183 51.1968343, 14.6544771 51.1967331, 14.6548033 51.1965519, 14.6550052 51.1964497, 14.6552022 51.1963299, 14.6554044 51.1962264, 14.6554811 51.1961811, 14.6555634 51.1961466, 14.6557277 51.1960796, 14.655842 51.1960269, 14.6560359 51.1957319, 14.6561498 51.1955539, 14.6561623 51.1955343, 14.6561812 51.1955047)",,,,,
