osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,junction,tunnel
4047890,2,Saarstraße,tertiary,50,False,False,31.977999999999994,"LINESTRING (11.2786324 49.5115847, 11.2787281 49.5116296, 11.2788195 49.5116834, 11.2788758 49.5117211, 11.2789598 49.5117773)",,,,
35581322,3,Friedensplatz,tertiary,50,False,False,33.33,"LINESTRING (11.2786324 49.5115847, 11.2785276 49.5115547, 11.2784133 49.5115311, 11.2783298 49.511523, 11.2781881 49.5115117)",,,,
8473175,3,Simonshofer Straße,tertiary,50,False,False,74.483,"LINESTRING (11.2834301 49.5136646, 11.2830663 49.5139928, 11.2830135 49.5140497, 11.2829752 49.5141212, 11.2829843 49.5142444)",LAU 8,,,
23777967,3,Hersbrucker Straße,secondary,50,False,False,98.943,"LINESTRING (11.2834301 49.5136646, 11.2842616 49.5140784, 11.2845251 49.5141995)",LAU 8,,,
40451232,3,Saarstraße,tertiary,50,False,True,63.071,"LINESTRING (11.2834301 49.5136646, 11.2833022 49.5135717, 11.2830562 49.513393, 11.2830175 49.5133649, 11.2829488 49.5133228, 11.2828816 49.5132817, 11.2828283 49.5132546)",,,,
255032767,3,Briver Allee,secondary,50,False,True,83.70500000000001,"LINESTRING (11.2834301 49.5136646, 11.2835561 49.5135781, 11.2836156 49.513542, 11.2838389 49.5134064, 11.2842663 49.5131434)",St 2241,,,
"[124809066, 40977654]",,Ahornstraße,residential,30,False,False,93.638,"LINESTRING (11.2751216 49.5150254, 11.2755006 49.5151291, 11.2756411 49.5151653, 11.2756832 49.5151762, 11.2760638 49.5152742, 11.2763261 49.5153375)",,,,
40977656,,Hardtstraße,residential,30,False,False,98.31,"LINESTRING (11.2751216 49.5150254, 11.2757089 49.5147536, 11.2759108 49.5146602, 11.2760931 49.5145789, 11.2761559 49.5146326, 11.2761967 49.5146676)",,,,
4047969,2,Simonshofer Straße,tertiary,50,False,True,76.053,"LINESTRING (11.282189 49.5158384, 11.2828771 49.5153205)",LAU 8,,,
40398304,2,Simonshofer Straße,tertiary,50,False,False,12.044,"LINESTRING (11.282189 49.5158384, 11.2820767 49.5159185)",LAU 8,,,
142272502,,Holzstraße,residential,30,False,True,30.909000000000002,"LINESTRING (11.282189 49.5158384, 11.2822032 49.5158437, 11.2823126 49.5158847, 11.282531 49.5159693, 11.2825578 49.5159796)",,,,
45751200,,Wiesenstraße,residential,30,False,False,88.33,"LINESTRING (11.2803308 49.5159318, 11.2798735 49.515727, 11.2795597 49.5155865, 11.2793593 49.5154533)",,,,
45751200,,Wiesenstraße,residential,30,False,True,126.44500000000001,"LINESTRING (11.2803308 49.5159318, 11.2804642 49.515948, 11.2810189 49.5159659, 11.2812558 49.5159589, 11.2813066 49.5159566, 11.2818836 49.5159298, 11.2818865 49.5159296, 11.2820767 49.5159185)",,,,
"[854885923, 23723116]",,Marktplatz,residential,30,True,False,43.908,"LINESTRING (11.2801981 49.5114889, 11.2801206 49.5114646, 11.2797568 49.5114548, 11.2795989 49.5114582)",,,,
41187595,1,Marktplatz,residential,30,True,False,23.198,"LINESTRING (11.2801981 49.5114889, 11.2802338 49.5114428, 11.2802532 49.5113992, 11.280238 49.5113421, 11.2802247 49.5112891)",,,,
37407950,1,Marktplatz,residential,30,True,False,50.428,"LINESTRING (11.2802247 49.5112891, 11.2802674 49.5113304, 11.2803213 49.5113585, 11.2808175 49.5115166)",,,,
"[162035233, 854885919]",,Johannisstraße,residential,30,False,True,46.009,"LINESTRING (11.2802247 49.5112891, 11.2801984 49.5111965, 11.2801845 49.5111037, 11.2802008 49.510997, 11.2802272 49.5108791)",,,,
37407952,2,Weigmannstraße,tertiary,30,False,False,89.506,"LINESTRING (11.2864999 49.507815, 11.2863915 49.5078084, 11.2861505 49.5078225, 11.2858196 49.507855, 11.2852879 49.5079563)",,,,
174189975,2,Weigmannstraße,tertiary,30,False,True,78.756,"LINESTRING (11.2864999 49.507815, 11.2866876 49.5078521, 11.2870261 49.5079444, 11.2875039 49.5080894)",,,,
40977653,2,Weigmannstraße,tertiary,30,False,True,34.47,"LINESTRING (11.2839114 49.508524, 11.2842755 49.5083235)",,,,
40453438,2,Weigmannstraße,tertiary,30,False,False,96.50300000000001,"LINESTRING (11.2839114 49.508524, 11.2836493 49.5085982, 11.2833679 49.5086526, 11.2830999 49.5086603, 11.2830792 49.5086622, 11.2829595 49.5086735, 11.2828456 49.5086969, 11.2827618 49.5087646, 11.2827031 49.508812)",,,,
141463195,,Eichenhainstraße,residential,30,False,True,240.72499999999997,"LINESTRING (11.2839114 49.508524, 11.284419 49.5085595, 11.2854689 49.5087565, 11.2855629 49.5087623, 11.2856628 49.5087685, 11.2864243 49.5087622, 11.2866897 49.5088135, 11.2869247 49.5088739, 11.2870545 49.5089162, 11.2871433 49.5089452)",,,,
23159479,2,Karlstraße,secondary,50,False,True,44.508,"LINESTRING (11.2827031 49.508812, 11.2824219 49.5086539, 11.2823232 49.508598, 11.2822616 49.5085361)",St 2241,,,
"[33870507, 37407951, 458948947, 458948948, 458948949, 45833911, 23260829]","['2', '3']","['Briver Allee', 'Karlstraße']",secondary,50,False,False,512.396,"LINESTRING (11.2827031 49.508812, 11.2827586 49.5088399, 11.2831655 49.5090448, 11.2832999 49.5091124, 11.2837204 49.509355, 11.2838754 49.5094579, 11.2840616 49.509617, 11.2841691 49.5097408, 11.2842856 49.509922, 11.284397 49.5101499, 11.2844814 49.5105306, 11.2845376 49.5108347, 11.2845797 49.5109553, 11.2846301 49.5110705, 11.2847209 49.5112251, 11.2848975 49.5114411, 11.2850262 49.5116256, 11.2850881 49.5117263, 11.2851073 49.5117986, 11.2851327 49.5119261, 11.2851336 49.5119667, 11.2851204 49.512058, 11.2850921 49.5121465, 11.2850506 49.512233, 11.2850075 49.5122978, 11.2849209 49.512427, 11.2846211 49.5128318)",St 2241,yes,,
40453438,2,Weigmannstraße,tertiary,30,False,True,96.503,"LINESTRING (11.2827031 49.508812, 11.2827618 49.5087646, 11.2828456 49.5086969, 11.2829595 49.5086735, 11.2830792 49.5086622, 11.2830999 49.5086603, 11.2833679 49.5086526, 11.2836493 49.5085982, 11.2839114 49.508524)",,,,
23159479,2,Karlstraße,secondary,50,False,False,44.507999999999996,"LINESTRING (11.2822616 49.5085361, 11.2823232 49.508598, 11.2824219 49.5086539, 11.2827031 49.508812)",St 2241,,,
45162718,2,Altdorfer Straße,secondary,50,False,True,95.183,"LINESTRING (11.2822616 49.5085361, 11.2822686 49.5084516, 11.2823173 49.5083576, 11.2827348 49.5077425)",St 2241,,,
"[204558952, 141463194]",,Altdorfer Straße,residential,30,False,False,86.818,"LINESTRING (11.2822616 49.5085361, 11.2821075 49.5086253, 11.2820722 49.5086442, 11.2818175 49.5088046, 11.2816838 49.5089011, 11.2815622 49.5089669, 11.281419 49.5090897)",,,,
33884017,,Kreuzgasse,residential,30,False,False,44.002,"LINESTRING (11.288058 49.50989, 11.2879684 49.5099805, 11.2881622 49.5102397)",,,,
"[33884018, 141463195]",,Eichenhainstraße,residential,30,False,False,127.53300000000002,"LINESTRING (11.288058 49.50989, 11.2878277 49.5097849, 11.2876728 49.5096333, 11.2876528 49.5096147, 11.2875544 49.5094635, 11.2874916 49.5092937, 11.2874414 49.5091911, 11.2873453 49.5091051, 11.2872248 49.5090128, 11.2871433 49.5089452)",,,,
34004699,,Röslergasse,residential,,False,False,98.747,"LINESTRING (11.2871433 49.5089452, 11.2873281 49.5085568, 11.2873769 49.5084478, 11.2874893 49.5081544, 11.2875039 49.5080894)",,,,
141463195,,Eichenhainstraße,residential,30,False,False,240.725,"LINESTRING (11.2871433 49.5089452, 11.2870545 49.5089162, 11.2869247 49.5088739, 11.2866897 49.5088135, 11.2864243 49.5087622, 11.2856628 49.5087685, 11.2855629 49.5087623, 11.2854689 49.5087565, 11.284419 49.5085595, 11.2839114 49.508524)",,,,
"[33884018, 141463195]",,Eichenhainstraße,residential,30,False,True,127.53299999999999,"LINESTRING (11.2871433 49.5089452, 11.2872248 49.5090128, 11.2873453 49.5091051, 11.2874414 49.5091911, 11.2874916 49.5092937, 11.2875544 49.5094635, 11.2876528 49.5096147, 11.2876728 49.5096333, 11.2878277 49.5097849, 11.288058 49.50989)",,,,
4047969,2,Simonshofer Straße,tertiary,50,False,False,76.053,"LINESTRING (11.2828771 49.5153205, 11.282189 49.5158384)",LAU 8,,,
"[23080538, 33543635, 41117426]",2,Simonshofer Straße,tertiary,50,False,True,148.69400000000002,"LINESTRING (11.2828771 49.5153205, 11.2830807 49.5151828, 11.2833773 49.5149561, 11.2834219 49.514917, 11.2834361 49.5149017, 11.2834729 49.5148573, 11.2834927 49.5148058, 11.283496 49.5147552, 11.2834857 49.5147003, 11.2834521 49.5146227, 11.2833779 49.514553, 11.2830803 49.5143705, 11.2830156 49.5143058, 11.2829843 49.5142444)",LAU 8,yes,,
124859494,,Urlasstraße,residential,50,False,True,212.964,"LINESTRING (11.2828771 49.5153205, 11.2827532 49.5152972, 11.282409 49.5150529, 11.2822813 49.514994, 11.2821307 49.5149319, 11.2819426 49.5148542, 11.2817546 49.5147807, 11.2809093 49.5144151, 11.2804837 49.5142236)",,,,
143014155,,Karl-Sauer-Straße,residential,30,False,False,170.12099999999998,"LINESTRING (11.2828771 49.5153205, 11.2831403 49.5153596, 11.2832133 49.5153724, 11.2835702 49.5154347, 11.2837818 49.5154717, 11.2839758 49.515514, 11.2851301 49.5157654)",,,,
40977656,,Hardtstraße,residential,30,False,True,98.31,"LINESTRING (11.2761967 49.5146676, 11.2761559 49.5146326, 11.2760931 49.5145789, 11.2759108 49.5146602, 11.2757089 49.5147536, 11.2751216 49.5150254)",,,,
"[60966464, 8473161]",2,Urlashöhe,residential,50,False,False,113.69699999999999,"LINESTRING (11.2780819 49.5130876, 11.2780103 49.5131507, 11.2778139 49.513317, 11.2777708 49.5133521, 11.2777297 49.513386, 11.2776274 49.5134718, 11.2776078 49.5134877, 11.2775235 49.5135517, 11.277144 49.5139083)",,,,
"[40977652, 124859494]",,Urlasstraße,residential,50,False,False,214.53499999999997,"LINESTRING (11.2780819 49.5130876, 11.2788171 49.5134409, 11.279676 49.5138416, 11.2800415 49.5140121, 11.2804837 49.5142236)",,,,
"[35106149, 60890350, 60813493, 60813494, 126507934]",2,Urlasstraße,residential,50,False,True,225.34699999999998,"LINESTRING (11.2780819 49.5130876, 11.27783 49.5129653, 11.2773783 49.5127461, 11.2764934 49.5123215, 11.2763834 49.5122657, 11.2763286 49.5122405, 11.2759608 49.5120641, 11.2759196 49.5120453, 11.2758841 49.5120286, 11.2757221 49.5119578, 11.2755676 49.5118871)",,,,
40977651,,Kunigundenstraße,residential,50,False,True,96.495,"LINESTRING (11.2766048 49.5144888, 11.2765122 49.5147862, 11.2763261 49.5153375)",,,,
60966464,,Urlashöhe,residential,50,False,True,76.84899999999999,"LINESTRING (11.2766048 49.5144888, 11.2766363 49.5143522, 11.2767079 49.5142839, 11.277144 49.5139083)",,,,
"[45751200, 61293801]",,Wiesenstraße,residential,30,False,True,138.64100000000002,"LINESTRING (11.2766048 49.5144888, 11.2767521 49.5145078, 11.2769966 49.5145447, 11.2772002 49.5145879, 11.277657 49.5146927, 11.2782422 49.5149162, 11.2783645 49.5149625)",,,,
23081908,,Lilienstraße,residential,30,False,False,11.832,"LINESTRING (11.2755676 49.5118871, 11.2754494 49.5119608)",,,,
"[35106149, 60890350, 60813493, 60813494, 126507934]",2,Urlasstraße,residential,50,False,False,225.34699999999998,"LINESTRING (11.2755676 49.5118871, 11.2757221 49.5119578, 11.2758841 49.5120286, 11.2759196 49.5120453, 11.2759608 49.5120641, 11.2763286 49.5122405, 11.2763834 49.5122657, 11.2764934 49.5123215, 11.2773783 49.5127461, 11.27783 49.5129653, 11.2780819 49.5130876)",,,,
34295564,,Rosenstraße,residential,30,False,False,202.191,"LINESTRING (11.2745813 49.5131749, 11.277144 49.5139083)",,,,
39700106,,Lilienstraße,residential,30,False,True,149.194,"LINESTRING (11.2745813 49.5131749, 11.2749274 49.5125934, 11.2752708 49.5121475, 11.2754494 49.5119608)",,,,
143014155,,Karl-Sauer-Straße,residential,30,False,True,146.947,"LINESTRING (11.2870505 49.516195, 11.2869077 49.5161795, 11.2866517 49.5161086, 11.2862195 49.5159889, 11.2860069 49.5159453, 11.2857507 49.5158927, 11.2854716 49.5158376, 11.2851301 49.5157654)",,,,
"[23141641, 995268258, 121378011]",,Heuchlinger Hauptstraße,residential,30,False,True,113.044,"LINESTRING (11.2870505 49.516195, 11.287082 49.5159147, 11.2870925 49.5158213, 11.2870522 49.5151799)",,,,
622721324,1,Altdorfer Straße,secondary,50,True,False,11.125,"LINESTRING (11.2829689 49.5075865, 11.2828222 49.5075559)",,,roundabout,
23740021,1,Altdorfer Straße,secondary,50,True,False,24.223,"LINESTRING (11.2829689 49.5075865, 11.2828881 49.5076381, 11.2827348 49.5077425)",St 2241,,,
23260829,2,Briver Allee,secondary,50,False,False,43.111999999999995,"LINESTRING (11.2846211 49.5128318, 11.2844992 49.5129491, 11.2842663 49.5131434)",St 2241,,,
