osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,access
207598625,True,2,B 28,Straßburger Straße,primary,50,False,40.457,"LINESTRING (7.8059611 48.5756143, 7.8058164 48.5755614, 7.8057203 48.5755193, 7.805509 48.5754088)",,
612073600,True,,,Hafenstraße,tertiary,,False,33.534,"LINESTRING (7.8059611 48.5756143, 7.8058494 48.5756178, 7.8057643 48.5756186, 7.8057257 48.5756189, 7.805654 48.5756232, 7.8055628 48.575634, 7.8055083 48.5756414)",,
1039830997,True,3,B 28,Straßburger Straße,primary,50,False,9.48,"LINESTRING (7.8116454 48.5765742, 7.811774 48.5765688)",,
430814745,True,1,,Am Läger,unclassified,50,False,46.565,"LINESTRING (7.8116454 48.5765742, 7.8116546 48.5765273, 7.8116929 48.5764396, 7.8119428 48.5762134)",,
23759301,False,,,Oberländerstraße,residential,,False,43.153,"LINESTRING (7.8149668 48.5720451, 7.8150211 48.5721356, 7.8151832 48.5724058)",,
"[444291019, 993481701, 430814742]",False,2,,Hauptstraße,tertiary,,False,120.033,"LINESTRING (7.8149668 48.5720451, 7.8144592 48.5721869, 7.8140731 48.5722927, 7.813859 48.572352, 7.8136908 48.5724032, 7.8136162 48.5724284, 7.813568 48.5724455, 7.8135099 48.5724763, 7.8134923 48.5724943)",,
655415428,False,2,,Hauptstraße,tertiary,,True,91.596,"LINESTRING (7.8149668 48.5720451, 7.815619 48.5718848, 7.8161199 48.5717358)",,
120780997,True,,,Schulstraße,residential,30,False,7.8629999999999995,"LINESTRING (7.8139583 48.5730971, 7.8139065 48.5731179, 7.813868 48.5731349)",,
655209324,True,,,Großherzog-Friedrich-Straße,tertiary,30,False,95.445,"LINESTRING (7.8139583 48.5730971, 7.8140384 48.5731838, 7.8144555 48.5736191, 7.8145275 48.5736954, 7.814646 48.5738249)",,
324740300,True,2,,Großherzog-Friedrich-Straße,tertiary,50,False,14.884,"LINESTRING (7.8163445 48.5759278, 7.8163503 48.5760616)",,
656334501,True,2,B 28,Straßburger Straße,trunk,50,False,22.149,"LINESTRING (7.8163445 48.5759278, 7.8164473 48.5759256, 7.8166453 48.5759196)",,
656323958,True,2,B 28,Straßburger Straße,primary,50,False,10.011,"LINESTRING (7.8163503 48.5760616, 7.816217 48.5760797)",,
4779836,True,,,Königsberger Straße,residential,,False,21.348,"LINESTRING (7.8163503 48.5760616, 7.8163729 48.5761365, 7.8164112 48.5762493)",,
