osmid,oneway,name,highway,reversed,length,maxspeed,geometry,lanes,ref,bridge,width,junction
"[1091082353, 128675772, 539736332, 28801247]",False,Ludwig-Finckh-Straße,residential,True,194.18800000000002,30,"LINESTRING (8.766576 47.8548785, 8.7665097 47.8548085, 8.7664701 47.8547072, 8.7664554 47.8546666, 8.7664379 47.854618, 8.7664135 47.8545376, 8.7663936 47.8544875, 8.7663207 47.8542962, 8.7662725 47.8541773, 8.7662189 47.8540722, 8.7661259 47.8539256, 8.7660221 47.8537941, 8.7658919 47.853658, 8.7657809 47.8535661, 8.7656803 47.853473, 8.7656575 47.853452, 8.7656352 47.8534313, 8.7654905 47.8533215)",,,,,
71239412,False,Ludwig-Finckh-Straße,residential,False,372.13499999999993,30,"LINESTRING (8.766576 47.8548785, 8.7665699 47.8549807, 8.7666225 47.855093, 8.7666817 47.8552209, 8.7667628 47.8552996, 8.7668471 47.8553659, 8.7669512 47.8554334, 8.7674765 47.8556487, 8.7677091 47.8557421, 8.7679703 47.8558721, 8.768142 47.85598, 8.7682496 47.8560741, 8.768309 47.8561605, 8.7682955 47.8562547, 8.7682485 47.8563316, 8.7681723 47.8564507, 8.7679058 47.856842, 8.7675926 47.8573311, 8.7675677 47.8574186, 8.7675391 47.8575501, 8.7675313 47.8575859)",,,,,
24976662,False,Ballenbergstraße,residential,False,59.758,30,"LINESTRING (8.7675313 47.8575859, 8.7682444 47.8573412)",,,,,
24976662,False,Ballenbergstraße,residential,True,28.884,30,"LINESTRING (8.7675313 47.8575859, 8.7671841 47.8577008)",,,,,
71239412,False,Ludwig-Finckh-Straße,residential,True,372.13499999999993,30,"LINESTRING (8.7675313 47.8575859, 8.7675391 47.8575501, 8.7675677 47.8574186, 8.7675926 47.8573311, 8.7679058 47.856842, 8.7681723 47.8564507, 8.7682485 47.8563316, 8.7682955 47.8562547, 8.768309 47.8561605, 8.7682496 47.8560741, 8.768142 47.85598, 8.7679703 47.8558721, 8.7677091 47.8557421, 8.7674765 47.8556487, 8.7669512 47.8554334, 8.7668471 47.8553659, 8.7667628 47.8552996, 8.7666817 47.8552209, 8.7666225 47.855093, 8.7665699 47.8549807, 8.766576 47.8548785)",,,,,
24975946,False,Heinrich-Heine-Ring,residential,True,12.69,30,"LINESTRING (8.7650344 47.8522187, 8.7650166 47.8521052)",,,,,
24975945,False,Thomas-Mann-Straße,residential,False,68.517,30,"LINESTRING (8.7650344 47.8522187, 8.7649149 47.8522375, 8.7642445 47.8524815, 8.7642156 47.852492)",,,,,
24975950,False,Heinrich-Heine-Ring,residential,False,38.731,30,"LINESTRING (8.7650344 47.8522187, 8.765122 47.8525191, 8.7651327 47.8525607)",,,,,
24975946,False,Heinrich-Heine-Ring,residential,False,14.71,30,"LINESTRING (8.7647073 47.8514969, 8.7647604 47.8516243)",,,,,
24975946,False,Heinrich-Heine-Ring,residential,True,52.406,30,"LINESTRING (8.7647073 47.8514969, 8.7644191 47.8511029, 8.7643979 47.8510738)",,,,,
24975948,False,Heinrich-Heine-Ring,residential,False,206.033,30,"LINESTRING (8.7647073 47.8514969, 8.7655726 47.8513309, 8.7655907 47.8513274, 8.7658792 47.8519279, 8.7650166 47.8521052)",,,,,
24975946,False,Heinrich-Heine-Ring,residential,False,56.788,30,"LINESTRING (8.7647604 47.8516243, 8.7650166 47.8521052)",,,,,
24975946,False,Heinrich-Heine-Ring,residential,True,14.71,30,"LINESTRING (8.7647604 47.8516243, 8.7647073 47.8514969)",,,,,
24975946,False,Heinrich-Heine-Ring,residential,False,12.69,30,"LINESTRING (8.7650166 47.8521052, 8.7650344 47.8522187)",,,,,
24975946,False,Heinrich-Heine-Ring,residential,True,56.788,30,"LINESTRING (8.7650166 47.8521052, 8.7647604 47.8516243)",,,,,
24975948,False,Heinrich-Heine-Ring,residential,True,206.03300000000002,30,"LINESTRING (8.7650166 47.8521052, 8.7658792 47.8519279, 8.7655907 47.8513274, 8.7655726 47.8513309, 8.7647073 47.8514969)",,,,,
24975950,False,Heinrich-Heine-Ring,residential,True,38.731,30,"LINESTRING (8.7651327 47.8525607, 8.765122 47.8525191, 8.7650344 47.8522187)",,,,,
24975953,False,Hermann-Eris-Busse-Weg,residential,True,145.974,30,"LINESTRING (8.7641906 47.853605, 8.7641205 47.8537482, 8.764114 47.8537698, 8.7640889 47.8538526, 8.7640755 47.8539948, 8.7640788 47.8541427, 8.7641047 47.8543308, 8.7641486 47.8544991, 8.7642054 47.8546139, 8.7643209 47.8547736, 8.7643628 47.8548225, 8.7644058 47.8548639)",,,,,
24975956,False,Hewenstraße,residential,True,52.924,30,"LINESTRING (8.7672588 47.8547497, 8.7668701 47.8548258, 8.7667834 47.8548413, 8.766576 47.8548785)",,,,,
"[71239420, 539736333]",False,Hewenstraße,residential,True,192.292,30,"LINESTRING (8.7672588 47.8547497, 8.7673701 47.854805, 8.7674965 47.854872, 8.7676575 47.8549573, 8.7677693 47.8550165, 8.767802 47.855035, 8.7682892 47.8553107, 8.768361 47.8553514, 8.7686236 47.8554768, 8.7688759 47.8556058, 8.7689837 47.8556487, 8.7692744 47.8557563, 8.7693262 47.8557755)",,,,,
148699106,False,Hewenstraße,residential,True,46.063,30,"LINESTRING (8.7672588 47.8547497, 8.7671553 47.8546904, 8.7671154 47.8546636, 8.7670838 47.8546425, 8.767017 47.8545812, 8.7669557 47.854525, 8.7668881 47.8544477, 8.7668767 47.8544293)",,,,,
24976662,False,Ballenbergstraße,residential,True,27.435,30,"LINESTRING (8.7686198 47.8571144, 8.7683553 47.8572858)",,,,,
24976187,False,Im Briele,living_street,False,68.832,30,"LINESTRING (8.7686198 47.8571144, 8.7686652 47.8571362, 8.7692688 47.8574259, 8.7692939 47.8575078)",,,,,
24976662,False,Ballenbergstraße,residential,False,158.616,30,"LINESTRING (8.7686198 47.8571144, 8.7687487 47.8569559, 8.7688555 47.8567888, 8.768892 47.8567362, 8.7689805 47.8565749, 8.7691494 47.8562432, 8.7691863 47.8561712, 8.7692147 47.856087, 8.7692385 47.8559988, 8.7692575 47.8559187, 8.7693262 47.8557755)",,,,,
24976662,False,Ballenbergstraße,residential,False,28.884,30,"LINESTRING (8.7671841 47.8577008, 8.7675313 47.8575859)",,,,,
24986387,False,Maierhalde,residential,True,142.79500000000002,30,"LINESTRING (8.7658674 47.8557658, 8.7653974 47.8554874, 8.7648116 47.8550919, 8.7647067 47.8549912, 8.764618 47.8548834, 8.764591 47.8548263)",,,,,
24986388,False,Hansjakobstraße,residential,False,60.824,30,"LINESTRING (8.7658674 47.8557658, 8.7654098 47.8560141, 8.7653202 47.8560627, 8.7652309 47.8561075)",,,,,
24986388,False,Hansjakobstraße,residential,False,22.397,30,"LINESTRING (8.7652309 47.8561075, 8.765058 47.8561798, 8.7649761 47.856214)",,,,,
24986388,False,Hansjakobstraße,residential,True,60.824,30,"LINESTRING (8.7652309 47.8561075, 8.7653202 47.8560627, 8.7654098 47.8560141, 8.7658674 47.8557658)",,,,,
24986388,False,Hansjakobstraße,residential,False,41.301,30,"LINESTRING (8.7649761 47.856214, 8.7647405 47.8563117, 8.764495 47.8563972)",,,,,
24986388,False,Hansjakobstraße,residential,True,22.397,30,"LINESTRING (8.7649761 47.856214, 8.765058 47.8561798, 8.7652309 47.8561075)",,,,,
24871790,False,Scheffelstraße,residential,False,72.64800000000001,30,"LINESTRING (8.7724935 47.8572681, 8.7727048 47.8573943, 8.7728677 47.8574533, 8.7730543 47.8575261, 8.7730732 47.8575335, 8.7731841 47.8576148, 8.7732542 47.8576661)",,,,,
24871790,False,Scheffelstraße,residential,True,95.64099999999999,30,"LINESTRING (8.7724935 47.8572681, 8.7723042 47.8571073, 8.7722312 47.8570453, 8.772105 47.8569447, 8.771649 47.856622)",,,,,
24871790,False,Scheffelstraße,residential,False,95.64099999999999,30,"LINESTRING (8.771649 47.856622, 8.772105 47.8569447, 8.7722312 47.8570453, 8.7723042 47.8571073, 8.7724935 47.8572681)",,,,,
"[24986461, 71239423]",False,Scheffelstraße,residential,True,57.043,30,"LINESTRING (8.771649 47.856622, 8.7716809 47.8565919, 8.7718896 47.8563953, 8.771912 47.8563795, 8.7720402 47.8562892, 8.7720747 47.8562655, 8.7721299 47.8562248)",,,,,
24986964,False,Hewenstraße,residential,False,197.97700000000003,30,"LINESTRING (8.771649 47.856622, 8.7713413 47.8564684, 8.7711856 47.8563941, 8.7710398 47.8563246, 8.770778 47.8562332, 8.7705495 47.8561601, 8.7705339 47.8561551, 8.7703971 47.8561149, 8.7703263 47.8560941, 8.7702663 47.8560765, 8.7702016 47.8560556, 8.7699858 47.8559902, 8.7697904 47.8559301, 8.769707 47.8559063, 8.7696044 47.855877, 8.7693946 47.8558005, 8.7693262 47.8557755)",,,,,
"[24882569, 1001164204]",False,Hegaustraße,secondary,False,193.785,50,"LINESTRING (8.7721299 47.8562248, 8.771526 47.8558727, 8.7713536 47.8557622, 8.771306 47.8557307, 8.7712085 47.8556595, 8.7711933 47.8556493, 8.7710868 47.8555774, 8.7706831 47.8552813, 8.7703236 47.8549783)","['2', '3']",L 191,,,
24882569,False,Hegaustraße,secondary,True,185.70200000000003,50,"LINESTRING (8.7721299 47.8562248, 8.7725414 47.8564393, 8.7729201 47.8566903, 8.7731335 47.8568757, 8.773246 47.8569735, 8.7734402 47.857195, 8.773611 47.8574382, 8.7736394 47.8575155)",2,L 191,,,
"[24986461, 71239423]",False,Scheffelstraße,residential,False,57.043,30,"LINESTRING (8.7721299 47.8562248, 8.7720747 47.8562655, 8.7720402 47.8562892, 8.771912 47.8563795, 8.7718896 47.8563953, 8.7716809 47.8565919, 8.771649 47.856622)",,,,,
24976662,False,Ballenbergstraße,residential,False,27.435,30,"LINESTRING (8.7683553 47.8572858, 8.7686198 47.8571144)",,,,,
24976662,False,Ballenbergstraße,residential,True,10.316,30,"LINESTRING (8.7683553 47.8572858, 8.7682444 47.8573412)",,,,,
407533304,False,Distelstraße,residential,False,66.319,30,"LINESTRING (8.7754026 47.855456, 8.7758318 47.8554337, 8.7760249 47.8554118, 8.776035 47.8554107, 8.7762838 47.8553826)",,,,,
25007209,False,Hermann-Reebstein-Straße,residential,True,31.09,30,"LINESTRING (8.776125 47.8556411, 8.7762838 47.8553826)",,,,,
25007209,False,Hermann-Reebstein-Straße,residential,False,56.142,30,"LINESTRING (8.776125 47.8556411, 8.7760699 47.8557393, 8.7760687 47.8557675, 8.7760672 47.8558028, 8.7760872 47.8560101, 8.7760891 47.8560247, 8.7761041 47.8561383)",,,,,
25007410,False,Distelstraße,residential,True,30.471999999999998,30,"LINESTRING (8.776632 47.8552395, 8.7765462 47.8552721, 8.7762838 47.8553826)",,,,,
25007209,False,Hermann-Reebstein-Straße,residential,False,31.09,30,"LINESTRING (8.7762838 47.8553826, 8.776125 47.8556411)",,,,,
25007410,False,Distelstraße,residential,False,30.471999999999998,30,"LINESTRING (8.7762838 47.8553826, 8.7765462 47.8552721, 8.776632 47.8552395)",,,,,
407533304,False,Distelstraße,residential,True,66.319,30,"LINESTRING (8.7762838 47.8553826, 8.776035 47.8554107, 8.7760249 47.8554118, 8.7758318 47.8554337, 8.7754026 47.855456)",,,,,
25007209,False,Hermann-Reebstein-Straße,residential,True,56.141999999999996,30,"LINESTRING (8.7761041 47.8561383, 8.7760891 47.8560247, 8.7760872 47.8560101, 8.7760672 47.8558028, 8.7760687 47.8557675, 8.7760699 47.8557393, 8.776125 47.8556411)",,,,,
89279346,False,Breitestraße,residential,True,185.049,30,"LINESTRING (8.7761041 47.8561383, 8.7754512 47.8560198, 8.7751472 47.855968, 8.7750712 47.855955, 8.7748511 47.8559197, 8.7747442 47.8558993, 8.7742663 47.8558178, 8.7739737 47.8557679, 8.773955 47.8557661, 8.7739431 47.8557641, 8.7738227 47.8557442, 8.7737057 47.8557164)",,,,,
407446891,False,Hermann-Reebstein-Straße,residential,False,137.006,30,"LINESTRING (8.7761041 47.8561383, 8.7761654 47.8569072, 8.7761713 47.8573084, 8.7761716 47.85733, 8.7761722 47.8573693)",,,,,
407446890,False,Aacher Straße,primary,True,33.918000000000006,30,"LINESTRING (8.7761722 47.8573693, 8.7759938 47.8574083, 8.7759143 47.8574523, 8.775869 47.8574981, 8.7758505 47.8575517)",2,B 491,,,
407446891,False,Hermann-Reebstein-Straße,residential,True,137.006,30,"LINESTRING (8.7761722 47.8573693, 8.7761716 47.85733, 8.7761713 47.8573084, 8.7761654 47.8569072, 8.7761041 47.8561383)",,,,,
"[147044914, 147044915, 26819868]",False,Breitestraße,residential,False,58.403,"['50', '30']","LINESTRING (8.7737057 47.8557164, 8.7734995 47.8559163, 8.7734398 47.8559789, 8.7733317 47.8560969, 8.773267 47.8561509)",2,,yes,,
89279346,False,Breitestraße,residential,False,185.049,30,"LINESTRING (8.7737057 47.8557164, 8.7738227 47.8557442, 8.7739431 47.8557641, 8.773955 47.8557661, 8.7739737 47.8557679, 8.7742663 47.8558178, 8.7747442 47.8558993, 8.7748511 47.8559197, 8.7750712 47.855955, 8.7751472 47.855968, 8.7754512 47.8560198, 8.7761041 47.8561383)",,,,,
407533302,False,Breitestraße,residential,True,122.29899999999999,30,"LINESTRING (8.7737057 47.8557164, 8.7736962 47.8557133, 8.7736723 47.8557053, 8.773372 47.855607, 8.7732477 47.8555639, 8.7730979 47.8555069, 8.7729603 47.8554545, 8.7727976 47.8553994, 8.7727428 47.8553808, 8.7725568 47.8553166, 8.7722478 47.8552143)",,,,,
"[147044914, 147044915, 26819868]",False,Breitestraße,residential,True,58.403,"['50', '30']","LINESTRING (8.773267 47.8561509, 8.7733317 47.8560969, 8.7734398 47.8559789, 8.7734995 47.8559163, 8.7737057 47.8557164)",2,,yes,,
"[23088491, 407517297, 407525739]",False,Bahnhofstraße,residential,False,250.85800000000003,"['50', '30']","LINESTRING (8.773267 47.8561509, 8.7733489 47.8561964, 8.773388 47.8562182, 8.7734349 47.8562443, 8.7734989 47.8562798, 8.7736423 47.8563639, 8.7740765 47.8566133, 8.7743543 47.8567839, 8.7744651 47.856845, 8.7745655 47.8569026, 8.7747431 47.8570163, 8.7749227 47.8571268, 8.7750584 47.8572104, 8.7752771 47.857345, 8.7753182 47.8573684, 8.7756034 47.8575306, 8.7757543 47.8575433, 8.7757921 47.8575464, 8.7758505 47.8575517)",,,,,
"[410947842, 147044902, 147044903, 411124488, 411019563, 411016017, 407533301, 147297434, 425354045]",False,Bahnhofstraße,residential,True,150.86500000000004,"['50', '30']","LINESTRING (8.773267 47.8561509, 8.7732192 47.8561261, 8.7731276 47.8560785, 8.7730826 47.8560574, 8.7730323 47.8560339, 8.7729248 47.8559836, 8.7729009 47.8559724, 8.7727892 47.8559304, 8.7727213 47.8558998, 8.7725691 47.855831, 8.7722728 47.8557006, 8.7722399 47.8556851, 8.7721645 47.8556442, 8.7721254 47.8555716, 8.772124 47.855459, 8.7721268 47.8553513, 8.772142 47.855313, 8.7721654 47.8552821, 8.7722043 47.8552501, 8.7722478 47.8552143)",,,yes,,
24986388,False,Hansjakobstraße,residential,True,41.301,30,"LINESTRING (8.764495 47.8563972, 8.7647405 47.8563117, 8.7649761 47.856214)",,,,,
923303279,True,,secondary,False,16.539,50,"LINESTRING (8.7738074 47.8575869, 8.7738164 47.8576186, 8.7738088 47.8576535, 8.7737845 47.8576848, 8.7737464 47.8577091, 8.7737319 47.8577134)",1,,,,roundabout
148699106,False,Hewenstraße,residential,False,46.063,30,"LINESTRING (8.7668767 47.8544293, 8.7668881 47.8544477, 8.7669557 47.854525, 8.767017 47.8545812, 8.7670838 47.8546425, 8.7671154 47.8546636, 8.7671553 47.8546904, 8.7672588 47.8547497)",,,,,
152837087,False,,living_street,True,20.67,,"LINESTRING (8.7705812 47.8509767, 8.7707764 47.8508448)",,,,,
147297432,False,Am Maxenbuck,residential,False,9.686,30,"LINESTRING (8.7714277 47.8500565, 8.7714811 47.8501359)",,,,,
"[103480507, 152837087]",False,Ledergasse,living_street,False,111.34399999999998,,"LINESTRING (8.7714277 47.8500565, 8.77134 47.8501053, 8.7712892 47.850147, 8.7712762 47.8502535, 8.7712449 47.8504615, 8.771195 47.8505085, 8.7711366 47.8505766, 8.7711129 47.8506218, 8.7710738 47.8506965, 8.7710394 47.8507761, 8.7709517 47.8507694, 8.7708989 47.8507658, 8.7707764 47.8508448)",,,,,
"[147297432, 147297433]",False,Am Maxenbuck,residential,True,134.95100000000002,30,"LINESTRING (8.7714277 47.8500565, 8.7713823 47.8499373, 8.7713904 47.8497699, 8.7712835 47.8496232, 8.7711996 47.8495008, 8.7711462 47.849423, 8.7711352 47.8494094, 8.7709051 47.8491252, 8.7708656 47.8490794, 8.7708237 47.8490394, 8.7707082 47.8489783)",,,,,
103480480,False,,living_street,True,59.569,,"LINESTRING (8.7708165 47.8503274, 8.7707344 47.8504201, 8.7707222 47.8505464, 8.7707264 47.850651, 8.7707764 47.8508448)",,,,,
152837087,False,,living_street,False,20.67,,"LINESTRING (8.7707764 47.8508448, 8.7705812 47.8509767)",,,,,
103480480,False,,living_street,False,59.569,,"LINESTRING (8.7707764 47.8508448, 8.7707264 47.850651, 8.7707222 47.8505464, 8.7707344 47.8504201, 8.7708165 47.8503274)",,,,,
"[103480507, 152837087]",False,Ledergasse,living_street,True,111.34400000000002,,"LINESTRING (8.7707764 47.8508448, 8.7708989 47.8507658, 8.7709517 47.8507694, 8.7710394 47.8507761, 8.7710738 47.8506965, 8.7711129 47.8506218, 8.7711366 47.8505766, 8.771195 47.8505085, 8.7712449 47.8504615, 8.7712762 47.8502535, 8.7712892 47.850147, 8.77134 47.8501053, 8.7714277 47.8500565)",,,,,
24855323,False,Am Schranken,residential,False,76.56800000000001,30,"LINESTRING (8.7732336 47.8545644, 8.7734306 47.8546029, 8.7735092 47.8546183, 8.7736875 47.8546126, 8.7738077 47.854597, 8.7742405 47.8545511)",,,,,
24855323,False,Am Schranken,residential,True,63.46299999999999,30,"LINESTRING (8.7732336 47.8545644, 8.7731377 47.8545226, 8.7730197 47.8544178, 8.7729306 47.8543179, 8.7728794 47.8542449, 8.7728651 47.8541958, 8.7728846 47.8541671, 8.772914 47.8541428, 8.7729835 47.8541183)",,,,,
"[149596723, 25007206]",False,"['Deicherbuck', 'Am Schranken']",residential,False,54.032000000000004,30,"LINESTRING (8.7732336 47.8545644, 8.7732617 47.8547149, 8.7733635 47.8547743, 8.7735245 47.8548638, 8.7736465 47.854927)",,,,,
24930643,False,Schorenstraße,residential,False,22.674,30,"LINESTRING (8.7763914 47.8504457, 8.7764096 47.8504234, 8.7764175 47.8504136, 8.776512 47.8502978, 8.7765372 47.8502668)",,,,,
24930650,False,Vögtleshalde,residential,True,75.90700000000001,30,"LINESTRING (8.7763914 47.8504457, 8.7763004 47.8504474, 8.7762711 47.8504479, 8.7761155 47.8504508, 8.776079 47.8504515, 8.7758353 47.850493, 8.7753959 47.8505678)",,,,,
"[149596723, 25007206]",False,"['Deicherbuck', 'Am Schranken']",residential,True,54.032000000000004,30,"LINESTRING (8.7736465 47.854927, 8.7735245 47.8548638, 8.7733635 47.8547743, 8.7732617 47.8547149, 8.7732336 47.8545644)",,,,,
24976662,False,Ballenbergstraße,residential,False,10.316,30,"LINESTRING (8.7682444 47.8573412, 8.7683553 47.8572858)",,,,,
24976662,False,Ballenbergstraße,residential,True,59.758,30,"LINESTRING (8.7682444 47.8573412, 8.7675313 47.8575859)",,,,,
148696102,False,Im Briele,living_street,False,19.883,30,"LINESTRING (8.7692939 47.8575078, 8.7695361 47.8574332)",,,,,
24976187,False,Im Briele,living_street,True,68.83200000000001,30,"LINESTRING (8.7692939 47.8575078, 8.7692688 47.8574259, 8.7686652 47.8571362, 8.7686198 47.8571144)",,,,,
148347907,False,Zum Franzosenwäldle,residential,True,14.437,30,"LINESTRING (8.7644058 47.8548639, 8.764591 47.8548263)",,,,,
24975953,False,Hermann-Eris-Busse-Weg,residential,False,145.974,30,"LINESTRING (8.7644058 47.8548639, 8.7643628 47.8548225, 8.7643209 47.8547736, 8.7642054 47.8546139, 8.7641486 47.8544991, 8.7641047 47.8543308, 8.7640788 47.8541427, 8.7640755 47.8539948, 8.7640889 47.8538526, 8.764114 47.8537698, 8.7641205 47.8537482, 8.7641906 47.853605)",,,,,
148696102,False,Im Briele,living_street,True,19.883,30,"LINESTRING (8.7695361 47.8574332, 8.7692939 47.8575078)",,,,,
234005330,False,Trilportstraße,residential,True,52.436,30,"LINESTRING (8.7638483 47.8529333, 8.764185 47.8527991, 8.7643804 47.852717, 8.7644487 47.8526883)",,,,,
24975924,False,Friedrich-Hölderlin-Straße,residential,True,27.91,30,"LINESTRING (8.7644487 47.8526883, 8.7642156 47.852492)",,,,,
24975924,False,Friedrich-Hölderlin-Straße,residential,False,105.341,30,"LINESTRING (8.7644487 47.8526883, 8.7647755 47.8529229, 8.7649875 47.8530739, 8.7650156 47.8530871, 8.7652746 47.8532083, 8.7654905 47.8533215)",,,,,
234005330,False,Trilportstraße,residential,False,52.43600000000001,30,"LINESTRING (8.7644487 47.8526883, 8.7643804 47.852717, 8.764185 47.8527991, 8.7638483 47.8529333)",,,,,
24975924,False,Friedrich-Hölderlin-Straße,residential,False,27.91,30,"LINESTRING (8.7642156 47.852492, 8.7644487 47.8526883)",,,,,
24975945,False,Thomas-Mann-Straße,residential,True,68.517,30,"LINESTRING (8.7642156 47.852492, 8.7642445 47.8524815, 8.7649149 47.8522375, 8.7650344 47.8522187)",,,,,
147297595,False,Vögtleshalde,residential,False,59.754999999999995,30,"LINESTRING (8.7746073 47.8506339, 8.7746425 47.8506405, 8.7748306 47.8506414, 8.775183 47.8506018, 8.7753959 47.8505678)",,,,,
147297595,False,Vögtleshalde,residential,True,134.2,30,"LINESTRING (8.7746073 47.8506339, 8.7744756 47.8506094, 8.7743005 47.8505357, 8.7740279 47.8503944, 8.7736181 47.8501018, 8.7734579 47.8499819, 8.7734024 47.8499426, 8.7733615 47.8499222, 8.7732918 47.8499039, 8.7732261 47.8499014)",,,,,
404737513,False,Im Reigeräcker,residential,True,55.663999999999994,30,"LINESTRING (8.7746073 47.8506339, 8.7745383 47.850821, 8.7745034 47.8508534, 8.774186 47.8508714, 8.774106 47.8508645)",,,,,
404737513,False,Im Reigeräcker,residential,False,55.664,30,"LINESTRING (8.774106 47.8508645, 8.774186 47.8508714, 8.7745034 47.8508534, 8.7745383 47.850821, 8.7746073 47.8506339)",,,,,
923303279,True,,secondary,False,23.633999999999997,50,"LINESTRING (8.7737319 47.8577134, 8.7736985 47.8577236, 8.7736461 47.8577268, 8.773596 47.8577185, 8.7735525 47.8576999, 8.7735203 47.8576729, 8.7735026 47.8576404, 8.7735022 47.8576262)",1,,,,roundabout
923303279,True,,secondary,False,17.658,50,"LINESTRING (8.7735022 47.8576262, 8.7735015 47.8576058, 8.7735171 47.8575728, 8.7735476 47.8575449, 8.7735899 47.8575251, 8.7736394 47.8575155)",1,,,,roundabout
"[923303280, 71239427]",False,Schwarzwaldstraße,tertiary,True,19.259,50,"LINESTRING (8.7735022 47.8576262, 8.773422 47.8576277, 8.7733787 47.8576331, 8.7732542 47.8576661)",2,K 6130,,,
