osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,bridge,tunnel,access,width
223785380,False,Nägeligasse,residential,30,True,8.581,"LINESTRING (7.4460196 46.9493568, 7.4460474 46.9494316)",,,,,
5077695,False,Schänzlihalde,residential,30,False,164.97,"LINESTRING (7.4494791 46.9526503, 7.4493348 46.9526738, 7.4493059 46.9526835, 7.4491937 46.9527212, 7.4489211 46.9528175, 7.4486285 46.9529299, 7.4485704 46.9529463, 7.4485195 46.9529574, 7.4484695 46.9529653, 7.448395 46.952972, 7.4483264 46.9529727, 7.4482604 46.9529628, 7.4480247 46.952922, 7.4479646 46.9529114, 7.4474427 46.9528142)",,,,,
25695257,True,Sonnenbergstrasse,residential,30,False,75.094,"LINESTRING (7.4494791 46.9526503, 7.4495966 46.9526217, 7.4497361 46.9525788, 7.4502701 46.9524015, 7.4503407 46.9523858, 7.4503825 46.9523775)",,,,,
"[163799552, 608434857, 46097076]",False,"['Kornhausbrücke', 'Kornhausplatz', 'Kornhausstrasse']",residential,"['50', '40', '30']","[False, True]",417.31699999999995,"LINESTRING (7.4494791 46.9526503, 7.4494431 46.9525804, 7.4494208 46.9525354, 7.4493839 46.9524607, 7.4479107 46.9494296, 7.4478969 46.9494006, 7.4478143 46.9492267, 7.4478011 46.9491965, 7.4477913 46.9491719, 7.4477578 46.9490862)",2,yes,,,
5077695,False,Schänzlihalde,residential,30,True,164.96999999999997,"LINESTRING (7.4474427 46.9528142, 7.4479646 46.9529114, 7.4480247 46.952922, 7.4482604 46.9529628, 7.4483264 46.9529727, 7.448395 46.952972, 7.4484695 46.9529653, 7.4485195 46.9529574, 7.4485704 46.9529463, 7.4486285 46.9529299, 7.4489211 46.9528175, 7.4491937 46.9527212, 7.4493059 46.9526835, 7.4493348 46.9526738, 7.4494791 46.9526503)",,,,,
4682098,False,Kramgasse,living_street,20,False,314.784,"LINESTRING (7.4481425 46.9479959, 7.4482218 46.9479856, 7.4487299 46.9479724, 7.448757 46.9479717, 7.4489331 46.9479658, 7.4489711 46.9479644, 7.449063 46.947961, 7.4491198 46.94796, 7.4499108 46.9479693, 7.4505015 46.9479742, 7.450669 46.9479724, 7.4512221 46.947964, 7.4515983 46.947974, 7.4517697 46.9479796, 7.4519585 46.9479946, 7.45212 46.9480085, 7.4522824 46.948023)",2,,,,
25329597,False,Bim Zytglogge,living_street,20,True,52.744,"LINESTRING (7.4481425 46.9479959, 7.4479982 46.9480335, 7.4479151 46.9480478, 7.4478989 46.9480504, 7.4478823 46.9480515, 7.4476704 46.9480499, 7.4476574 46.9480495, 7.4476448 46.9480486, 7.4476325 46.948047, 7.4476171 46.9480442, 7.4476007 46.9480403, 7.4475868 46.9480357, 7.4475479 46.9480192, 7.4475062 46.9480014, 7.4474828 46.9479915)",,,,,
141372470,True,Zibelegässli,living_street,20,False,58.925,"LINESTRING (7.4481425 46.9479959, 7.4481696 46.9480449, 7.4481774 46.9480764, 7.4482157 46.9482393, 7.4482213 46.948258, 7.4482883 46.9484407, 7.4483166 46.9485113)",,,,,
25333795,False,Münzgraben,residential,30,True,61.19099999999999,"LINESTRING (7.4472352 46.9468107, 7.4472266 46.9467817, 7.4472144 46.9467524, 7.4472039 46.9467234, 7.4472005 46.9467062, 7.4471985 46.9466689, 7.4471997 46.946443, 7.4471993 46.9464354, 7.4471983 46.9464264, 7.4471965 46.9464176, 7.4471953 46.9464126, 7.4471904 46.9464001, 7.4471858 46.9463928, 7.4471797 46.9463853, 7.4471709 46.9463776, 7.4471623 46.9463723, 7.4471513 46.9463668, 7.4471394 46.9463619, 7.4471257 46.9463561, 7.447033 46.9463212)",,,,,
311911665,True,Kochergasse,tertiary,30,False,59.689,"LINESTRING (7.4472352 46.9468107, 7.447256 46.9468082, 7.4472952 46.9468051, 7.4473421 46.9468041, 7.4476608 46.9468049, 7.4477493 46.946805, 7.4478073 46.9468051, 7.4478246 46.9468052, 7.4479359 46.9468045, 7.4480041 46.946805, 7.4480209 46.9468051)",1,,,,
5204504,False,Gerberngasse,residential,,False,78.66000000000001,"LINESTRING (7.4568467 46.94761, 7.4570103 46.9475022, 7.4574804 46.9471933, 7.4575791 46.9471105)",,,,,
243703044,False,Gerberngasse,residential,30,False,75.82,"LINESTRING (7.4568467 46.94761, 7.4568038 46.9475854, 7.4565847 46.9474648, 7.4560673 46.9471836)",,,,,
243703044,False,Gerberngasse,residential,30,True,90.828,"LINESTRING (7.4568467 46.94761, 7.4569404 46.9476613, 7.4572029 46.9478015, 7.4572736 46.9478409, 7.4573904 46.9479344, 7.4574506 46.9479844, 7.4574816 46.9480112, 7.4575641 46.9480806, 7.4576179 46.9481425, 7.4576645 46.9481956)",,,,,
25329589,False,Hotelgasse,living_street,20,True,15.366999999999997,"LINESTRING (7.4481086 46.9474387, 7.448103 46.9473611, 7.4481028 46.947338, 7.4481029 46.9473006)",,,,,
25648817,True,Münstergasse,living_street,20,False,79.402,"LINESTRING (7.4481086 46.9474387, 7.4481881 46.9474397, 7.448363 46.9474446, 7.4491544 46.9474504)",,,,,
243703044,False,Gerberngasse,residential,30,False,90.82799999999999,"LINESTRING (7.4576645 46.9481956, 7.4576179 46.9481425, 7.4575641 46.9480806, 7.4574816 46.9480112, 7.4574506 46.9479844, 7.4573904 46.9479344, 7.4572736 46.9478409, 7.4572029 46.9478015, 7.4569404 46.9476613, 7.4568467 46.94761)",,,,,
