osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,width,bridge,access
"[85884305, 845833787, 845833788]",3,L 1140,Marienstraße,secondary,50,False,False,103.653,"LINESTRING (10.4184099 50.5710473, 10.4185585 50.5710533, 10.4189011 50.5710641, 10.4190851 50.5710698, 10.4195008 50.5710827, 10.4196425 50.5710871, 10.4198757 50.5710946)",,,,
"[400994277, 232349636, 845833789, 283432103]",3,L 1124;L 1140,Marienstraße,secondary,50,False,True,181.07,"LINESTRING (10.4184099 50.5710473, 10.4181724 50.5710416, 10.4181171 50.5710386, 10.4179876 50.5710349, 10.4178519 50.5710316, 10.4177062 50.5710299, 10.4175244 50.5710243, 10.4173519 50.5710188, 10.4170273 50.5710101, 10.4168221 50.5710063, 10.4167085 50.5710034, 10.416574 50.5710031, 10.4164857 50.5710086, 10.4163396 50.5710227, 10.4162161 50.5710429, 10.4161073 50.57107, 10.4160122 50.5711108, 10.4159122 50.5711644)",,,,
"[1232758138, 25102023]",3,L 1124,Neu-Ulmer Straße,secondary,50,False,False,91.83500000000001,"LINESTRING (10.4184099 50.5710473, 10.4184137 50.5709587, 10.418416 50.5709052, 10.4184187 50.5708755, 10.4184201 50.5708569, 10.418469 50.5702223)",,,,
696497088,3,L 1140,Marienstraße,secondary,50,False,True,18.461,"LINESTRING (10.4201368 50.5711027, 10.4198757 50.5710946)",,,,
"[387134368, 649847250]",1,,Lindenallee,residential,50,True,False,46.623999999999995,"LINESTRING (10.4201368 50.5711027, 10.4201253 50.5712758, 10.4201184 50.5713574, 10.420076 50.5715195)",,,,
"[623515338, 1072806620, 1234481357]",2,L 1140,"['Marienstraße', 'Rohrer Straße']",secondary,"['50', '30']",False,False,118.26400000000001,"LINESTRING (10.4201368 50.5711027, 10.4202426 50.5711058, 10.4202754 50.5711071, 10.4215336 50.571146, 10.4215584 50.5711467, 10.4218096 50.5711514)",yes,4.5,,
368415075,,,Berliner Straße,residential,,False,False,115.62899999999999,"LINESTRING (10.4218525 50.5689015, 10.4218735 50.569625, 10.4218827 50.5699412)",,,,
368415075,,,Berliner Straße,residential,,False,True,284.14700000000005,"LINESTRING (10.4218525 50.5689015, 10.4218456 50.5686538, 10.4218389 50.5685626, 10.4218244 50.5684788, 10.4218049 50.5684017, 10.4217742 50.5683097, 10.4217214 50.5682029, 10.4214535 50.5676607, 10.4214069 50.5675687, 10.4213977 50.5675507, 10.4210852 50.5669153, 10.420892 50.5665175, 10.420878 50.5664886, 10.4208548 50.5664388)",,,,
92895498,,,Berliner Straße,residential,,False,True,44.297,"LINESTRING (10.4218827 50.5699412, 10.421877 50.5702362, 10.4218759 50.5702693, 10.4218721 50.5703395)",,,,
368415075,,,Berliner Straße,residential,,False,True,115.62899999999999,"LINESTRING (10.4218827 50.5699412, 10.4218735 50.569625, 10.4218525 50.5689015)",,,,
35313514,,,Am Mittleren Rasen,residential,30,False,True,13.119,"LINESTRING (10.4103951 50.5672672, 10.4102094 50.5672645)",,,,
"[48396581, 48396582, 48396583, 48396584, 35313514]",,,Am Mittleren Rasen,residential,30,False,"[False, True]",118.10900000000001,"LINESTRING (10.4103951 50.5672672, 10.4104706 50.5672734, 10.4105562 50.5672831, 10.4106383 50.5673007, 10.4107041 50.5673177, 10.4107823 50.5673472, 10.4108458 50.567371, 10.410901 50.5673994, 10.4109486 50.5674315, 10.4109994 50.5674683, 10.4110369 50.5674986, 10.4111581 50.5676196, 10.4112501 50.5677059, 10.4112813 50.5677358, 10.4113767 50.5678142, 10.4113981 50.5678304, 10.4114429 50.5678643, 10.4115744 50.5679628)",,,yes,
"[1237120097, 1237120098, 36904684, 323020685]",,,Auf dem Mittleren Rasen,"['residential', 'living_street']",30,False,False,97.102,"LINESTRING (10.4103951 50.5672672, 10.410411 50.5671767, 10.4105749 50.5669764, 10.4105952 50.5669516, 10.4106384 50.5668984, 10.4108544 50.5666383, 10.4109158 50.56656, 10.4109802 50.5664831)",,,,
26206614,,,Ernestinerstraße,residential,30,False,False,26.387,"LINESTRING (10.4134313 50.5677265, 10.4135175 50.5679574)",,,,
26206619,,,Schlundgasse,residential,30,False,True,90.861,"LINESTRING (10.4134313 50.5677265, 10.4134947 50.5677152, 10.4140541 50.5676243, 10.4143551 50.5675767, 10.4146847 50.5675464)",,,,
30900932,,,Ernestinerstraße,residential,30,False,False,93.555,"LINESTRING (10.4134313 50.5677265, 10.4133584 50.567543, 10.4133092 50.5673767, 10.4132658 50.5671511, 10.413222 50.566897)",,,,
32078377,,,Ludwig-Chronegk-Straße,residential,30,False,True,96.455,"LINESTRING (10.4139403 50.5688966, 10.414006 50.5688874, 10.4144158 50.5688301, 10.415283 50.5687396)",,,,
1231776959,,,Ernestinerstraße,residential,30,False,True,36.192,"LINESTRING (10.4139403 50.5688966, 10.4139373 50.568887, 10.4137983 50.5685839)",,,,
1231776960,,,Ernestinerstraße,residential,30,False,False,48.275999999999996,"LINESTRING (10.4139403 50.5688966, 10.4140411 50.5691226, 10.4141289 50.5693139)",,,,
"[1231776962, 1231776963, 479021341]",,,Ernestinerstraße,residential,30,False,True,90.555,"LINESTRING (10.4144173 50.5701038, 10.4143849 50.5699775, 10.4143565 50.5698666, 10.4143194 50.5697357, 10.4142811 50.5696004, 10.4142519 50.569537, 10.4141742 50.5693679, 10.4141511 50.5693352, 10.4141289 50.5693139)",,,,
"[368419041, 1231776986, 1231776987, 323020686]",,,Schlossplatz,living_street,,False,True,116.574,"LINESTRING (10.4144173 50.5701038, 10.4143062 50.5700961, 10.4141649 50.5700879, 10.4137259 50.5700777, 10.4135907 50.5700634, 10.4135189 50.5700469, 10.4134565 50.5700268, 10.4130948 50.5698984, 10.4130321 50.5698731, 10.4129846 50.5698503, 10.4129419 50.5698219, 10.4129061 50.569788)",,,,
26206614,,,Ernestinerstraße,residential,30,False,True,26.387,"LINESTRING (10.4135175 50.5679574, 10.4134313 50.5677265)",,,,
1231776958,,,Ernestinerstraße,residential,30,False,False,36.001,"LINESTRING (10.4135175 50.5679574, 10.4136548 50.5682692)",,,,
"[1232758137, 26717132]",3,,Elisabeth-Schumacher-Straße,residential,,False,True,55.754,"LINESTRING (10.4194289 50.5679911, 10.419406 50.5680305, 10.4193727 50.5680688, 10.4193334 50.5680991, 10.4192824 50.5681321, 10.4192483 50.5681502, 10.4192022 50.56817, 10.4191233 50.5682027, 10.4190988 50.5682149, 10.4190506 50.5682389, 10.4189483 50.5682974, 10.4188767 50.5683375)",,,,
"[789004734, 26717133, 26717134, 283432159]","['2', '3']",,Elisabeth-Schumacher-Straße,residential,,False,False,309.18600000000004,"LINESTRING (10.4194289 50.5679911, 10.4194493 50.5679477, 10.4194652 50.5678788, 10.4194886 50.5676243, 10.4195008 50.567491, 10.4195581 50.5669697, 10.4195741 50.5668521, 10.4195928 50.5666748, 10.4195992 50.5665619, 10.4195975 50.5665011, 10.419591 50.5664628, 10.4195771 50.5664158, 10.4195436 50.5663422, 10.4194521 50.5661997, 10.4194045 50.5661162, 10.4193971 50.5660963, 10.4193908 50.5660697, 10.4193932 50.5660475, 10.4193984 50.5660308, 10.4194124 50.5660128, 10.4194414 50.5659919, 10.4195349 50.5659467, 10.4198233 50.5658183, 10.4200851 50.5657144, 10.4202519 50.5656455, 10.4202901 50.5656304, 10.4204178 50.56558)",,,yes,
"[391171093, 48525622]",,,Elisabeth-Schumacher-Straße,residential,,False,True,119.60399999999998,"LINESTRING (10.4194289 50.5679911, 10.4199552 50.5681643, 10.4200228 50.5682011, 10.4201052 50.5682557, 10.4201113 50.5684222, 10.4201173 50.5685841, 10.420126 50.5688225)",,,,"['destination', 'permissive']"
27282786,,,Untere Kaplaneistraße,living_street,,False,True,61.289,"LINESTRING (10.4168091 50.5671502, 10.4167615 50.5671602, 10.4162818 50.5672615, 10.4159856 50.567324)",,,,
48392983,,,Freitagsgasse,living_street,,False,True,111.70100000000001,"LINESTRING (10.4168091 50.5671502, 10.4167603 50.5670774, 10.4166962 50.5668822, 10.4166501 50.5667482, 10.4166169 50.5666946, 10.4165885 50.5666534, 10.4164487 50.5664792, 10.4163682 50.5663999, 10.4163088 50.5663542, 10.4162608 50.5663462, 10.416221 50.5663493, 10.4161038 50.566379)",,,,
"[1231776946, 34635788]",,,Untere Kaplaneistraße,living_street,,False,False,36.410000000000004,"LINESTRING (10.4168091 50.5671502, 10.4171592 50.5670709, 10.4172262 50.5670557, 10.4172946 50.5670401)",,,,
"[35471841, 35471842, 793320370, 694452668, 694452669, 694452670]",,,Untere Kaplaneistraße,residential,,False,True,66.501,"LINESTRING (10.4181859 50.566848, 10.4180337 50.5668807, 10.4179835 50.5668915, 10.4178879 50.566912, 10.4178491 50.5669204, 10.4177918 50.5669327, 10.417734 50.5669451, 10.4177149 50.5669492, 10.4176958 50.5669533, 10.4175408 50.5669863, 10.4175245 50.5669918, 10.4174994 50.5669957, 10.4173753 50.567022, 10.4173619 50.5670249, 10.4172946 50.5670401)",,,yes,
"[225065648, 283432124]",3,L 1124,Neu-Ulmer Straße,secondary,50,False,False,88.238,"LINESTRING (10.4181859 50.566848, 10.418132 50.5667532, 10.4181128 50.5667165, 10.4180917 50.5666825, 10.4180568 50.5666213, 10.417858 50.5662732, 10.417758 50.5661025)",,,,
"[283432128, 233097578]","['2', '3']",L 1124,Neu-Ulmer Straße,secondary,50,False,True,172.802,"LINESTRING (10.4181859 50.566848, 10.4182579 50.5669755, 10.4183034 50.5670607, 10.4183292 50.5671088, 10.4184456 50.5673297, 10.4185857 50.567602, 10.4186422 50.5677348, 10.4186904 50.5678591, 10.4187163 50.5679234, 10.4187833 50.5680989, 10.4188093 50.5681661, 10.4188767 50.5683375)",,,,
"[35469337, 603176286]",,,Anton-Ulrich-Straße,living_street,,False,True,33.403999999999996,"LINESTRING (10.4142453 50.56499, 10.4142467 50.5651165, 10.4142085 50.5652887)",,,,
"[649336292, 35469350, 126052397, 789004753, 789004754, 292398651]",2,,Anton-Ulrich-Straße,residential,,True,False,102.28,"LINESTRING (10.4142453 50.56499, 10.4142571 50.5649312, 10.4142749 50.5648403, 10.4142788 50.5648227, 10.4142829 50.5647995, 10.4142987 50.5647211, 10.4143141 50.5646697, 10.4143597 50.5645605, 10.4143935 50.5644833, 10.4144519 50.5643653, 10.4144769 50.5643149, 10.4145117 50.5642429, 10.4145296 50.5642046, 10.4145742 50.5640967)",,,yes,
"[1231776984, 26206613]",,,Schlossplatz,living_street,,False,False,71.243,"LINESTRING (10.4109723 50.5696994, 10.4114146 50.5696104, 10.4116312 50.5697021, 10.4118575 50.5698116)",,,,
"[31781416, 938222201]",,,Mauergasse,residential,30,True,False,88.78999999999999,"LINESTRING (10.4121829 50.5687702, 10.4121146 50.5687351, 10.4120437 50.5686956, 10.4119527 50.5686508, 10.4119166 50.5686319, 10.4118974 50.5686202, 10.4118491 50.5685771, 10.411814 50.5685317, 10.4117928 50.5684827, 10.4117234 50.5682798, 10.4116946 50.5681921, 10.4116666 50.568082)",,,,
225065649,,,Schlossplatz,living_street,,False,False,25.048,"LINESTRING (10.4127501 50.5695857, 10.4129061 50.569788)",,,,
"[31781403, 795946332]",,,Burggasse,residential,30,True,False,99.625,"LINESTRING (10.4127501 50.5695857, 10.4126524 50.5694879, 10.4125515 50.5693866, 10.4124612 50.5692736, 10.4123542 50.5690801, 10.4121829 50.5687702)",,,,
457410553,,,Mauergasse,residential,30,False,False,14.771999999999998,"LINESTRING (10.4116666 50.568082, 10.4116279 50.5680287, 10.4115744 50.5679628)",,,,
"[938222200, 26206611, 1231776956, 1231776955]",,,Fischergasse,residential,30,True,False,132.18699999999998,"LINESTRING (10.4116666 50.568082, 10.4117949 50.5680989, 10.4119176 50.5680977, 10.412275 50.5680875, 10.4123574 50.5680829, 10.4125675 50.5680685, 10.4129417 50.5680292, 10.4132709 50.567987, 10.4134452 50.5679665, 10.4135175 50.5679574)",,,,
"[27282777, 1231776957]",,,Obere Kaplaneigasse,living_street,,False,False,93.68900000000001,"LINESTRING (10.413236 50.5666761, 10.4136872 50.5666537, 10.4141407 50.5666141, 10.414553 50.5665782)",,,,
27282779,,,Mauergasse,residential,30,True,False,114.274,"LINESTRING (10.413236 50.5666761, 10.4132913 50.5665156, 10.4134465 50.5661807, 10.4135661 50.5659194, 10.4136066 50.5657967, 10.4136234 50.5657226, 10.4136357 50.5656814)",,,,
402761692,,,Mauergasse,residential,30,False,True,24.653000000000002,"LINESTRING (10.413236 50.5666761, 10.4132163 50.566779, 10.4132189 50.5668296, 10.413222 50.566897)",,,,
33542135,,,,living_street,,False,True,38.266,"LINESTRING (10.4161038 50.566379, 10.4158948 50.5660615)",,,,
48392983,,,Freitagsgasse,living_street,,False,False,111.701,"LINESTRING (10.4161038 50.566379, 10.416221 50.5663493, 10.4162608 50.5663462, 10.4163088 50.5663542, 10.4163682 50.5663999, 10.4164487 50.5664792, 10.4165885 50.5666534, 10.4166169 50.5666946, 10.4166501 50.5667482, 10.4166962 50.5668822, 10.4167603 50.5670774, 10.4168091 50.5671502)",,,,
984204037,,,,living_street,,False,True,33.698,"LINESTRING (10.4161038 50.566379, 10.4158928 50.566434, 10.4157419 50.5664727, 10.4156751 50.5665074)",,,,
27282786,,,Untere Kaplaneistraße,living_street,,False,False,61.289,"LINESTRING (10.4159856 50.567324, 10.4162818 50.5672615, 10.4167615 50.5671602, 10.4168091 50.5671502)",,,,
231452054,,,Am Frauenbrunnen,residential,,False,True,282.718,"LINESTRING (10.422136 50.5661689, 10.4219098 50.5657124, 10.4212025 50.5642789, 10.4209957 50.5638476, 10.4209616 50.5637389)",,,,
"[31345989, 623515325]",,,Schaubachstraße,residential,,False,False,95.338,"LINESTRING (10.422136 50.5661689, 10.4213271 50.566339, 10.4209156 50.5664256, 10.4208548 50.5664388)",,,,
"[27282896, 623515323]",,,Emmrichstraße,residential,,False,True,211.032,"LINESTRING (10.4209616 50.5637389, 10.4208553 50.56388, 10.4207513 50.5640817, 10.4206606 50.5642684, 10.4206185 50.5644107, 10.4205785 50.5646683, 10.4205761 50.564877, 10.4205962 50.5651645, 10.4205931 50.5652322, 10.4205734 50.5652976, 10.4205423 50.5653663, 10.4205252 50.5653957, 10.4204695 50.5654892, 10.4204178 50.56558)",,,,
231452054,,,Am Frauenbrunnen,residential,,False,False,282.718,"LINESTRING (10.4209616 50.5637389, 10.4209957 50.5638476, 10.4212025 50.5642789, 10.4219098 50.5657124, 10.422136 50.5661689)",,,,
"[31345989, 623515325]",,,Schaubachstraße,residential,,False,True,95.338,"LINESTRING (10.4208548 50.5664388, 10.4209156 50.5664256, 10.4213271 50.566339, 10.422136 50.5661689)",,,,
