osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,junction,width,bridge
"[1120664777, 24813110, 60163767]",Bahnhofstraße,residential,50,False,"[False, True]",100.18499999999999,"LINESTRING (8.4542542 50.886779, 8.4541068 50.8868001, 8.4540536 50.8868064, 8.4539894 50.8868049, 8.4535309 50.8867388, 8.453141 50.8866884, 8.4530656 50.8866787, 8.4529638 50.8866934, 8.452934 50.8867018, 8.4528643 50.8867214)",,,,,
626726231,Bachstraße,residential,50,False,True,32.522999999999996,"LINESTRING (8.4542542 50.886779, 8.454338 50.8867619, 8.4544258 50.8867583, 8.4545574 50.8867748, 8.4547034 50.8868045)",,,,,
"[1125281633, 168247751]",Hauptstraße,primary,50,False,True,124.37200000000001,"LINESTRING (8.4542542 50.886779, 8.4541864 50.8871557, 8.4541756 50.8872152, 8.4541512 50.8873509, 8.4541408 50.8873939, 8.4541012 50.8875572, 8.4540881 50.8876115, 8.4540517 50.8877617, 8.4540484 50.8877752, 8.4540212 50.8878876)","['2', '3']",B 253,,,
"[1125281634, 37228858]",Hauptstraße,primary,50,False,False,118.08800000000002,"LINESTRING (8.4542542 50.886779, 8.4542773 50.886485, 8.4542875 50.8863544, 8.4542707 50.8862549, 8.4542638 50.8862142, 8.4542412 50.8861247, 8.4542249 50.8860602, 8.4542204 50.8860398, 8.454157 50.8857525, 8.4541506 50.8857235)","['2', '3']",B 253,,,
27669111,Buderusstraße,tertiary,50,False,False,83.541,"LINESTRING (8.4540858 50.8854026, 8.45388 50.8854407, 8.4538355 50.885448, 8.4537814 50.8854568, 8.4536877 50.885472, 8.4529398 50.8856068)",2,,,,
37228858,Hauptstraße,primary,50,False,True,35.996,"LINESTRING (8.4540858 50.8854026, 8.4541023 50.8855234, 8.454115 50.8855897, 8.4541222 50.885623, 8.4541506 50.8857235)",2,B 253,,,
"[1125281635, 1125281636]",Hauptstraße,primary,50,False,False,62.432,"LINESTRING (8.4540858 50.8854026, 8.4540884 50.885345, 8.4540925 50.8853299, 8.4541404 50.8851537, 8.4541753 50.8850572, 8.4542182 50.8849608, 8.4542651 50.8848542)",3,B 253,,,
168247760,Perfstraße,secondary,50,True,False,23.476,"LINESTRING (8.4556318 50.8826315, 8.4555707 50.8826662, 8.4553833 50.8827729)",1,L 3049,,,
27669142,Hauptstraße,primary,50,False,False,23.806,"LINESTRING (8.4550413 50.8829263, 8.4551337 50.8827203)",3,B 253,,,
"[1125451072, 37228857, 1125281637]",Hauptstraße,primary,50,False,True,221.18900000000005,"LINESTRING (8.4550413 50.8829263, 8.4550175 50.8829868, 8.4549436 50.8831743, 8.4548943 50.8832996, 8.4548772 50.883343, 8.45478 50.8835895, 8.4547105 50.8837659, 8.4546291 50.8839584, 8.4545723 50.8840927, 8.4545625 50.884117, 8.4545431 50.8841651, 8.4545347 50.8841858, 8.454522 50.8842156, 8.4544717 50.8843338, 8.4544538 50.8843796, 8.4543361 50.8846804, 8.4543161 50.8847315, 8.4543025 50.8847642, 8.4542651 50.8848542)","['2', '3']",B 253,,,
