osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge
367898598,2,B 158,Schiffmühler Straße,primary,50,False,False,3.616,"LINESTRING (14.0365299 52.7841853, 14.0365821 52.7841931)",,
"[266177636, 4698236]","['2', '1']",K 6436,,primary_link,,True,False,109.47,"LINESTRING (14.0365299 52.7841853, 14.0364989 52.7840929, 14.0365336 52.7839921, 14.0365444 52.7839165, 14.0365246 52.783824, 14.036512 52.783748, 14.0364636 52.7836264, 14.036338 52.7834626, 14.0362752 52.7833981, 14.0362508 52.7833732, 14.0361306 52.7832627)",,
1206805949,2,K 6436,Wriezener Straße,tertiary,50,False,True,11.072,"LINESTRING (14.0361306 52.7832627, 14.0362631 52.7832036)",,
524326553,2,,Wriezener Straße,tertiary,50,False,False,75.012,"LINESTRING (14.0361306 52.7832627, 14.0359804 52.7833253, 14.0359048 52.7833568, 14.0353416 52.7836031, 14.0352233 52.783655)",,
79885047,,,Tornower Straße,residential,,False,True,14.69,"LINESTRING (14.0332381 52.7848931, 14.0334113 52.7849736)",,
231507832,2,,Königstraße,tertiary,30,False,False,66.469,"LINESTRING (14.0332381 52.7848931, 14.0325843 52.7853414)",,
231507831,2,,Königstraße,tertiary,30,False,True,69.566,"LINESTRING (14.0332381 52.7848931, 14.0336248 52.7846339, 14.0339185 52.784422)",,
79862253,,,Georgenkirchstraße,residential,,False,False,56.927,"LINESTRING (14.0317679 52.7858496, 14.0312154 52.7855827, 14.0311065 52.7855301)",4.5,
231507832,2,,Königstraße,tertiary,30,False,False,57.5,"LINESTRING (14.0317679 52.7858496, 14.0315009 52.786066, 14.0312955 52.7862796)",,
231507832,2,,Königstraße,tertiary,30,False,True,69.203,"LINESTRING (14.0317679 52.7858496, 14.032021 52.7856925, 14.0324861 52.7854039)",,
32605448,2,,Karl-Marx-Straße,tertiary,30,False,False,136.864,"LINESTRING (14.0302248 52.7874764, 14.0307098 52.7877329, 14.0309215 52.7878449, 14.0309504 52.7878612, 14.0311188 52.7879566, 14.0312132 52.78801, 14.0315967 52.7882653, 14.0316907 52.7883279)",,
79851706,,,Uchtenhagenstraße,tertiary,30,False,True,81.807,"LINESTRING (14.0302248 52.7874764, 14.029906 52.7873804, 14.0292136 52.7871643, 14.0291462 52.7871369)",,
231507832,2,,Königstraße,tertiary,30,False,True,110.298,"LINESTRING (14.0302248 52.7874764, 14.0302792 52.7874176, 14.0310258 52.7866108)",,
32605426,2,B 167,Bahnhofstraße,primary,50,False,False,7.52,"LINESTRING (14.0326491 52.7890582, 14.0327426 52.7890953)",,
"[313191308, 313191309]","['2', '3']",B 167,Kanalstraße,primary,50,False,True,252.903,"LINESTRING (14.0326491 52.7890582, 14.0325961 52.7890549, 14.0325102 52.7890701, 14.0323399 52.7891179, 14.0321742 52.7891505, 14.0319302 52.7891748, 14.031762 52.7891791, 14.0314847 52.7891861, 14.0310967 52.7891813, 14.0310052 52.7891744, 14.0307918 52.7891582, 14.0305249 52.7891151, 14.030134 52.7890408, 14.0300687 52.7890253, 14.0298396 52.7889634, 14.029283 52.7888186, 14.0290539 52.7887515)",,
"[1162772424, 32605448]",2,,Karl-Marx-Straße,tertiary,30,False,True,104.64800000000001,"LINESTRING (14.0326491 52.7890582, 14.0326307 52.7889944, 14.0325589 52.7889327, 14.0316907 52.7883279)",,
4698241,,,Weinbergstraße,residential,,False,True,29.687,"LINESTRING (14.0278854 52.7865769, 14.0275536 52.7864008)",,
79851706,,,Uchtenhagenstraße,tertiary,30,False,False,105.214,"LINESTRING (14.0278854 52.7865769, 14.0281095 52.786675, 14.0283629 52.7867871, 14.0287334 52.7869459, 14.0287997 52.7869764, 14.0289623 52.7870512, 14.0290198 52.7870777, 14.0290608 52.7870952, 14.0290962 52.787113, 14.0291462 52.7871369)",,
"[832600186, 4698239]",2,,"['Eberswalder Straße', 'Uchtenhagenstraße']",tertiary,30,False,True,306.256,"LINESTRING (14.0278854 52.7865769, 14.0275524 52.7866889, 14.0270942 52.7868431, 14.0261653 52.7874605, 14.0260365 52.7875439, 14.0259111 52.7876179, 14.0257263 52.7876886, 14.0255239 52.7877502, 14.0252667 52.7878203, 14.0249506 52.7878669, 14.0245165 52.78788, 14.0240999 52.7878658)",,
4698241,,,Weinbergstraße,residential,,False,False,29.687,"LINESTRING (14.0275536 52.7864008, 14.0278854 52.7865769)",,
4698241,,,Weinbergstraße,residential,,False,True,313.57899999999995,"LINESTRING (14.0275536 52.7864008, 14.0273588 52.786341, 14.0270718 52.7862529, 14.0263006 52.7860312, 14.0259388 52.7859353, 14.0256782 52.78587, 14.0246055 52.7856099, 14.0241844 52.7855033, 14.0232699 52.7852913)",,
1150250034,,,Johannisstraße,residential,,False,False,86.931,"LINESTRING (14.0275536 52.7864008, 14.0275989 52.7863535, 14.0282012 52.7857242)",4,
4698241,,,Weinbergstraße,residential,,False,False,313.579,"LINESTRING (14.0232699 52.7852913, 14.0241844 52.7855033, 14.0246055 52.7856099, 14.0256782 52.78587, 14.0259388 52.7859353, 14.0263006 52.7860312, 14.0270718 52.7862529, 14.0273588 52.786341, 14.0275536 52.7864008)",,
75042377,2,B 167,Bahnhofstraße,primary,50,False,True,29.608,"LINESTRING (14.0344883 52.7904136, 14.0342136 52.7902055)",,
75042377,2,B 167,Bahnhofstraße,primary,50,False,False,57.33,"LINESTRING (14.0344883 52.7904136, 14.0346095 52.7905054, 14.0349051 52.7907332, 14.0350202 52.7908165)",,
75540707,,,Weg an der Bahn,residential,,False,False,111.294,"LINESTRING (14.0344883 52.7904136, 14.0344043 52.7904546, 14.0334409 52.7909246, 14.0331437 52.7909765)",5,
1206805949,2,K 6436,Wriezener Straße,tertiary,50,False,False,11.072,"LINESTRING (14.0362631 52.7832036, 14.0361306 52.7832627)",,
27661959,2,K 6436,,primary_link,,True,False,116.27700000000002,"LINESTRING (14.0362631 52.7832036, 14.0363782 52.7833222, 14.0364903 52.7834545, 14.0365933 52.7835919, 14.0366479 52.7837441, 14.036656 52.7838946, 14.0366367 52.7840312, 14.0365821 52.7841931)",,
367898598,2,B 158,Schiffmühler Straße,primary,50,False,True,3.616,"LINESTRING (14.0365821 52.7841931, 14.0365299 52.7841853)",,
79885047,,,Tornower Straße,residential,,False,False,14.69,"LINESTRING (14.0334113 52.7849736, 14.0332381 52.7848931)",,
79885047,,,Tornower Straße,residential,,False,True,305.31699999999995,"LINESTRING (14.0334113 52.7849736, 14.033626 52.7848632, 14.0337742 52.7848442, 14.033945 52.7848542, 14.0342233 52.7849488, 14.0345299 52.785062, 14.0349849 52.7852601, 14.0355305 52.7854508, 14.0358129 52.7855381, 14.0360221 52.7855911, 14.0367034 52.7857637, 14.036935 52.785811, 14.0370988 52.7858492, 14.0372468 52.7859036, 14.0373123 52.7859455, 14.0373828 52.7859837)",,
"[1214062691, 32731137, 234167019]",,,Gesundbrunnenstraße,residential,30,True,False,102.37200000000001,"LINESTRING (14.0339185 52.784422, 14.0338326 52.7843646, 14.0337876 52.7843007, 14.03382 52.7840862, 14.033853 52.7838612, 14.0338701 52.7837746, 14.0338432 52.7836712, 14.0338365 52.7836496, 14.0337763 52.7835367)",,
231507831,2,,Königstraße,tertiary,30,False,False,69.566,"LINESTRING (14.0339185 52.784422, 14.0336248 52.7846339, 14.0332381 52.7848931)",,
"[27661960, 1162772438]",2,,Königstraße,tertiary,30,False,True,122.56899999999999,"LINESTRING (14.0339185 52.784422, 14.0341545 52.7842709, 14.0344659 52.7840678, 14.0347008 52.7839204, 14.0348533 52.7838398, 14.0352233 52.783655)",,
"[27661960, 1162772438]",2,,Königstraße,tertiary,30,False,False,122.56899999999999,"LINESTRING (14.0352233 52.783655, 14.0348533 52.7838398, 14.0347008 52.7839204, 14.0344659 52.7840678, 14.0341545 52.7842709, 14.0339185 52.784422)",,
524326553,2,,Wriezener Straße,tertiary,50,False,True,75.012,"LINESTRING (14.0352233 52.783655, 14.0353416 52.7836031, 14.0359048 52.7833568, 14.0359804 52.7833253, 14.0361306 52.7832627)",,
75042377,2,B 167,Bahnhofstraße,primary,50,False,False,29.608,"LINESTRING (14.0342136 52.7902055, 14.0344883 52.7904136)",,
