osmid,name,highway,maxspeed,oneway,reversed,length,bridge,lanes,geometry
"[1192354153, 298579466, 422941359, 24366163, 24366164]",Burgstraße,residential,50,False,True,142.04000000000002,yes,2,"LINESTRING (9.2131108 48.089129, 9.2133289 48.0889462, 9.2133556 48.0889239, 9.2136884 48.0886473, 9.2138547 48.0884824, 9.213994 48.0883362, 9.2141148 48.0882011, 9.21415 48.0881591, 9.2141722 48.088134, 9.2142055 48.0880854)"
25420811,In den Burgwiesen,residential,,False,True,250.81499999999997,,,"LINESTRING (9.2131108 48.089129, 9.2136952 48.0894419, 9.2138954 48.089557, 9.2140451 48.0896586, 9.2141506 48.0897427, 9.2141864 48.0897654, 9.2142275 48.0897823, 9.214312 48.0897952, 9.2143628 48.0897952, 9.2144154 48.0897893, 9.214484 48.0897762, 9.214542 48.0897502, 9.21482 48.0896405, 9.2151685 48.0895033, 9.2153874 48.0894058, 9.2155781 48.0892879, 9.2158189 48.0891617)"
25770348,Friedhofstraße,secondary,,False,False,50.079,,,"LINESTRING (9.2234107 48.0817799, 9.2233783 48.08206, 9.2233503 48.0822284)"
27715883,Karlstraße,secondary,,False,True,523.8050000000001,,,"LINESTRING (9.2189058 48.0865853, 9.2191798 48.0863788, 9.2192543 48.086324, 9.2195654 48.086084, 9.2200734 48.0857097, 9.2205763 48.0853136, 9.2208297 48.0851136, 9.2210538 48.0849448, 9.22146 48.0846325, 9.2220513 48.0841732, 9.2223626 48.0839314, 9.2224912 48.083813, 9.2225394 48.0837339, 9.2227282 48.0834238, 9.2228639 48.0832049, 9.2230716 48.0828413)"
"[420290882, 618357236]",Karlstraße,tertiary,,False,False,126.262,,,"LINESTRING (9.2189058 48.0865853, 9.2185222 48.0868769, 9.2182914 48.0870727, 9.2179949 48.0873311, 9.2179249 48.0874038, 9.2178658 48.0874803)"
"[25529139, 619503613, 619266647]",Antonstraße,tertiary,,False,False,75.592,,,"LINESTRING (9.2189058 48.0865853, 9.2187042 48.0864706, 9.2184286 48.0863202, 9.2183267 48.0862643, 9.2181218 48.0861519)"
25460441,Josefstraße,residential,,False,False,89.274,,,"LINESTRING (9.2155664 48.0856949, 9.2155243 48.0856399, 9.2154394 48.0852491, 9.2153773 48.0849054)"
618357235,Antonstraße,tertiary,,False,False,30.016999999999996,,,"LINESTRING (9.2155664 48.0856949, 9.2155002 48.0857572, 9.215385 48.0859348)"
618357235,Antonstraße,tertiary,,False,True,88.015,,,"LINESTRING (9.2155664 48.0856949, 9.2156569 48.0856674, 9.2157987 48.0856622, 9.2167225 48.0857902)"
25420827,Laizer Straße,tertiary,,False,False,79.623,,2,"LINESTRING (9.214632 48.086741, 9.214292 48.0866899, 9.2142025 48.0866764, 9.2140798 48.086651, 9.2138719 48.0866181, 9.2137584 48.0866067, 9.2135841 48.0866156)"
