osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,junction
"[458939973, 458939974]",Hoher-Hagen-Straße,residential,30,False,True,177.00500000000002,"LINESTRING (9.7620468 51.5008151, 9.7620998 51.5008317, 9.762265 51.5008834, 9.7623376 51.5009082, 9.7623877 51.5009328, 9.7624191 51.5009526, 9.7624583 51.50098, 9.7624945 51.501012, 9.7625206 51.5010417, 9.7625389 51.5010754, 9.7625649 51.5011252, 9.7625819 51.5011892, 9.7626078 51.5013742, 9.7626474 51.5016572, 9.7626495 51.5016725, 9.7627191 51.5021695, 9.7627253 51.5022436)",,,
"[187061776, 724298406, 724298405, 724298414]",Teichstraße,residential,30,True,False,55.911,"LINESTRING (9.7617925 51.50192, 9.7618429 51.5020151, 9.7620038 51.502296, 9.7620371 51.5023543, 9.7620601 51.5023944)",,,
40713266,In der Dehne,residential,50,False,True,41.484,"LINESTRING (9.7683414 51.5061625, 9.7687257 51.5064488)",,,
175773813,In der Dehne,residential,50,False,False,39.112,"LINESTRING (9.7683414 51.5061625, 9.7688475 51.506319)",,,
175773813,In der Dehne,residential,50,False,True,36.525000000000006,"LINESTRING (9.7683414 51.5061625, 9.7681969 51.5061165, 9.7678715 51.506013)",,,
40713266,In der Dehne,residential,50,False,False,3.351,"LINESTRING (9.7687568 51.5064719, 9.7687257 51.5064488)",,,
28556165,Lange Straße,primary,50,False,False,49.038,"LINESTRING (9.7620601 51.5023944, 9.7621957 51.5023601, 9.7623702 51.5023159, 9.7624353 51.5023004, 9.7627253 51.5022436)",B 3,,
25630513,Barteröder Straße,unclassified,,False,False,170.29000000000002,"LINESTRING (9.7627253 51.5022436, 9.7627428 51.5024512, 9.7627687 51.5025487, 9.7627965 51.5026532, 9.7628918 51.5030173, 9.7629008 51.5030517, 9.7629309 51.5032001, 9.7629457 51.5033551, 9.76295 51.5035037, 9.7629538 51.5036355, 9.7629749 51.5037646)",,,
28556165,Lange Straße,primary,50,False,True,49.038,"LINESTRING (9.7627253 51.5022436, 9.7624353 51.5023004, 9.7623702 51.5023159, 9.7621957 51.5023601, 9.7620601 51.5023944)",B 3,,
438302220,Lange Straße,primary,50,False,True,118.475,"LINESTRING (9.7627253 51.5022436, 9.763007 51.502222, 9.7632212 51.5022166, 9.7632654 51.502218, 9.7634811 51.5022248, 9.7636957 51.5022404, 9.7638976 51.502262, 9.7644154 51.5023388)",B 3,,
"[458939973, 458939974]",Hoher-Hagen-Straße,residential,30,False,False,177.005,"LINESTRING (9.7627253 51.5022436, 9.7627191 51.5021695, 9.7626495 51.5016725, 9.7626474 51.5016572, 9.7626078 51.5013742, 9.7625819 51.5011892, 9.7625649 51.5011252, 9.7625389 51.5010754, 9.7625206 51.5010417, 9.7624945 51.501012, 9.7624583 51.50098, 9.7624191 51.5009526, 9.7623877 51.5009328, 9.7623376 51.5009082, 9.762265 51.5008834, 9.7620998 51.5008317, 9.7620468 51.5008151)",,,
"[725298466, 25741682]",Schinderweg,residential,30,False,False,115.595,"LINESTRING (9.761346 51.503976, 9.7614706 51.5039811, 9.7615685 51.5039766, 9.7629749 51.5037646)",,,
25630513,Barteröder Straße,unclassified,,False,True,170.29000000000002,"LINESTRING (9.7629749 51.5037646, 9.7629538 51.5036355, 9.76295 51.5035037, 9.7629457 51.5033551, 9.7629309 51.5032001, 9.7629008 51.5030517, 9.7628918 51.5030173, 9.7627965 51.5026532, 9.7627687 51.5025487, 9.7627428 51.5024512, 9.7627253 51.5022436)",,,
"[25741682, 725298466]",Schinderweg,residential,30,False,True,115.595,"LINESTRING (9.7629749 51.5037646, 9.7615685 51.5039766, 9.7614706 51.5039811, 9.761346 51.503976)",,,
422732540,Barteröder Straße,unclassified,,False,False,65.36,"LINESTRING (9.7629749 51.5037646, 9.7630471 51.5039378, 9.7631057 51.5040718, 9.7632314 51.5043302)",,,
25631004,Lehmkuhlenweg,residential,50,False,True,167.50900000000001,"LINESTRING (9.7632314 51.5043302, 9.7636358 51.5042871, 9.764849 51.5041579, 9.7651291 51.5041281, 9.7652398 51.5041163, 9.7656169 51.5040762)",,,
422732540,Barteröder Straße,unclassified,,False,True,65.36,"LINESTRING (9.7632314 51.5043302, 9.7631057 51.5040718, 9.7630471 51.5039378, 9.7629749 51.5037646)",,,
