osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,width,bridge
266790599,An der Schmiede,residential,False,True,23.986,"LINESTRING (13.5785697 50.9869665, 13.5786128 50.9869862, 13.5788468 50.9870934)",,,,,
"[268639419, 429915868, 268639415]",Roßmäßlerstraße,secondary,True,False,131.632,"LINESTRING (13.5785697 50.9869665, 13.5783391 50.9871454, 13.5782529 50.9872077, 13.5779053 50.987439, 13.5775748 50.9876612, 13.5774663 50.9877448, 13.5773739 50.9877869, 13.5772779 50.9878186)",1,S 192,50,,
229742505,Dresdner Straße,secondary,False,True,7.469,"LINESTRING (13.5847406 50.9834911, 13.5846765 50.9835448)",2,S 194,50,,
"[872006416, 190764010, 242494453, 60684855]",Pienner Straße,secondary,False,True,156.995,"LINESTRING (13.5847406 50.9834911, 13.5846191 50.9834308, 13.5845304 50.9833968, 13.584363 50.9833636, 13.5841078 50.9833079, 13.5839449 50.9832707, 13.5837702 50.9832342, 13.5836345 50.9831926, 13.5835588 50.9831439, 13.5835118 50.9830848, 13.5834471 50.9829765, 13.5833222 50.9827821, 13.583211 50.9826066)",2,S 192,50,,
190209726,Freiberger Straße,secondary,False,False,106.91599999999998,"LINESTRING (13.5755496 50.9850821, 13.575724 50.9851628, 13.5758484 50.9852143, 13.5760383 50.9852771, 13.576246 50.9853441, 13.5766647 50.9854333, 13.576785 50.985457, 13.5769274 50.9854775)",2,S 194,50,,
4748332,Amtsgasse,residential,True,False,220.97600000000006,"LINESTRING (13.5776145 50.9855419, 13.5776066 50.9855769, 13.5776226 50.9856188, 13.5776546 50.9856731, 13.5777101 50.9857728, 13.5777673 50.9858986, 13.5777735 50.9859979, 13.5777714 50.9860686, 13.5777424 50.9863908, 13.5777091 50.9865619, 13.5776708 50.9867147, 13.5775493 50.9870473, 13.5775055 50.9872045, 13.5775222 50.9873586, 13.5775739 50.9874511, 13.5775956 50.9874899)",,,,,
27937936,Freiberger Straße,secondary,False,True,24.809,"LINESTRING (13.5776145 50.9855419, 13.5775077 50.9855283, 13.5774227 50.9855176, 13.577265 50.985506)",2,S 194,30,,
"[569704464, 1117329359]",Freiberger Straße,secondary,False,False,147.26300000000003,"LINESTRING (13.5776145 50.9855419, 13.5778225 50.985573, 13.5780868 50.9856132, 13.5782946 50.9856434, 13.5791185 50.985771, 13.5795314 50.9858326, 13.5795637 50.9858359, 13.5796373 50.9858429, 13.5796619 50.9858452)",2,S 194,30,,
4743326,An der Schmiede,residential,True,False,134.173,"LINESTRING (13.5777545 50.9880594, 13.5778 50.9880443, 13.5781201 50.9877743, 13.5783203 50.9876078, 13.5784598 50.9874922, 13.5786066 50.9873629, 13.5788116 50.9871965, 13.5788654 50.9871397, 13.5788468 50.9870934)",,,,,
266869679,Opitzer Weg,residential,False,False,43.073,"LINESTRING (13.5777545 50.9880594, 13.5777077 50.988023, 13.5774277 50.9878749, 13.5773929 50.9878565, 13.5772779 50.9878186)",,,30,,
"[580888363, 580888356]",Opitzer Weg,residential,False,True,78.471,"LINESTRING (13.5777545 50.9880594, 13.5777792 50.9880913, 13.5777996 50.9881356, 13.577837 50.9882307, 13.5779093 50.9883622, 13.5779519 50.9884172, 13.5780696 50.9885007, 13.5781399 50.9885413, 13.5783086 50.9886014, 13.5783551 50.9886145)",,,30,,
4742846,Weißiger Höhe,living_street,False,False,165.597,"LINESTRING (13.5814803 50.9886414, 13.5813497 50.9885438, 13.5812098 50.9884465, 13.5810403 50.9882915, 13.5809419 50.9881734, 13.5809088 50.9880864, 13.5809208 50.987993, 13.5809725 50.9879254, 13.5810797 50.9878262, 13.5811303 50.987783, 13.5812191 50.9877293, 13.5814624 50.9875755, 13.5816186 50.9874932, 13.5816969 50.9874706)",,,,,
4742846,Weißiger Höhe,living_street,False,True,265.47599999999994,"LINESTRING (13.5814803 50.9886414, 13.5816212 50.9886358, 13.581895 50.9885584, 13.582278 50.9883612, 13.5824337 50.9883068, 13.5826068 50.9883046, 13.5827514 50.9883421, 13.5828374 50.9884213, 13.582852 50.9885246, 13.5827766 50.9886547, 13.5827244 50.9887664, 13.5826904 50.988885, 13.5827499 50.9890171, 13.5828981 50.989101, 13.5830924 50.9891607, 13.5832007 50.989236, 13.5832363 50.9893156, 13.5832362 50.9894142, 13.5831868 50.9895173, 13.5831631 50.9895429, 13.5831529 50.989554, 13.5831459 50.9895618, 13.5830915 50.9896144)",,,,,
